location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,854,2022-06-11,2022-06-06
BG,1 wk ahead inc case,quantile,0.025,252,2022-06-11,2022-06-06
BG,1 wk ahead inc case,quantile,0.25,658,2022-06-11,2022-06-06
BG,1 wk ahead inc case,quantile,0.75,1086,2022-06-11,2022-06-06
BG,1 wk ahead inc case,quantile,0.975,3116,2022-06-11,2022-06-06
BG,2 wk ahead inc case,point,NA,554,2022-06-18,2022-06-06
BG,2 wk ahead inc case,quantile,0.025,46,2022-06-18,2022-06-06
BG,2 wk ahead inc case,quantile,0.25,308,2022-06-18,2022-06-06
BG,2 wk ahead inc case,quantile,0.75,820,2022-06-18,2022-06-06
BG,2 wk ahead inc case,quantile,0.975,4295,2022-06-18,2022-06-06
GR,1 wk ahead inc case,point,NA,23704,2022-06-11,2022-06-06
GR,1 wk ahead inc case,quantile,0.025,6993,2022-06-11,2022-06-06
GR,1 wk ahead inc case,quantile,0.25,18252,2022-06-11,2022-06-06
GR,1 wk ahead inc case,quantile,0.75,30128,2022-06-11,2022-06-06
GR,1 wk ahead inc case,quantile,0.975,86448,2022-06-11,2022-06-06
GR,2 wk ahead inc case,point,NA,22605,2022-06-18,2022-06-06
GR,2 wk ahead inc case,quantile,0.025,1876,2022-06-18,2022-06-06
GR,2 wk ahead inc case,quantile,0.25,12591,2022-06-18,2022-06-06
GR,2 wk ahead inc case,quantile,0.75,33455,2022-06-18,2022-06-06
GR,2 wk ahead inc case,quantile,0.975,175279,2022-06-18,2022-06-06
HR,1 wk ahead inc case,point,NA,1332,2022-06-11,2022-06-06
HR,1 wk ahead inc case,quantile,0.025,393,2022-06-11,2022-06-06
HR,1 wk ahead inc case,quantile,0.25,1026,2022-06-11,2022-06-06
HR,1 wk ahead inc case,quantile,0.75,1694,2022-06-11,2022-06-06
HR,1 wk ahead inc case,quantile,0.975,4859,2022-06-11,2022-06-06
HR,2 wk ahead inc case,point,NA,1022,2022-06-18,2022-06-06
HR,2 wk ahead inc case,quantile,0.025,85,2022-06-18,2022-06-06
HR,2 wk ahead inc case,quantile,0.25,569,2022-06-18,2022-06-06
HR,2 wk ahead inc case,quantile,0.75,1512,2022-06-18,2022-06-06
HR,2 wk ahead inc case,quantile,0.975,7924,2022-06-18,2022-06-06
IT,1 wk ahead inc case,point,NA,95181,2022-06-11,2022-06-06
IT,1 wk ahead inc case,quantile,0.025,28078,2022-06-11,2022-06-06
IT,1 wk ahead inc case,quantile,0.25,73289,2022-06-11,2022-06-06
IT,1 wk ahead inc case,quantile,0.75,120975,2022-06-11,2022-06-06
IT,1 wk ahead inc case,quantile,0.975,347124,2022-06-11,2022-06-06
IT,2 wk ahead inc case,point,NA,76606,2022-06-18,2022-06-06
IT,2 wk ahead inc case,quantile,0.025,6358,2022-06-18,2022-06-06
IT,2 wk ahead inc case,quantile,0.25,42670,2022-06-18,2022-06-06
IT,2 wk ahead inc case,quantile,0.75,113377,2022-06-18,2022-06-06
IT,2 wk ahead inc case,quantile,0.975,594003,2022-06-18,2022-06-06
NO,1 wk ahead inc case,point,NA,1972,2022-06-11,2022-06-06
NO,1 wk ahead inc case,quantile,0.025,582,2022-06-11,2022-06-06
NO,1 wk ahead inc case,quantile,0.25,1518,2022-06-11,2022-06-06
NO,1 wk ahead inc case,quantile,0.75,2506,2022-06-11,2022-06-06
NO,1 wk ahead inc case,quantile,0.975,7192,2022-06-11,2022-06-06
NO,2 wk ahead inc case,point,NA,2123,2022-06-18,2022-06-06
NO,2 wk ahead inc case,quantile,0.025,176,2022-06-18,2022-06-06
NO,2 wk ahead inc case,quantile,0.25,1183,2022-06-18,2022-06-06
NO,2 wk ahead inc case,quantile,0.75,3142,2022-06-18,2022-06-06
NO,2 wk ahead inc case,quantile,0.975,16464,2022-06-18,2022-06-06
PL,1 wk ahead inc case,point,NA,1259,2022-06-11,2022-06-06
PL,1 wk ahead inc case,quantile,0.025,371,2022-06-11,2022-06-06
PL,1 wk ahead inc case,quantile,0.25,970,2022-06-11,2022-06-06
PL,1 wk ahead inc case,quantile,0.75,1601,2022-06-11,2022-06-06
PL,1 wk ahead inc case,quantile,0.975,4593,2022-06-11,2022-06-06
PL,2 wk ahead inc case,point,NA,1009,2022-06-18,2022-06-06
PL,2 wk ahead inc case,quantile,0.025,84,2022-06-18,2022-06-06
PL,2 wk ahead inc case,quantile,0.25,562,2022-06-18,2022-06-06
PL,2 wk ahead inc case,quantile,0.75,1493,2022-06-18,2022-06-06
PL,2 wk ahead inc case,quantile,0.975,7822,2022-06-18,2022-06-06
RO,1 wk ahead inc case,point,NA,1767,2022-06-11,2022-06-06
RO,1 wk ahead inc case,quantile,0.025,521,2022-06-11,2022-06-06
RO,1 wk ahead inc case,quantile,0.25,1361,2022-06-11,2022-06-06
RO,1 wk ahead inc case,quantile,0.75,2246,2022-06-11,2022-06-06
RO,1 wk ahead inc case,quantile,0.975,6444,2022-06-11,2022-06-06
RO,2 wk ahead inc case,point,NA,1482,2022-06-18,2022-06-06
RO,2 wk ahead inc case,quantile,0.025,123,2022-06-18,2022-06-06
RO,2 wk ahead inc case,quantile,0.25,825,2022-06-18,2022-06-06
RO,2 wk ahead inc case,quantile,0.75,2193,2022-06-18,2022-06-06
RO,2 wk ahead inc case,quantile,0.975,11491,2022-06-18,2022-06-06
BG,1 wk ahead inc death,point,NA,13,2022-06-11,2022-06-06
BG,1 wk ahead inc death,quantile,0.025,4,2022-06-11,2022-06-06
BG,1 wk ahead inc death,quantile,0.25,10,2022-06-11,2022-06-06
BG,1 wk ahead inc death,quantile,0.75,17,2022-06-11,2022-06-06
BG,1 wk ahead inc death,quantile,0.975,49,2022-06-11,2022-06-06
BG,2 wk ahead inc death,point,NA,7,2022-06-18,2022-06-06
BG,2 wk ahead inc death,quantile,0.025,1,2022-06-18,2022-06-06
BG,2 wk ahead inc death,quantile,0.25,4,2022-06-18,2022-06-06
BG,2 wk ahead inc death,quantile,0.75,10,2022-06-18,2022-06-06
BG,2 wk ahead inc death,quantile,0.975,52,2022-06-18,2022-06-06
GR,1 wk ahead inc death,point,NA,120,2022-06-11,2022-06-06
GR,1 wk ahead inc death,quantile,0.025,35,2022-06-11,2022-06-06
GR,1 wk ahead inc death,quantile,0.25,93,2022-06-11,2022-06-06
GR,1 wk ahead inc death,quantile,0.75,153,2022-06-11,2022-06-06
GR,1 wk ahead inc death,quantile,0.975,439,2022-06-11,2022-06-06
GR,2 wk ahead inc death,point,NA,109,2022-06-18,2022-06-06
GR,2 wk ahead inc death,quantile,0.025,9,2022-06-18,2022-06-06
GR,2 wk ahead inc death,quantile,0.25,61,2022-06-18,2022-06-06
GR,2 wk ahead inc death,quantile,0.75,162,2022-06-18,2022-06-06
GR,2 wk ahead inc death,quantile,0.975,848,2022-06-18,2022-06-06
HR,1 wk ahead inc death,point,NA,19,2022-06-11,2022-06-06
HR,1 wk ahead inc death,quantile,0.025,6,2022-06-11,2022-06-06
HR,1 wk ahead inc death,quantile,0.25,14,2022-06-11,2022-06-06
HR,1 wk ahead inc death,quantile,0.75,24,2022-06-11,2022-06-06
HR,1 wk ahead inc death,quantile,0.975,68,2022-06-11,2022-06-06
