location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,32541,2022-05-07,2022-05-02
AT,1 wk ahead inc case,quantile,0.025,9599,2022-05-07,2022-05-02
AT,1 wk ahead inc case,quantile,0.25,25056,2022-05-07,2022-05-02
AT,1 wk ahead inc case,quantile,0.75,41359,2022-05-07,2022-05-02
AT,1 wk ahead inc case,quantile,0.975,118675,2022-05-07,2022-05-02
AT,2 wk ahead inc case,point,NA,25228,2022-05-14,2022-05-02
AT,2 wk ahead inc case,quantile,0.025,2094,2022-05-14,2022-05-02
AT,2 wk ahead inc case,quantile,0.25,14052,2022-05-14,2022-05-02
AT,2 wk ahead inc case,quantile,0.75,37338,2022-05-14,2022-05-02
AT,2 wk ahead inc case,quantile,0.975,195620,2022-05-14,2022-05-02
BG,1 wk ahead inc case,point,NA,3467,2022-05-07,2022-05-02
BG,1 wk ahead inc case,quantile,0.025,1023,2022-05-07,2022-05-02
BG,1 wk ahead inc case,quantile,0.25,2670,2022-05-07,2022-05-02
BG,1 wk ahead inc case,quantile,0.75,4407,2022-05-07,2022-05-02
BG,1 wk ahead inc case,quantile,0.975,12645,2022-05-07,2022-05-02
BG,2 wk ahead inc case,point,NA,2846,2022-05-14,2022-05-02
BG,2 wk ahead inc case,quantile,0.025,236,2022-05-14,2022-05-02
BG,2 wk ahead inc case,quantile,0.25,1585,2022-05-14,2022-05-02
BG,2 wk ahead inc case,quantile,0.75,4212,2022-05-14,2022-05-02
BG,2 wk ahead inc case,quantile,0.975,22069,2022-05-14,2022-05-02
FR,1 wk ahead inc case,point,NA,259509,2022-05-07,2022-05-02
FR,1 wk ahead inc case,quantile,0.025,76555,2022-05-07,2022-05-02
FR,1 wk ahead inc case,quantile,0.25,199822,2022-05-07,2022-05-02
FR,1 wk ahead inc case,quantile,0.75,329836,2022-05-07,2022-05-02
FR,1 wk ahead inc case,quantile,0.975,946428,2022-05-07,2022-05-02
FR,2 wk ahead inc case,point,NA,173180,2022-05-14,2022-05-02
FR,2 wk ahead inc case,quantile,0.025,14374,2022-05-14,2022-05-02
FR,2 wk ahead inc case,quantile,0.25,96461,2022-05-14,2022-05-02
FR,2 wk ahead inc case,quantile,0.75,256307,2022-05-14,2022-05-02
FR,2 wk ahead inc case,quantile,0.975,1342839,2022-05-14,2022-05-02
HR,1 wk ahead inc case,point,NA,4315,2022-05-07,2022-05-02
HR,1 wk ahead inc case,quantile,0.025,1273,2022-05-07,2022-05-02
HR,1 wk ahead inc case,quantile,0.25,3323,2022-05-07,2022-05-02
HR,1 wk ahead inc case,quantile,0.75,5485,2022-05-07,2022-05-02
HR,1 wk ahead inc case,quantile,0.975,15738,2022-05-07,2022-05-02
HR,2 wk ahead inc case,point,NA,4038,2022-05-14,2022-05-02
HR,2 wk ahead inc case,quantile,0.025,335,2022-05-14,2022-05-02
HR,2 wk ahead inc case,quantile,0.25,2249,2022-05-14,2022-05-02
HR,2 wk ahead inc case,quantile,0.75,5976,2022-05-14,2022-05-02
HR,2 wk ahead inc case,quantile,0.975,31311,2022-05-14,2022-05-02
IT,1 wk ahead inc case,point,NA,339539,2022-05-07,2022-05-02
IT,1 wk ahead inc case,quantile,0.025,100164,2022-05-07,2022-05-02
IT,1 wk ahead inc case,quantile,0.25,261445,2022-05-07,2022-05-02
IT,1 wk ahead inc case,quantile,0.75,431554,2022-05-07,2022-05-02
IT,1 wk ahead inc case,quantile,0.975,1238297,2022-05-07,2022-05-02
IT,2 wk ahead inc case,point,NA,284996,2022-05-14,2022-05-02
IT,2 wk ahead inc case,quantile,0.025,23655,2022-05-14,2022-05-02
IT,2 wk ahead inc case,quantile,0.25,158743,2022-05-14,2022-05-02
IT,2 wk ahead inc case,quantile,0.75,421794,2022-05-14,2022-05-02
IT,2 wk ahead inc case,quantile,0.975,2209861,2022-05-14,2022-05-02
LT,1 wk ahead inc case,point,NA,2936,2022-05-07,2022-05-02
LT,1 wk ahead inc case,quantile,0.025,866,2022-05-07,2022-05-02
LT,1 wk ahead inc case,quantile,0.25,2261,2022-05-07,2022-05-02
LT,1 wk ahead inc case,quantile,0.75,3731,2022-05-07,2022-05-02
LT,1 wk ahead inc case,quantile,0.975,10707,2022-05-07,2022-05-02
LT,2 wk ahead inc case,point,NA,2161,2022-05-14,2022-05-02
LT,2 wk ahead inc case,quantile,0.025,179,2022-05-14,2022-05-02
LT,2 wk ahead inc case,quantile,0.25,1203,2022-05-14,2022-05-02
LT,2 wk ahead inc case,quantile,0.75,3198,2022-05-14,2022-05-02
LT,2 wk ahead inc case,quantile,0.975,16753,2022-05-14,2022-05-02
MT,1 wk ahead inc case,point,NA,919,2022-05-07,2022-05-02
MT,1 wk ahead inc case,quantile,0.025,271,2022-05-07,2022-05-02
MT,1 wk ahead inc case,quantile,0.25,708,2022-05-07,2022-05-02
MT,1 wk ahead inc case,quantile,0.75,1168,2022-05-07,2022-05-02
MT,1 wk ahead inc case,quantile,0.975,3351,2022-05-07,2022-05-02
MT,2 wk ahead inc case,point,NA,590,2022-05-14,2022-05-02
MT,2 wk ahead inc case,quantile,0.025,49,2022-05-14,2022-05-02
MT,2 wk ahead inc case,quantile,0.25,329,2022-05-14,2022-05-02
MT,2 wk ahead inc case,quantile,0.75,873,2022-05-14,2022-05-02
MT,2 wk ahead inc case,quantile,0.975,4576,2022-05-14,2022-05-02
PL,1 wk ahead inc case,point,NA,5173,2022-05-07,2022-05-02
PL,1 wk ahead inc case,quantile,0.025,1526,2022-05-07,2022-05-02
PL,1 wk ahead inc case,quantile,0.25,3984,2022-05-07,2022-05-02
PL,1 wk ahead inc case,quantile,0.75,6575,2022-05-07,2022-05-02
PL,1 wk ahead inc case,quantile,0.975,18868,2022-05-07,2022-05-02
PL,2 wk ahead inc case,point,NA,4737,2022-05-14,2022-05-02
PL,2 wk ahead inc case,quantile,0.025,393,2022-05-14,2022-05-02
PL,2 wk ahead inc case,quantile,0.25,2639,2022-05-14,2022-05-02
PL,2 wk ahead inc case,quantile,0.75,7011,2022-05-14,2022-05-02
PL,2 wk ahead inc case,quantile,0.975,36731,2022-05-14,2022-05-02
RO,1 wk ahead inc case,point,NA,5446,2022-05-07,2022-05-02
RO,1 wk ahead inc case,quantile,0.025,1607,2022-05-07,2022-05-02
RO,1 wk ahead inc case,quantile,0.25,4193,2022-05-07,2022-05-02
RO,1 wk ahead inc case,quantile,0.75,6922,2022-05-07,2022-05-02
RO,1 wk ahead inc case,quantile,0.975,19861,2022-05-07,2022-05-02
RO,2 wk ahead inc case,point,NA,5088,2022-05-14,2022-05-02
RO,2 wk ahead inc case,quantile,0.025,422,2022-05-14,2022-05-02
RO,2 wk ahead inc case,quantile,0.25,2834,2022-05-14,2022-05-02
RO,2 wk ahead inc case,quantile,0.75,7530,2022-05-14,2022-05-02
RO,2 wk ahead inc case,quantile,0.975,39453,2022-05-14,2022-05-02
SI,1 wk ahead inc case,point,NA,5171,2022-05-07,2022-05-02
SI,1 wk ahead inc case,quantile,0.025,1525,2022-05-07,2022-05-02
SI,1 wk ahead inc case,quantile,0.25,3982,2022-05-07,2022-05-02
SI,1 wk ahead inc case,quantile,0.75,6572,2022-05-07,2022-05-02
SI,1 wk ahead inc case,quantile,0.975,18858,2022-05-07,2022-05-02
SI,2 wk ahead inc case,point,NA,4230,2022-05-14,2022-05-02
SI,2 wk ahead inc case,quantile,0.025,351,2022-05-14,2022-05-02
SI,2 wk ahead inc case,quantile,0.25,2356,2022-05-14,2022-05-02
SI,2 wk ahead inc case,quantile,0.75,6261,2022-05-14,2022-05-02
SI,2 wk ahead inc case,quantile,0.975,32802,2022-05-14,2022-05-02
