location,target,type,quantile,value,target_end_date,forecast_date
CZ,1 wk ahead inc case,point,NA,2767,2023-02-18,2023-02-13
CZ,1 wk ahead inc case,quantile,0.025,816,2023-02-18,2023-02-13
CZ,1 wk ahead inc case,quantile,0.250,2131,2023-02-18,2023-02-13
CZ,1 wk ahead inc case,quantile,0.750,3517,2023-02-18,2023-02-13
CZ,1 wk ahead inc case,quantile,0.975,10092,2023-02-18,2023-02-13
CZ,2 wk ahead inc case,point,NA,2590,2023-02-25,2023-02-13
CZ,2 wk ahead inc case,quantile,0.025,215,2023-02-25,2023-02-13
CZ,2 wk ahead inc case,quantile,0.250,1443,2023-02-25,2023-02-13
CZ,2 wk ahead inc case,quantile,0.750,3834,2023-02-25,2023-02-13
CZ,2 wk ahead inc case,quantile,0.975,20086,2023-02-25,2023-02-13
LT,1 wk ahead inc case,point,NA,1790,2023-02-18,2023-02-13
LT,1 wk ahead inc case,quantile,0.025,528,2023-02-18,2023-02-13
LT,1 wk ahead inc case,quantile,0.250,1378,2023-02-18,2023-02-13
LT,1 wk ahead inc case,quantile,0.750,2275,2023-02-18,2023-02-13
LT,1 wk ahead inc case,quantile,0.975,6527,2023-02-18,2023-02-13
LT,2 wk ahead inc case,point,NA,1671,2023-02-25,2023-02-13
LT,2 wk ahead inc case,quantile,0.025,139,2023-02-25,2023-02-13
LT,2 wk ahead inc case,quantile,0.250,931,2023-02-25,2023-02-13
LT,2 wk ahead inc case,quantile,0.750,2473,2023-02-25,2023-02-13
LT,2 wk ahead inc case,quantile,0.975,12957,2023-02-25,2023-02-13
CZ,1 wk ahead inc death,point,NA,30,2023-02-18,2023-02-13
CZ,1 wk ahead inc death,quantile,0.025,9,2023-02-18,2023-02-13
CZ,1 wk ahead inc death,quantile,0.250,23,2023-02-18,2023-02-13
CZ,1 wk ahead inc death,quantile,0.750,38,2023-02-18,2023-02-13
CZ,1 wk ahead inc death,quantile,0.975,109,2023-02-18,2023-02-13
CZ,2 wk ahead inc death,point,NA,30,2023-02-25,2023-02-13
CZ,2 wk ahead inc death,quantile,0.025,2,2023-02-25,2023-02-13
CZ,2 wk ahead inc death,quantile,0.250,16,2023-02-25,2023-02-13
CZ,2 wk ahead inc death,quantile,0.750,44,2023-02-25,2023-02-13
CZ,2 wk ahead inc death,quantile,0.975,229,2023-02-25,2023-02-13
LT,1 wk ahead inc death,point,NA,5,2023-02-18,2023-02-13
LT,1 wk ahead inc death,quantile,0.025,1,2023-02-18,2023-02-13
LT,1 wk ahead inc death,quantile,0.250,4,2023-02-18,2023-02-13
LT,1 wk ahead inc death,quantile,0.750,6,2023-02-18,2023-02-13
LT,1 wk ahead inc death,quantile,0.975,17,2023-02-18,2023-02-13
LT,2 wk ahead inc death,point,NA,2,2023-02-25,2023-02-13
LT,2 wk ahead inc death,quantile,0.025,0,2023-02-25,2023-02-13
LT,2 wk ahead inc death,quantile,0.250,1,2023-02-25,2023-02-13
LT,2 wk ahead inc death,quantile,0.750,3,2023-02-25,2023-02-13
LT,2 wk ahead inc death,quantile,0.975,16,2023-02-25,2023-02-13
