location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,4974,2022-09-03,2022-08-29
BG,1 wk ahead inc case,quantile,0.025,1467,2022-09-03,2022-08-29
BG,1 wk ahead inc case,quantile,0.250,3830,2022-09-03,2022-08-29
BG,1 wk ahead inc case,quantile,0.750,6321,2022-09-03,2022-08-29
BG,1 wk ahead inc case,quantile,0.975,18139,2022-09-03,2022-08-29
BG,2 wk ahead inc case,point,NA,4047,2022-09-10,2022-08-29
BG,2 wk ahead inc case,quantile,0.025,336,2022-09-10,2022-08-29
BG,2 wk ahead inc case,quantile,0.250,2254,2022-09-10,2022-08-29
BG,2 wk ahead inc case,quantile,0.750,5990,2022-09-10,2022-08-29
BG,2 wk ahead inc case,quantile,0.975,31381,2022-09-10,2022-08-29
HR,1 wk ahead inc case,point,NA,4953,2022-09-03,2022-08-29
HR,1 wk ahead inc case,quantile,0.025,1461,2022-09-03,2022-08-29
HR,1 wk ahead inc case,quantile,0.250,3814,2022-09-03,2022-08-29
HR,1 wk ahead inc case,quantile,0.750,6296,2022-09-03,2022-08-29
HR,1 wk ahead inc case,quantile,0.975,18064,2022-09-03,2022-08-29
HR,2 wk ahead inc case,point,NA,4648,2022-09-10,2022-08-29
HR,2 wk ahead inc case,quantile,0.025,386,2022-09-10,2022-08-29
HR,2 wk ahead inc case,quantile,0.250,2589,2022-09-10,2022-08-29
HR,2 wk ahead inc case,quantile,0.750,6879,2022-09-10,2022-08-29
HR,2 wk ahead inc case,quantile,0.975,36040,2022-09-10,2022-08-29
IT,1 wk ahead inc case,point,NA,152738,2022-09-03,2022-08-29
IT,1 wk ahead inc case,quantile,0.025,45058,2022-09-03,2022-08-29
IT,1 wk ahead inc case,quantile,0.250,117608,2022-09-03,2022-08-29
IT,1 wk ahead inc case,quantile,0.750,194130,2022-09-03,2022-08-29
IT,1 wk ahead inc case,quantile,0.975,557036,2022-09-03,2022-08-29
IT,2 wk ahead inc case,point,NA,148382,2022-09-10,2022-08-29
IT,2 wk ahead inc case,quantile,0.025,12316,2022-09-10,2022-08-29
IT,2 wk ahead inc case,quantile,0.250,82649,2022-09-10,2022-08-29
IT,2 wk ahead inc case,quantile,0.750,219605,2022-09-10,2022-08-29
IT,2 wk ahead inc case,quantile,0.975,1150553,2022-09-10,2022-08-29
NO,1 wk ahead inc case,point,NA,466,2022-09-03,2022-08-29
NO,1 wk ahead inc case,quantile,0.025,137,2022-09-03,2022-08-29
NO,1 wk ahead inc case,quantile,0.250,359,2022-09-03,2022-08-29
NO,1 wk ahead inc case,quantile,0.750,592,2022-09-03,2022-08-29
NO,1 wk ahead inc case,quantile,0.975,1699,2022-09-03,2022-08-29
NO,2 wk ahead inc case,point,NA,248,2022-09-10,2022-08-29
NO,2 wk ahead inc case,quantile,0.025,21,2022-09-10,2022-08-29
NO,2 wk ahead inc case,quantile,0.250,138,2022-09-10,2022-08-29
NO,2 wk ahead inc case,quantile,0.750,367,2022-09-10,2022-08-29
NO,2 wk ahead inc case,quantile,0.975,1925,2022-09-10,2022-08-29
PL,1 wk ahead inc case,point,NA,21324,2022-09-03,2022-08-29
PL,1 wk ahead inc case,quantile,0.025,6291,2022-09-03,2022-08-29
PL,1 wk ahead inc case,quantile,0.250,16420,2022-09-03,2022-08-29
PL,1 wk ahead inc case,quantile,0.750,27103,2022-09-03,2022-08-29
PL,1 wk ahead inc case,quantile,0.975,77769,2022-09-03,2022-08-29
PL,2 wk ahead inc case,point,NA,19239,2022-09-10,2022-08-29
PL,2 wk ahead inc case,quantile,0.025,1597,2022-09-10,2022-08-29
PL,2 wk ahead inc case,quantile,0.250,10716,2022-09-10,2022-08-29
PL,2 wk ahead inc case,quantile,0.750,28474,2022-09-10,2022-08-29
PL,2 wk ahead inc case,quantile,0.975,149181,2022-09-10,2022-08-29
RO,1 wk ahead inc case,point,NA,17772,2022-09-03,2022-08-29
RO,1 wk ahead inc case,quantile,0.025,5243,2022-09-03,2022-08-29
RO,1 wk ahead inc case,quantile,0.250,13684,2022-09-03,2022-08-29
RO,1 wk ahead inc case,quantile,0.750,22588,2022-09-03,2022-08-29
RO,1 wk ahead inc case,quantile,0.975,64813,2022-09-03,2022-08-29
RO,2 wk ahead inc case,point,NA,12936,2022-09-10,2022-08-29
RO,2 wk ahead inc case,quantile,0.025,1074,2022-09-10,2022-08-29
RO,2 wk ahead inc case,quantile,0.250,7205,2022-09-10,2022-08-29
RO,2 wk ahead inc case,quantile,0.750,19145,2022-09-10,2022-08-29
RO,2 wk ahead inc case,quantile,0.975,100304,2022-09-10,2022-08-29
SI,1 wk ahead inc case,point,NA,10402,2022-09-03,2022-08-29
SI,1 wk ahead inc case,quantile,0.025,3068,2022-09-03,2022-08-29
SI,1 wk ahead inc case,quantile,0.250,8009,2022-09-03,2022-08-29
SI,1 wk ahead inc case,quantile,0.750,13220,2022-09-03,2022-08-29
SI,1 wk ahead inc case,quantile,0.975,37935,2022-09-03,2022-08-29
SI,2 wk ahead inc case,point,NA,10146,2022-09-10,2022-08-29
SI,2 wk ahead inc case,quantile,0.025,842,2022-09-10,2022-08-29
SI,2 wk ahead inc case,quantile,0.250,5651,2022-09-10,2022-08-29
SI,2 wk ahead inc case,quantile,0.750,15016,2022-09-10,2022-08-29
SI,2 wk ahead inc case,quantile,0.975,78674,2022-09-10,2022-08-29
BG,1 wk ahead inc death,point,NA,27,2022-09-03,2022-08-29
BG,1 wk ahead inc death,quantile,0.025,8,2022-09-03,2022-08-29
BG,1 wk ahead inc death,quantile,0.250,21,2022-09-03,2022-08-29
BG,1 wk ahead inc death,quantile,0.750,34,2022-09-03,2022-08-29
BG,1 wk ahead inc death,quantile,0.975,98,2022-09-03,2022-08-29
BG,2 wk ahead inc death,point,NA,11,2022-09-10,2022-08-29
BG,2 wk ahead inc death,quantile,0.025,1,2022-09-10,2022-08-29
BG,2 wk ahead inc death,quantile,0.250,6,2022-09-10,2022-08-29
BG,2 wk ahead inc death,quantile,0.750,16,2022-09-10,2022-08-29
BG,2 wk ahead inc death,quantile,0.975,82,2022-09-10,2022-08-29
HR,1 wk ahead inc death,point,NA,91,2022-09-03,2022-08-29
HR,1 wk ahead inc death,quantile,0.025,27,2022-09-03,2022-08-29
HR,1 wk ahead inc death,quantile,0.250,70,2022-09-03,2022-08-29
HR,1 wk ahead inc death,quantile,0.750,115,2022-09-03,2022-08-29
HR,1 wk ahead inc death,quantile,0.975,331,2022-09-03,2022-08-29
HR,2 wk ahead inc death,point,NA,82,2022-09-10,2022-08-29
HR,2 wk ahead inc death,quantile,0.025,7,2022-09-10,2022-08-29
HR,2 wk ahead inc death,quantile,0.250,46,2022-09-10,2022-08-29
HR,2 wk ahead inc death,quantile,0.750,122,2022-09-10,2022-08-29
HR,2 wk ahead inc death,quantile,0.975,637,2022-09-10,2022-08-29
IT,1 wk ahead inc death,point,NA,552,2022-09-03,2022-08-29
IT,1 wk ahead inc death,quantile,0.025,163,2022-09-03,2022-08-29
IT,1 wk ahead inc death,quantile,0.250,425,2022-09-03,2022-08-29
IT,1 wk ahead inc death,quantile,0.750,701,2022-09-03,2022-08-29
IT,1 wk ahead inc death,quantile,0.975,2013,2022-09-03,2022-08-29
IT,2 wk ahead inc death,point,NA,478,2022-09-10,2022-08-29
IT,2 wk ahead inc death,quantile,0.025,40,2022-09-10,2022-08-29
IT,2 wk ahead inc death,quantile,0.250,266,2022-09-10,2022-08-29
IT,2 wk ahead inc death,quantile,0.750,707,2022-09-10,2022-08-29
IT,2 wk ahead inc death,quantile,0.975,3703,2022-09-10,2022-08-29
NO,1 wk ahead inc death,point,NA,56,2022-09-03,2022-08-29
NO,1 wk ahead inc death,quantile,0.025,17,2022-09-03,2022-08-29
NO,1 wk ahead inc death,quantile,0.250,43,2022-09-03,2022-08-29
NO,1 wk ahead inc death,quantile,0.750,71,2022-09-03,2022-08-29
NO,1 wk ahead inc death,quantile,0.975,204,2022-09-03,2022-08-29
NO,2 wk ahead inc death,point,NA,66,2022-09-10,2022-08-29
NO,2 wk ahead inc death,quantile,0.025,5,2022-09-10,2022-08-29
NO,2 wk ahead inc death,quantile,0.250,37,2022-09-10,2022-08-29
NO,2 wk ahead inc death,quantile,0.750,98,2022-09-10,2022-08-29
NO,2 wk ahead inc death,quantile,0.975,513,2022-09-10,2022-08-29
PL,1 wk ahead inc death,point,NA,97,2022-09-03,2022-08-29
PL,1 wk ahead inc death,quantile,0.025,29,2022-09-03,2022-08-29
PL,1 wk ahead inc death,quantile,0.250,75,2022-09-03,2022-08-29
PL,1 wk ahead inc death,quantile,0.750,123,2022-09-03,2022-08-29
PL,1 wk ahead inc death,quantile,0.975,353,2022-09-03,2022-08-29
PL,2 wk ahead inc death,point,NA,91,2022-09-10,2022-08-29
PL,2 wk ahead inc death,quantile,0.025,8,2022-09-10,2022-08-29
PL,2 wk ahead inc death,quantile,0.250,50,2022-09-10,2022-08-29
PL,2 wk ahead inc death,quantile,0.750,134,2022-09-10,2022-08-29
PL,2 wk ahead inc death,quantile,0.975,702,2022-09-10,2022-08-29
RO,1 wk ahead inc death,point,NA,148,2022-09-03,2022-08-29
RO,1 wk ahead inc death,quantile,0.025,44,2022-09-03,2022-08-29
RO,1 wk ahead inc death,quantile,0.250,114,2022-09-03,2022-08-29
RO,1 wk ahead inc death,quantile,0.750,188,2022-09-03,2022-08-29
RO,1 wk ahead inc death,quantile,0.975,541,2022-09-03,2022-08-29
RO,2 wk ahead inc death,point,NA,139,2022-09-10,2022-08-29
RO,2 wk ahead inc death,quantile,0.025,11,2022-09-10,2022-08-29
RO,2 wk ahead inc death,quantile,0.250,77,2022-09-10,2022-08-29
RO,2 wk ahead inc death,quantile,0.750,205,2022-09-10,2022-08-29
RO,2 wk ahead inc death,quantile,0.975,1074,2022-09-10,2022-08-29
SI,1 wk ahead inc death,point,NA,69,2022-09-03,2022-08-29
SI,1 wk ahead inc death,quantile,0.025,20,2022-09-03,2022-08-29
SI,1 wk ahead inc death,quantile,0.250,53,2022-09-03,2022-08-29
SI,1 wk ahead inc death,quantile,0.750,87,2022-09-03,2022-08-29
SI,1 wk ahead inc death,quantile,0.975,250,2022-09-03,2022-08-29
SI,2 wk ahead inc death,point,NA,181,2022-09-10,2022-08-29
SI,2 wk ahead inc death,quantile,0.025,15,2022-09-10,2022-08-29
SI,2 wk ahead inc death,quantile,0.250,101,2022-09-10,2022-08-29
SI,2 wk ahead inc death,quantile,0.750,268,2022-09-10,2022-08-29
SI,2 wk ahead inc death,quantile,0.975,1402,2022-09-10,2022-08-29
