location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,7536,2022-08-20,2022-08-15
BG,1 wk ahead inc case,quantile,0.025,2223,2022-08-20,2022-08-15
BG,1 wk ahead inc case,quantile,0.250,5803,2022-08-20,2022-08-15
BG,1 wk ahead inc case,quantile,0.750,9579,2022-08-20,2022-08-15
BG,1 wk ahead inc case,quantile,0.975,27485,2022-08-20,2022-08-15
BG,2 wk ahead inc case,point,NA,6266,2022-08-27,2022-08-15
BG,2 wk ahead inc case,quantile,0.025,520,2022-08-27,2022-08-15
BG,2 wk ahead inc case,quantile,0.250,3490,2022-08-27,2022-08-15
BG,2 wk ahead inc case,quantile,0.750,9274,2022-08-27,2022-08-15
BG,2 wk ahead inc case,quantile,0.975,48589,2022-08-27,2022-08-15
HR,1 wk ahead inc case,point,NA,6726,2022-08-20,2022-08-15
HR,1 wk ahead inc case,quantile,0.025,1984,2022-08-20,2022-08-15
HR,1 wk ahead inc case,quantile,0.250,5179,2022-08-20,2022-08-15
HR,1 wk ahead inc case,quantile,0.750,8549,2022-08-20,2022-08-15
HR,1 wk ahead inc case,quantile,0.975,24530,2022-08-20,2022-08-15
HR,2 wk ahead inc case,point,NA,6578,2022-08-27,2022-08-15
HR,2 wk ahead inc case,quantile,0.025,546,2022-08-27,2022-08-15
HR,2 wk ahead inc case,quantile,0.250,3664,2022-08-27,2022-08-15
HR,2 wk ahead inc case,quantile,0.750,9735,2022-08-27,2022-08-15
HR,2 wk ahead inc case,quantile,0.975,51003,2022-08-27,2022-08-15
IT,1 wk ahead inc case,point,NA,129018,2022-08-20,2022-08-15
IT,1 wk ahead inc case,quantile,0.025,38060,2022-08-20,2022-08-15
IT,1 wk ahead inc case,quantile,0.250,99344,2022-08-20,2022-08-15
IT,1 wk ahead inc case,quantile,0.750,163982,2022-08-20,2022-08-15
IT,1 wk ahead inc case,quantile,0.975,470528,2022-08-20,2022-08-15
IT,2 wk ahead inc case,point,NA,83983,2022-08-27,2022-08-15
IT,2 wk ahead inc case,quantile,0.025,6971,2022-08-27,2022-08-15
IT,2 wk ahead inc case,quantile,0.250,46778,2022-08-27,2022-08-15
IT,2 wk ahead inc case,quantile,0.750,124294,2022-08-27,2022-08-15
IT,2 wk ahead inc case,quantile,0.975,651202,2022-08-27,2022-08-15
LT,1 wk ahead inc case,point,NA,7503,2022-08-20,2022-08-15
LT,1 wk ahead inc case,quantile,0.025,2213,2022-08-20,2022-08-15
LT,1 wk ahead inc case,quantile,0.250,5777,2022-08-20,2022-08-15
LT,1 wk ahead inc case,quantile,0.750,9536,2022-08-20,2022-08-15
LT,1 wk ahead inc case,quantile,0.975,27364,2022-08-20,2022-08-15
LT,2 wk ahead inc case,point,NA,7041,2022-08-27,2022-08-15
LT,2 wk ahead inc case,quantile,0.025,584,2022-08-27,2022-08-15
LT,2 wk ahead inc case,quantile,0.250,3922,2022-08-27,2022-08-15
LT,2 wk ahead inc case,quantile,0.750,10420,2022-08-27,2022-08-15
LT,2 wk ahead inc case,quantile,0.975,54594,2022-08-27,2022-08-15
NO,1 wk ahead inc case,point,NA,1000,2022-08-20,2022-08-15
NO,1 wk ahead inc case,quantile,0.025,295,2022-08-20,2022-08-15
NO,1 wk ahead inc case,quantile,0.250,770,2022-08-20,2022-08-15
NO,1 wk ahead inc case,quantile,0.750,1271,2022-08-20,2022-08-15
NO,1 wk ahead inc case,quantile,0.975,3647,2022-08-20,2022-08-15
NO,2 wk ahead inc case,point,NA,932,2022-08-27,2022-08-15
NO,2 wk ahead inc case,quantile,0.025,77,2022-08-27,2022-08-15
NO,2 wk ahead inc case,quantile,0.250,519,2022-08-27,2022-08-15
NO,2 wk ahead inc case,quantile,0.750,1379,2022-08-27,2022-08-15
