location,target,type,quantile,value,target_end_date,forecast_date
BG,1 wk ahead inc case,point,NA,993,2022-06-04,2022-05-30
BG,1 wk ahead inc case,quantile,0.025,293,2022-06-04,2022-05-30
BG,1 wk ahead inc case,quantile,0.250,764,2022-06-04,2022-05-30
BG,1 wk ahead inc case,quantile,0.750,1262,2022-06-04,2022-05-30
BG,1 wk ahead inc case,quantile,0.975,3621,2022-06-04,2022-05-30
BG,2 wk ahead inc case,point,NA,737,2022-06-11,2022-05-30
BG,2 wk ahead inc case,quantile,0.025,61,2022-06-11,2022-05-30
BG,2 wk ahead inc case,quantile,0.250,411,2022-06-11,2022-05-30
BG,2 wk ahead inc case,quantile,0.750,1091,2022-06-11,2022-05-30
BG,2 wk ahead inc case,quantile,0.975,5716,2022-06-11,2022-05-30
GR,1 wk ahead inc case,point,NA,23379,2022-06-04,2022-05-30
GR,1 wk ahead inc case,quantile,0.025,6897,2022-06-04,2022-05-30
GR,1 wk ahead inc case,quantile,0.250,18002,2022-06-04,2022-05-30
GR,1 wk ahead inc case,quantile,0.750,29715,2022-06-04,2022-05-30
GR,1 wk ahead inc case,quantile,0.975,85263,2022-06-04,2022-05-30
GR,2 wk ahead inc case,point,NA,21634,2022-06-11,2022-05-30
GR,2 wk ahead inc case,quantile,0.025,1796,2022-06-11,2022-05-30
GR,2 wk ahead inc case,quantile,0.250,12050,2022-06-11,2022-05-30
GR,2 wk ahead inc case,quantile,0.750,32018,2022-06-11,2022-05-30
GR,2 wk ahead inc case,quantile,0.975,167748,2022-06-11,2022-05-30
HR,1 wk ahead inc case,point,NA,1735,2022-06-04,2022-05-30
HR,1 wk ahead inc case,quantile,0.025,512,2022-06-04,2022-05-30
HR,1 wk ahead inc case,quantile,0.250,1336,2022-06-04,2022-05-30
HR,1 wk ahead inc case,quantile,0.750,2206,2022-06-04,2022-05-30
HR,1 wk ahead inc case,quantile,0.975,6328,2022-06-04,2022-05-30
HR,2 wk ahead inc case,point,NA,1329,2022-06-11,2022-05-30
HR,2 wk ahead inc case,quantile,0.025,110,2022-06-11,2022-05-30
HR,2 wk ahead inc case,quantile,0.250,740,2022-06-11,2022-05-30
HR,2 wk ahead inc case,quantile,0.750,1967,2022-06-11,2022-05-30
HR,2 wk ahead inc case,quantile,0.975,10303,2022-06-11,2022-05-30
IT,1 wk ahead inc case,point,NA,106677,2022-06-04,2022-05-30
IT,1 wk ahead inc case,quantile,0.025,31470,2022-06-04,2022-05-30
IT,1 wk ahead inc case,quantile,0.250,82141,2022-06-04,2022-05-30
IT,1 wk ahead inc case,quantile,0.750,135587,2022-06-04,2022-05-30
IT,1 wk ahead inc case,quantile,0.975,389052,2022-06-04,2022-05-30
IT,2 wk ahead inc case,point,NA,77541,2022-06-11,2022-05-30
IT,2 wk ahead inc case,quantile,0.025,6436,2022-06-11,2022-05-30
IT,2 wk ahead inc case,quantile,0.250,43190,2022-06-11,2022-05-30
IT,2 wk ahead inc case,quantile,0.750,114760,2022-06-11,2022-05-30
IT,2 wk ahead inc case,quantile,0.975,601252,2022-06-11,2022-05-30
NO,1 wk ahead inc case,point,NA,1336,2022-06-04,2022-05-30
NO,1 wk ahead inc case,quantile,0.025,394,2022-06-04,2022-05-30
NO,1 wk ahead inc case,quantile,0.250,1029,2022-06-04,2022-05-30
NO,1 wk ahead inc case,quantile,0.750,1699,2022-06-04,2022-05-30
NO,1 wk ahead inc case,quantile,0.975,4874,2022-06-04,2022-05-30
NO,2 wk ahead inc case,point,NA,1246,2022-06-11,2022-05-30
NO,2 wk ahead inc case,quantile,0.025,103,2022-06-11,2022-05-30
NO,2 wk ahead inc case,quantile,0.250,694,2022-06-11,2022-05-30
NO,2 wk ahead inc case,quantile,0.750,1844,2022-06-11,2022-05-30
NO,2 wk ahead inc case,quantile,0.975,9663,2022-06-11,2022-05-30
PL,1 wk ahead inc case,point,NA,1195,2022-06-04,2022-05-30
PL,1 wk ahead inc case,quantile,0.025,353,2022-06-04,2022-05-30
PL,1 wk ahead inc case,quantile,0.250,920,2022-06-04,2022-05-30
PL,1 wk ahead inc case,quantile,0.750,1519,2022-06-04,2022-05-30
PL,1 wk ahead inc case,quantile,0.975,4359,2022-06-04,2022-05-30
PL,2 wk ahead inc case,point,NA,886,2022-06-11,2022-05-30
PL,2 wk ahead inc case,quantile,0.025,74,2022-06-11,2022-05-30
PL,2 wk ahead inc case,quantile,0.250,494,2022-06-11,2022-05-30
PL,2 wk ahead inc case,quantile,0.750,1312,2022-06-11,2022-05-30
PL,2 wk ahead inc case,quantile,0.975,6872,2022-06-11,2022-05-30
RO,1 wk ahead inc case,point,NA,2127,2022-06-04,2022-05-30
RO,1 wk ahead inc case,quantile,0.025,628,2022-06-04,2022-05-30
RO,1 wk ahead inc case,quantile,0.250,1638,2022-06-04,2022-05-30
RO,1 wk ahead inc case,quantile,0.750,2704,2022-06-04,2022-05-30
RO,1 wk ahead inc case,quantile,0.975,7758,2022-06-04,2022-05-30
RO,2 wk ahead inc case,point,NA,1809,2022-06-11,2022-05-30
RO,2 wk ahead inc case,quantile,0.025,150,2022-06-11,2022-05-30
RO,2 wk ahead inc case,quantile,0.250,1007,2022-06-11,2022-05-30
RO,2 wk ahead inc case,quantile,0.750,2677,2022-06-11,2022-05-30
RO,2 wk ahead inc case,quantile,0.975,14024,2022-06-11,2022-05-30
BG,1 wk ahead inc death,point,NA,33,2022-06-04,2022-05-30
BG,1 wk ahead inc death,quantile,0.025,10,2022-06-04,2022-05-30
BG,1 wk ahead inc death,quantile,0.250,25,2022-06-04,2022-05-30
BG,1 wk ahead inc death,quantile,0.750,41,2022-06-04,2022-05-30
BG,1 wk ahead inc death,quantile,0.975,119,2022-06-04,2022-05-30
BG,2 wk ahead inc death,point,NA,27,2022-06-11,2022-05-30
BG,2 wk ahead inc death,quantile,0.025,2,2022-06-11,2022-05-30
BG,2 wk ahead inc death,quantile,0.250,15,2022-06-11,2022-05-30
BG,2 wk ahead inc death,quantile,0.750,40,2022-06-11,2022-05-30
BG,2 wk ahead inc death,quantile,0.975,207,2022-06-11,2022-05-30
GR,1 wk ahead inc death,point,NA,84,2022-06-04,2022-05-30
GR,1 wk ahead inc death,quantile,0.025,25,2022-06-04,2022-05-30
GR,1 wk ahead inc death,quantile,0.250,65,2022-06-04,2022-05-30
GR,1 wk ahead inc death,quantile,0.750,107,2022-06-04,2022-05-30
GR,1 wk ahead inc death,quantile,0.975,306,2022-06-04,2022-05-30
GR,2 wk ahead inc death,point,NA,64,2022-06-11,2022-05-30
GR,2 wk ahead inc death,quantile,0.025,5,2022-06-11,2022-05-30
GR,2 wk ahead inc death,quantile,0.250,36,2022-06-11,2022-05-30
GR,2 wk ahead inc death,quantile,0.750,95,2022-06-11,2022-05-30
GR,2 wk ahead inc death,quantile,0.975,496,2022-06-11,2022-05-30
HR,1 wk ahead inc death,point,NA,13,2022-06-04,2022-05-30
HR,1 wk ahead inc death,quantile,0.025,4,2022-06-04,2022-05-30
HR,1 wk ahead inc death,quantile,0.250,10,2022-06-04,2022-05-30
HR,1 wk ahead inc death,quantile,0.750,16,2022-06-04,2022-05-30
HR,1 wk ahead inc death,quantile,0.975,47,2022-06-04,2022-05-30
HR,2 wk ahead inc death,point,NA,8,2022-06-11,2022-05-30
HR,2 wk ahead inc death,quantile,0.025,1,2022-06-11,2022-05-30
HR,2 wk ahead inc death,quantile,0.250,5,2022-06-11,2022-05-30
HR,2 wk ahead inc death,quantile,0.750,12,2022-06-11,2022-05-30
HR,2 wk ahead inc death,quantile,0.975,65,2022-06-11,2022-05-30
IT,1 wk ahead inc death,point,NA,448,2022-06-04,2022-05-30
IT,1 wk ahead inc death,quantile,0.025,132,2022-06-04,2022-05-30
IT,1 wk ahead inc death,quantile,0.250,345,2022-06-04,2022-05-30
IT,1 wk ahead inc death,quantile,0.750,569,2022-06-04,2022-05-30
IT,1 wk ahead inc death,quantile,0.975,1634,2022-06-04,2022-05-30
IT,2 wk ahead inc death,point,NA,348,2022-06-11,2022-05-30
IT,2 wk ahead inc death,quantile,0.025,29,2022-06-11,2022-05-30
IT,2 wk ahead inc death,quantile,0.250,194,2022-06-11,2022-05-30
IT,2 wk ahead inc death,quantile,0.750,514,2022-06-11,2022-05-30
IT,2 wk ahead inc death,quantile,0.975,2695,2022-06-11,2022-05-30
NO,1 wk ahead inc death,point,NA,1,2022-06-04,2022-05-30
NO,1 wk ahead inc death,quantile,0.025,0,2022-06-04,2022-05-30
NO,1 wk ahead inc death,quantile,0.250,0,2022-06-04,2022-05-30
NO,1 wk ahead inc death,quantile,0.750,1,2022-06-04,2022-05-30
NO,1 wk ahead inc death,quantile,0.975,2,2022-06-04,2022-05-30
NO,2 wk ahead inc death,point,NA,0,2022-06-11,2022-05-30
NO,2 wk ahead inc death,quantile,0.025,0,2022-06-11,2022-05-30
NO,2 wk ahead inc death,quantile,0.250,0,2022-06-11,2022-05-30
NO,2 wk ahead inc death,quantile,0.750,0,2022-06-11,2022-05-30
NO,2 wk ahead inc death,quantile,0.975,0,2022-06-11,2022-05-30
PL,1 wk ahead inc death,point,NA,24,2022-06-04,2022-05-30
