location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,9726,2021-08-28,2021-08-23
AT,1 wk ahead inc case,quantile,0.025,2869,2021-08-28,2021-08-23
AT,1 wk ahead inc case,quantile,0.25,7489,2021-08-28,2021-08-23
AT,1 wk ahead inc case,quantile,0.75,12361,2021-08-28,2021-08-23
AT,1 wk ahead inc case,quantile,0.975,35469,2021-08-28,2021-08-23
AT,2 wk ahead inc case,point,NA,11956,2021-09-04,2021-08-23
AT,2 wk ahead inc case,quantile,0.025,992,2021-09-04,2021-08-23
AT,2 wk ahead inc case,quantile,0.25,6659,2021-09-04,2021-08-23
AT,2 wk ahead inc case,quantile,0.75,17694,2021-09-04,2021-08-23
AT,2 wk ahead inc case,quantile,0.975,92704,2021-09-04,2021-08-23
BG,1 wk ahead inc case,point,NA,11566,2021-08-28,2021-08-23
BG,1 wk ahead inc case,quantile,0.025,3412,2021-08-28,2021-08-23
BG,1 wk ahead inc case,quantile,0.25,8906,2021-08-28,2021-08-23
BG,1 wk ahead inc case,quantile,0.75,14700,2021-08-28,2021-08-23
BG,1 wk ahead inc case,quantile,0.975,42181,2021-08-28,2021-08-23
BG,2 wk ahead inc case,point,NA,15935,2021-09-04,2021-08-23
BG,2 wk ahead inc case,quantile,0.025,1323,2021-09-04,2021-08-23
BG,2 wk ahead inc case,quantile,0.25,8876,2021-09-04,2021-08-23
BG,2 wk ahead inc case,quantile,0.75,23584,2021-09-04,2021-08-23
BG,2 wk ahead inc case,quantile,0.975,123559,2021-09-04,2021-08-23
CY,1 wk ahead inc case,point,NA,1731,2021-08-28,2021-08-23
CY,1 wk ahead inc case,quantile,0.025,511,2021-08-28,2021-08-23
CY,1 wk ahead inc case,quantile,0.25,1333,2021-08-28,2021-08-23
CY,1 wk ahead inc case,quantile,0.75,2200,2021-08-28,2021-08-23
CY,1 wk ahead inc case,quantile,0.975,6312,2021-08-28,2021-08-23
CY,2 wk ahead inc case,point,NA,1254,2021-09-04,2021-08-23
CY,2 wk ahead inc case,quantile,0.025,104,2021-09-04,2021-08-23
CY,2 wk ahead inc case,quantile,0.25,699,2021-09-04,2021-08-23
CY,2 wk ahead inc case,quantile,0.75,1856,2021-09-04,2021-08-23
CY,2 wk ahead inc case,quantile,0.975,9726,2021-09-04,2021-08-23
CZ,1 wk ahead inc case,point,NA,1166,2021-08-28,2021-08-23
CZ,1 wk ahead inc case,quantile,0.025,344,2021-08-28,2021-08-23
CZ,1 wk ahead inc case,quantile,0.25,897,2021-08-28,2021-08-23
CZ,1 wk ahead inc case,quantile,0.75,1481,2021-08-28,2021-08-23
CZ,1 wk ahead inc case,quantile,0.975,4251,2021-08-28,2021-08-23
CZ,2 wk ahead inc case,point,NA,964,2021-09-04,2021-08-23
CZ,2 wk ahead inc case,quantile,0.025,80,2021-09-04,2021-08-23
CZ,2 wk ahead inc case,quantile,0.25,537,2021-09-04,2021-08-23
CZ,2 wk ahead inc case,quantile,0.75,1427,2021-09-04,2021-08-23
CZ,2 wk ahead inc case,quantile,0.975,7479,2021-09-04,2021-08-23
DE,1 wk ahead inc case,point,NA,67932,2021-08-28,2021-08-23
DE,1 wk ahead inc case,quantile,0.025,20040,2021-08-28,2021-08-23
DE,1 wk ahead inc case,quantile,0.25,52307,2021-08-28,2021-08-23
DE,1 wk ahead inc case,quantile,0.75,86341,2021-08-28,2021-08-23
DE,1 wk ahead inc case,quantile,0.975,247747,2021-08-28,2021-08-23
DE,2 wk ahead inc case,point,NA,93606,2021-09-04,2021-08-23
DE,2 wk ahead inc case,quantile,0.025,7769,2021-09-04,2021-08-23
DE,2 wk ahead inc case,quantile,0.25,52139,2021-09-04,2021-08-23
DE,2 wk ahead inc case,quantile,0.75,138537,2021-09-04,2021-08-23
DE,2 wk ahead inc case,quantile,0.975,725820,2021-09-04,2021-08-23
DK,1 wk ahead inc case,point,NA,6215,2021-08-28,2021-08-23
DK,1 wk ahead inc case,quantile,0.025,1833,2021-08-28,2021-08-23
DK,1 wk ahead inc case,quantile,0.25,4785,2021-08-28,2021-08-23
DK,1 wk ahead inc case,quantile,0.75,7899,2021-08-28,2021-08-23
DK,1 wk ahead inc case,quantile,0.975,22664,2021-08-28,2021-08-23
DK,2 wk ahead inc case,point,NA,5665,2021-09-04,2021-08-23
DK,2 wk ahead inc case,quantile,0.025,470,2021-09-04,2021-08-23
DK,2 wk ahead inc case,quantile,0.25,3155,2021-09-04,2021-08-23
DK,2 wk ahead inc case,quantile,0.75,8384,2021-09-04,2021-08-23
DK,2 wk ahead inc case,quantile,0.975,43927,2021-09-04,2021-08-23
EE,1 wk ahead inc case,point,NA,1259,2021-08-28,2021-08-23
EE,1 wk ahead inc case,quantile,0.025,371,2021-08-28,2021-08-23
EE,1 wk ahead inc case,quantile,0.25,969,2021-08-28,2021-08-23
EE,1 wk ahead inc case,quantile,0.75,1600,2021-08-28,2021-08-23
EE,1 wk ahead inc case,quantile,0.975,4590,2021-08-28,2021-08-23
EE,2 wk ahead inc case,point,NA,679,2021-09-04,2021-08-23
EE,2 wk ahead inc case,quantile,0.025,56,2021-09-04,2021-08-23
EE,2 wk ahead inc case,quantile,0.25,378,2021-09-04,2021-08-23
EE,2 wk ahead inc case,quantile,0.75,1004,2021-09-04,2021-08-23
EE,2 wk ahead inc case,quantile,0.975,5262,2021-09-04,2021-08-23
FI,1 wk ahead inc case,point,NA,4022,2021-08-28,2021-08-23
FI,1 wk ahead inc case,quantile,0.025,1186,2021-08-28,2021-08-23
FI,1 wk ahead inc case,quantile,0.25,3097,2021-08-28,2021-08-23
FI,1 wk ahead inc case,quantile,0.75,5112,2021-08-28,2021-08-23
FI,1 wk ahead inc case,quantile,0.975,14667,2021-08-28,2021-08-23
FI,2 wk ahead inc case,point,NA,3126,2021-09-04,2021-08-23
FI,2 wk ahead inc case,quantile,0.025,259,2021-09-04,2021-08-23
FI,2 wk ahead inc case,quantile,0.25,1741,2021-09-04,2021-08-23
FI,2 wk ahead inc case,quantile,0.75,4626,2021-09-04,2021-08-23
FI,2 wk ahead inc case,quantile,0.975,24237,2021-09-04,2021-08-23
FR,1 wk ahead inc case,point,NA,134053,2021-08-28,2021-08-23
FR,1 wk ahead inc case,quantile,0.025,39546,2021-08-28,2021-08-23
FR,1 wk ahead inc case,quantile,0.25,103221,2021-08-28,2021-08-23
FR,1 wk ahead inc case,quantile,0.75,170382,2021-08-28,2021-08-23
FR,1 wk ahead inc case,quantile,0.975,488893,2021-08-28,2021-08-23
FR,2 wk ahead inc case,point,NA,123344,2021-09-04,2021-08-23
FR,2 wk ahead inc case,quantile,0.025,10238,2021-09-04,2021-08-23
FR,2 wk ahead inc case,quantile,0.25,68702,2021-09-04,2021-08-23
FR,2 wk ahead inc case,quantile,0.75,182549,2021-09-04,2021-08-23
FR,2 wk ahead inc case,quantile,0.975,956406,2021-09-04,2021-08-23
GB,1 wk ahead inc case,point,NA,247756,2021-08-28,2021-08-23
GB,1 wk ahead inc case,quantile,0.025,73088,2021-08-28,2021-08-23
GB,1 wk ahead inc case,quantile,0.25,190772,2021-08-28,2021-08-23
GB,1 wk ahead inc case,quantile,0.75,314898,2021-08-28,2021-08-23
GB,1 wk ahead inc case,quantile,0.975,903566,2021-08-28,2021-08-23
GB,2 wk ahead inc case,point,NA,271340,2021-09-04,2021-08-23
GB,2 wk ahead inc case,quantile,0.025,22521,2021-09-04,2021-08-23
GB,2 wk ahead inc case,quantile,0.25,151136,2021-09-04,2021-08-23
GB,2 wk ahead inc case,quantile,0.75,401583,2021-09-04,2021-08-23
GB,2 wk ahead inc case,quantile,0.975,2103969,2021-09-04,2021-08-23
GR,1 wk ahead inc case,point,NA,22428,2021-08-28,2021-08-23
GR,1 wk ahead inc case,quantile,0.025,6616,2021-08-28,2021-08-23
GR,1 wk ahead inc case,quantile,0.25,17269,2021-08-28,2021-08-23
GR,1 wk ahead inc case,quantile,0.75,28505,2021-08-28,2021-08-23
GR,1 wk ahead inc case,quantile,0.975,81793,2021-08-28,2021-08-23
GR,2 wk ahead inc case,point,NA,22123,2021-09-04,2021-08-23
GR,2 wk ahead inc case,quantile,0.025,1836,2021-09-04,2021-08-23
GR,2 wk ahead inc case,quantile,0.25,12323,2021-09-04,2021-08-23
GR,2 wk ahead inc case,quantile,0.75,32742,2021-09-04,2021-08-23
GR,2 wk ahead inc case,quantile,0.975,171542,2021-09-04,2021-08-23
IE,1 wk ahead inc case,point,NA,12195,2021-08-28,2021-08-23
IE,1 wk ahead inc case,quantile,0.025,3598,2021-08-28,2021-08-23
IE,1 wk ahead inc case,quantile,0.25,9390,2021-08-28,2021-08-23
IE,1 wk ahead inc case,quantile,0.75,15500,2021-08-28,2021-08-23
IE,1 wk ahead inc case,quantile,0.975,44476,2021-08-28,2021-08-23
IE,2 wk ahead inc case,point,NA,11927,2021-09-04,2021-08-23
IE,2 wk ahead inc case,quantile,0.025,990,2021-09-04,2021-08-23
IE,2 wk ahead inc case,quantile,0.25,6643,2021-09-04,2021-08-23
IE,2 wk ahead inc case,quantile,0.75,17652,2021-09-04,2021-08-23
IE,2 wk ahead inc case,quantile,0.975,92482,2021-09-04,2021-08-23
IT,1 wk ahead inc case,point,NA,42265,2021-08-28,2021-08-23
IT,1 wk ahead inc case,quantile,0.025,12468,2021-08-28,2021-08-23
IT,1 wk ahead inc case,quantile,0.25,32544,2021-08-28,2021-08-23
IT,1 wk ahead inc case,quantile,0.75,53718,2021-08-28,2021-08-23
IT,1 wk ahead inc case,quantile,0.975,154139,2021-08-28,2021-08-23
IT,2 wk ahead inc case,point,NA,39781,2021-09-04,2021-08-23
IT,2 wk ahead inc case,quantile,0.025,3302,2021-09-04,2021-08-23
IT,2 wk ahead inc case,quantile,0.25,22158,2021-09-04,2021-08-23
IT,2 wk ahead inc case,quantile,0.75,58875,2021-09-04,2021-08-23
IT,2 wk ahead inc case,quantile,0.975,308459,2021-09-04,2021-08-23
LT,1 wk ahead inc case,point,NA,3959,2021-08-28,2021-08-23
LT,1 wk ahead inc case,quantile,0.025,1168,2021-08-28,2021-08-23
LT,1 wk ahead inc case,quantile,0.25,3049,2021-08-28,2021-08-23
LT,1 wk ahead inc case,quantile,0.75,5032,2021-08-28,2021-08-23
LT,1 wk ahead inc case,quantile,0.975,14440,2021-08-28,2021-08-23
LT,2 wk ahead inc case,point,NA,3833,2021-09-04,2021-08-23
LT,2 wk ahead inc case,quantile,0.025,318,2021-09-04,2021-08-23
LT,2 wk ahead inc case,quantile,0.25,2135,2021-09-04,2021-08-23
LT,2 wk ahead inc case,quantile,0.75,5672,2021-09-04,2021-08-23
LT,2 wk ahead inc case,quantile,0.975,29718,2021-09-04,2021-08-23
NL,1 wk ahead inc case,point,NA,17878,2021-08-28,2021-08-23
NL,1 wk ahead inc case,quantile,0.025,5274,2021-08-28,2021-08-23
NL,1 wk ahead inc case,quantile,0.25,13766,2021-08-28,2021-08-23
NL,1 wk ahead inc case,quantile,0.75,22723,2021-08-28,2021-08-23
NL,1 wk ahead inc case,quantile,0.975,65201,2021-08-28,2021-08-23
NL,2 wk ahead inc case,point,NA,18050,2021-09-04,2021-08-23
NL,2 wk ahead inc case,quantile,0.025,1498,2021-09-04,2021-08-23
NL,2 wk ahead inc case,quantile,0.25,10054,2021-09-04,2021-08-23
NL,2 wk ahead inc case,quantile,0.75,26714,2021-09-04,2021-08-23
NL,2 wk ahead inc case,quantile,0.975,139959,2021-09-04,2021-08-23
PT,1 wk ahead inc case,point,NA,15159,2021-08-28,2021-08-23
PT,1 wk ahead inc case,quantile,0.025,4472,2021-08-28,2021-08-23
PT,1 wk ahead inc case,quantile,0.25,11672,2021-08-28,2021-08-23
PT,1 wk ahead inc case,quantile,0.75,19267,2021-08-28,2021-08-23
PT,1 wk ahead inc case,quantile,0.975,55284,2021-08-28,2021-08-23
PT,2 wk ahead inc case,point,NA,14425,2021-09-04,2021-08-23
PT,2 wk ahead inc case,quantile,0.025,1197,2021-09-04,2021-08-23
PT,2 wk ahead inc case,quantile,0.25,8034,2021-09-04,2021-08-23
