location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,95816,2022-10-01,2022-09-26
AT,1 wk ahead inc case,quantile,0.025,28266,2022-10-01,2022-09-26
AT,1 wk ahead inc case,quantile,0.250,73778,2022-10-01,2022-09-26
AT,1 wk ahead inc case,quantile,0.750,121782,2022-10-01,2022-09-26
AT,1 wk ahead inc case,quantile,0.975,349441,2022-10-01,2022-09-26
AT,2 wk ahead inc case,point,NA,173229,2022-10-08,2022-09-26
AT,2 wk ahead inc case,quantile,0.025,14378,2022-10-08,2022-09-26
AT,2 wk ahead inc case,quantile,0.250,96489,2022-10-08,2022-09-26
AT,2 wk ahead inc case,quantile,0.750,256380,2022-10-08,2022-09-26
AT,2 wk ahead inc case,quantile,0.975,1343221,2022-10-08,2022-09-26
HR,1 wk ahead inc case,point,NA,3960,2022-10-01,2022-09-26
HR,1 wk ahead inc case,quantile,0.025,1168,2022-10-01,2022-09-26
HR,1 wk ahead inc case,quantile,0.250,3049,2022-10-01,2022-09-26
HR,1 wk ahead inc case,quantile,0.750,5033,2022-10-01,2022-09-26
HR,1 wk ahead inc case,quantile,0.975,14441,2022-10-01,2022-09-26
HR,2 wk ahead inc case,point,NA,3711,2022-10-08,2022-09-26
HR,2 wk ahead inc case,quantile,0.025,308,2022-10-08,2022-09-26
HR,2 wk ahead inc case,quantile,0.250,2067,2022-10-08,2022-09-26
HR,2 wk ahead inc case,quantile,0.750,5492,2022-10-08,2022-09-26
HR,2 wk ahead inc case,quantile,0.975,28776,2022-10-08,2022-09-26
IT,1 wk ahead inc case,point,NA,165874,2022-10-01,2022-09-26
IT,1 wk ahead inc case,quantile,0.025,48933,2022-10-01,2022-09-26
IT,1 wk ahead inc case,quantile,0.250,127723,2022-10-01,2022-09-26
IT,1 wk ahead inc case,quantile,0.750,210826,2022-10-01,2022-09-26
IT,1 wk ahead inc case,quantile,0.975,604942,2022-10-01,2022-09-26
IT,2 wk ahead inc case,point,NA,192173,2022-10-08,2022-09-26
IT,2 wk ahead inc case,quantile,0.025,15950,2022-10-08,2022-09-26
IT,2 wk ahead inc case,quantile,0.250,107041,2022-10-08,2022-09-26
IT,2 wk ahead inc case,quantile,0.750,284417,2022-10-08,2022-09-26
IT,2 wk ahead inc case,quantile,0.975,1490113,2022-10-08,2022-09-26
LT,1 wk ahead inc case,point,NA,7854,2022-10-01,2022-09-26
LT,1 wk ahead inc case,quantile,0.025,2317,2022-10-01,2022-09-26
LT,1 wk ahead inc case,quantile,0.250,6048,2022-10-01,2022-09-26
LT,1 wk ahead inc case,quantile,0.750,9983,2022-10-01,2022-09-26
LT,1 wk ahead inc case,quantile,0.975,28644,2022-10-01,2022-09-26
LT,2 wk ahead inc case,point,NA,7362,2022-10-08,2022-09-26
LT,2 wk ahead inc case,quantile,0.025,611,2022-10-08,2022-09-26
LT,2 wk ahead inc case,quantile,0.250,4100,2022-10-08,2022-09-26
LT,2 wk ahead inc case,quantile,0.750,10895,2022-10-08,2022-09-26
LT,2 wk ahead inc case,quantile,0.975,57083,2022-10-08,2022-09-26
PL,1 wk ahead inc case,point,NA,24521,2022-10-01,2022-09-26
PL,1 wk ahead inc case,quantile,0.025,7234,2022-10-01,2022-09-26
PL,1 wk ahead inc case,quantile,0.250,18881,2022-10-01,2022-09-26
PL,1 wk ahead inc case,quantile,0.750,31167,2022-10-01,2022-09-26
PL,1 wk ahead inc case,quantile,0.975,89429,2022-10-01,2022-09-26
PL,2 wk ahead inc case,point,NA,21306,2022-10-08,2022-09-26
PL,2 wk ahead inc case,quantile,0.025,1768,2022-10-08,2022-09-26
PL,2 wk ahead inc case,quantile,0.250,11868,2022-10-08,2022-09-26
PL,2 wk ahead inc case,quantile,0.750,31534,2022-10-08,2022-09-26
