location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,41587,2021-12-11,2021-12-06
AT,1 wk ahead inc case,quantile,0.025,12268,2021-12-11,2021-12-06
AT,1 wk ahead inc case,quantile,0.250,32022,2021-12-11,2021-12-06
AT,1 wk ahead inc case,quantile,0.750,52857,2021-12-11,2021-12-06
AT,1 wk ahead inc case,quantile,0.975,151668,2021-12-11,2021-12-06
AT,2 wk ahead inc case,point,NA,27439,2021-12-18,2021-12-06
AT,2 wk ahead inc case,quantile,0.025,2277,2021-12-18,2021-12-06
AT,2 wk ahead inc case,quantile,0.250,15284,2021-12-18,2021-12-06
AT,2 wk ahead inc case,quantile,0.750,40610,2021-12-18,2021-12-06
AT,2 wk ahead inc case,quantile,0.975,212762,2021-12-18,2021-12-06
BG,1 wk ahead inc case,point,NA,12248,2021-12-11,2021-12-06
BG,1 wk ahead inc case,quantile,0.025,3613,2021-12-11,2021-12-06
BG,1 wk ahead inc case,quantile,0.250,9431,2021-12-11,2021-12-06
BG,1 wk ahead inc case,quantile,0.750,15568,2021-12-11,2021-12-06
BG,1 wk ahead inc case,quantile,0.975,44670,2021-12-11,2021-12-06
BG,2 wk ahead inc case,point,NA,10605,2021-12-18,2021-12-06
BG,2 wk ahead inc case,quantile,0.025,880,2021-12-18,2021-12-06
BG,2 wk ahead inc case,quantile,0.250,5907,2021-12-18,2021-12-06
BG,2 wk ahead inc case,quantile,0.750,15696,2021-12-18,2021-12-06
BG,2 wk ahead inc case,quantile,0.975,82233,2021-12-18,2021-12-06
DE,1 wk ahead inc case,point,NA,389415,2021-12-11,2021-12-06
DE,1 wk ahead inc case,quantile,0.025,114877,2021-12-11,2021-12-06
DE,1 wk ahead inc case,quantile,0.250,299850,2021-12-11,2021-12-06
DE,1 wk ahead inc case,quantile,0.750,494946,2021-12-11,2021-12-06
DE,1 wk ahead inc case,quantile,0.975,1420197,2021-12-11,2021-12-06
DE,2 wk ahead inc case,point,NA,373236,2021-12-18,2021-12-06
DE,2 wk ahead inc case,quantile,0.025,30979,2021-12-18,2021-12-06
DE,2 wk ahead inc case,quantile,0.250,207892,2021-12-18,2021-12-06
DE,2 wk ahead inc case,quantile,0.750,552389,2021-12-18,2021-12-06
DE,2 wk ahead inc case,quantile,0.975,2894069,2021-12-18,2021-12-06
DK,1 wk ahead inc case,point,NA,29222,2021-12-11,2021-12-06
DK,1 wk ahead inc case,quantile,0.025,8621,2021-12-11,2021-12-06
DK,1 wk ahead inc case,quantile,0.250,22501,2021-12-11,2021-12-06
DK,1 wk ahead inc case,quantile,0.750,37142,2021-12-11,2021-12-06
DK,1 wk ahead inc case,quantile,0.975,106574,2021-12-11,2021-12-06
DK,2 wk ahead inc case,point,NA,25651,2021-12-18,2021-12-06
DK,2 wk ahead inc case,quantile,0.025,2129,2021-12-18,2021-12-06
DK,2 wk ahead inc case,quantile,0.250,14288,2021-12-18,2021-12-06
DK,2 wk ahead inc case,quantile,0.750,37964,2021-12-18,2021-12-06
DK,2 wk ahead inc case,quantile,0.975,198901,2021-12-18,2021-12-06
EE,1 wk ahead inc case,point,NA,2624,2021-12-11,2021-12-06
EE,1 wk ahead inc case,quantile,0.025,774,2021-12-11,2021-12-06
EE,1 wk ahead inc case,quantile,0.250,2021,2021-12-11,2021-12-06
EE,1 wk ahead inc case,quantile,0.750,3335,2021-12-11,2021-12-06
EE,1 wk ahead inc case,quantile,0.975,9571,2021-12-11,2021-12-06
EE,2 wk ahead inc case,point,NA,1969,2021-12-18,2021-12-06
EE,2 wk ahead inc case,quantile,0.025,163,2021-12-18,2021-12-06
EE,2 wk ahead inc case,quantile,0.250,1097,2021-12-18,2021-12-06
EE,2 wk ahead inc case,quantile,0.750,2914,2021-12-18,2021-12-06
EE,2 wk ahead inc case,quantile,0.975,15266,2021-12-18,2021-12-06
FR,1 wk ahead inc case,point,NA,334192,2021-12-11,2021-12-06
FR,1 wk ahead inc case,quantile,0.025,98587,2021-12-11,2021-12-06
FR,1 wk ahead inc case,quantile,0.250,257328,2021-12-11,2021-12-06
FR,1 wk ahead inc case,quantile,0.750,424758,2021-12-11,2021-12-06
FR,1 wk ahead inc case,quantile,0.975,1218798,2021-12-11,2021-12-06
FR,2 wk ahead inc case,point,NA,348505,2021-12-18,2021-12-06
FR,2 wk ahead inc case,quantile,0.025,28926,2021-12-18,2021-12-06
FR,2 wk ahead inc case,quantile,0.250,194117,2021-12-18,2021-12-06
FR,2 wk ahead inc case,quantile,0.750,515787,2021-12-18,2021-12-06
FR,2 wk ahead inc case,quantile,0.975,2702308,2021-12-18,2021-12-06
GB,1 wk ahead inc case,point,NA,325312,2021-12-11,2021-12-06
GB,1 wk ahead inc case,quantile,0.025,95967,2021-12-11,2021-12-06
GB,1 wk ahead inc case,quantile,0.250,250490,2021-12-11,2021-12-06
GB,1 wk ahead inc case,quantile,0.750,413472,2021-12-11,2021-12-06
GB,1 wk ahead inc case,quantile,0.975,1186413,2021-12-11,2021-12-06
GB,2 wk ahead inc case,point,NA,332533,2021-12-18,2021-12-06
GB,2 wk ahead inc case,quantile,0.025,27600,2021-12-18,2021-12-06
GB,2 wk ahead inc case,quantile,0.250,185221,2021-12-18,2021-12-06
GB,2 wk ahead inc case,quantile,0.750,492149,2021-12-18,2021-12-06
