location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,213327,2022-01-29,2022-01-24
AT,1 wk ahead inc case,quantile,0.025,62931,2022-01-29,2022-01-24
AT,1 wk ahead inc case,quantile,0.250,164261,2022-01-29,2022-01-24
AT,1 wk ahead inc case,quantile,0.750,271138,2022-01-29,2022-01-24
AT,1 wk ahead inc case,quantile,0.975,778002,2022-01-29,2022-01-24
AT,2 wk ahead inc case,point,NA,282587,2022-02-05,2022-01-24
AT,2 wk ahead inc case,quantile,0.025,23455,2022-02-05,2022-01-24
AT,2 wk ahead inc case,quantile,0.250,157401,2022-02-05,2022-01-24
AT,2 wk ahead inc case,quantile,0.750,418229,2022-02-05,2022-01-24
AT,2 wk ahead inc case,quantile,0.975,2191182,2022-02-05,2022-01-24
BG,1 wk ahead inc case,point,NA,80230,2022-01-29,2022-01-24
BG,1 wk ahead inc case,quantile,0.025,23668,2022-01-29,2022-01-24
BG,1 wk ahead inc case,quantile,0.250,61777,2022-01-29,2022-01-24
BG,1 wk ahead inc case,quantile,0.750,101973,2022-01-29,2022-01-24
BG,1 wk ahead inc case,quantile,0.975,292600,2022-01-29,2022-01-24
BG,2 wk ahead inc case,point,NA,102896,2022-02-05,2022-01-24
BG,2 wk ahead inc case,quantile,0.025,8540,2022-02-05,2022-01-24
BG,2 wk ahead inc case,quantile,0.250,57313,2022-02-05,2022-01-24
BG,2 wk ahead inc case,quantile,0.750,152287,2022-02-05,2022-01-24
BG,2 wk ahead inc case,quantile,0.975,797859,2022-02-05,2022-01-24
DE,1 wk ahead inc case,point,NA,949828,2022-01-29,2022-01-24
DE,1 wk ahead inc case,quantile,0.025,280199,2022-01-29,2022-01-24
DE,1 wk ahead inc case,quantile,0.250,731367,2022-01-29,2022-01-24
DE,1 wk ahead inc case,quantile,0.750,1207231,2022-01-29,2022-01-24
DE,1 wk ahead inc case,quantile,0.975,3464022,2022-01-29,2022-01-24
DE,2 wk ahead inc case,point,NA,1064031,2022-02-05,2022-01-24
DE,2 wk ahead inc case,quantile,0.025,88315,2022-02-05,2022-01-24
DE,2 wk ahead inc case,quantile,0.250,592665,2022-02-05,2022-01-24
DE,2 wk ahead inc case,quantile,0.750,1574766,2022-02-05,2022-01-24
DE,2 wk ahead inc case,quantile,0.975,8250497,2022-02-05,2022-01-24
DK,1 wk ahead inc case,point,NA,372632,2022-01-29,2022-01-24
DK,1 wk ahead inc case,quantile,0.025,109926,2022-01-29,2022-01-24
DK,1 wk ahead inc case,quantile,0.250,286927,2022-01-29,2022-01-24
DK,1 wk ahead inc case,quantile,0.750,473615,2022-01-29,2022-01-24
DK,1 wk ahead inc case,quantile,0.975,1358989,2022-01-29,2022-01-24
DK,2 wk ahead inc case,point,NA,478739,2022-02-05,2022-01-24
DK,2 wk ahead inc case,quantile,0.025,39735,2022-02-05,2022-01-24
DK,2 wk ahead inc case,quantile,0.250,266658,2022-02-05,2022-01-24
DK,2 wk ahead inc case,quantile,0.750,708534,2022-02-05,2022-01-24
DK,2 wk ahead inc case,quantile,0.975,3712144,2022-02-05,2022-01-24
EE,1 wk ahead inc case,point,NA,39503,2022-01-29,2022-01-24
