location,target,type,quantile,value,target_end_date,forecast_date
HR,1 wk ahead inc case,point,NA,8801,2022-08-06,2022-08-01
HR,1 wk ahead inc case,quantile,0.025,2596,2022-08-06,2022-08-01
HR,1 wk ahead inc case,quantile,0.25,6777,2022-08-06,2022-08-01
HR,1 wk ahead inc case,quantile,0.75,11186,2022-08-06,2022-08-01
HR,1 wk ahead inc case,quantile,0.975,32097,2022-08-06,2022-08-01
HR,2 wk ahead inc case,point,NA,8340,2022-08-13,2022-08-01
HR,2 wk ahead inc case,quantile,0.025,692,2022-08-13,2022-08-01
HR,2 wk ahead inc case,quantile,0.25,4645,2022-08-13,2022-08-01
HR,2 wk ahead inc case,quantile,0.75,12343,2022-08-13,2022-08-01
HR,2 wk ahead inc case,quantile,0.975,64668,2022-08-13,2022-08-01
IT,1 wk ahead inc case,point,NA,281036,2022-08-06,2022-08-01
IT,1 wk ahead inc case,quantile,0.025,82906,2022-08-06,2022-08-01
IT,1 wk ahead inc case,quantile,0.25,216397,2022-08-06,2022-08-01
IT,1 wk ahead inc case,quantile,0.75,357196,2022-08-06,2022-08-01
IT,1 wk ahead inc case,quantile,0.975,1024937,2022-08-06,2022-08-01
IT,2 wk ahead inc case,point,NA,191007,2022-08-13,2022-08-01
IT,2 wk ahead inc case,quantile,0.025,15854,2022-08-13,2022-08-01
IT,2 wk ahead inc case,quantile,0.25,106391,2022-08-13,2022-08-01
IT,2 wk ahead inc case,quantile,0.75,282691,2022-08-13,2022-08-01
IT,2 wk ahead inc case,quantile,0.975,1481072,2022-08-13,2022-08-01
LT,1 wk ahead inc case,point,NA,8161,2022-08-06,2022-08-01
LT,1 wk ahead inc case,quantile,0.025,2407,2022-08-06,2022-08-01
LT,1 wk ahead inc case,quantile,0.25,6284,2022-08-06,2022-08-01
LT,1 wk ahead inc case,quantile,0.75,10372,2022-08-06,2022-08-01
LT,1 wk ahead inc case,quantile,0.975,29762,2022-08-06,2022-08-01
LT,2 wk ahead inc case,point,NA,8497,2022-08-13,2022-08-01
LT,2 wk ahead inc case,quantile,0.025,705,2022-08-13,2022-08-01
LT,2 wk ahead inc case,quantile,0.25,4733,2022-08-13,2022-08-01
LT,2 wk ahead inc case,quantile,0.75,12576,2022-08-13,2022-08-01
LT,2 wk ahead inc case,quantile,0.975,65889,2022-08-13,2022-08-01
NO,1 wk ahead inc case,point,NA,1176,2022-08-06,2022-08-01
NO,1 wk ahead inc case,quantile,0.025,347,2022-08-06,2022-08-01
NO,1 wk ahead inc case,quantile,0.25,906,2022-08-06,2022-08-01
NO,1 wk ahead inc case,quantile,0.75,1495,2022-08-06,2022-08-01
NO,1 wk ahead inc case,quantile,0.975,4290,2022-08-06,2022-08-01
NO,2 wk ahead inc case,point,NA,988,2022-08-13,2022-08-01
NO,2 wk ahead inc case,quantile,0.025,82,2022-08-13,2022-08-01
NO,2 wk ahead inc case,quantile,0.25,550,2022-08-13,2022-08-01
NO,2 wk ahead inc case,quantile,0.75,1462,2022-08-13,2022-08-01
NO,2 wk ahead inc case,quantile,0.975,7658,2022-08-13,2022-08-01
PL,1 wk ahead inc case,point,NA,18063,2022-08-06,2022-08-01
PL,1 wk ahead inc case,quantile,0.025,5328,2022-08-06,2022-08-01
PL,1 wk ahead inc case,quantile,0.25,13908,2022-08-06,2022-08-01
PL,1 wk ahead inc case,quantile,0.75,22958,2022-08-06,2022-08-01
PL,1 wk ahead inc case,quantile,0.975,65874,2022-08-06,2022-08-01
PL,2 wk ahead inc case,point,NA,13641,2022-08-13,2022-08-01
PL,2 wk ahead inc case,quantile,0.025,1132,2022-08-13,2022-08-01
PL,2 wk ahead inc case,quantile,0.25,7598,2022-08-13,2022-08-01
PL,2 wk ahead inc case,quantile,0.75,20188,2022-08-13,2022-08-01
PL,2 wk ahead inc case,quantile,0.975,105770,2022-08-13,2022-08-01
RO,1 wk ahead inc case,point,NA,135941,2022-08-06,2022-08-01
RO,1 wk ahead inc case,quantile,0.025,40103,2022-08-06,2022-08-01
RO,1 wk ahead inc case,quantile,0.25,104674,2022-08-06,2022-08-01
RO,1 wk ahead inc case,quantile,0.75,172781,2022-08-06,2022-08-01
RO,1 wk ahead inc case,quantile,0.975,495776,2022-08-06,2022-08-01
RO,2 wk ahead inc case,point,NA,146308,2022-08-13,2022-08-01
RO,2 wk ahead inc case,quantile,0.025,12144,2022-08-13,2022-08-01
RO,2 wk ahead inc case,quantile,0.25,81494,2022-08-13,2022-08-01
RO,2 wk ahead inc case,quantile,0.75,216536,2022-08-13,2022-08-01
RO,2 wk ahead inc case,quantile,0.975,1134473,2022-08-13,2022-08-01
SI,1 wk ahead inc case,point,NA,13615,2022-08-06,2022-08-01
SI,1 wk ahead inc case,quantile,0.025,4016,2022-08-06,2022-08-01
SI,1 wk ahead inc case,quantile,0.25,10483,2022-08-06,2022-08-01
SI,1 wk ahead inc case,quantile,0.75,17304,2022-08-06,2022-08-01
SI,1 wk ahead inc case,quantile,0.975,49653,2022-08-06,2022-08-01
SI,2 wk ahead inc case,point,NA,14225,2022-08-13,2022-08-01
SI,2 wk ahead inc case,quantile,0.025,1181,2022-08-13,2022-08-01
SI,2 wk ahead inc case,quantile,0.25,7923,2022-08-13,2022-08-01
SI,2 wk ahead inc case,quantile,0.75,21053,2022-08-13,2022-08-01
SI,2 wk ahead inc case,quantile,0.975,110303,2022-08-13,2022-08-01
SK,1 wk ahead inc case,point,NA,8342,2022-08-06,2022-08-01
SK,1 wk ahead inc case,quantile,0.025,2461,2022-08-06,2022-08-01
SK,1 wk ahead inc case,quantile,0.25,6423,2022-08-06,2022-08-01
SK,1 wk ahead inc case,quantile,0.75,10602,2022-08-06,2022-08-01
SK,1 wk ahead inc case,quantile,0.975,30422,2022-08-06,2022-08-01
SK,2 wk ahead inc case,point,NA,7599,2022-08-13,2022-08-01
SK,2 wk ahead inc case,quantile,0.025,631,2022-08-13,2022-08-01
SK,2 wk ahead inc case,quantile,0.25,4232,2022-08-13,2022-08-01
SK,2 wk ahead inc case,quantile,0.75,11246,2022-08-13,2022-08-01
SK,2 wk ahead inc case,quantile,0.975,58920,2022-08-13,2022-08-01
HR,1 wk ahead inc death,point,NA,134,2022-08-06,2022-08-01
HR,1 wk ahead inc death,quantile,0.025,40,2022-08-06,2022-08-01
HR,1 wk ahead inc death,quantile,0.25,103,2022-08-06,2022-08-01
HR,1 wk ahead inc death,quantile,0.75,171,2022-08-06,2022-08-01
HR,1 wk ahead inc death,quantile,0.975,489,2022-08-06,2022-08-01
HR,2 wk ahead inc death,point,NA,176,2022-08-13,2022-08-01
HR,2 wk ahead inc death,quantile,0.025,15,2022-08-13,2022-08-01
HR,2 wk ahead inc death,quantile,0.25,98,2022-08-13,2022-08-01
HR,2 wk ahead inc death,quantile,0.75,261,2022-08-13,2022-08-01
HR,2 wk ahead inc death,quantile,0.975,1367,2022-08-13,2022-08-01
IT,1 wk ahead inc death,point,NA,1347,2022-08-06,2022-08-01
IT,1 wk ahead inc death,quantile,0.025,397,2022-08-06,2022-08-01
IT,1 wk ahead inc death,quantile,0.25,1037,2022-08-06,2022-08-01
IT,1 wk ahead inc death,quantile,0.75,1712,2022-08-06,2022-08-01
IT,1 wk ahead inc death,quantile,0.975,4912,2022-08-06,2022-08-01
IT,2 wk ahead inc death,point,NA,1524,2022-08-13,2022-08-01
IT,2 wk ahead inc death,quantile,0.025,126,2022-08-13,2022-08-01
IT,2 wk ahead inc death,quantile,0.25,849,2022-08-13,2022-08-01
IT,2 wk ahead inc death,quantile,0.75,2255,2022-08-13,2022-08-01
IT,2 wk ahead inc death,quantile,0.975,11816,2022-08-13,2022-08-01
LT,1 wk ahead inc death,point,NA,7,2022-08-06,2022-08-01
LT,1 wk ahead inc death,quantile,0.025,2,2022-08-06,2022-08-01
LT,1 wk ahead inc death,quantile,0.25,5,2022-08-06,2022-08-01
LT,1 wk ahead inc death,quantile,0.75,9,2022-08-06,2022-08-01
LT,1 wk ahead inc death,quantile,0.975,26,2022-08-06,2022-08-01
LT,2 wk ahead inc death,point,NA,5,2022-08-13,2022-08-01
LT,2 wk ahead inc death,quantile,0.025,0,2022-08-13,2022-08-01
LT,2 wk ahead inc death,quantile,0.25,3,2022-08-13,2022-08-01
LT,2 wk ahead inc death,quantile,0.75,7,2022-08-13,2022-08-01
LT,2 wk ahead inc death,quantile,0.975,39,2022-08-13,2022-08-01
NO,1 wk ahead inc death,point,NA,23,2022-08-06,2022-08-01
NO,1 wk ahead inc death,quantile,0.025,7,2022-08-06,2022-08-01
NO,1 wk ahead inc death,quantile,0.25,18,2022-08-06,2022-08-01
NO,1 wk ahead inc death,quantile,0.75,30,2022-08-06,2022-08-01
NO,1 wk ahead inc death,quantile,0.975,85,2022-08-06,2022-08-01
NO,2 wk ahead inc death,point,NA,23,2022-08-13,2022-08-01
NO,2 wk ahead inc death,quantile,0.025,2,2022-08-13,2022-08-01
NO,2 wk ahead inc death,quantile,0.25,13,2022-08-13,2022-08-01
NO,2 wk ahead inc death,quantile,0.75,34,2022-08-13,2022-08-01
NO,2 wk ahead inc death,quantile,0.975,179,2022-08-13,2022-08-01
PL,1 wk ahead inc death,point,NA,16,2022-08-06,2022-08-01
PL,1 wk ahead inc death,quantile,0.025,5,2022-08-06,2022-08-01
PL,1 wk ahead inc death,quantile,0.25,13,2022-08-06,2022-08-01
PL,1 wk ahead inc death,quantile,0.75,21,2022-08-06,2022-08-01
PL,1 wk ahead inc death,quantile,0.975,60,2022-08-06,2022-08-01
PL,2 wk ahead inc death,point,NA,10,2022-08-13,2022-08-01
PL,2 wk ahead inc death,quantile,0.025,1,2022-08-13,2022-08-01
PL,2 wk ahead inc death,quantile,0.25,6,2022-08-13,2022-08-01
PL,2 wk ahead inc death,quantile,0.75,15,2022-08-13,2022-08-01
PL,2 wk ahead inc death,quantile,0.975,78,2022-08-13,2022-08-01
RO,1 wk ahead inc death,point,NA,276,2022-08-06,2022-08-01
RO,1 wk ahead inc death,quantile,0.025,81,2022-08-06,2022-08-01
RO,1 wk ahead inc death,quantile,0.25,212,2022-08-06,2022-08-01
RO,1 wk ahead inc death,quantile,0.75,350,2022-08-06,2022-08-01
RO,1 wk ahead inc death,quantile,0.975,1005,2022-08-06,2022-08-01
RO,2 wk ahead inc death,point,NA,257,2022-08-13,2022-08-01
RO,2 wk ahead inc death,quantile,0.025,21,2022-08-13,2022-08-01
RO,2 wk ahead inc death,quantile,0.25,143,2022-08-13,2022-08-01
RO,2 wk ahead inc death,quantile,0.75,381,2022-08-13,2022-08-01
RO,2 wk ahead inc death,quantile,0.975,1995,2022-08-13,2022-08-01
SI,1 wk ahead inc death,point,NA,12,2022-08-06,2022-08-01
SI,1 wk ahead inc death,quantile,0.025,4,2022-08-06,2022-08-01
SI,1 wk ahead inc death,quantile,0.25,9,2022-08-06,2022-08-01
SI,1 wk ahead inc death,quantile,0.75,15,2022-08-06,2022-08-01
SI,1 wk ahead inc death,quantile,0.975,44,2022-08-06,2022-08-01
SI,2 wk ahead inc death,point,NA,9,2022-08-13,2022-08-01
SI,2 wk ahead inc death,quantile,0.025,1,2022-08-13,2022-08-01
SI,2 wk ahead inc death,quantile,0.25,5,2022-08-13,2022-08-01
SI,2 wk ahead inc death,quantile,0.75,14,2022-08-13,2022-08-01
SI,2 wk ahead inc death,quantile,0.975,72,2022-08-13,2022-08-01
SK,1 wk ahead inc death,point,NA,17,2022-08-06,2022-08-01
SK,1 wk ahead inc death,quantile,0.025,5,2022-08-06,2022-08-01
SK,1 wk ahead inc death,quantile,0.25,13,2022-08-06,2022-08-01
SK,1 wk ahead inc death,quantile,0.75,22,2022-08-06,2022-08-01
SK,1 wk ahead inc death,quantile,0.975,62,2022-08-06,2022-08-01
SK,2 wk ahead inc death,point,NA,11,2022-08-13,2022-08-01
SK,2 wk ahead inc death,quantile,0.025,1,2022-08-13,2022-08-01
SK,2 wk ahead inc death,quantile,0.25,6,2022-08-13,2022-08-01
SK,2 wk ahead inc death,quantile,0.75,17,2022-08-13,2022-08-01
SK,2 wk ahead inc death,quantile,0.975,87,2022-08-13,2022-08-01
