location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,293349,2022-03-26,2022-03-21
AT,1 wk ahead inc case,quantile,0.025,86538,2022-03-26,2022-03-21
AT,1 wk ahead inc case,quantile,0.250,225879,2022-03-26,2022-03-21
AT,1 wk ahead inc case,quantile,0.750,372846,2022-03-26,2022-03-21
AT,1 wk ahead inc case,quantile,0.975,1069843,2022-03-26,2022-03-21
AT,2 wk ahead inc case,point,NA,243619,2022-04-02,2022-03-21
AT,2 wk ahead inc case,quantile,0.025,20220,2022-04-02,2022-03-21
AT,2 wk ahead inc case,quantile,0.250,135696,2022-04-02,2022-03-21
AT,2 wk ahead inc case,quantile,0.750,360556,2022-04-02,2022-03-21
AT,2 wk ahead inc case,quantile,0.975,1889022,2022-04-02,2022-03-21
BG,1 wk ahead inc case,point,NA,10177,2022-03-26,2022-03-21
BG,1 wk ahead inc case,quantile,0.025,3002,2022-03-26,2022-03-21
BG,1 wk ahead inc case,quantile,0.250,7836,2022-03-26,2022-03-21
BG,1 wk ahead inc case,quantile,0.750,12935,2022-03-26,2022-03-21
BG,1 wk ahead inc case,quantile,0.975,37116,2022-03-26,2022-03-21
BG,2 wk ahead inc case,point,NA,9014,2022-04-02,2022-03-21
BG,2 wk ahead inc case,quantile,0.025,748,2022-04-02,2022-03-21
BG,2 wk ahead inc case,quantile,0.250,5021,2022-04-02,2022-03-21
BG,2 wk ahead inc case,quantile,0.750,13341,2022-04-02,2022-03-21
BG,2 wk ahead inc case,quantile,0.975,69895,2022-04-02,2022-03-21
CY,1 wk ahead inc case,point,NA,23849,2022-03-26,2022-03-21
CY,1 wk ahead inc case,quantile,0.025,7036,2022-03-26,2022-03-21
CY,1 wk ahead inc case,quantile,0.250,18364,2022-03-26,2022-03-21
CY,1 wk ahead inc case,quantile,0.750,30313,2022-03-26,2022-03-21
CY,1 wk ahead inc case,quantile,0.975,86979,2022-03-26,2022-03-21
CY,2 wk ahead inc case,point,NA,24989,2022-04-02,2022-03-21
CY,2 wk ahead inc case,quantile,0.025,2074,2022-04-02,2022-03-21
CY,2 wk ahead inc case,quantile,0.250,13919,2022-04-02,2022-03-21
