location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,36077,2022-12-24,2022-12-19
AT,1 wk ahead inc case,quantile,0.025,10643,2022-12-24,2022-12-19
AT,1 wk ahead inc case,quantile,0.250,27780,2022-12-24,2022-12-19
AT,1 wk ahead inc case,quantile,0.750,45854,2022-12-24,2022-12-19
AT,1 wk ahead inc case,quantile,0.975,131574,2022-12-24,2022-12-19
AT,2 wk ahead inc case,point,NA,37127,2022-12-31,2022-12-19
AT,2 wk ahead inc case,quantile,0.025,3082,2022-12-31,2022-12-19
AT,2 wk ahead inc case,quantile,0.250,20680,2022-12-31,2022-12-19
AT,2 wk ahead inc case,quantile,0.750,54948,2022-12-31,2022-12-19
AT,2 wk ahead inc case,quantile,0.975,287882,2022-12-31,2022-12-19
CZ,1 wk ahead inc case,point,NA,4791,2022-12-24,2022-12-19
CZ,1 wk ahead inc case,quantile,0.025,1413,2022-12-24,2022-12-19
CZ,1 wk ahead inc case,quantile,0.250,3689,2022-12-24,2022-12-19
CZ,1 wk ahead inc case,quantile,0.750,6089,2022-12-24,2022-12-19
CZ,1 wk ahead inc case,quantile,0.975,17472,2022-12-24,2022-12-19
CZ,2 wk ahead inc case,point,NA,4106,2022-12-31,2022-12-19
CZ,2 wk ahead inc case,quantile,0.025,341,2022-12-31,2022-12-19
CZ,2 wk ahead inc case,quantile,0.250,2287,2022-12-31,2022-12-19
CZ,2 wk ahead inc case,quantile,0.750,6076,2022-12-31,2022-12-19
CZ,2 wk ahead inc case,quantile,0.975,31836,2022-12-31,2022-12-19
HR,1 wk ahead inc case,point,NA,2018,2022-12-24,2022-12-19
HR,1 wk ahead inc case,quantile,0.025,595,2022-12-24,2022-12-19
HR,1 wk ahead inc case,quantile,0.250,1554,2022-12-24,2022-12-19
HR,1 wk ahead inc case,quantile,0.750,2564,2022-12-24,2022-12-19
HR,1 wk ahead inc case,quantile,0.975,7359,2022-12-24,2022-12-19
HR,2 wk ahead inc case,point,NA,1886,2022-12-31,2022-12-19
HR,2 wk ahead inc case,quantile,0.025,157,2022-12-31,2022-12-19
HR,2 wk ahead inc case,quantile,0.250,1050,2022-12-31,2022-12-19
HR,2 wk ahead inc case,quantile,0.750,2791,2022-12-31,2022-12-19
HR,2 wk ahead inc case,quantile,0.975,14624,2022-12-31,2022-12-19
NO,1 wk ahead inc case,point,NA,1249,2022-12-24,2022-12-19
NO,1 wk ahead inc case,quantile,0.025,368,2022-12-24,2022-12-19
NO,1 wk ahead inc case,quantile,0.250,962,2022-12-24,2022-12-19
NO,1 wk ahead inc case,quantile,0.750,1587,2022-12-24,2022-12-19
NO,1 wk ahead inc case,quantile,0.975,4554,2022-12-24,2022-12-19
NO,2 wk ahead inc case,point,NA,1166,2022-12-31,2022-12-19
NO,2 wk ahead inc case,quantile,0.025,97,2022-12-31,2022-12-19
NO,2 wk ahead inc case,quantile,0.250,649,2022-12-31,2022-12-19
NO,2 wk ahead inc case,quantile,0.750,1725,2022-12-31,2022-12-19
NO,2 wk ahead inc case,quantile,0.975,9040,2022-12-31,2022-12-19
PL,1 wk ahead inc case,point,NA,3316,2022-12-24,2022-12-19
PL,1 wk ahead inc case,quantile,0.025,978,2022-12-24,2022-12-19
PL,1 wk ahead inc case,quantile,0.250,2553,2022-12-24,2022-12-19
PL,1 wk ahead inc case,quantile,0.750,4215,2022-12-24,2022-12-19
PL,1 wk ahead inc case,quantile,0.975,12094,2022-12-24,2022-12-19
PL,2 wk ahead inc case,point,NA,3099,2022-12-31,2022-12-19
PL,2 wk ahead inc case,quantile,0.025,257,2022-12-31,2022-12-19
PL,2 wk ahead inc case,quantile,0.250,1726,2022-12-31,2022-12-19
PL,2 wk ahead inc case,quantile,0.750,4587,2022-12-31,2022-12-19
PL,2 wk ahead inc case,quantile,0.975,24031,2022-12-31,2022-12-19
SI,1 wk ahead inc case,point,NA,13079,2022-12-24,2022-12-19
SI,1 wk ahead inc case,quantile,0.025,3858,2022-12-24,2022-12-19
SI,1 wk ahead inc case,quantile,0.250,10071,2022-12-24,2022-12-19
SI,1 wk ahead inc case,quantile,0.750,16623,2022-12-24,2022-12-19
SI,1 wk ahead inc case,quantile,0.975,47699,2022-12-24,2022-12-19
SI,2 wk ahead inc case,point,NA,13318,2022-12-31,2022-12-19
SI,2 wk ahead inc case,quantile,0.025,1105,2022-12-31,2022-12-19
SI,2 wk ahead inc case,quantile,0.250,7418,2022-12-31,2022-12-19
SI,2 wk ahead inc case,quantile,0.750,19710,2022-12-31,2022-12-19
SI,2 wk ahead inc case,quantile,0.975,103264,2022-12-31,2022-12-19
SK,1 wk ahead inc case,point,NA,1535,2022-12-24,2022-12-19
SK,1 wk ahead inc case,quantile,0.025,453,2022-12-24,2022-12-19
SK,1 wk ahead inc case,quantile,0.250,1182,2022-12-24,2022-12-19
SK,1 wk ahead inc case,quantile,0.750,1951,2022-12-24,2022-12-19
SK,1 wk ahead inc case,quantile,0.975,5598,2022-12-24,2022-12-19
SK,2 wk ahead inc case,point,NA,1432,2022-12-31,2022-12-19
SK,2 wk ahead inc case,quantile,0.025,119,2022-12-31,2022-12-19
SK,2 wk ahead inc case,quantile,0.250,798,2022-12-31,2022-12-19
SK,2 wk ahead inc case,quantile,0.750,2119,2022-12-31,2022-12-19
SK,2 wk ahead inc case,quantile,0.975,11103,2022-12-31,2022-12-19
AT,1 wk ahead inc death,point,NA,0,2022-12-24,2022-12-19
AT,1 wk ahead inc death,quantile,0.025,0,2022-12-24,2022-12-19
AT,1 wk ahead inc death,quantile,0.250,0,2022-12-24,2022-12-19
AT,1 wk ahead inc death,quantile,0.750,0,2022-12-24,2022-12-19
AT,1 wk ahead inc death,quantile,0.975,0,2022-12-24,2022-12-19
AT,2 wk ahead inc death,point,NA,0,2022-12-31,2022-12-19
AT,2 wk ahead inc death,quantile,0.025,0,2022-12-31,2022-12-19
AT,2 wk ahead inc death,quantile,0.250,0,2022-12-31,2022-12-19
AT,2 wk ahead inc death,quantile,0.750,0,2022-12-31,2022-12-19
AT,2 wk ahead inc death,quantile,0.975,0,2022-12-31,2022-12-19
CZ,1 wk ahead inc death,point,NA,48,2022-12-24,2022-12-19
CZ,1 wk ahead inc death,quantile,0.025,14,2022-12-24,2022-12-19
CZ,1 wk ahead inc death,quantile,0.250,37,2022-12-24,2022-12-19
CZ,1 wk ahead inc death,quantile,0.750,61,2022-12-24,2022-12-19
CZ,1 wk ahead inc death,quantile,0.975,175,2022-12-24,2022-12-19
CZ,2 wk ahead inc death,point,NA,40,2022-12-31,2022-12-19
CZ,2 wk ahead inc death,quantile,0.025,3,2022-12-31,2022-12-19
CZ,2 wk ahead inc death,quantile,0.250,22,2022-12-31,2022-12-19
CZ,2 wk ahead inc death,quantile,0.750,59,2022-12-31,2022-12-19
CZ,2 wk ahead inc death,quantile,0.975,307,2022-12-31,2022-12-19
HR,1 wk ahead inc death,point,NA,25,2022-12-24,2022-12-19
HR,1 wk ahead inc death,quantile,0.025,7,2022-12-24,2022-12-19
HR,1 wk ahead inc death,quantile,0.250,19,2022-12-24,2022-12-19
HR,1 wk ahead inc death,quantile,0.750,32,2022-12-24,2022-12-19
HR,1 wk ahead inc death,quantile,0.975,92,2022-12-24,2022-12-19
HR,2 wk ahead inc death,point,NA,10,2022-12-31,2022-12-19
HR,2 wk ahead inc death,quantile,0.025,1,2022-12-31,2022-12-19
HR,2 wk ahead inc death,quantile,0.250,6,2022-12-31,2022-12-19
HR,2 wk ahead inc death,quantile,0.750,15,2022-12-31,2022-12-19
HR,2 wk ahead inc death,quantile,0.975,81,2022-12-31,2022-12-19
NO,1 wk ahead inc death,point,NA,112,2022-12-24,2022-12-19
NO,1 wk ahead inc death,quantile,0.025,33,2022-12-24,2022-12-19
NO,1 wk ahead inc death,quantile,0.250,87,2022-12-24,2022-12-19
NO,1 wk ahead inc death,quantile,0.750,143,2022-12-24,2022-12-19
NO,1 wk ahead inc death,quantile,0.975,410,2022-12-24,2022-12-19
NO,2 wk ahead inc death,point,NA,153,2022-12-31,2022-12-19
NO,2 wk ahead inc death,quantile,0.025,13,2022-12-31,2022-12-19
NO,2 wk ahead inc death,quantile,0.250,85,2022-12-31,2022-12-19
NO,2 wk ahead inc death,quantile,0.750,226,2022-12-31,2022-12-19
NO,2 wk ahead inc death,quantile,0.975,1184,2022-12-31,2022-12-19
PL,1 wk ahead inc death,point,NA,30,2022-12-24,2022-12-19
PL,1 wk ahead inc death,quantile,0.025,9,2022-12-24,2022-12-19
PL,1 wk ahead inc death,quantile,0.250,23,2022-12-24,2022-12-19
PL,1 wk ahead inc death,quantile,0.750,38,2022-12-24,2022-12-19
PL,1 wk ahead inc death,quantile,0.975,110,2022-12-24,2022-12-19
PL,2 wk ahead inc death,point,NA,28,2022-12-31,2022-12-19
PL,2 wk ahead inc death,quantile,0.025,2,2022-12-31,2022-12-19
PL,2 wk ahead inc death,quantile,0.250,16,2022-12-31,2022-12-19
PL,2 wk ahead inc death,quantile,0.750,41,2022-12-31,2022-12-19
PL,2 wk ahead inc death,quantile,0.975,217,2022-12-31,2022-12-19
SI,1 wk ahead inc death,point,NA,29,2022-12-24,2022-12-19
SI,1 wk ahead inc death,quantile,0.025,8,2022-12-24,2022-12-19
