location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,94694,2022-01-15,2022-01-10
AT,1 wk ahead inc case,quantile,0.025,27935,2022-01-15,2022-01-10
AT,1 wk ahead inc case,quantile,0.250,72914,2022-01-15,2022-01-10
AT,1 wk ahead inc case,quantile,0.750,120356,2022-01-15,2022-01-10
AT,1 wk ahead inc case,quantile,0.975,345348,2022-01-15,2022-01-10
AT,2 wk ahead inc case,point,NA,157723,2022-01-22,2022-01-10
AT,2 wk ahead inc case,quantile,0.025,13091,2022-01-22,2022-01-10
AT,2 wk ahead inc case,quantile,0.250,87852,2022-01-22,2022-01-10
AT,2 wk ahead inc case,quantile,0.750,233430,2022-01-22,2022-01-10
AT,2 wk ahead inc case,quantile,0.975,1222983,2022-01-22,2022-01-10
BG,1 wk ahead inc case,point,NA,53233,2022-01-15,2022-01-10
BG,1 wk ahead inc case,quantile,0.025,15704,2022-01-15,2022-01-10
BG,1 wk ahead inc case,quantile,0.250,40989,2022-01-15,2022-01-10
BG,1 wk ahead inc case,quantile,0.750,67659,2022-01-15,2022-01-10
BG,1 wk ahead inc case,quantile,0.975,194141,2022-01-15,2022-01-10
BG,2 wk ahead inc case,point,NA,82274,2022-01-22,2022-01-10
BG,2 wk ahead inc case,quantile,0.025,6829,2022-01-22,2022-01-10
BG,2 wk ahead inc case,quantile,0.250,45826,2022-01-22,2022-01-10
BG,2 wk ahead inc case,quantile,0.750,121765,2022-01-22,2022-01-10
BG,2 wk ahead inc case,quantile,0.975,637949,2022-01-22,2022-01-10
CZ,1 wk ahead inc case,point,NA,42993,2022-01-15,2022-01-10
CZ,1 wk ahead inc case,quantile,0.025,12683,2022-01-15,2022-01-10
CZ,1 wk ahead inc case,quantile,0.250,33105,2022-01-15,2022-01-10
CZ,1 wk ahead inc case,quantile,0.750,54644,2022-01-15,2022-01-10
CZ,1 wk ahead inc case,quantile,0.975,156796,2022-01-15,2022-01-10
CZ,2 wk ahead inc case,point,NA,43918,2022-01-22,2022-01-10
CZ,2 wk ahead inc case,quantile,0.025,3645,2022-01-22,2022-01-10
CZ,2 wk ahead inc case,quantile,0.250,24463,2022-01-22,2022-01-10
CZ,2 wk ahead inc case,quantile,0.750,64999,2022-01-22,2022-01-10
CZ,2 wk ahead inc case,quantile,0.975,340543,2022-01-22,2022-01-10
DE,1 wk ahead inc case,point,NA,408218,2022-01-15,2022-01-10
DE,1 wk ahead inc case,quantile,0.025,120424,2022-01-15,2022-01-10
DE,1 wk ahead inc case,quantile,0.250,314328,2022-01-15,2022-01-10
DE,1 wk ahead inc case,quantile,0.750,518845,2022-01-15,2022-01-10
DE,1 wk ahead inc case,quantile,0.975,1488772,2022-01-15,2022-01-10
DE,2 wk ahead inc case,point,NA,497458,2022-01-22,2022-01-10
DE,2 wk ahead inc case,quantile,0.025,41289,2022-01-22,2022-01-10
DE,2 wk ahead inc case,quantile,0.250,277084,2022-01-22,2022-01-10
DE,2 wk ahead inc case,quantile,0.750,736238,2022-01-22,2022-01-10
DE,2 wk ahead inc case,quantile,0.975,3857292,2022-01-22,2022-01-10
DK,1 wk ahead inc case,point,NA,151217,2022-01-15,2022-01-10
DK,1 wk ahead inc case,quantile,0.025,44609,2022-01-15,2022-01-10
DK,1 wk ahead inc case,quantile,0.250,116437,2022-01-15,2022-01-10
DK,1 wk ahead inc case,quantile,0.750,192196,2022-01-15,2022-01-10
DK,1 wk ahead inc case,quantile,0.975,551487,2022-01-15,2022-01-10
DK,2 wk ahead inc case,point,NA,163198,2022-01-22,2022-01-10
