location,target,type,quantile,value,target_end_date,forecast_date
AT,1 wk ahead inc case,point,NA,2469,2021-06-05,2021-05-31
AT,1 wk ahead inc case,quantile,0.025,728,2021-06-05,2021-05-31
AT,1 wk ahead inc case,quantile,0.250,1901,2021-06-05,2021-05-31
AT,1 wk ahead inc case,quantile,0.750,3139,2021-06-05,2021-05-31
AT,1 wk ahead inc case,quantile,0.975,9006,2021-06-05,2021-05-31
AT,2 wk ahead inc case,point,NA,1831,2021-06-12,2021-05-31
AT,2 wk ahead inc case,quantile,0.025,152,2021-06-12,2021-05-31
AT,2 wk ahead inc case,quantile,0.250,1020,2021-06-12,2021-05-31
AT,2 wk ahead inc case,quantile,0.750,2710,2021-06-12,2021-05-31
AT,2 wk ahead inc case,quantile,0.975,14197,2021-06-12,2021-05-31
BE,1 wk ahead inc case,point,NA,9514,2021-06-05,2021-05-31
BE,1 wk ahead inc case,quantile,0.025,2807,2021-06-05,2021-05-31
BE,1 wk ahead inc case,quantile,0.250,7326,2021-06-05,2021-05-31
BE,1 wk ahead inc case,quantile,0.750,12092,2021-06-05,2021-05-31
BE,1 wk ahead inc case,quantile,0.975,34698,2021-06-05,2021-05-31
BE,2 wk ahead inc case,point,NA,6920,2021-06-12,2021-05-31
BE,2 wk ahead inc case,quantile,0.025,574,2021-06-12,2021-05-31
BE,2 wk ahead inc case,quantile,0.250,3854,2021-06-12,2021-05-31
BE,2 wk ahead inc case,quantile,0.750,10241,2021-06-12,2021-05-31
BE,2 wk ahead inc case,quantile,0.975,53654,2021-06-12,2021-05-31
BG,1 wk ahead inc case,point,NA,1206,2021-06-05,2021-05-31
BG,1 wk ahead inc case,quantile,0.025,356,2021-06-05,2021-05-31
BG,1 wk ahead inc case,quantile,0.250,929,2021-06-05,2021-05-31
BG,1 wk ahead inc case,quantile,0.750,1533,2021-06-05,2021-05-31
BG,1 wk ahead inc case,quantile,0.975,4399,2021-06-05,2021-05-31
BG,2 wk ahead inc case,point,NA,874,2021-06-12,2021-05-31
BG,2 wk ahead inc case,quantile,0.025,73,2021-06-12,2021-05-31
BG,2 wk ahead inc case,quantile,0.250,487,2021-06-12,2021-05-31
BG,2 wk ahead inc case,quantile,0.750,1294,2021-06-12,2021-05-31
BG,2 wk ahead inc case,quantile,0.975,6781,2021-06-12,2021-05-31
CH,1 wk ahead inc case,point,NA,3353,2021-06-05,2021-05-31
CH,1 wk ahead inc case,quantile,0.025,989,2021-06-05,2021-05-31
CH,1 wk ahead inc case,quantile,0.250,2582,2021-06-05,2021-05-31
CH,1 wk ahead inc case,quantile,0.750,4262,2021-06-05,2021-05-31
CH,1 wk ahead inc case,quantile,0.975,12230,2021-06-05,2021-05-31
CH,2 wk ahead inc case,point,NA,2269,2021-06-12,2021-05-31
CH,2 wk ahead inc case,quantile,0.025,188,2021-06-12,2021-05-31
CH,2 wk ahead inc case,quantile,0.250,1264,2021-06-12,2021-05-31
CH,2 wk ahead inc case,quantile,0.750,3357,2021-06-12,2021-05-31
CH,2 wk ahead inc case,quantile,0.975,17590,2021-06-12,2021-05-31
CY,1 wk ahead inc case,point,NA,264,2021-06-05,2021-05-31
CY,1 wk ahead inc case,quantile,0.025,78,2021-06-05,2021-05-31
CY,1 wk ahead inc case,quantile,0.250,204,2021-06-05,2021-05-31
CY,1 wk ahead inc case,quantile,0.750,336,2021-06-05,2021-05-31
CY,1 wk ahead inc case,quantile,0.975,964,2021-06-05,2021-05-31
CY,2 wk ahead inc case,point,NA,122,2021-06-12,2021-05-31
CY,2 wk ahead inc case,quantile,0.025,10,2021-06-12,2021-05-31
CY,2 wk ahead inc case,quantile,0.250,68,2021-06-12,2021-05-31
CY,2 wk ahead inc case,quantile,0.750,180,2021-06-12,2021-05-31
CY,2 wk ahead inc case,quantile,0.975,944,2021-06-12,2021-05-31
CZ,1 wk ahead inc case,point,NA,2359,2021-06-05,2021-05-31
CZ,1 wk ahead inc case,quantile,0.025,696,2021-06-05,2021-05-31
CZ,1 wk ahead inc case,quantile,0.250,1817,2021-06-05,2021-05-31
CZ,1 wk ahead inc case,quantile,0.750,2999,2021-06-05,2021-05-31
CZ,1 wk ahead inc case,quantile,0.975,8605,2021-06-05,2021-05-31
CZ,2 wk ahead inc case,point,NA,1560,2021-06-12,2021-05-31
CZ,2 wk ahead inc case,quantile,0.025,129,2021-06-12,2021-05-31
CZ,2 wk ahead inc case,quantile,0.250,869,2021-06-12,2021-05-31
CZ,2 wk ahead inc case,quantile,0.750,2308,2021-06-12,2021-05-31
CZ,2 wk ahead inc case,quantile,0.975,12094,2021-06-12,2021-05-31
DE,1 wk ahead inc case,point,NA,23705,2021-06-05,2021-05-31
DE,1 wk ahead inc case,quantile,0.025,6993,2021-06-05,2021-05-31
DE,1 wk ahead inc case,quantile,0.250,18253,2021-06-05,2021-05-31
