quantile,value,type,location,target,forecast_date,target_end_date
0.01,39,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.025,45,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.05,52,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.1,58,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.15,63,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.2,67,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.25,70,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.3,73,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.35,76,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.4,79,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.45,82,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.5,86,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
NA,86,point,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.55,89,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.6,93,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.65,96,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.7,99,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.75,104,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.8,109,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.85,115,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.9,123,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.95,142,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.975,151,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.99,167,quantile,BE,1 wk ahead inc death,2021-05-30,2021-06-05
0.01,28,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.025,31,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.05,38,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.1,46,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.15,51,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.2,57,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.25,61,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.3,65,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.35,70,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.4,75,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.45,78,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.5,82,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
NA,82,point,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.55,88,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.6,92,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.65,97,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.7,103,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.75,107,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.8,116,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.85,126,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.9,138,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.95,156,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.975,174,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.99,220,quantile,BE,2 wk ahead inc death,2021-05-30,2021-06-12
0.01,23,quantile,BE,3 wk ahead inc death,2021-05-30,2021-06-19
0.025,26,quantile,BE,3 wk ahead inc death,2021-05-30,2021-06-19
