quantile,value,type,location,target,forecast_date,target_end_date
0.01,157,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.025,175,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.05,188,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.1,204,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.15,218,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.2,229,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.25,238,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.3,251,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.35,260,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.4,267,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.45,277,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.5,284,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
NA,284,point,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.55,295,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.6,306,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.65,319,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.7,331,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.75,342,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.8,357,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.85,369,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.9,392,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.95,431,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.975,475,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.99,538,quantile,BE,1 wk ahead inc death,2021-04-11,2021-04-17
0.01,111,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.025,129,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.05,146,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.1,168,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.15,184,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.2,196,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.25,209,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.3,220,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.35,234,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.4,248,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.45,261,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.5,275,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
NA,275,point,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.55,287,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.6,300,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.65,314,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.7,330,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.75,352,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.8,378,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.85,414,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.9,451,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.95,536,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.975,633,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.99,733,quantile,BE,2 wk ahead inc death,2021-04-11,2021-04-24
0.01,74,quantile,BE,3 wk ahead inc death,2021-04-11,2021-05-01
0.025,93,quantile,BE,3 wk ahead inc death,2021-04-11,2021-05-01
0.05,110,quantile,BE,3 wk ahead inc death,2021-04-11,2021-05-01
0.1,130,quantile,BE,3 wk ahead inc death,2021-04-11,2021-05-01
0.15,147,quantile,BE,3 wk ahead inc death,2021-04-11,2021-05-01
