quantile,value,type,location,target,forecast_date,target_end_date
0.010,71,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.025,77,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.050,85,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.100,92,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.150,97,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.200,102,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.250,106,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.300,110,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.350,113,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.400,118,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.450,122,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.500,126,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
NA,126,point,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.550,129,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.600,132,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.650,136,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.700,140,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.750,146,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.800,152,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.850,161,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.900,170,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.950,183,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.975,197,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.990,210,quantile,BE,1 wk ahead inc death,2021-05-16,2021-05-22
0.010,39,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.025,47,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.050,52,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.100,60,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.150,65,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.200,69,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.250,74,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.300,78,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.350,82,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.400,86,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.450,89,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.500,93,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
NA,93,point,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.550,98,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.600,102,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.650,106,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.700,111,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.750,116,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.800,122,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.850,129,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.900,141,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.950,159,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.975,178,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.990,198,quantile,BE,2 wk ahead inc death,2021-05-16,2021-05-29
0.010,23,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.025,29,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.050,33,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.100,39,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.150,44,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.200,48,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.250,52,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.300,55,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.350,59,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.400,62,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.450,66,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.500,69,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
NA,69,point,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.550,73,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.600,77,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.650,81,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.700,86,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.750,91,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.800,97,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.850,105,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.900,122,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.950,145,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.975,162,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.990,193,quantile,BE,3 wk ahead inc death,2021-05-16,2021-06-05
0.010,12,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.025,17,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.050,21,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.100,26,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.150,29,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.200,33,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.250,36,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.300,38,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.350,41,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.400,45,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.450,49,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.500,52,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
NA,52,point,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.550,55,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.600,59,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.650,64,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.700,69,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.750,74,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.800,80,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.850,89,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.900,101,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.950,126,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.975,147,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.990,170,quantile,BE,4 wk ahead inc death,2021-05-16,2021-06-12
0.010,135,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.025,146,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.050,162,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.100,185,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.150,200,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.200,209,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.250,220,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.300,229,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.350,238,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.400,246,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.450,256,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.500,266,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
NA,266,point,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.550,275,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.600,288,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.650,298,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.700,310,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.750,320,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.800,336,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.850,353,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.900,380,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.950,424,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.975,443,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.990,497,quantile,BG,1 wk ahead inc death,2021-05-16,2021-05-22
0.010,113,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.025,128,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.050,140,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.100,155,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.150,171,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.200,184,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.250,195,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.300,205,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.350,217,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.400,224,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.450,236,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.500,247,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
NA,247,point,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.550,257,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.600,268,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.650,277,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.700,290,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.750,304,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.800,319,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.850,340,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.900,365,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.950,403,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.975,437,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
0.990,500,quantile,BG,2 wk ahead inc death,2021-05-16,2021-05-29
