quantile,value,type,location,target,forecast_date,target_end_date
0.01,7,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.025,8,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.05,9,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.1,10,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.15,11,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.2,12,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.25,13,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.3,14,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.35,15,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.4,15,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.45,16,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.5,17,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
NA,17,point,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.55,17,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.6,18,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.65,19,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.7,19,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.75,20,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.8,21,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.85,23,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.9,24,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.95,27,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.975,29,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.99,33,quantile,BE,1 wk ahead inc death,2021-07-04,2021-07-10
0.01,4,quantile,BE,2 wk ahead inc death,2021-07-04,2021-07-17
0.025,5,quantile,BE,2 wk ahead inc death,2021-07-04,2021-07-17
0.05,6,quantile,BE,2 wk ahead inc death,2021-07-04,2021-07-17
0.1,7,quantile,BE,2 wk ahead inc death,2021-07-04,2021-07-17
0.15,8,quantile,BE,2 wk ahead inc death,2021-07-04,2021-07-17
0.2,9,quantile,BE,2 wk ahead inc death,2021-07-04,2021-07-17
0.25,10,quantile,BE,2 wk ahead inc death,2021-07-04,2021-07-17
0.3,10,quantile,BE,2 wk ahead inc death,2021-07-04,2021-07-17
0.35,11,quantile,BE,2 wk ahead inc death,2021-07-04,2021-07-17
0.4,12,quantile,BE,2 wk ahead inc death,2021-07-04,2021-07-17
