quantile,value,type,location,target,forecast_date,target_end_date
0.01,9,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.025,10,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.05,11,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.1,13,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.15,14,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.2,15,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.25,16,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.3,17,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.35,17,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.4,18,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.45,19,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.5,20,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
NA,20,point,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.55,20,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.6,21,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.65,22,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.7,23,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.75,24,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.8,25,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.85,26,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.9,28,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.95,31,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.975,35,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.99,38,quantile,BE,1 wk ahead inc death,2021-06-27,2021-07-03
0.01,4,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.025,5,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.05,6,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.1,7,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.15,9,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.2,9,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.25,10,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.3,11,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.35,11,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.4,12,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.45,13,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.5,13,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
NA,13,point,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.55,14,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.6,14,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.65,15,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.7,16,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.75,17,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.8,18,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.85,20,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.9,21,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.95,24,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.975,27,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.99,29,quantile,BE,2 wk ahead inc death,2021-06-27,2021-07-10
0.01,2,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.025,3,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.05,3,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.1,4,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.15,5,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.2,5,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.25,6,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.3,7,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.35,7,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.4,8,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.45,8,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.5,9,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
NA,9,point,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.55,9,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.6,10,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.65,11,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.7,11,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.75,12,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.8,13,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.85,15,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.9,17,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.95,20,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.975,22,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.99,26,quantile,BE,3 wk ahead inc death,2021-06-27,2021-07-17
0.01,0,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.025,1,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.05,2,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.1,2,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.15,3,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.2,3,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.25,4,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.3,4,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.35,5,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.4,5,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.45,6,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.5,6,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
NA,6,point,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.55,7,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.6,7,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.65,8,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.7,9,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.75,9,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.8,11,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.85,12,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
0.9,13,quantile,BE,4 wk ahead inc death,2021-06-27,2021-07-24
