quantile,value,type,location,target,forecast_date,target_end_date
0.150,164,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.200,174,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.250,182,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.300,190,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.350,200,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.400,209,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.450,218,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.500,228,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
NA,228,point,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.550,238,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.600,248,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.650,262,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.700,272,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.750,285,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.800,299,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.850,323,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.900,350,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.950,406,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.975,452,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.990,487,quantile,BE,2 wk ahead inc death,2021-05-02,2021-05-15
0.010,84,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.025,93,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.050,106,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.100,119,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.150,131,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.200,142,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.250,153,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.300,162,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.350,174,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.400,185,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.450,197,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.500,207,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
NA,207,point,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.550,223,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.600,241,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.650,257,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.700,278,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.750,298,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.800,324,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.850,352,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.900,401,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.950,475,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.975,556,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.990,651,quantile,BE,3 wk ahead inc death,2021-05-02,2021-05-22
0.010,51,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.025,66,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.050,77,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.100,90,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.150,103,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.200,115,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.250,130,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.300,144,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.350,157,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.400,170,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.450,184,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.500,198,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
NA,198,point,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.550,213,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.600,230,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.650,253,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.700,278,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.750,313,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.800,353,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.850,397,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.900,474,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.950,617,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.975,711,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.990,816,quantile,BE,4 wk ahead inc death,2021-05-02,2021-05-29
0.010,238,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.025,271,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.050,290,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.100,314,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.150,334,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.200,352,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.250,372,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.300,389,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.350,404,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.400,421,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.450,434,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.500,446,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
NA,446,point,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.550,459,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.600,475,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.650,490,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.700,504,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.750,519,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.800,539,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.850,564,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.900,601,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.950,654,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.975,715,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.990,781,quantile,BG,1 wk ahead inc death,2021-05-02,2021-05-08
0.010,193,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.025,213,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.050,234,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.100,257,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.150,277,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.200,292,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.250,304,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.300,319,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.350,331,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.400,345,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.450,362,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.500,377,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
NA,377,point,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.550,392,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.600,407,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.650,423,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.700,438,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.750,451,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.800,474,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.850,502,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.900,535,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.950,587,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.975,658,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.990,736,quantile,BG,2 wk ahead inc death,2021-05-02,2021-05-15
0.010,154,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.025,170,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.050,190,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.100,210,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.150,230,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.200,244,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.250,258,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.300,269,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.350,282,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.400,294,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.450,310,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.500,323,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
NA,323,point,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.550,338,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.600,353,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.650,367,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.700,384,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.750,403,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.800,423,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.850,455,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.900,501,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.950,560,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.975,608,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.990,681,quantile,BG,3 wk ahead inc death,2021-05-02,2021-05-22
0.010,118,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.025,141,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.050,156,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.100,182,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.150,196,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.200,211,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.250,224,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.300,236,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.350,250,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.400,263,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.450,280,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.500,293,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
NA,293,point,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.550,310,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.600,326,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.650,349,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.700,367,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.750,396,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.800,418,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.850,453,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.900,511,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.950,599,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.975,673,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.990,749,quantile,BG,4 wk ahead inc death,2021-05-02,2021-05-29
0.010,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.025,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.050,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.100,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.150,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.200,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.250,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.300,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.350,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.400,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.450,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.500,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
NA,0,point,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.550,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.600,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.650,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.700,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.750,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.800,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.850,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.900,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.950,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.975,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.990,0,quantile,CZ,1 wk ahead inc death,2021-05-02,2021-05-08
0.010,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.025,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.050,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.100,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.150,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.200,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.250,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.300,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.350,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.400,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.450,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.500,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
NA,0,point,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.550,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.600,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.650,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.700,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.750,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.800,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.850,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.900,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.950,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.975,0,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.990,1,quantile,CZ,2 wk ahead inc death,2021-05-02,2021-05-15
0.010,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.025,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.050,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.100,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.150,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.200,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.250,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.300,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.350,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.400,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.450,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.500,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
NA,0,point,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.550,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.600,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.650,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.700,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.750,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.800,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.850,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.900,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.950,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.975,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.990,0,quantile,CZ,3 wk ahead inc death,2021-05-02,2021-05-22
0.010,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.025,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.050,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.100,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.150,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.200,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.250,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.300,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.350,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.400,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.450,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.500,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
NA,0,point,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.550,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.600,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.650,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.700,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.750,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.800,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.850,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.900,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.950,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.975,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.990,0,quantile,CZ,4 wk ahead inc death,2021-05-02,2021-05-29
0.010,8,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.025,9,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.050,10,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.100,11,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.150,12,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.200,13,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.250,14,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.300,15,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.350,16,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.400,16,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.450,17,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.500,18,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
NA,18,point,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.550,18,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.600,19,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.650,20,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.700,21,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.750,21,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.800,23,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.850,24,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.900,26,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.950,29,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.975,31,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.990,33,quantile,DK,1 wk ahead inc death,2021-05-02,2021-05-08
0.010,7,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.025,8,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.050,10,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.100,11,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.150,12,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.200,13,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.250,14,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.300,15,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.350,16,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.400,17,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.450,17,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.500,18,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
NA,18,point,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.550,19,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.600,20,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.650,21,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.700,22,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.750,23,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.800,24,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.850,26,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.900,28,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.950,32,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.975,35,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.990,39,quantile,DK,2 wk ahead inc death,2021-05-02,2021-05-15
0.010,6,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.025,7,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.050,8,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.100,10,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.150,11,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.200,12,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.250,13,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.300,14,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.350,15,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.400,16,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.450,17,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.500,18,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
NA,18,point,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.550,20,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.600,20,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.650,21,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.700,23,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.750,24,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.800,27,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.850,29,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.900,33,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.950,38,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.975,43,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.990,51,quantile,DK,3 wk ahead inc death,2021-05-02,2021-05-22
0.010,4,quantile,DK,4 wk ahead inc death,2021-05-02,2021-05-29
0.025,6,quantile,DK,4 wk ahead inc death,2021-05-02,2021-05-29
0.050,7,quantile,DK,4 wk ahead inc death,2021-05-02,2021-05-29
0.100,9,quantile,DK,4 wk ahead inc death,2021-05-02,2021-05-29
0.150,11,quantile,DK,4 wk ahead inc death,2021-05-02,2021-05-29
