quantile,value,type,location,target,forecast_date,target_end_date
0.01,138,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.025,150,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.05,165,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.1,181,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.15,191,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.2,203,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.25,212,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.3,221,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.35,227,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.4,235,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.45,242,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.5,252,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
NA,252,point,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.55,262,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.6,269,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.65,279,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.7,290,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.75,301,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.8,315,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.85,327,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.9,350,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.95,395,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.975,434,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.99,485,quantile,BE,1 wk ahead inc death,2021-04-04,2021-04-10
0.01,123,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.025,136,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.05,152,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.1,172,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.15,185,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.2,199,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.25,210,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.3,219,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.35,229,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.4,241,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.45,251,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.5,261,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
NA,261,point,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.55,273,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.6,291,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.65,304,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.7,323,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.75,337,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.8,358,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.85,390,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.9,425,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.95,489,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.975,544,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.99,623,quantile,BE,2 wk ahead inc death,2021-04-04,2021-04-17
0.01,105,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.025,123,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.05,136,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.1,155,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.15,174,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.2,190,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.25,205,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.3,219,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.35,232,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.4,247,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.45,264,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.5,278,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
NA,278,point,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.55,306,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.6,326,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.65,351,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.7,376,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.75,402,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.8,434,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.85,475,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.9,542,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.95,640,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.975,808,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.99,910,quantile,BE,3 wk ahead inc death,2021-04-04,2021-04-24
0.01,82,quantile,BE,4 wk ahead inc death,2021-04-04,2021-05-01
0.025,101,quantile,BE,4 wk ahead inc death,2021-04-04,2021-05-01
0.05,116,quantile,BE,4 wk ahead inc death,2021-04-04,2021-05-01
0.1,140,quantile,BE,4 wk ahead inc death,2021-04-04,2021-05-01
0.15,157,quantile,BE,4 wk ahead inc death,2021-04-04,2021-05-01
