forecast_date;target_end_date;target;location;type;quantile;value;scenario_id
2021-01-18;2021-01-23;1 wk ahead inc death;PL;point;NA;4047,995673;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,01;3845,595889;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,025;3865,835867;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,05;3886,075846;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,1;3904,066938;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,15;3920,059019;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,2;3934,274203;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,25;3946,909922;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,3;3958,141672;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,35;3968,12545;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,4;3976,999919;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,45;3984,888336;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,5;4047,995673;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,55;4059,035661;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,6;4070,075649;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,65;4081,115637;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,7;4092,155625;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,75;4103,195614;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,8;4114,235602;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,85;4125,27559;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,9;4136,315578;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,95;4147,355566;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,975;4158,395555;forecast
2021-01-18;2021-01-23;1 wk ahead inc death;PL;quantile;0,99;4169,435543;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;point;NA;2564,499662;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,01;2436,274679;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,025;2449,097178;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,05;2460,637426;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,1;2471,02365;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,15;2480,371251;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,2;2488,784092;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,25;2496,355649;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,3;2503,17005;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,35;2509,303012;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,4;2514,822677;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,45;2519,790375;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,5;2564,499662;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,55;2571,493752;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,6;2578,487842;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,65;2585,481932;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,7;2592,476022;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,75;2599,470112;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,8;2606,464202;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,85;2613,458292;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,9;2620,452382;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,95;2627,446472;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,975;2634,440562;forecast
2021-01-18;2021-01-30;2 wk ahead inc death;PL;quantile;0,99;2641,434652;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;point;NA;2951,907948;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,01;2804,31255;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,025;2819,07209;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,05;2832,355676;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,1;2844,310903;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,15;2855,070608;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,2;2864,754342;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,25;2873,469702;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,3;2881,313527;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,35;2888,372969;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,4;2894,726467;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,45;2900,444615;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,5;2951,907948;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,55;2959,958606;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,6;2968,009264;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,65;2976,059922;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,7;2984,11058;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,75;2992,161238;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,8;3000,211896;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,85;3008,262554;forecast
2021-01-18;2021-02-06;3 wk ahead inc death;PL;quantile;0,9;3016,313212;forecast
