forecast_date;target_end_date;target;location;type;quantile;value;scenario_id
2021-02-01;2021-02-06;1 wk ahead inc death;PL;point;NA;2951,907948;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,01;2804,31255;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,025;2819,07209;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,05;2833,83163;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,1;2846,951221;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,15;2858,613079;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,2;2868,979176;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,25;2878,193484;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,3;2886,38398;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,35;2893,664421;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,4;2900,135924;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,45;2905,888371;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,5;2951,907948;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,55;2959,958606;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,6;2968,009264;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,65;2976,059922;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,7;2984,11058;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,75;2992,161238;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,8;3000,211896;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,85;3008,262554;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,9;3016,313212;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,95;3024,36387;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,975;3032,414528;forecast
2021-02-01;2021-02-06;1 wk ahead inc death;PL;quantile;0,99;3040,465186;forecast
2021-02-01;2021-02-13;2 wk ahead inc death;PL;point;NA;6109,707762;forecast
2021-02-01;2021-02-13;2 wk ahead inc death;PL;quantile;0,01;5804,222374;forecast
2021-02-01;2021-02-13;2 wk ahead inc death;PL;quantile;0,025;5834,770913;forecast
2021-02-01;2021-02-13;2 wk ahead inc death;PL;quantile;0,05;5862,264598;forecast
2021-02-01;2021-02-13;2 wk ahead inc death;PL;quantile;0,1;5887,008914;forecast
2021-02-01;2021-02-13;2 wk ahead inc death;PL;quantile;0,15;5909,278799;forecast
2021-02-01;2021-02-13;2 wk ahead inc death;PL;quantile;0,2;5929,321695;forecast
