forecast_date;target_end_date;target;location;type;quantile;value;scenario_id
2020-11-30;2020-12-05;1 wk ahead inc death;PL;point;NA;1606,543226;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,01;1526,216065;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,025;1534,248781;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,05;1542,281497;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,1;1549,421689;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,15;1555,768527;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,2;1561,41016;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,25;1566,424945;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,3;1570,882532;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,35;1574,844831;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,4;1578,366875;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,45;1581,497581;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,5;1606,543226;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,55;1610,924708;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,6;1615,306189;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,65;1619,687671;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,7;1624,069152;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,75;1628,450634;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,8;1632,832115;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,85;1637,213597;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,9;1641,595078;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,95;1645,97656;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,975;1650,358041;forecast
2020-11-30;2020-12-05;1 wk ahead inc death;PL;quantile;0,99;1654,739523;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;point;NA;1110,88827;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,01;1055,343856;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,025;1060,898298;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,05;1065,897295;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,1;1070,396392;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,15;1074,44558;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,2;1078,089849;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,25;1081,369691;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,3;1084,321549;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,35;1086,978221;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,4;1089,369226;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,45;1091,52113;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,5;1110,88827;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,55;1113,917965;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,6;1116,94766;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,65;1119,977356;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,7;1123,007051;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,75;1126,036746;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,8;1129,066441;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,85;1132,096137;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,9;1135,125832;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,95;1138,155527;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,975;1141,185223;forecast
2020-11-30;2020-12-12;2 wk ahead inc death;PL;quantile;0,99;1144,214918;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;point;NA;2012,152889;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,01;1911,545245;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,025;1921,606009;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,05;1930,660697;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,1;1938,809917;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,15;1946,144214;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,2;1952,745082;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,25;1958,685862;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,3;1964,032565;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,35;1968,844597;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,4;1973,175427;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,45;1977,073173;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,5;2012,152889;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,55;2017,640579;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,6;2023,128269;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,65;2028,615959;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,7;2034,103648;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,75;2039,591338;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,8;2045,079028;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,85;2050,566717;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,9;2056,054407;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,95;2061,542097;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,975;2067,029786;forecast
2020-11-30;2020-12-19;3 wk ahead inc death;PL;quantile;0,99;2072,517476;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;point;NA;4881,886815;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,01;4637,792474;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,025;4662,201909;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,05;4684,170399;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,1;4703,942041;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,15;4721,736518;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,2;4737,751548;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,25;4752,165075;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,3;4765,137249;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,35;4776,812205;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,4;4787,319666;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,45;4796,776381;forecast
2020-11-30;2020-12-26;4 wk ahead inc death;PL;quantile;0,5;4881,886815;forecast
