forecast_date;target_end_date;target;location;type;quantile;value;scenario_id
2021-03-08;2021-03-13;1 wk ahead inc death;PL;point;NA;4166,258064;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,01;3957,945161;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,025;3978,776451;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,05;3999,607741;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,1;4018,124444;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,15;4034,583735;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,2;4049,214216;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,25;4062,219088;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,3;4073,778974;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,35;4084,054428;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,4;4093,188166;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,45;4101,307043;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,5;4166,258064;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,55;4177,620586;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,6;4188,983108;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,65;4200,34563;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,7;4211,708152;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,75;4223,070674;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,8;4234,433196;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,85;4245,795718;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,9;4257,15824;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,95;4268,520762;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,975;4279,883284;forecast
2021-03-08;2021-03-13;1 wk ahead inc death;PL;quantile;0,99;4291,245806;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;point;NA;4261,928045;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,01;4048,831643;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,025;4070,141283;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,05;4089,319959;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,1;4106,580768;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,15;4122,115495;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,2;4136,09675;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,25;4148,67988;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,3;4160,004696;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,35;4170,197031;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,4;4179,370132;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,45;4187,625924;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,5;4261,928045;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,55;4273,551485;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,6;4285,174925;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,65;4296,798365;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,7;4308,421805;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,75;4320,045245;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,8;4331,668686;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,85;4343,292126;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,9;4354,915566;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,95;4366,539006;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,975;4378,162446;forecast
2021-03-08;2021-03-20;2 wk ahead inc death;PL;quantile;0,99;4389,785886;forecast
2021-03-08;2021-03-27;3 wk ahead inc death;PL;point;NA;3070,174393;forecast
2021-03-08;2021-03-27;3 wk ahead inc death;PL;quantile;0,01;2916,665674;forecast
2021-03-08;2021-03-27;3 wk ahead inc death;PL;quantile;0,025;2932,016545;forecast
2021-03-08;2021-03-27;3 wk ahead inc death;PL;quantile;0,05;2945,83233;forecast
2021-03-08;2021-03-27;3 wk ahead inc death;PL;quantile;0,1;2958,266537;forecast
2021-03-08;2021-03-27;3 wk ahead inc death;PL;quantile;0,15;2969,457322;forecast
2021-03-08;2021-03-27;3 wk ahead inc death;PL;quantile;0,2;2979,529029;forecast
2021-03-08;2021-03-27;3 wk ahead inc death;PL;quantile;0,25;2988,593566;forecast
2021-03-08;2021-03-27;3 wk ahead inc death;PL;quantile;0,3;2996,751648;forecast
2021-03-08;2021-03-27;3 wk ahead inc death;PL;quantile;0,35;3004,093923;forecast
2021-03-08;2021-03-27;3 wk ahead inc death;PL;quantile;0,4;3010,70197;forecast
