quantile,value,type,location,target,forecast_date,target_end_date
NA,171,point,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.550,179,quantile,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.600,185,quantile,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.650,193,quantile,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.700,200,quantile,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.750,209,quantile,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.800,221,quantile,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.850,233,quantile,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.900,252,quantile,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.950,278,quantile,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.975,307,quantile,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.990,340,quantile,BE,2 wk ahead inc death,2021-12-05,2021-12-18
0.010,49,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.025,60,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.050,66,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.100,75,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.150,82,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.200,89,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.250,94,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.300,98,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.350,103,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.400,108,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.450,113,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.500,117,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
NA,117,point,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.550,122,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.600,128,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.650,133,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.700,138,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.750,146,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.800,154,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.850,164,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.900,181,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.950,209,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.975,241,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.990,261,quantile,BE,3 wk ahead inc death,2021-12-05,2021-12-25
0.010,34,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.025,38,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.050,42,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.100,50,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.150,54,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.200,58,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.250,62,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.300,66,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.350,69,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.400,74,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.450,77,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.500,80,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
NA,80,point,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.550,83,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.600,86,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.650,90,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.700,94,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.750,99,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.800,105,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.850,114,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.900,123,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.950,145,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.975,164,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.990,188,quantile,BE,4 wk ahead inc death,2021-12-05,2022-01-01
0.010,333,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.025,360,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.050,400,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.100,432,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.150,458,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.200,479,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.250,500,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.300,518,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.350,535,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.400,553,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.450,569,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.500,592,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
NA,592,point,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.550,613,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.600,636,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.650,658,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.700,677,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.750,701,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.800,736,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.850,773,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.900,817,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.950,871,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.975,928,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.990,1010,quantile,BG,1 wk ahead inc death,2021-12-05,2021-12-11
0.010,248,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.025,273,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.050,299,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.100,326,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.150,355,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.200,378,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.250,398,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.300,416,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.350,433,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.400,449,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.450,467,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.500,484,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
NA,484,point,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.550,500,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.600,516,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.650,535,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.700,555,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.750,581,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.800,605,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.850,637,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.900,687,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.950,748,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.975,816,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.990,867,quantile,BG,2 wk ahead inc death,2021-12-05,2021-12-18
0.010,184,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.025,203,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.050,226,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.100,258,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.150,275,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.200,287,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.250,302,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.300,320,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.350,333,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.400,345,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.450,359,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.500,374,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
NA,374,point,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.550,386,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.600,401,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.650,416,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.700,429,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.750,452,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.800,476,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.850,504,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.900,552,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.950,621,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.975,701,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.990,787,quantile,BG,3 wk ahead inc death,2021-12-05,2021-12-25
0.010,134,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.025,157,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.050,172,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.100,194,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.150,210,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.200,222,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.250,235,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.300,246,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.350,255,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.400,267,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.450,279,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.500,292,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
NA,292,point,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.550,305,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.600,317,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.650,332,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.700,349,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.750,365,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.800,387,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.850,408,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.900,440,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.950,500,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.975,586,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.990,662,quantile,BG,4 wk ahead inc death,2021-12-05,2022-01-01
0.010,555,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.025,587,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.050,620,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.100,662,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.150,691,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.200,718,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.250,735,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.300,755,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.350,770,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.400,782,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.450,800,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.500,824,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
NA,824,point,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.550,847,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.600,864,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.650,882,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.700,909,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.750,932,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.800,958,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.850,990,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.900,1027,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.950,1079,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.975,1129,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.990,1160,quantile,CZ,1 wk ahead inc death,2021-12-05,2021-12-11
0.010,472,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.025,509,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.050,542,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.100,592,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.150,623,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.200,650,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.250,669,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.300,691,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.350,708,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.400,727,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.450,748,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.500,763,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
NA,763,point,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.550,784,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.600,804,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.650,825,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.700,845,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.750,872,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.800,902,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.850,936,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.900,974,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.950,1060,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.975,1107,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.990,1184,quantile,CZ,2 wk ahead inc death,2021-12-05,2021-12-18
0.010,396,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.025,423,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.050,447,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.100,485,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.150,514,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.200,538,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.250,554,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.300,571,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.350,590,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.400,607,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.450,627,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.500,644,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
NA,644,point,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.550,669,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.600,688,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.650,711,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.700,736,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.750,764,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.800,797,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.850,838,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.900,882,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.950,970,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.975,1055,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.990,1137,quantile,CZ,3 wk ahead inc death,2021-12-05,2021-12-25
0.010,296,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.025,327,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.050,352,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.100,386,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.150,412,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.200,429,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.250,443,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.300,463,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.350,481,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.400,497,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.450,510,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.500,526,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
NA,526,point,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.550,545,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.600,561,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.650,585,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.700,604,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.750,623,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.800,659,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.850,694,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.900,749,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.950,825,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.975,910,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.990,996,quantile,CZ,4 wk ahead inc death,2021-12-05,2022-01-01
0.010,43,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.025,47,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.050,51,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.100,55,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.150,58,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.200,61,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.250,63,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.300,65,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.350,68,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.400,70,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.450,72,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.500,73,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
NA,73,point,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.550,75,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.600,78,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.650,80,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.700,83,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.750,85,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.800,88,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.850,92,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.900,96,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.950,104,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.975,112,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.990,116,quantile,DK,1 wk ahead inc death,2021-12-05,2021-12-11
0.010,37,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.025,39,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.050,43,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.100,47,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.150,51,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.200,54,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.250,56,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.300,58,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.350,61,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.400,64,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.450,67,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.500,69,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
NA,69,point,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.550,72,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.600,75,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.650,78,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.700,80,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.750,83,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.800,88,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.850,92,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.900,99,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.950,107,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.975,115,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.990,121,quantile,DK,2 wk ahead inc death,2021-12-05,2021-12-18
0.010,28,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.025,30,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.050,33,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.100,37,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.150,39,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.200,43,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.250,46,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.300,48,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.350,50,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.400,52,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.450,55,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.500,57,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
NA,57,point,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.550,60,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.600,64,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.650,67,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.700,70,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.750,73,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.800,78,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.850,85,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.900,91,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.950,103,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.975,115,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.990,128,quantile,DK,3 wk ahead inc death,2021-12-05,2021-12-25
0.010,18,quantile,DK,4 wk ahead inc death,2021-12-05,2022-01-01
0.025,20,quantile,DK,4 wk ahead inc death,2021-12-05,2022-01-01
0.050,22,quantile,DK,4 wk ahead inc death,2021-12-05,2022-01-01
0.100,26,quantile,DK,4 wk ahead inc death,2021-12-05,2022-01-01
0.150,29,quantile,DK,4 wk ahead inc death,2021-12-05,2022-01-01
