forecast_date,target,target_end_date,location,quantile,value,type,scenario_id
2021-03-29,1 wk ahead inc case,2021-04-03,FR,NA,277227,point,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.01,264355,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.025,264754,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.05,265418,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.1,266748,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.15,268077,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.2,269401,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.25,270722,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.3,272042,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.35,273360,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.4,274670,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.45,275981,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.5,277291,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.55,278593,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.6,279895,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.65,281197,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.7,282492,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.75,283784,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.8,285075,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.85,286362,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.9,287641,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.95,288920,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.975,289560,quantile,forecast
2021-03-29,1 wk ahead inc case,2021-04-03,FR,0.99,289943,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,NA,306806,point,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.01,294685,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.025,295062,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.05,295690,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.1,296946,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.15,298201,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.2,299452,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.25,300699,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.3,301946,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.35,303189,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.4,304422,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.45,305654,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.5,306887,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.55,308109,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.6,309331,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.65,310554,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.7,311766,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.75,312974,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.8,314181,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.85,315385,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.9,316582,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.95,317779,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.975,318378,quantile,forecast
2021-03-29,2 wk ahead inc case,2021-04-10,FR,0.99,318737,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,NA,334387,point,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.01,323151,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.025,323502,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.05,324087,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.1,325256,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.15,326426,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.2,327586,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.25,328741,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.3,329896,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.35,331048,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.4,332192,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.45,333336,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.5,334481,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.55,335609,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.6,336736,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.65,337864,quantile,forecast
2021-03-29,3 wk ahead inc case,2021-04-17,FR,0.7,338983,quantile,forecast
