forecast_date,target,target_end_date,location,quantile,value,type,scenario_id
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.01,11035,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.01,6550,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.01,4182,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.01,2847,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.025,11306,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.025,6976,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.025,4592,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.025,3200,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.05,11835,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.05,7853,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.05,5481,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.05,4001,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.1,12950,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.1,9928,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.1,7819,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.1,6312,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.15,12965,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.15,9958,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.15,7857,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.15,6352,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.2,13034,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.2,10099,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.2,8030,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.2,6537,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.25,13037,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.25,10104,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.25,8036,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.25,6544,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.3,13039,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.3,10108,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.3,8041,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.3,6549,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.35,13052,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.35,10134,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.35,8074,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.35,6584,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.4,13064,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.4,10160,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.4,8106,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.4,6619,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.45,13075,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.45,10182,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.45,8133,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.45,6647,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.5,13077,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.5,10186,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.5,8138,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.5,6653,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.55,13087,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.55,10206,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.55,8163,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.55,6681,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.6,13110,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.6,10254,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.6,8223,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.6,6745,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.65,13144,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.65,10325,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.65,8311,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.65,6840,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.7,13147,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.7,10332,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.7,8320,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.7,6850,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.75,13150,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.75,10338,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.75,8328,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.75,6858,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.8,13197,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.8,10435,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.8,8449,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.8,6990,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.85,13218,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.85,10480,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.85,8506,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.85,7052,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.9,13290,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.9,10631,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.9,8698,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.9,7263,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.95,14599,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.95,13568,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.95,12684,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.95,11922,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.975,15360,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.975,15490,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.975,15611,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.975,15725,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,0.99,15793,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,0.99,16654,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,0.99,17504,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,0.99,18340,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,FR,NA,13101,point,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,FR,NA,10235,point,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,FR,NA,8198,point,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,FR,NA,6718,point,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,DE,0.01,4241,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,DE,0.01,1463,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,DE,0.01,581,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,DE,0.01,271,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,DE,0.025,4269,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,DE,0.025,1491,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,DE,0.025,598,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,DE,0.025,280,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,DE,0.05,4292,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,DE,0.05,1515,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,DE,0.05,612,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,DE,0.05,289,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,DE,0.1,4340,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,DE,0.1,1562,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,DE,0.1,640,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,DE,0.1,304,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,DE,0.15,4366,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,DE,0.15,1589,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,DE,0.15,657,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,DE,0.15,313,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,DE,0.2,4420,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,DE,0.2,1643,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,DE,0.2,690,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,DE,0.2,332,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,DE,0.25,4457,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,DE,0.25,1682,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,DE,0.25,713,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,DE,0.25,345,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,DE,0.3,4485,quantile,forecast
2021-06-21,2 wk ahead inc case,2021-07-03,DE,0.3,1711,quantile,forecast
2021-06-21,3 wk ahead inc case,2021-07-10,DE,0.3,731,quantile,forecast
2021-06-21,4 wk ahead inc case,2021-07-17,DE,0.3,355,quantile,forecast
2021-06-21,1 wk ahead inc case,2021-06-26,DE,0.35,4525,quantile,forecast
