forecast_date,target,target_end_date,location,quantile,value,type,scenario_id
2021-03-15,1 wk ahead inc case,2021-03-20,FR,NA,160804,point,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.01,88393,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.025,92263,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.05,98713,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.1,111614,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.15,124514,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.2,136588,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.25,148250,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.3,159911,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.35,168100,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.4,169345,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.45,170591,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.5,171836,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.55,175855,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.6,179875,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.65,183894,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.7,185413,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.75,185682,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.8,185951,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.85,187529,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.9,191724,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.95,195920,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.975,198018,quantile,forecast
2021-03-15,1 wk ahead inc case,2021-03-20,FR,0.99,199277,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,NA,169530,point,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.01,133168,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.025,133745,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.05,134707,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.1,136630,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.15,138554,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.2,143858,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.25,150854,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.3,157849,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.35,164263,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.4,169515,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.45,174767,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.5,180019,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.55,182119,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.6,184219,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.65,186319,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.7,187109,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.75,187243,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.8,187377,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.85,188492,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.9,191566,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.95,194641,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.975,196178,quantile,forecast
2021-03-15,2 wk ahead inc case,2021-03-27,FR,0.99,197100,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,NA,178881,point,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.01,158991,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.025,159674,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.05,160812,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.1,163089,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.15,165365,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.2,166334,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.25,166649,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.3,166964,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.35,168390,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.4,172038,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.45,175685,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.5,179333,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.55,182000,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.6,184667,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.65,187334,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.7,189748,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.75,192034,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.8,194321,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.85,195954,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.9,196280,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.95,196606,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.975,196768,quantile,forecast
2021-03-15,3 wk ahead inc case,2021-04-03,FR,0.99,196866,quantile,forecast
2021-03-15,4 wk ahead inc case,2021-04-10,FR,NA,187313,point,forecast
2021-03-15,4 wk ahead inc case,2021-04-10,FR,0.01,176735,quantile,forecast
2021-03-15,4 wk ahead inc case,2021-04-10,FR,0.025,176787,quantile,forecast
