forecast_date,target,target_end_date,location,quantile,value,type
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.01,46641,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.01,39321,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.01,33982,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.01,29997,quantile
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.025,46886,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.025,39663,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.025,34376,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.025,30417,quantile
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.05,47224,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.05,40141,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.05,34931,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.05,31015,quantile
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.1,47711,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.1,40829,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.1,35733,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.1,31879,quantile
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.15,48351,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.15,41743,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.15,36804,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.15,33039,quantile
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.2,48918,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.2,42562,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.2,37773,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.2,34096,quantile
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.25,49416,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.25,43287,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.25,38637,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.25,35045,quantile
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.3,50003,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.3,44152,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.3,39674,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.3,36190,quantile
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.35,50375,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.35,44699,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.35,40334,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.35,36922,quantile
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.4,50653,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.4,45110,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.4,40829,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.4,37474,quantile
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.45,51149,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.45,45849,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.45,41728,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.45,38478,quantile
2021-10-11,1 wk ahead inc case,2021-10-16,DE,0.5,51871,quantile
2021-10-11,2 wk ahead inc case,2021-10-23,DE,0.5,46941,quantile
2021-10-11,3 wk ahead inc case,2021-10-30,DE,0.5,43068,quantile
2021-10-11,4 wk ahead inc case,2021-11-06,DE,0.5,39987,quantile
