forecast_date,target,target_end_date,location,quantile,value,type
2021-04-12,1 wk ahead inc case,2021-04-17,FR,NA,254615,point
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.01,243032,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.025,243388,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.05,243982,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.1,245168,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.15,246354,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.2,247540,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.25,248724,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.3,249908,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.35,251092,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.4,252274,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.45,253457,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.5,254639,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.55,255817,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.6,256995,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.65,258173,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.7,259349,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.75,260522,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.8,261696,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.85,262869,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.9,264039,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.95,265208,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.975,265793,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,FR,0.99,266144,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,NA,281804,point
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.01,270502,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.025,270851,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.05,271431,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.1,272593,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.15,273754,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.2,274912,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.25,276070,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.3,277227,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.35,278382,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.4,279535,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.45,280688,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.5,281841,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.55,282988,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.6,284134,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.65,285281,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.7,286423,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.75,287564,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.8,288704,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.85,289843,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.9,290979,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.95,292115,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.975,292683,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,FR,0.99,293024,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,NA,308127,point
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.01,297235,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.025,297572,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.05,298134,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.1,299257,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.15,300380,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.2,301498,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.25,302614,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.3,303729,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.35,304842,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.4,305953,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.45,307064,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.5,308175,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.55,309278,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.6,310380,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.65,311482,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.7,312579,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.75,313674,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.8,314768,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.85,315860,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.9,316950,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.95,318040,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.975,318585,quantile
2021-04-12,3 wk ahead inc case,2021-05-01,FR,0.99,318912,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,NA,333325,point
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.01,322943,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.025,323265,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.05,323801,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.1,324874,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.15,325947,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.2,327015,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.25,328080,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.3,329144,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.35,330207,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.4,331265,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.45,332324,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.5,333382,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.55,334430,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.6,335478,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.65,336526,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.7,337569,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.75,338611,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.8,339653,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.85,340691,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.9,341722,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.95,342753,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.975,343268,quantile
2021-04-12,4 wk ahead inc case,2021-05-08,FR,0.99,343578,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,NA,134638,point
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.01,118112,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.025,118480,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.05,119094,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.1,120323,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.15,121552,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.2,122924,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.25,124369,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.3,125814,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.35,127345,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.4,129048,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.45,130751,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.5,132454,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.55,134478,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.6,136503,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.65,138527,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.7,140813,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.75,143230,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.8,145648,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.85,148228,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.9,151134,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.95,154041,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.975,155494,quantile
2021-04-12,1 wk ahead inc case,2021-04-17,DE,0.99,156366,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,DE,NA,107140,point
2021-04-12,2 wk ahead inc case,2021-04-24,DE,0.01,101545,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,DE,0.025,101676,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,DE,0.05,101895,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,DE,0.1,102332,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,DE,0.15,102768,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,DE,0.2,103250,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,DE,0.25,103754,quantile
2021-04-12,2 wk ahead inc case,2021-04-24,DE,0.3,104258,quantile
