forecast_date,target,target_end_date,location,quantile,value,type
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.01,59745,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.01,59736,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.01,59728,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.01,59720,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.025,59803,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.025,59889,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.025,59968,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.025,60041,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.05,59861,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.05,60041,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.05,60206,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.05,60358,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.1,59931,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.1,60224,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.1,60495,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.1,60745,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.15,59985,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.15,60367,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.15,60720,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.15,61045,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.2,60022,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.2,60466,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.2,60876,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.2,61255,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.25,60055,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.25,60551,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.25,61011,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.25,61436,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.3,60092,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.3,60649,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.3,61166,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.3,61644,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.35,60129,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.35,60747,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.35,61321,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.35,61853,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.4,60172,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.4,60862,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.4,61503,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.4,62097,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.45,60237,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.45,61033,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.45,61774,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.45,62463,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.5,60290,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.5,61174,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.5,61998,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.5,62765,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.55,60342,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.55,61315,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.55,62222,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.55,63068,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.6,60389,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.6,61438,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.6,62419,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.6,63334,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.65,60449,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.65,61599,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.65,62676,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.65,63682,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.7,60509,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.7,61761,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.7,62934,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.7,64032,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.75,60600,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.75,62005,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.75,63325,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.75,64563,quantile
2021-10-18,1 wk ahead inc case,2021-10-23,DE,0.8,60744,quantile
2021-10-18,2 wk ahead inc case,2021-10-30,DE,0.8,62390,quantile
2021-10-18,3 wk ahead inc case,2021-11-06,DE,0.8,63943,quantile
2021-10-18,4 wk ahead inc case,2021-11-13,DE,0.8,65406,quantile
