forecast_date,target,target_end_date,location,quantile,value,type
2021-05-03,1 wk ahead inc case,2021-05-08,FR,NA,198624,point
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.01,188267,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.025,188584,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.05,189113,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.1,190172,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.15,191230,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.2,192289,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.25,193347,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.3,194405,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.35,195463,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.4,196519,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.45,197576,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.5,198632,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.55,199688,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.6,200745,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.65,201801,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.7,202856,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.75,203910,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.8,204964,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.85,206017,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.9,207067,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.95,208117,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.975,208642,quantile
2021-05-03,1 wk ahead inc case,2021-05-08,FR,0.99,208957,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,NA,223082,point
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.01,212877,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.025,213191,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.05,213715,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.1,214763,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.15,215811,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.2,216856,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.25,217900,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.3,218943,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.35,219986,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.4,221025,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.45,222064,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.5,223104,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.55,224141,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.6,225179,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.65,226216,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.7,227251,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.75,228284,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.8,229317,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.85,230349,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.9,231378,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.95,232407,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.975,232922,quantile
2021-05-03,2 wk ahead inc case,2021-05-15,FR,0.99,233230,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,NA,246963,point
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.01,237056,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.025,237361,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.05,237870,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.1,238889,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.15,239908,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.2,240925,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.25,241941,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.3,242957,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.35,243972,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.4,244982,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.45,245992,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.5,247002,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.55,248006,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.6,249010,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.65,250013,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.7,251013,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.75,252010,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.8,253008,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.85,254004,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.9,254997,quantile
2021-05-03,3 wk ahead inc case,2021-05-22,FR,0.95,255991,quantile
