forecast_date,target,target_end_date,location,quantile,value,type
2021-04-26,1 wk ahead inc case,2021-05-01,FR,NA,238880,point
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.01,227818,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.025,228158,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.05,228725,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.1,229859,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.15,230993,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.2,232124,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.25,233254,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.3,234384,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.35,235513,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.4,236641,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.45,237768,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.5,238896,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.55,240022,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.6,241147,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.65,242273,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.7,243397,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.75,244520,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.8,245644,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.85,246766,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.9,247885,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.95,249005,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.975,249564,quantile
2021-04-26,1 wk ahead inc case,2021-05-01,FR,0.99,249900,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,NA,264877,point
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.01,254063,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.025,254396,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.05,254952,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.1,256063,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.15,257174,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.2,258282,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.25,259388,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.3,260495,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.35,261600,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.4,262703,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.45,263806,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.5,264908,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.55,266006,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.6,267105,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.65,268203,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.7,269297,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.75,270389,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.8,271481,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.85,272572,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.9,273659,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.95,274747,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.975,275291,quantile
2021-04-26,2 wk ahead inc case,2021-05-08,FR,0.99,275617,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,NA,290107,point
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.01,279662,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.025,279985,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.05,280522,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.1,281597,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.15,282673,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.2,283745,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.25,284816,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.3,285887,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.35,286956,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.4,288021,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.45,289085,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.5,290150,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.55,291208,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.6,292267,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.65,293325,quantile
2021-04-26,3 wk ahead inc case,2021-05-15,FR,0.7,294378,quantile
