"forecast_date","target","target_end_date","location","quantile","value","type","scenario_id"
"2021-11-15","1 wk ahead inc case","2021-11-20","DE",0.01,287983,"quantile","forecast"
"2021-11-15","2 wk ahead inc case","2021-11-27","DE",0.01,344379,"quantile","forecast"
"2021-11-15","3 wk ahead inc case","2021-12-04","DE",0.01,409149,"quantile","forecast"
"2021-11-15","4 wk ahead inc case","2021-12-11","DE",0.01,483065,"quantile","forecast"
"2021-11-15","1 wk ahead inc case","2021-11-20","DE",0.025,288199,"quantile","forecast"
"2021-11-15","2 wk ahead inc case","2021-11-27","DE",0.025,344858,"quantile","forecast"
"2021-11-15","3 wk ahead inc case","2021-12-04","DE",0.025,409977,"quantile","forecast"
"2021-11-15","4 wk ahead inc case","2021-12-11","DE",0.025,484340,"quantile","forecast"
"2021-11-15","1 wk ahead inc case","2021-11-20","DE",0.05,288445,"quantile","forecast"
"2021-11-15","2 wk ahead inc case","2021-11-27","DE",0.05,345404,"quantile","forecast"
"2021-11-15","3 wk ahead inc case","2021-12-04","DE",0.05,410919,"quantile","forecast"
"2021-11-15","4 wk ahead inc case","2021-12-11","DE",0.05,485793,"quantile","forecast"
"2021-11-15","1 wk ahead inc case","2021-11-20","DE",0.1,288951,"quantile","forecast"
"2021-11-15","2 wk ahead inc case","2021-11-27","DE",0.1,346528,"quantile","forecast"
"2021-11-15","3 wk ahead inc case","2021-12-04","DE",0.1,412858,"quantile","forecast"
"2021-11-15","4 wk ahead inc case","2021-12-11","DE",0.1,488779,"quantile","forecast"
"2021-11-15","1 wk ahead inc case","2021-11-20","DE",0.15,289506,"quantile","forecast"
"2021-11-15","2 wk ahead inc case","2021-11-27","DE",0.15,347764,"quantile","forecast"
"2021-11-15","3 wk ahead inc case","2021-12-04","DE",0.15,414993,"quantile","forecast"
"2021-11-15","4 wk ahead inc case","2021-12-11","DE",0.15,492074,"quantile","forecast"
"2021-11-15","1 wk ahead inc case","2021-11-20","DE",0.2,289925,"quantile","forecast"
"2021-11-15","2 wk ahead inc case","2021-11-27","DE",0.2,348702,"quantile","forecast"
"2021-11-15","3 wk ahead inc case","2021-12-04","DE",0.2,416621,"quantile","forecast"
"2021-11-15","4 wk ahead inc case","2021-12-11","DE",0.2,494596,"quantile","forecast"
"2021-11-15","1 wk ahead inc case","2021-11-20","DE",0.25,290165,"quantile","forecast"
