model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
itwm-dSEIR,inc death,4,DE,0.91,0.89,0.3,0.78,0.1,23,1,Germany
LANL-GrowthRate,inc death,5,DE,NA,NA,0.38,0.9,-0.13,21,1,Germany
USC-SIkJalpha,inc death,5,DE,NA,NA,0.41,0.45,0.15,22,1,Germany
EuroCOVIDhub-baseline,inc case,1,DK,1,1,0.31,1,0.03,26,1,Denmark
EuroCOVIDhub-ensemble,inc case,1,DK,0.92,0.93,0.54,0.77,0.02,26,1,Denmark
IEM_Health-CovidProject,inc case,1,DK,1.01,1.19,0.42,0.65,0.16,26,1,Denmark
ILM-EKF,inc case,1,DK,1.3,1.44,0.38,0.77,0.16,26,1,Denmark
Karlen-pypm,inc case,1,DK,1.41,1.31,0.75,0.88,0.06,8,1,Denmark
LANL-GrowthRate,inc case,1,DK,0.89,1.03,0.56,0.84,-0.23,25,1,Denmark
MUNI-ARIMA,inc case,1,DK,0.76,0.74,0.5,0.89,-0.05,18,1,Denmark
RobertWalraven-ESG,inc case,1,DK,1.01,1.16,0.38,0.62,0.03,26,1,Denmark
SDSC_ISG-TrendModel,inc case,1,DK,0.73,NA,NA,NA,NA,23,1,Denmark
USC-SIkJalpha,inc case,1,DK,1.1,1.49,0.23,0.31,-0.11,26,1,Denmark
UVA-Ensemble,inc case,1,DK,1.75,NA,0.44,0.64,NA,25,1,Denmark
epiforecasts-EpiNow2,inc case,1,DK,1.25,1.35,0.62,0.81,0.07,26,1,Denmark
EuroCOVIDhub-baseline,inc case,2,DK,1,1,0.48,1,-0.09,25,1,Denmark
EuroCOVIDhub-ensemble,inc case,2,DK,1.05,1.18,0.52,0.84,0.02,25,1,Denmark
IEM_Health-CovidProject,inc case,2,DK,1.15,1.4,0.36,0.6,0.12,25,1,Denmark
ILM-EKF,inc case,2,DK,1.49,1.8,0.36,0.76,0.17,25,1,Denmark
Karlen-pypm,inc case,2,DK,2.13,2.26,0.14,0.71,0.12,7,1,Denmark
LANL-GrowthRate,inc case,2,DK,1.04,1.35,0.54,0.83,-0.15,24,1,Denmark
MUNI-ARIMA,inc case,2,DK,0.91,0.83,0.65,0.88,-0.05,17,1,Denmark
RobertWalraven-ESG,inc case,2,DK,1.12,1.26,0.2,0.6,-0.17,25,1,Denmark
USC-SIkJalpha,inc case,2,DK,1.25,1.71,0.32,0.44,-0.14,25,1,Denmark
UVA-Ensemble,inc case,2,DK,1.37,NA,0.46,0.67,NA,24,1,Denmark
epiforecasts-EpiNow2,inc case,2,DK,1.85,2.35,0.48,0.84,0.03,25,1,Denmark
EuroCOVIDhub-baseline,inc case,3,DK,1,1,0.42,1,-0.08,24,1,Denmark
EuroCOVIDhub-ensemble,inc case,3,DK,1.25,1.46,0.5,0.83,0.08,24,1,Denmark
IEM_Health-CovidProject,inc case,3,DK,1.22,1.51,0.42,0.71,0.17,24,1,Denmark
ILM-EKF,inc case,3,DK,1.84,2.29,0.46,0.75,0.19,24,1,Denmark
Karlen-pypm,inc case,3,DK,3.34,3.25,0.17,0.67,0.05,6,1,Denmark
LANL-GrowthRate,inc case,3,DK,1.11,1.4,0.52,0.83,-0.12,23,1,Denmark
MUNI-ARIMA,inc case,3,DK,1.18,0.94,0.53,0.93,-0.07,15,1,Denmark
RobertWalraven-ESG,inc case,3,DK,1.2,1.42,0.17,0.5,-0.35,24,1,Denmark
USC-SIkJalpha,inc case,3,DK,1.47,1.95,0.12,0.21,-0.25,24,1,Denmark
UVA-Ensemble,inc case,3,DK,1.43,NA,0.36,0.73,NA,22,1,Denmark
epiforecasts-EpiNow2,inc case,3,DK,2.69,3.68,0.5,0.83,0.1,24,1,Denmark
EuroCOVIDhub-baseline,inc case,4,DK,1,1,0.52,1,-0.12,23,1,Denmark
EuroCOVIDhub-ensemble,inc case,4,DK,1.37,1.58,0.52,0.83,0.04,23,1,Denmark
IEM_Health-CovidProject,inc case,4,DK,1.23,1.51,0.48,0.7,0.07,23,1,Denmark
ILM-EKF,inc case,4,DK,2.3,2.97,0.35,0.74,0.13,23,1,Denmark
Karlen-pypm,inc case,4,DK,4.19,4.45,0,0.6,-0.12,5,1,Denmark
LANL-GrowthRate,inc case,4,DK,1.02,1.23,0.36,0.86,-0.18,22,1,Denmark
MUNI-ARIMA,inc case,4,DK,1.3,1.01,0.43,1,-0.08,14,1,Denmark
RobertWalraven-ESG,inc case,4,DK,1.35,1.61,0.09,0.26,-0.36,23,1,Denmark
USC-SIkJalpha,inc case,4,DK,1.52,2.08,0.13,0.22,-0.25,23,1,Denmark
UVA-Ensemble,inc case,4,DK,1.47,NA,0.15,0.5,NA,20,1,Denmark
epiforecasts-EpiNow2,inc case,4,DK,3.61,4.83,0.35,0.83,0.05,23,1,Denmark
LANL-GrowthRate,inc case,5,DK,NA,NA,0.43,0.86,-0.17,21,1,Denmark
USC-SIkJalpha,inc case,5,DK,NA,NA,0.27,0.32,-0.25,22,1,Denmark
EuroCOVIDhub-baseline,inc death,1,DK,1,1,0.73,1,0.03,26,1,Denmark
EuroCOVIDhub-ensemble,inc death,1,DK,1,0.92,0.54,0.96,0.1,26,1,Denmark
IEM_Health-CovidProject,inc death,1,DK,1.11,0.99,0.35,0.69,-0,26,1,Denmark
ILM-EKF,inc death,1,DK,1.07,1.65,0.81,1,0.15,26,1,Denmark
Karlen-pypm,inc death,1,DK,1.2,1.18,0.38,0.88,-0.36,8,1,Denmark
LANL-GrowthRate,inc death,1,DK,0.89,0.69,0.56,1,-0.02,25,1,Denmark
MUNI-ARIMA,inc death,1,DK,1.22,1.07,0.39,1,0.07,18,1,Denmark
RobertWalraven-ESG,inc death,1,DK,1.23,0.92,0.42,1,-0.03,26,1,Denmark
SDSC_ISG-TrendModel,inc death,1,DK,1.11,NA,NA,NA,NA,23,1,Denmark
UMass-MechBayes,inc death,1,DK,1,0.91,0.43,0.87,0.25,23,1,Denmark
USC-SIkJalpha,inc death,1,DK,0.91,1.2,0.31,0.38,0.08,26,1,Denmark
USyd-OneModelMan,inc death,1,DK,1.27,NA,NA,NA,NA,23,1,Denmark
epiforecasts-EpiNow2,inc death,1,DK,1.52,1.1,0.38,0.85,0.19,26,1,Denmark
EuroCOVIDhub-baseline,inc death,2,DK,1,1,0.84,1,-0.02,25,1,Denmark
EuroCOVIDhub-ensemble,inc death,2,DK,0.97,0.8,0.6,0.96,0.14,25,1,Denmark
IEM_Health-CovidProject,inc death,2,DK,1.07,0.77,0.48,0.88,-0.04,25,1,Denmark
ILM-EKF,inc death,2,DK,0.97,1.53,0.8,1,0.16,25,1,Denmark
Karlen-pypm,inc death,2,DK,0.65,0.91,0.43,1,-0.29,7,1,Denmark
LANL-GrowthRate,inc death,2,DK,0.79,0.76,0.54,0.88,0.04,24,1,Denmark
MUNI-ARIMA,inc death,2,DK,0.79,0.92,0.65,1,0.05,17,1,Denmark
RobertWalraven-ESG,inc death,2,DK,1.15,0.89,0.52,0.92,-0.11,25,1,Denmark
UMass-MechBayes,inc death,2,DK,0.85,0.84,0.45,0.86,0.38,22,1,Denmark
USC-SIkJalpha,inc death,2,DK,1.08,0.94,0.4,0.52,0.12,25,1,Denmark
USyd-OneModelMan,inc death,2,DK,1.43,NA,NA,NA,NA,22,1,Denmark
epiforecasts-EpiNow2,inc death,2,DK,1.48,1.11,0.48,0.84,0.25,25,1,Denmark
EuroCOVIDhub-baseline,inc death,3,DK,1,1,0.96,1,0.01,24,1,Denmark
EuroCOVIDhub-ensemble,inc death,3,DK,1.2,0.76,0.58,0.92,0.16,24,1,Denmark
IEM_Health-CovidProject,inc death,3,DK,1.47,0.9,0.33,0.92,-0.01,24,1,Denmark
ILM-EKF,inc death,3,DK,1.3,1.58,0.83,1,0.19,24,1,Denmark
Karlen-pypm,inc death,3,DK,1,0.86,0.33,0.83,-0.36,6,1,Denmark
LANL-GrowthRate,inc death,3,DK,0.89,0.75,0.35,0.74,0.04,23,1,Denmark
MUNI-ARIMA,inc death,3,DK,1.09,0.93,0.67,1,0.01,15,1,Denmark
RobertWalraven-ESG,inc death,3,DK,1.26,0.78,0.62,0.92,-0.13,24,1,Denmark
UMass-MechBayes,inc death,3,DK,0.99,0.81,0.38,0.95,0.28,21,1,Denmark
USC-SIkJalpha,inc death,3,DK,1.14,0.91,0.29,0.46,0.04,24,1,Denmark
USyd-OneModelMan,inc death,3,DK,1.96,NA,NA,NA,NA,21,1,Denmark
epiforecasts-EpiNow2,inc death,3,DK,1.73,1.31,0.38,0.83,0.31,24,1,Denmark
EuroCOVIDhub-baseline,inc death,4,DK,1,1,1,1,0.01,23,1,Denmark
EuroCOVIDhub-ensemble,inc death,4,DK,1.18,0.8,0.61,0.87,0.2,23,1,Denmark
IEM_Health-CovidProject,inc death,4,DK,1.33,0.9,0.26,0.87,-0.09,23,1,Denmark
ILM-EKF,inc death,4,DK,1.55,1.74,0.74,1,0.23,23,1,Denmark
Karlen-pypm,inc death,4,DK,1.16,0.97,0,0.8,-0.23,5,1,Denmark
LANL-GrowthRate,inc death,4,DK,0.98,0.74,0.32,0.82,0.05,22,1,Denmark
MUNI-ARIMA,inc death,4,DK,1.02,0.85,0.71,1,0.03,14,1,Denmark
RobertWalraven-ESG,inc death,4,DK,1.41,0.68,0.7,0.96,-0.14,23,1,Denmark
UMass-MechBayes,inc death,4,DK,1.36,0.9,0.35,0.9,0.27,20,1,Denmark
USC-SIkJalpha,inc death,4,DK,1.24,0.91,0.3,0.52,0.1,23,1,Denmark
USyd-OneModelMan,inc death,4,DK,2.49,NA,NA,NA,NA,20,1,Denmark
epiforecasts-EpiNow2,inc death,4,DK,2.12,1.59,0.35,0.87,0.38,23,1,Denmark
LANL-GrowthRate,inc death,5,DK,NA,NA,0.24,0.76,0.17,21,1,Denmark
USC-SIkJalpha,inc death,5,DK,NA,NA,0.36,0.45,0.16,22,1,Denmark
EuroCOVIDhub-baseline,inc hosp,1,DK,1,1,0.67,1,-0.35,6,1,Denmark
Karlen-pypm,inc hosp,1,DK,1.88,1.48,0.25,0.5,-0.77,4,1,Denmark
EuroCOVIDhub-baseline,inc case,1,EE,1,1,0.23,0.85,0.14,26,1,Estonia
EuroCOVIDhub-ensemble,inc case,1,EE,0.72,0.63,0.5,0.96,0.08,26,1,Estonia
IEM_Health-CovidProject,inc case,1,EE,1.2,0.86,0.38,0.88,0.12,26,1,Estonia
ILM-EKF,inc case,1,EE,1.51,1.43,0.35,0.88,0.1,26,1,Estonia
Karlen-pypm,inc case,1,EE,0.6,0.99,0.5,1,0.21,8,1,Estonia
LANL-GrowthRate,inc case,1,EE,0.86,0.72,0.48,0.96,-0.35,25,1,Estonia
MUNI-ARIMA,inc case,1,EE,0.39,0.69,0.39,1,-0.06,18,1,Estonia
RobertWalraven-ESG,inc case,1,EE,1.05,0.91,0.15,0.73,-0.11,26,1,Estonia
SDSC_ISG-TrendModel,inc case,1,EE,0.54,NA,NA,NA,NA,23,1,Estonia
USC-SIkJalpha,inc case,1,EE,1.2,1.02,0.27,0.5,0.1,26,1,Estonia
UVA-Ensemble,inc case,1,EE,2.43,NA,0.44,0.84,NA,25,1,Estonia
epiforecasts-EpiNow2,inc case,1,EE,0.86,0.85,0.35,0.88,-0.07,26,1,Estonia
EuroCOVIDhub-baseline,inc case,2,EE,1,1,0.2,0.88,0.19,25,1,Estonia
EuroCOVIDhub-ensemble,inc case,2,EE,0.74,0.63,0.4,0.88,0.07,25,1,Estonia
IEM_Health-CovidProject,inc case,2,EE,1.11,0.93,0.28,0.64,0.13,25,1,Estonia
ILM-EKF,inc case,2,EE,1.44,1.39,0.2,0.76,0.06,25,1,Estonia
Karlen-pypm,inc case,2,EE,0.78,1.13,0.57,1,0.36,7,1,Estonia
LANL-GrowthRate,inc case,2,EE,0.88,0.7,0.5,0.88,-0.22,24,1,Estonia
MUNI-ARIMA,inc case,2,EE,0.27,0.58,0.71,1,-0.14,17,1,Estonia
RobertWalraven-ESG,inc case,2,EE,0.99,1.07,0.08,0.44,-0.28,25,1,Estonia
USC-SIkJalpha,inc case,2,EE,0.79,0.83,0.24,0.44,-0.08,25,1,Estonia
UVA-Ensemble,inc case,2,EE,1.66,NA,0.38,0.79,NA,24,1,Estonia
epiforecasts-EpiNow2,inc case,2,EE,0.87,0.98,0.4,0.8,-0.08,25,1,Estonia
EuroCOVIDhub-baseline,inc case,3,EE,1,1,0.17,0.79,0.28,24,1,Estonia
EuroCOVIDhub-ensemble,inc case,3,EE,0.84,0.71,0.33,0.79,0.11,24,1,Estonia
IEM_Health-CovidProject,inc case,3,EE,1.17,1.11,0.29,0.54,0.12,24,1,Estonia
ILM-EKF,inc case,3,EE,1.52,1.44,0.21,0.67,0.03,24,1,Estonia
Karlen-pypm,inc case,3,EE,1.12,1.54,0.33,0.83,0.49,6,1,Estonia
LANL-GrowthRate,inc case,3,EE,0.79,0.72,0.39,0.74,-0.05,23,1,Estonia
MUNI-ARIMA,inc case,3,EE,0.32,0.58,0.67,0.93,-0.16,15,1,Estonia
RobertWalraven-ESG,inc case,3,EE,0.97,1.19,0.04,0.38,-0.29,24,1,Estonia
USC-SIkJalpha,inc case,3,EE,0.64,0.84,0.21,0.38,-0.13,24,1,Estonia
UVA-Ensemble,inc case,3,EE,1.27,NA,0.32,0.55,NA,22,1,Estonia
epiforecasts-EpiNow2,inc case,3,EE,1.01,1.21,0.29,0.75,-0.09,24,1,Estonia
EuroCOVIDhub-baseline,inc case,4,EE,1,1,0.17,0.78,0.31,23,1,Estonia
EuroCOVIDhub-ensemble,inc case,4,EE,0.88,0.74,0.39,0.7,0.1,23,1,Estonia
IEM_Health-CovidProject,inc case,4,EE,1.22,1.17,0.17,0.48,0.07,23,1,Estonia
ILM-EKF,inc case,4,EE,1.5,1.37,0.17,0.7,-0.04,23,1,Estonia
Karlen-pypm,inc case,4,EE,1.68,2.4,0.4,0.6,0.65,5,1,Estonia
LANL-GrowthRate,inc case,4,EE,0.8,0.77,0.32,0.68,0.06,22,1,Estonia
MUNI-ARIMA,inc case,4,EE,0.3,0.55,0.5,1,-0.25,14,1,Estonia
RobertWalraven-ESG,inc case,4,EE,0.89,1.19,0.09,0.35,-0.27,23,1,Estonia
USC-SIkJalpha,inc case,4,EE,0.57,0.87,0.26,0.26,-0.09,23,1,Estonia
UVA-Ensemble,inc case,4,EE,0.88,NA,0.2,0.5,NA,20,1,Estonia
epiforecasts-EpiNow2,inc case,4,EE,1.11,1.46,0.22,0.61,-0.12,23,1,Estonia
LANL-GrowthRate,inc case,5,EE,NA,NA,0.19,0.62,0.16,21,1,Estonia
USC-SIkJalpha,inc case,5,EE,NA,NA,0.27,0.27,-0.09,22,1,Estonia
EuroCOVIDhub-baseline,inc death,1,EE,1,1,0.35,0.88,0.07,26,1,Estonia
EuroCOVIDhub-ensemble,inc death,1,EE,0.75,0.66,0.69,1,0.13,26,1,Estonia
IEM_Health-CovidProject,inc death,1,EE,0.93,0.87,0.54,0.81,0.19,26,1,Estonia
ILM-EKF,inc death,1,EE,0.74,1.22,0.85,1,0.12,26,1,Estonia
Karlen-pypm,inc death,1,EE,0.29,0.75,0.5,1,-0.16,8,1,Estonia
LANL-GrowthRate,inc death,1,EE,1.13,1.13,0.28,0.76,0.14,25,1,Estonia
MUNI-ARIMA,inc death,1,EE,0.52,0.95,0.5,1,0.01,18,1,Estonia
RobertWalraven-ESG,inc death,1,EE,0.99,0.91,0.42,0.73,-0,26,1,Estonia
SDSC_ISG-TrendModel,inc death,1,EE,0.97,NA,NA,NA,NA,23,1,Estonia
UMass-MechBayes,inc death,1,EE,0.89,0.65,0.52,1,0.16,23,1,Estonia
USC-SIkJalpha,inc death,1,EE,0.94,0.9,0.42,0.54,0.21,26,1,Estonia
USyd-OneModelMan,inc death,1,EE,1.23,NA,NA,NA,NA,23,1,Estonia
epiforecasts-EpiNow2,inc death,1,EE,0.89,0.73,0.62,1,0.17,24,1,Estonia
EuroCOVIDhub-baseline,inc death,2,EE,1,1,0.44,0.88,0.18,25,1,Estonia
EuroCOVIDhub-ensemble,inc death,2,EE,0.6,0.56,0.68,0.96,0.21,25,1,Estonia
IEM_Health-CovidProject,inc death,2,EE,1.02,0.96,0.56,0.8,0.25,25,1,Estonia
ILM-EKF,inc death,2,EE,0.71,0.96,0.84,1,0.16,25,1,Estonia
Karlen-pypm,inc death,2,EE,0.24,0.61,0.57,1,-0.15,7,1,Estonia
LANL-GrowthRate,inc death,2,EE,1.14,1.25,0.29,0.71,0.12,24,1,Estonia
MUNI-ARIMA,inc death,2,EE,0.63,1.06,0.47,0.88,0.07,17,1,Estonia
RobertWalraven-ESG,inc death,2,EE,1,0.75,0.64,0.84,-0.03,25,1,Estonia
UMass-MechBayes,inc death,2,EE,0.45,0.44,0.59,1,0.24,22,1,Estonia
USC-SIkJalpha,inc death,2,EE,0.72,0.68,0.52,0.64,0.3,25,1,Estonia
USyd-OneModelMan,inc death,2,EE,0.83,NA,NA,NA,NA,22,1,Estonia
epiforecasts-EpiNow2,inc death,2,EE,1.05,0.67,0.48,1,0.19,23,1,Estonia
EuroCOVIDhub-baseline,inc death,3,EE,1,1,0.42,0.75,0.26,24,1,Estonia
EuroCOVIDhub-ensemble,inc death,3,EE,0.62,0.5,0.62,0.83,0.25,24,1,Estonia
IEM_Health-CovidProject,inc death,3,EE,1.09,0.95,0.46,0.79,0.3,24,1,Estonia
ILM-EKF,inc death,3,EE,0.74,0.78,0.83,1,0.17,24,1,Estonia
Karlen-pypm,inc death,3,EE,0.18,0.59,0.67,1,-0.02,6,1,Estonia
LANL-GrowthRate,inc death,3,EE,0.96,1.07,0.22,0.7,0.08,23,1,Estonia
MUNI-ARIMA,inc death,3,EE,0.56,0.85,0.47,0.93,0.04,15,1,Estonia
RobertWalraven-ESG,inc death,3,EE,0.92,0.63,0.71,0.83,-0.01,24,1,Estonia
UMass-MechBayes,inc death,3,EE,0.5,0.45,0.52,1,0.3,21,1,Estonia
USC-SIkJalpha,inc death,3,EE,0.55,0.54,0.54,0.58,0.35,24,1,Estonia
USyd-OneModelMan,inc death,3,EE,0.81,NA,NA,NA,NA,21,1,Estonia
epiforecasts-EpiNow2,inc death,3,EE,1.08,0.62,0.64,1,0.18,22,1,Estonia
EuroCOVIDhub-baseline,inc death,4,EE,1,1,0.43,0.74,0.33,23,1,Estonia
EuroCOVIDhub-ensemble,inc death,4,EE,0.55,0.49,0.61,0.87,0.3,23,1,Estonia
IEM_Health-CovidProject,inc death,4,EE,1.38,0.98,0.43,0.87,0.31,23,1,Estonia
ILM-EKF,inc death,4,EE,1.09,0.74,0.74,0.96,0.17,23,1,Estonia
Karlen-pypm,inc death,4,EE,0.19,0.62,0.6,1,-0.02,5,1,Estonia
LANL-GrowthRate,inc death,4,EE,0.8,0.86,0.32,0.68,0.14,22,1,Estonia
MUNI-ARIMA,inc death,4,EE,0.42,0.77,0.36,1,0.04,14,1,Estonia
RobertWalraven-ESG,inc death,4,EE,0.69,0.6,0.57,0.78,0.03,23,1,Estonia
UMass-MechBayes,inc death,4,EE,0.36,0.39,0.55,0.95,0.32,20,1,Estonia
USC-SIkJalpha,inc death,4,EE,0.42,0.51,0.43,0.7,0.21,23,1,Estonia
USyd-OneModelMan,inc death,4,EE,0.8,NA,NA,NA,NA,20,1,Estonia
epiforecasts-EpiNow2,inc death,4,EE,0.89,0.64,0.67,0.9,0.19,21,1,Estonia
LANL-GrowthRate,inc death,5,EE,NA,NA,0.19,0.62,0.28,21,1,Estonia
USC-SIkJalpha,inc death,5,EE,NA,NA,0.41,0.5,0.18,22,1,Estonia
EuroCOVIDhub-baseline,inc hosp,1,EE,1,1,0.33,1,-0.57,6,1,Estonia
Karlen-pypm,inc hosp,1,EE,0.83,0.69,1,1,0.03,4,1,Estonia
EuroCOVIDhub-baseline,inc case,1,ES,1,1,0.43,0.96,0.08,23,1,Spain
EuroCOVIDhub-ensemble,inc case,1,ES,0.93,0.92,0.7,0.91,-0.06,23,1,Spain
IEM_Health-CovidProject,inc case,1,ES,1.22,1.12,0.22,0.87,0.15,23,1,Spain
ILM-EKF,inc case,1,ES,1.34,1.53,0.5,0.68,0.2,22,1,Spain
Karlen-pypm,inc case,1,ES,2.53,1.48,0.12,1,0.5,8,1,Spain
LANL-GrowthRate,inc case,1,ES,1.34,1.25,0.59,0.91,-0.38,22,1,Spain
MUNI-ARIMA,inc case,1,ES,1.45,1.42,0.25,0.75,0.21,16,1,Spain
RobertWalraven-ESG,inc case,1,ES,1.01,1.07,0.35,0.87,-0.37,23,1,Spain
SDSC_ISG-TrendModel,inc case,1,ES,0.75,NA,NA,NA,NA,21,1,Spain
UB-BSLCoV,inc case,1,ES,1.65,1.48,0.53,0.88,0.08,17,1,Spain
UNED-PreCoV2,inc case,1,ES,0.66,1.04,NA,NA,-0.15,23,1,Spain
USC-SIkJalpha,inc case,1,ES,1.11,1.36,0.39,0.61,-0.2,23,1,Spain
UVA-Ensemble,inc case,1,ES,2.01,NA,0.26,0.78,NA,23,1,Spain
epiforecasts-EpiNow2,inc case,1,ES,1.24,1.11,0.77,1,-0.22,22,1,Spain
EuroCOVIDhub-baseline,inc case,2,ES,1,1,0.41,0.95,0.04,22,1,Spain
EuroCOVIDhub-ensemble,inc case,2,ES,1.1,1.09,0.55,0.91,0.02,22,1,Spain
IEM_Health-CovidProject,inc case,2,ES,1.3,1.33,0.18,0.64,0.16,22,1,Spain
ILM-EKF,inc case,2,ES,2,2.36,0.24,0.43,0.21,21,1,Spain
Karlen-pypm,inc case,2,ES,3.61,2.29,0.29,0.71,0.64,7,1,Spain
LANL-GrowthRate,inc case,2,ES,1.25,1.23,0.55,0.86,-0.32,22,1,Spain
MUNI-ARIMA,inc case,2,ES,1.4,1.24,0.2,0.53,0.13,15,1,Spain
RobertWalraven-ESG,inc case,2,ES,0.99,1.08,0.23,0.73,-0.39,22,1,Spain
UB-BSLCoV,inc case,2,ES,2.77,2.63,0.44,0.69,0.1,16,1,Spain
UNED-PreCoV2,inc case,2,ES,0.91,1.1,NA,NA,-0.06,21,1,Spain
USC-SIkJalpha,inc case,2,ES,1.18,1.41,0.27,0.5,-0.18,22,1,Spain
UVA-Ensemble,inc case,2,ES,1.53,NA,0.23,0.59,NA,22,1,Spain
epiforecasts-EpiNow2,inc case,2,ES,1.32,1.23,0.67,0.95,-0.21,21,1,Spain
EuroCOVIDhub-baseline,inc case,3,ES,1,1,0.48,0.9,0.06,21,1,Spain
EuroCOVIDhub-ensemble,inc case,3,ES,1.3,1.38,0.48,0.76,0.16,21,1,Spain
IEM_Health-CovidProject,inc case,3,ES,1.38,1.49,0.19,0.48,0.18,21,1,Spain
ILM-EKF,inc case,3,ES,2.71,3.39,0.19,0.43,0.25,21,1,Spain
Karlen-pypm,inc case,3,ES,5.37,3.44,0.17,0.33,0.7,6,1,Spain
LANL-GrowthRate,inc case,3,ES,1.08,1.15,0.5,0.85,-0.26,20,1,Spain
MUNI-ARIMA,inc case,3,ES,1.45,1.15,0.23,0.62,0.1,13,1,Spain
RobertWalraven-ESG,inc case,3,ES,0.94,1.06,0.29,0.67,-0.37,21,1,Spain
UB-BSLCoV,inc case,3,ES,4.64,4.54,0.33,0.67,0.2,15,1,Spain
UNED-PreCoV2,inc case,3,ES,1.07,1.3,0.74,1,-0,19,1,Spain
USC-SIkJalpha,inc case,3,ES,1.24,1.56,0.29,0.48,-0.24,21,1,Spain
UVA-Ensemble,inc case,3,ES,1.43,NA,0.2,0.4,NA,20,1,Spain
epiforecasts-EpiNow2,inc case,3,ES,1.48,1.4,0.6,0.9,-0.22,20,1,Spain
EuroCOVIDhub-baseline,inc case,4,ES,1,1,0.5,0.85,0.02,20,1,Spain
EuroCOVIDhub-ensemble,inc case,4,ES,1.65,1.83,0.3,0.75,0.16,20,1,Spain
IEM_Health-CovidProject,inc case,4,ES,1.47,1.58,0.2,0.5,0.1,20,1,Spain
ILM-EKF,inc case,4,ES,4.08,5.02,0.05,0.42,0.33,19,1,Spain
Karlen-pypm,inc case,4,ES,8.17,5.27,0.2,0.2,0.88,5,1,Spain
LANL-GrowthRate,inc case,4,ES,0.99,1.09,0.37,0.84,-0.26,19,1,Spain
MUNI-ARIMA,inc case,4,ES,1.37,1.04,0.33,0.5,0.01,12,1,Spain
RobertWalraven-ESG,inc case,4,ES,0.96,1.07,0.35,0.55,-0.34,20,1,Spain
UB-BSLCoV,inc case,4,ES,9.06,8.66,0.29,0.57,0.16,14,1,Spain
USC-SIkJalpha,inc case,4,ES,1.01,1.23,0.3,0.5,-0.26,20,1,Spain
UVA-Ensemble,inc case,4,ES,1.28,NA,0.33,0.44,NA,18,1,Spain
epiforecasts-EpiNow2,inc case,4,ES,1.55,1.47,0.58,0.89,-0.24,19,1,Spain
LANL-GrowthRate,inc case,5,ES,NA,NA,0.44,0.78,-0.26,18,1,Spain
USC-SIkJalpha,inc case,5,ES,NA,NA,0.37,0.42,-0.29,19,1,Spain
EuroCOVIDhub-baseline,inc death,1,ES,1,1,0.62,1,0.05,26,1,Spain
EuroCOVIDhub-ensemble,inc death,1,ES,0.9,0.78,0.54,0.96,0.14,26,1,Spain
IEM_Health-CovidProject,inc death,1,ES,0.85,0.71,0.62,0.88,0.15,26,1,Spain
ILM-EKF,inc death,1,ES,1.54,1.14,0.64,0.92,0.14,25,1,Spain
Karlen-pypm,inc death,1,ES,0.9,1.17,0.12,0.88,-0.35,8,1,Spain
LANL-GrowthRate,inc death,1,ES,0.74,0.76,0.44,0.84,-0.08,25,1,Spain
MUNI-ARIMA,inc death,1,ES,0.47,0.76,0.56,1,0.04,18,1,Spain
RobertWalraven-ESG,inc death,1,ES,0.85,0.75,0.42,0.81,-0.12,26,1,Spain
SDSC_ISG-TrendModel,inc death,1,ES,0.78,NA,NA,NA,NA,23,1,Spain
UB-BSLCoV,inc death,1,ES,0.5,1.2,0.84,1,-0.04,19,1,Spain
UMass-MechBayes,inc death,1,ES,1.15,1.8,0.27,0.95,0.54,22,1,Spain
UNED-PreCoV2,inc death,1,ES,0.78,1.22,NA,NA,0.1,26,1,Spain
USC-SIkJalpha,inc death,1,ES,0.95,1.08,0.31,0.38,0,26,1,Spain
USyd-OneModelMan,inc death,1,ES,0.71,NA,NA,NA,NA,23,1,Spain
epiforecasts-EpiNow2,inc death,1,ES,1.06,1.04,0.33,0.83,0.08,24,1,Spain
EuroCOVIDhub-baseline,inc death,2,ES,1,1,0.8,1,0.02,25,1,Spain
EuroCOVIDhub-ensemble,inc death,2,ES,0.87,0.73,0.52,0.92,0.08,25,1,Spain
IEM_Health-CovidProject,inc death,2,ES,0.89,0.74,0.56,0.88,0.12,25,1,Spain
ILM-EKF,inc death,2,ES,1.7,1.2,0.42,0.92,0.22,24,1,Spain
Karlen-pypm,inc death,2,ES,1.1,1.1,0.14,0.57,-0.41,7,1,Spain
LANL-GrowthRate,inc death,2,ES,0.73,0.65,0.46,0.88,-0.12,24,1,Spain
MUNI-ARIMA,inc death,2,ES,0.56,0.72,0.53,1,0.01,17,1,Spain
RobertWalraven-ESG,inc death,2,ES,0.83,0.74,0.44,0.76,-0.23,25,1,Spain
UB-BSLCoV,inc death,2,ES,0.68,1.35,0.89,1,-0.06,18,1,Spain
UMass-MechBayes,inc death,2,ES,1.01,1.5,0.48,0.95,0.5,21,1,Spain
UNED-PreCoV2,inc death,2,ES,0.63,0.98,NA,NA,0.03,23,1,Spain
USC-SIkJalpha,inc death,2,ES,0.87,0.82,0.16,0.36,0.11,25,1,Spain
USyd-OneModelMan,inc death,2,ES,0.7,NA,NA,NA,NA,22,1,Spain
epiforecasts-EpiNow2,inc death,2,ES,0.96,0.96,0.52,0.87,-0.08,23,1,Spain
EuroCOVIDhub-baseline,inc death,3,ES,1,1,0.96,1,0.03,24,1,Spain
