location_name,location,source,target_end_date,value,snapshot_date,status
Liechtenstein,LI,OWID,2021-12-04,8,2022-07-18,final
Liechtenstein,LI,OWID,2021-12-11,11,2022-07-18,final
Liechtenstein,LI,OWID,2021-12-18,14,2022-07-18,final
Liechtenstein,LI,OWID,2021-12-25,14,2022-07-18,final
Liechtenstein,LI,OWID,2022-01-01,10,2022-07-18,final
Liechtenstein,LI,OWID,2022-01-08,10,2022-07-18,final
Liechtenstein,LI,OWID,2022-01-15,5,2022-07-18,final
Liechtenstein,LI,OWID,2022-01-22,1,2022-07-18,final
Liechtenstein,LI,OWID,2022-01-29,1,2022-07-18,final
Liechtenstein,LI,OWID,2022-02-05,0,2022-07-18,final
Liechtenstein,LI,OWID,2022-02-12,0,2022-07-18,final
Liechtenstein,LI,OWID,2022-02-19,4,2022-07-18,final
Liechtenstein,LI,OWID,2022-02-26,5,2022-07-18,final
Liechtenstein,LI,OWID,2022-03-05,4,2022-07-18,final
Liechtenstein,LI,OWID,2022-03-12,4,2022-07-18,final
Liechtenstein,LI,OWID,2022-03-19,4,2022-07-18,final
Liechtenstein,LI,OWID,2022-03-26,5,2022-07-18,final
Liechtenstein,LI,OWID,2022-04-02,8,2022-07-18,final
Liechtenstein,LI,OWID,2022-04-09,1,2022-07-18,final
Liechtenstein,LI,OWID,2022-04-16,1,2022-07-18,final
Liechtenstein,LI,OWID,2022-04-23,3,2022-07-18,final
Liechtenstein,LI,OWID,2022-04-30,0,2022-07-18,final
Liechtenstein,LI,OWID,2022-05-07,1,2022-07-18,final
Liechtenstein,LI,OWID,2022-05-14,0,2022-07-18,final
Liechtenstein,LI,OWID,2022-05-21,1,2022-07-18,final
Liechtenstein,LI,OWID,2022-05-28,0,2022-07-18,final
Liechtenstein,LI,OWID,2022-06-04,0,2022-07-18,final
Liechtenstein,LI,OWID,2022-06-11,1,2022-07-18,final
Liechtenstein,LI,OWID,2022-06-18,2,2022-07-18,final
Liechtenstein,LI,OWID,2022-06-25,2,2022-07-18,final
Liechtenstein,LI,OWID,2022-07-02,1,2022-07-24,final
Liechtenstein,LI,OWID,2022-07-09,2,2022-07-31,final
Liechtenstein,LI,OWID,2022-07-16,2,2022-08-07,final
Liechtenstein,LI,OWID,2022-07-23,0,2022-08-14,final
Liechtenstein,LI,OWID,2022-07-30,1,2022-08-21,final
Liechtenstein,LI,OWID,2022-08-06,2,2022-08-28,final
Liechtenstein,LI,OWID,2022-08-13,0,2022-09-04,final
Liechtenstein,LI,OWID,2022-08-20,0,2022-09-11,final
Liechtenstein,LI,OWID,2022-08-27,1,2022-09-18,final
Liechtenstein,LI,OWID,2022-09-03,1,2022-09-25,final
Liechtenstein,LI,OWID,2022-09-10,2,2022-10-02,final
Liechtenstein,LI,OWID,2022-09-17,2,2022-10-09,final
Liechtenstein,LI,OWID,2022-09-24,0,2022-10-16,final
Liechtenstein,LI,OWID,2022-10-01,0,2022-10-23,final
Liechtenstein,LI,OWID,2022-10-08,4,2022-10-30,final
Liechtenstein,LI,OWID,2022-10-15,0,2022-11-06,final
Liechtenstein,LI,OWID,2022-10-22,2,2022-11-13,final
Liechtenstein,LI,OWID,2022-10-29,2,2022-11-20,final
Liechtenstein,LI,OWID,2022-11-05,1,2022-11-27,final
Liechtenstein,LI,OWID,2022-11-12,1,2022-12-04,final
Liechtenstein,LI,OWID,2022-11-19,0,2022-12-11,final
Liechtenstein,LI,OWID,2022-11-26,1,2022-12-18,final
Liechtenstein,LI,OWID,2022-12-03,1,2022-12-25,final
Liechtenstein,LI,OWID,2022-12-10,0,2023-01-01,final
Liechtenstein,LI,OWID,2022-12-17,0,2023-01-08,final
Liechtenstein,LI,OWID,2022-12-24,2,2023-01-15,final
Liechtenstein,LI,OWID,2022-12-31,4,2023-01-22,final
Liechtenstein,LI,OWID,2023-01-07,1,2023-01-29,final
Liechtenstein,LI,OWID,2023-01-14,0,2023-02-05,final
Liechtenstein,LI,OWID,2023-01-21,0,2023-02-12,final
Liechtenstein,LI,OWID,2023-01-28,0,2023-02-19,final
Liechtenstein,LI,OWID,2023-02-04,0,2023-02-23,near final
Liechtenstein,LI,OWID,2023-02-11,0,2023-02-23,near final
Liechtenstein,LI,OWID,2023-02-18,0,2023-02-23,near final
Luxembourg,LU,OWID,2020-02-15,1,2023-02-23,near final
Luxembourg,LU,OWID,2020-03-07,2,2023-02-23,near final
Luxembourg,LU,OWID,2020-03-14,7,2023-02-23,near final
Luxembourg,LU,OWID,2020-03-21,20,2023-02-23,near final
Luxembourg,LU,OWID,2020-03-28,89,2023-02-23,near final
Luxembourg,LU,OWID,2020-04-04,137,2023-02-23,near final
Luxembourg,LU,OWID,2020-04-11,99,2023-02-23,near final
Luxembourg,LU,OWID,2020-04-18,66,2023-02-23,near final
Luxembourg,LU,OWID,2020-04-25,2,2022-07-18,final
Luxembourg,LU,OWID,2020-05-02,1,2022-07-18,final
Luxembourg,LU,OWID,2020-05-09,19,2023-02-23,near final
Luxembourg,LU,OWID,2020-05-16,14,2023-02-23,near final
Luxembourg,LU,OWID,2020-05-23,1,2022-07-18,final
Luxembourg,LU,OWID,2020-05-30,10,2023-02-23,near final
Luxembourg,LU,OWID,2020-06-06,3,2023-02-23,near final
Luxembourg,LU,OWID,2020-06-13,7,2023-02-23,near final
Luxembourg,LU,OWID,2020-06-20,4,2023-02-23,near final
Luxembourg,LU,OWID,2020-06-27,2,2022-07-18,final
Luxembourg,LU,OWID,2020-07-04,2,2022-07-18,final
Luxembourg,LU,OWID,2020-07-11,9,2022-07-18,final
Luxembourg,LU,OWID,2020-07-18,21,2022-07-18,final
Luxembourg,LU,OWID,2020-07-25,18,2022-07-18,final
Luxembourg,LU,OWID,2020-08-01,28,2022-07-18,final
Luxembourg,LU,OWID,2020-08-08,23,2022-07-18,final
Luxembourg,LU,OWID,2020-08-15,20,2022-07-18,final
Luxembourg,LU,OWID,2020-08-22,9,2022-07-18,final
Luxembourg,LU,OWID,2020-08-29,10,2022-07-18,final
Luxembourg,LU,OWID,2020-09-05,6,2022-07-18,final
Luxembourg,LU,OWID,2020-09-12,5,2022-07-18,final
Luxembourg,LU,OWID,2020-09-19,7,2022-07-18,final
Luxembourg,LU,OWID,2020-09-26,6,2022-07-18,final
Luxembourg,LU,OWID,2020-10-03,14,2022-07-18,final
Luxembourg,LU,OWID,2020-10-10,16,2022-07-18,final
Luxembourg,LU,OWID,2020-10-17,23,2022-07-18,final
Luxembourg,LU,OWID,2020-10-24,23,2022-07-18,final
Luxembourg,LU,OWID,2020-10-31,71,2022-07-18,final
Luxembourg,LU,OWID,2020-11-07,126,2022-07-18,final
Luxembourg,LU,OWID,2020-11-14,98,2022-07-18,final
Luxembourg,LU,OWID,2020-11-21,100,2022-07-18,final
Luxembourg,LU,OWID,2020-11-28,107,2022-07-18,final
Luxembourg,LU,OWID,2020-12-05,98,2022-07-18,final
Luxembourg,LU,OWID,2020-12-12,93,2022-07-18,final
Luxembourg,LU,OWID,2020-12-19,122,2022-07-18,final
Luxembourg,LU,OWID,2020-12-26,86,2022-07-18,final
Luxembourg,LU,OWID,2021-01-02,76,2022-07-18,final
Luxembourg,LU,OWID,2021-01-09,47,2022-07-18,final
Luxembourg,LU,OWID,2021-01-16,36,2022-07-18,final
Luxembourg,LU,OWID,2021-01-23,31,2022-07-18,final
Luxembourg,LU,OWID,2021-01-30,22,2022-07-18,final
Luxembourg,LU,OWID,2021-02-06,41,2022-07-18,final
Luxembourg,LU,OWID,2021-02-13,30,2022-07-18,final
Luxembourg,LU,OWID,2021-02-20,49,2022-07-18,final
Luxembourg,LU,OWID,2021-02-27,52,2022-07-18,final
Luxembourg,LU,OWID,2021-03-06,64,2022-07-18,final
Luxembourg,LU,OWID,2021-03-13,79,2022-07-18,final
Luxembourg,LU,OWID,2021-03-20,71,2022-07-18,final
Luxembourg,LU,OWID,2021-03-27,78,2022-07-18,final
Luxembourg,LU,OWID,2021-04-03,84,2022-07-18,final
Luxembourg,LU,OWID,2021-04-10,80,2022-07-18,final
Luxembourg,LU,OWID,2021-04-17,71,2022-07-18,final
Luxembourg,LU,OWID,2021-04-24,55,2022-07-18,final
Luxembourg,LU,OWID,2021-05-01,52,2022-07-18,final
Luxembourg,LU,OWID,2021-05-08,52,2022-07-18,final
Luxembourg,LU,OWID,2021-05-15,45,2022-07-18,final
Luxembourg,LU,OWID,2021-05-22,24,2022-07-18,final
Luxembourg,LU,OWID,2021-05-29,8,2022-07-18,final
Luxembourg,LU,OWID,2021-06-05,11,2022-07-18,final
Luxembourg,LU,OWID,2021-06-12,6,2022-07-18,final
Luxembourg,LU,OWID,2021-06-19,8,2022-07-18,final
Luxembourg,LU,OWID,2021-06-26,1,2022-07-18,final
Luxembourg,LU,OWID,2021-07-03,4,2022-07-18,final
Luxembourg,LU,OWID,2021-07-10,2,2022-07-18,final
Luxembourg,LU,OWID,2021-07-17,13,2022-07-18,final
Luxembourg,LU,OWID,2021-07-24,19,2022-07-18,final
Luxembourg,LU,OWID,2021-07-31,15,2022-07-18,final
Luxembourg,LU,OWID,2021-08-07,9,2022-07-18,final
Luxembourg,LU,OWID,2021-08-14,7,2022-07-18,final
Luxembourg,LU,OWID,2021-08-21,15,2022-07-18,final
Luxembourg,LU,OWID,2021-08-28,14,2022-07-18,final
Luxembourg,LU,OWID,2021-09-04,31,2022-07-18,final
Luxembourg,LU,OWID,2021-09-11,22,2022-07-18,final
Luxembourg,LU,OWID,2021-09-18,16,2022-07-18,final
Luxembourg,LU,OWID,2021-09-25,14,2022-07-18,final
Luxembourg,LU,OWID,2021-10-02,8,2022-07-18,final
Luxembourg,LU,OWID,2021-10-09,10,2022-07-18,final
Luxembourg,LU,OWID,2021-10-16,12,2022-07-18,final
Luxembourg,LU,OWID,2021-10-23,7,2022-07-18,final
Luxembourg,LU,OWID,2021-10-30,18,2022-07-18,final
Luxembourg,LU,OWID,2021-11-06,25,2022-07-18,final
Luxembourg,LU,OWID,2021-11-13,22,2022-07-18,final
Luxembourg,LU,OWID,2021-11-20,20,2022-07-18,final
Luxembourg,LU,OWID,2021-11-27,26,2022-07-18,final
Luxembourg,LU,OWID,2021-12-04,41,2022-07-18,final
Luxembourg,LU,OWID,2021-12-11,46,2022-07-18,final
Luxembourg,LU,OWID,2021-12-18,53,2022-07-18,final
Luxembourg,LU,OWID,2021-12-25,38,2022-07-18,final
Luxembourg,LU,OWID,2022-01-01,31,2022-07-18,final
Luxembourg,LU,OWID,2022-01-08,36,2022-07-18,final
Luxembourg,LU,OWID,2022-01-15,33,2022-07-18,final
Luxembourg,LU,OWID,2022-01-22,33,2022-07-18,final
Luxembourg,LU,OWID,2022-01-29,37,2022-07-18,final
Luxembourg,LU,OWID,2022-02-05,51,2022-07-18,final
Luxembourg,LU,OWID,2022-02-12,39,2022-07-18,final
Luxembourg,LU,OWID,2022-02-19,34,2022-07-18,final
Luxembourg,LU,OWID,2022-02-26,19,2022-07-18,final
Luxembourg,LU,OWID,2022-03-05,12,2022-07-18,final
Luxembourg,LU,OWID,2022-03-12,20,2022-07-18,final
Luxembourg,LU,OWID,2022-03-19,26,2022-07-18,final
Luxembourg,LU,OWID,2022-03-26,19,2022-07-18,final
Luxembourg,LU,OWID,2022-04-02,15,2022-07-18,final
Luxembourg,LU,OWID,2022-04-09,21,2022-07-18,final
Luxembourg,LU,OWID,2022-04-16,17,2022-07-18,final
Luxembourg,LU,OWID,2022-04-23,20,2022-07-18,final
Luxembourg,LU,OWID,2022-04-30,18,2022-07-18,final
Luxembourg,LU,OWID,2022-05-07,2,2022-07-18,final
Luxembourg,LU,OWID,2022-05-14,2,2022-07-18,final
Luxembourg,LU,OWID,2022-05-21,6,2022-07-18,final
Luxembourg,LU,OWID,2022-05-28,1,2022-07-18,final
Luxembourg,LU,OWID,2022-06-04,10,2023-02-23,near final
Luxembourg,LU,OWID,2022-06-11,3,2023-02-23,near final
Luxembourg,LU,OWID,2022-06-18,15,2023-02-23,near final
Luxembourg,LU,OWID,2022-06-25,24,2023-02-23,near final
Luxembourg,LU,OWID,2022-07-02,12,2023-02-23,near final
Luxembourg,LU,OWID,2022-07-09,22,2023-02-23,near final
Luxembourg,LU,OWID,2022-07-16,34,2023-02-23,near final
Luxembourg,LU,OWID,2022-07-23,32,2023-02-23,near final
Luxembourg,LU,OWID,2022-07-30,24,2023-02-23,near final
Luxembourg,LU,OWID,2022-08-06,20,2023-02-23,near final
Luxembourg,LU,OWID,2022-08-13,15,2023-02-23,near final
Luxembourg,LU,OWID,2022-08-20,14,2023-02-23,near final
Luxembourg,LU,OWID,2022-08-27,12,2022-09-18,final
Luxembourg,LU,OWID,2022-09-03,5,2022-09-25,final
Luxembourg,LU,OWID,2022-09-10,22,2022-10-02,final
Luxembourg,LU,OWID,2022-09-17,9,2022-10-09,final
Luxembourg,LU,OWID,2022-09-24,35,2022-10-16,final
Luxembourg,LU,OWID,2022-10-01,14,2022-10-23,final
Luxembourg,LU,OWID,2022-10-08,28,2022-10-30,final
Luxembourg,LU,OWID,2022-10-15,30,2022-11-06,final
Luxembourg,LU,OWID,2022-10-22,29,2022-11-13,final
Luxembourg,LU,OWID,2022-10-29,37,2022-11-20,final
Luxembourg,LU,OWID,2022-11-05,27,2022-11-27,final
Luxembourg,LU,OWID,2022-11-12,12,2022-12-04,final
Luxembourg,LU,OWID,2022-11-19,24,2022-12-11,final
Luxembourg,LU,OWID,2022-11-26,26,2022-12-18,final
Luxembourg,LU,OWID,2022-12-03,20,2022-12-25,final
Luxembourg,LU,OWID,2022-12-10,20,2023-01-01,final
Luxembourg,LU,OWID,2022-12-17,23,2023-01-08,final
Luxembourg,LU,OWID,2022-12-24,47,2023-01-15,final
Luxembourg,LU,OWID,2022-12-31,29,2023-01-22,final
Luxembourg,LU,OWID,2023-01-07,17,2023-01-29,final
Luxembourg,LU,OWID,2023-01-14,22,2023-02-05,final
Luxembourg,LU,OWID,2023-01-21,13,2023-02-12,final
Luxembourg,LU,OWID,2023-01-28,11,2023-02-19,final
Luxembourg,LU,OWID,2023-02-04,6,2023-02-23,near final
Luxembourg,LU,OWID,2023-02-11,17,2023-02-23,near final
Luxembourg,LU,OWID,2023-02-18,12,2023-02-23,expecting revisions
Malta,MT,OWID,2020-03-14,0,2022-07-18,final
Malta,MT,OWID,2020-03-21,7,2022-07-18,final
Malta,MT,OWID,2020-03-28,4,2022-07-18,final
Malta,MT,OWID,2020-04-04,4,2022-07-18,final
Malta,MT,OWID,2020-04-11,7,2022-07-18,final
Malta,MT,OWID,2020-04-18,14,2022-07-18,final
Malta,MT,OWID,2020-04-25,2,2022-07-18,final
Malta,MT,OWID,2020-05-02,2,2022-07-18,final
Malta,MT,OWID,2020-05-09,1,2022-07-18,final
Malta,MT,OWID,2020-05-16,1,2022-07-18,final
Malta,MT,OWID,2020-05-23,1,2022-07-18,final
Malta,MT,OWID,2020-05-30,4,2022-07-18,final
Malta,MT,OWID,2020-06-06,3,2022-07-18,final
Malta,MT,OWID,2020-06-13,0,2022-07-18,final
Malta,MT,OWID,2020-06-20,1,2022-07-18,final
Malta,MT,OWID,2020-06-27,1,2022-07-18,final
Malta,MT,OWID,2020-07-04,1,2022-07-18,final
Malta,MT,OWID,2020-07-11,0,2022-07-18,final
Malta,MT,OWID,2020-07-18,0,2022-07-18,final
Malta,MT,OWID,2020-07-25,1,2022-07-18,final
Malta,MT,OWID,2020-08-01,0,2022-07-18,final
Malta,MT,OWID,2020-08-08,5,2022-07-18,final
Malta,MT,OWID,2020-08-15,8,2022-07-18,final
Malta,MT,OWID,2020-08-22,12,2022-07-18,final
Malta,MT,OWID,2020-08-29,14,2022-07-18,final
Malta,MT,OWID,2020-09-05,4,2022-07-18,final
Malta,MT,OWID,2020-09-12,9,2022-07-18,final
Malta,MT,OWID,2020-09-19,21,2022-07-18,final
Malta,MT,OWID,2020-09-26,36,2022-07-18,final
Malta,MT,OWID,2020-10-03,16,2022-07-18,final
Malta,MT,OWID,2020-10-10,21,2022-07-18,final
Malta,MT,OWID,2020-10-17,32,2022-07-18,final
Malta,MT,OWID,2020-10-24,47,2022-07-18,final
Malta,MT,OWID,2020-10-31,41,2022-07-18,final
Malta,MT,OWID,2020-11-07,76,2022-07-18,final
Malta,MT,OWID,2020-11-14,77,2022-07-18,final
Malta,MT,OWID,2020-11-21,105,2022-07-18,final
Malta,MT,OWID,2020-11-28,106,2022-07-18,final
Malta,MT,OWID,2020-12-05,89,2022-07-18,final
Malta,MT,OWID,2020-12-12,91,2022-07-18,final
Malta,MT,OWID,2020-12-19,43,2022-07-18,final
Malta,MT,OWID,2020-12-26,35,2022-07-18,final
Malta,MT,OWID,2021-01-02,27,2022-07-18,final
Malta,MT,OWID,2021-01-09,30,2022-07-18,final
Malta,MT,OWID,2021-01-16,40,2022-07-18,final
Malta,MT,OWID,2021-01-23,49,2022-07-18,final
Malta,MT,OWID,2021-01-30,21,2022-07-18,final
Malta,MT,OWID,2021-02-06,27,2022-07-18,final
Malta,MT,OWID,2021-02-13,29,2022-07-18,final
Malta,MT,OWID,2021-02-20,43,2022-07-18,final
Malta,MT,OWID,2021-02-27,41,2022-07-18,final
Malta,MT,OWID,2021-03-06,22,2022-07-18,final
Malta,MT,OWID,2021-03-13,69,2022-07-18,final
Malta,MT,OWID,2021-03-20,68,2022-07-18,final
Malta,MT,OWID,2021-03-27,42,2022-07-18,final
Malta,MT,OWID,2021-04-03,20,2022-07-18,final
Malta,MT,OWID,2021-04-10,33,2022-07-18,final
Malta,MT,OWID,2021-04-17,31,2022-07-18,final
Malta,MT,OWID,2021-04-24,31,2022-07-18,final
Malta,MT,OWID,2021-05-01,13,2022-07-18,final
Malta,MT,OWID,2021-05-08,22,2022-07-18,final
Malta,MT,OWID,2021-05-15,7,2022-07-18,final
Malta,MT,OWID,2021-05-22,4,2022-07-18,final
Malta,MT,OWID,2021-05-29,2,2022-07-18,final
Malta,MT,OWID,2021-06-05,2,2022-07-18,final
Malta,MT,OWID,2021-06-12,1,2022-07-18,final
Malta,MT,OWID,2021-06-19,0,2022-07-18,final
Malta,MT,OWID,2021-06-26,0,2022-07-18,final
Malta,MT,OWID,2021-07-03,0,2022-07-18,final
Malta,MT,OWID,2021-07-10,5,2022-07-18,final
Malta,MT,OWID,2021-07-17,10,2022-07-18,final
Malta,MT,OWID,2021-07-24,17,2022-07-18,final
Malta,MT,OWID,2021-07-31,12,2022-07-18,final
Malta,MT,OWID,2021-08-07,17,2022-07-18,final
Malta,MT,OWID,2021-08-14,27,2022-07-18,final
Malta,MT,OWID,2021-08-21,26,2022-07-18,final
Malta,MT,OWID,2021-08-28,18,2022-07-18,final
Malta,MT,OWID,2021-09-04,15,2022-07-18,final
Malta,MT,OWID,2021-09-11,13,2022-07-18,final
Malta,MT,OWID,2021-09-18,6,2022-07-18,final
Malta,MT,OWID,2021-09-25,7,2022-07-18,final
Malta,MT,OWID,2021-10-02,6,2022-07-18,final
Malta,MT,OWID,2021-10-09,3,2022-07-18,final
Malta,MT,OWID,2021-10-16,3,2022-07-18,final
Malta,MT,OWID,2021-10-23,0,2022-07-18,final
Malta,MT,OWID,2021-10-30,7,2022-07-18,final
Malta,MT,OWID,2021-11-06,4,2022-07-18,final
Malta,MT,OWID,2021-11-13,3,2022-07-18,final
Malta,MT,OWID,2021-11-20,4,2022-07-18,final
Malta,MT,OWID,2021-11-27,6,2022-07-18,final
Malta,MT,OWID,2021-12-04,8,2022-07-18,final
Malta,MT,OWID,2021-12-11,9,2022-07-18,final
Malta,MT,OWID,2021-12-18,10,2022-07-18,final
Malta,MT,OWID,2021-12-25,15,2022-07-18,final
Malta,MT,OWID,2022-01-01,60,2022-07-18,final
Malta,MT,OWID,2022-01-08,71,2022-07-18,final
Malta,MT,OWID,2022-01-15,69,2022-07-18,final
Malta,MT,OWID,2022-01-22,49,2022-07-18,final
Malta,MT,OWID,2022-01-29,46,2022-07-18,final
Malta,MT,OWID,2022-02-05,42,2022-07-18,final
Malta,MT,OWID,2022-02-12,58,2022-07-18,final
Malta,MT,OWID,2022-02-19,28,2022-07-18,final
Malta,MT,OWID,2022-02-26,31,2022-07-18,final
Malta,MT,OWID,2022-03-05,24,2022-07-18,final
Malta,MT,OWID,2022-03-12,28,2022-07-18,final
Malta,MT,OWID,2022-03-19,54,2022-07-18,final
Malta,MT,OWID,2022-03-26,56,2022-07-18,final
Malta,MT,OWID,2022-04-02,105,2022-07-18,final
Malta,MT,OWID,2022-04-09,123,2022-07-18,final
Malta,MT,OWID,2022-04-16,127,2022-07-18,final
Malta,MT,OWID,2022-04-23,49,2022-07-18,final
Malta,MT,OWID,2022-04-30,52,2022-07-18,final
Malta,MT,OWID,2022-05-07,61,2022-07-18,final
Malta,MT,OWID,2022-05-14,37,2022-07-18,final
Malta,MT,OWID,2022-05-21,23,2022-07-18,final
Malta,MT,OWID,2022-05-28,21,2022-07-18,final
Malta,MT,OWID,2022-06-04,15,2022-07-18,final
Malta,MT,OWID,2022-06-11,12,2022-07-18,final
Malta,MT,OWID,2022-06-18,37,2022-07-18,final
Malta,MT,OWID,2022-06-25,75,2022-07-18,final
Malta,MT,OWID,2022-07-02,90,2022-07-24,final
Malta,MT,OWID,2022-07-09,114,2022-07-31,final
Malta,MT,OWID,2022-07-16,82,2022-08-07,final
Malta,MT,OWID,2022-07-23,53,2022-08-14,final
Malta,MT,OWID,2022-07-30,20,2022-08-21,final
Malta,MT,OWID,2022-08-06,21,2022-08-28,final
Malta,MT,OWID,2022-08-13,13,2022-09-04,final
Malta,MT,OWID,2022-08-20,14,2022-09-11,final
Malta,MT,OWID,2022-08-27,9,2022-09-18,final
Malta,MT,OWID,2022-09-03,7,2022-09-25,final
Malta,MT,OWID,2022-09-10,12,2022-10-02,final
Malta,MT,OWID,2022-09-17,8,2022-10-09,final
Malta,MT,OWID,2022-09-24,4,2022-10-16,final
Malta,MT,OWID,2022-10-01,7,2022-10-23,final
Malta,MT,OWID,2022-10-08,5,2022-10-30,final
Malta,MT,OWID,2022-11-05,10,2022-11-27,final
Malta,MT,OWID,2022-11-12,8,2022-12-04,final
Malta,MT,OWID,2022-11-19,8,2022-12-11,final
Malta,MT,OWID,2022-11-26,9,2022-12-18,final
Malta,MT,OWID,2022-12-03,5,2022-12-25,final
Malta,MT,OWID,2022-12-10,6,2023-01-01,final
Malta,MT,OWID,2022-12-17,12,2023-01-08,final
Malta,MT,OWID,2022-12-24,13,2023-01-15,final
Malta,MT,OWID,2022-12-31,38,2023-01-22,final
Malta,MT,OWID,2023-01-07,40,2023-01-29,final
Malta,MT,OWID,2023-01-14,14,2023-02-05,final
Malta,MT,OWID,2023-01-21,17,2023-02-12,final
Malta,MT,OWID,2023-01-28,13,2023-02-19,final
Malta,MT,OWID,2023-02-04,15,2023-02-23,near final
Malta,MT,OWID,2023-02-11,4,2023-02-23,near final
Malta,MT,OWID,2023-02-18,11,2023-02-23,near final
Netherlands,NL,OWID,2020-10-31,12791,2022-07-18,final
Netherlands,NL,OWID,2020-11-07,13310,2022-07-18,final
Netherlands,NL,OWID,2020-11-14,10585,2022-07-18,final
Netherlands,NL,OWID,2020-11-21,9518,2022-07-18,final
Netherlands,NL,OWID,2020-11-28,9281,2022-07-18,final
Netherlands,NL,OWID,2020-12-05,7868,2022-07-18,final
Netherlands,NL,OWID,2020-12-12,8690,2022-07-18,final
Netherlands,NL,OWID,2020-12-19,10038,2022-07-18,final
Netherlands,NL,OWID,2020-12-26,12627,2022-07-18,final
Netherlands,NL,OWID,2021-01-02,14214,2022-07-18,final
Netherlands,NL,OWID,2021-01-09,12982,2022-07-18,final
Netherlands,NL,OWID,2021-01-16,11145,2022-07-18,final
Netherlands,NL,OWID,2021-01-23,10214,2022-07-18,final
Netherlands,NL,OWID,2021-01-30,9835,2022-07-18,final
Netherlands,NL,OWID,2021-02-06,8850,2022-07-18,final
Netherlands,NL,OWID,2021-02-13,7999,2022-07-18,final
Netherlands,NL,OWID,2021-02-20,8466,2022-07-18,final
Netherlands,NL,OWID,2021-02-27,8185,2022-07-18,final
Netherlands,NL,OWID,2021-03-06,8682,2022-07-18,final
Netherlands,NL,OWID,2021-03-13,8851,2022-07-18,final
Netherlands,NL,OWID,2021-03-20,10044,2022-07-18,final
Netherlands,NL,OWID,2021-03-27,10991,2022-07-18,final
Netherlands,NL,OWID,2021-04-03,11878,2022-07-18,final
Netherlands,NL,OWID,2021-04-10,11766,2022-07-18,final
Netherlands,NL,OWID,2021-04-17,12234,2022-07-18,final
Netherlands,NL,OWID,2021-04-24,12353,2022-07-18,final
Netherlands,NL,OWID,2021-05-01,12803,2022-07-18,final
Netherlands,NL,OWID,2021-05-08,12095,2022-07-18,final
Netherlands,NL,OWID,2021-05-15,10708,2022-07-18,final
Netherlands,NL,OWID,2021-05-22,8264,2022-07-18,final
Netherlands,NL,OWID,2021-05-29,5655,2022-07-18,final
Netherlands,NL,OWID,2021-06-05,3820,2022-07-18,final
Netherlands,NL,OWID,2021-06-12,2827,2022-07-18,final
Netherlands,NL,OWID,2021-06-19,1826,2023-02-23,near final
Netherlands,NL,OWID,2021-06-26,1223,2023-02-23,near final
Netherlands,NL,OWID,2021-07-03,618,2022-07-18,final
Netherlands,NL,OWID,2021-07-10,419,2022-07-18,final
Netherlands,NL,OWID,2021-07-17,766,2022-07-18,final
Netherlands,NL,OWID,2021-07-24,2450,2022-07-18,final
Netherlands,NL,OWID,2021-07-31,3765,2022-07-18,final
Netherlands,NL,OWID,2021-08-07,3657,2022-07-18,final
Netherlands,NL,OWID,2021-08-14,3179,2022-07-18,final
Netherlands,NL,OWID,2021-08-21,3189,2022-07-18,final
Netherlands,NL,OWID,2021-08-28,3018,2022-07-18,final
Netherlands,NL,OWID,2021-09-04,3085,2022-07-18,final
Netherlands,NL,OWID,2021-09-11,2975,2022-07-18,final
Netherlands,NL,OWID,2021-09-18,2583,2022-07-18,final
Netherlands,NL,OWID,2021-09-25,1981,2022-07-18,final
Netherlands,NL,OWID,2021-10-02,1654,2022-07-18,final
Netherlands,NL,OWID,2021-10-09,1983,2022-07-18,final
Netherlands,NL,OWID,2021-10-16,2465,2022-07-18,final
Netherlands,NL,OWID,2021-10-23,3224,2022-07-18,final
Netherlands,NL,OWID,2021-10-30,5022,2022-07-18,final
Netherlands,NL,OWID,2021-11-06,7205,2022-07-18,final
Netherlands,NL,OWID,2021-11-13,8771,2022-07-18,final
Netherlands,NL,OWID,2021-11-20,10987,2022-07-18,final
Netherlands,NL,OWID,2021-11-27,13806,2022-07-18,final
Netherlands,NL,OWID,2021-12-04,14740,2022-07-18,final
Netherlands,NL,OWID,2021-12-11,13710,2022-07-18,final
Netherlands,NL,OWID,2021-12-18,12103,2022-07-18,final
Netherlands,NL,OWID,2021-12-25,8939,2022-07-18,final
Netherlands,NL,OWID,2022-01-01,7623,2022-07-18,final
Netherlands,NL,OWID,2022-01-08,6570,2022-07-18,final
Netherlands,NL,OWID,2022-01-15,5941,2022-07-18,final
Netherlands,NL,OWID,2022-01-22,5202,2022-07-18,final
Netherlands,NL,OWID,2022-01-29,6060,2022-07-18,final
Netherlands,NL,OWID,2022-02-05,8011,2022-07-18,final
Netherlands,NL,OWID,2022-02-12,8666,2022-07-18,final
Netherlands,NL,OWID,2022-02-19,9030,2022-07-18,final
Netherlands,NL,OWID,2022-02-26,8051,2022-07-18,final
Netherlands,NL,OWID,2022-03-05,6858,2022-07-18,final
Netherlands,NL,OWID,2022-03-12,8578,2022-07-18,final
Netherlands,NL,OWID,2022-03-19,11383,2022-07-18,final
Netherlands,NL,OWID,2022-03-26,11192,2022-07-18,final
Netherlands,NL,OWID,2022-04-02,10252,2022-07-18,final
Netherlands,NL,OWID,2022-04-09,8144,2022-07-18,final
