location_name,location,source,target_end_date,value,snapshot_date,status
Iceland,IS,OWID,2023-02-11,20,2023-02-23,near final
Iceland,IS,OWID,2023-02-18,8,2023-02-23,near final
Ireland,IE,OWID,2020-04-18,490,2022-07-18,final
Ireland,IE,OWID,2020-04-25,347,2022-07-18,final
Ireland,IE,OWID,2020-05-02,304,2022-07-18,final
Ireland,IE,OWID,2020-05-09,260,2022-07-18,final
Ireland,IE,OWID,2020-05-16,161,2022-07-18,final
Ireland,IE,OWID,2020-05-23,109,2022-07-18,final
Ireland,IE,OWID,2020-05-30,97,2022-07-18,final
Ireland,IE,OWID,2020-06-06,58,2022-07-18,final
Ireland,IE,OWID,2020-06-13,25,2022-07-18,final
Ireland,IE,OWID,2020-06-20,30,2022-07-18,final
Ireland,IE,OWID,2020-06-27,13,2022-07-18,final
Ireland,IE,OWID,2020-07-04,13,2022-07-18,final
Ireland,IE,OWID,2020-07-11,9,2022-07-18,final
Ireland,IE,OWID,2020-07-18,4,2022-07-18,final
Ireland,IE,OWID,2020-07-25,7,2022-07-18,final
Ireland,IE,OWID,2020-08-01,14,2022-07-18,final
Ireland,IE,OWID,2020-08-08,8,2022-07-18,final
Ireland,IE,OWID,2020-08-15,13,2022-07-18,final
Ireland,IE,OWID,2020-08-22,17,2022-07-18,final
Ireland,IE,OWID,2020-08-29,10,2022-07-18,final
Ireland,IE,OWID,2020-09-05,31,2022-07-18,final
Ireland,IE,OWID,2020-09-12,32,2022-07-18,final
Ireland,IE,OWID,2020-09-19,35,2022-07-18,final
Ireland,IE,OWID,2020-09-26,55,2022-07-18,final
Ireland,IE,OWID,2020-10-03,56,2022-07-18,final
Ireland,IE,OWID,2020-10-10,85,2022-07-18,final
Ireland,IE,OWID,2020-10-17,129,2022-07-18,final
Ireland,IE,OWID,2020-10-24,120,2022-07-18,final
Ireland,IE,OWID,2020-10-31,178,2022-07-18,final
Ireland,IE,OWID,2020-11-07,124,2022-07-18,final
Ireland,IE,OWID,2020-11-14,140,2022-07-18,final
Ireland,IE,OWID,2020-11-21,147,2022-07-18,final
Ireland,IE,OWID,2020-11-28,138,2022-07-18,final
Ireland,IE,OWID,2020-12-05,113,2022-07-18,final
Ireland,IE,OWID,2020-12-12,102,2022-07-18,final
Ireland,IE,OWID,2020-12-19,81,2022-07-18,final
Ireland,IE,OWID,2020-12-26,127,2022-07-18,final
Ireland,IE,OWID,2021-01-02,184,2022-07-18,final
Ireland,IE,OWID,2021-01-09,475,2022-07-18,final
Ireland,IE,OWID,2021-01-16,860,2022-07-18,final
Ireland,IE,OWID,2021-01-23,1070,2022-07-18,final
Ireland,IE,OWID,2021-01-30,719,2022-07-18,final
Ireland,IE,OWID,2021-02-06,549,2022-07-18,final
Ireland,IE,OWID,2021-02-13,413,2022-07-18,final
Ireland,IE,OWID,2021-02-20,307,2022-07-18,final
Ireland,IE,OWID,2021-02-27,314,2022-07-18,final
Ireland,IE,OWID,2021-03-06,194,2022-07-18,final
Ireland,IE,OWID,2021-03-13,166,2022-07-18,final
Ireland,IE,OWID,2021-03-20,154,2022-07-18,final
Ireland,IE,OWID,2021-03-27,192,2022-07-18,final
Ireland,IE,OWID,2021-04-03,144,2022-07-18,final
Ireland,IE,OWID,2021-04-10,118,2022-07-18,final
Ireland,IE,OWID,2021-04-17,81,2022-07-18,final
Ireland,IE,OWID,2021-04-24,93,2022-07-18,final
Ireland,IE,OWID,2021-05-01,102,2022-07-18,final
Ireland,IE,OWID,2021-05-08,78,2022-07-18,final
Ireland,IE,OWID,2021-05-15,84,2022-07-18,final
Ireland,IE,OWID,2021-05-29,88,2022-07-18,final
Ireland,IE,OWID,2021-06-05,71,2022-07-18,final
Ireland,IE,OWID,2021-06-12,65,2022-07-18,final
Ireland,IE,OWID,2021-06-19,50,2022-07-18,final
Ireland,IE,OWID,2021-06-26,49,2022-07-18,final
Ireland,IE,OWID,2021-07-03,43,2022-07-18,final
Ireland,IE,OWID,2021-07-10,56,2022-07-18,final
Ireland,IE,OWID,2021-07-17,60,2022-07-18,final
Ireland,IE,OWID,2021-07-24,112,2022-07-18,final
Ireland,IE,OWID,2021-07-31,140,2022-07-18,final
Ireland,IE,OWID,2021-08-07,185,2022-07-18,final
Ireland,IE,OWID,2021-08-14,171,2022-07-18,final
Ireland,IE,OWID,2021-08-21,232,2022-07-18,final
Ireland,IE,OWID,2021-08-28,275,2022-07-18,final
Ireland,IE,OWID,2021-09-04,313,2022-07-18,final
Ireland,IE,OWID,2021-09-11,291,2022-07-18,final
Ireland,IE,OWID,2021-09-18,270,2022-07-18,final
Ireland,IE,OWID,2021-09-25,239,2022-07-18,final
Ireland,IE,OWID,2021-10-02,264,2022-07-18,final
Ireland,IE,OWID,2021-10-09,256,2022-07-18,final
Ireland,IE,OWID,2021-10-16,315,2022-07-18,final
Ireland,IE,OWID,2021-10-23,383,2022-07-18,final
Ireland,IE,OWID,2021-10-30,355,2022-07-18,final
Ireland,IE,OWID,2021-11-06,403,2022-07-18,final
Ireland,IE,OWID,2021-11-13,371,2022-07-18,final
Ireland,IE,OWID,2021-11-20,506,2022-07-18,final
Ireland,IE,OWID,2021-11-27,545,2022-07-18,final
Ireland,IE,OWID,2021-12-04,439,2022-07-18,final
Ireland,IE,OWID,2021-12-11,472,2022-07-18,final
Ireland,IE,OWID,2021-12-18,434,2022-07-18,final
Ireland,IE,OWID,2021-12-25,330,2022-07-18,final
Ireland,IE,OWID,2022-01-01,425,2022-07-18,final
Ireland,IE,OWID,2022-01-08,806,2022-07-18,final
Ireland,IE,OWID,2022-01-15,1018,2022-07-18,final
Ireland,IE,OWID,2022-01-22,970,2022-07-18,final
Ireland,IE,OWID,2022-01-29,769,2022-07-18,final
Ireland,IE,OWID,2022-02-05,634,2022-07-18,final
Ireland,IE,OWID,2022-02-12,637,2022-07-18,final
Ireland,IE,OWID,2022-02-19,636,2022-07-18,final
Ireland,IE,OWID,2022-02-26,613,2022-07-18,final
Ireland,IE,OWID,2022-03-05,606,2022-07-18,final
Ireland,IE,OWID,2022-03-12,716,2022-07-18,final
Ireland,IE,OWID,2022-03-19,933,2022-07-18,final
Ireland,IE,OWID,2022-03-26,1120,2022-07-18,final
Ireland,IE,OWID,2022-04-02,1489,2022-07-18,final
Ireland,IE,OWID,2022-04-09,1200,2022-07-18,final
Ireland,IE,OWID,2022-04-16,960,2022-07-18,final
Ireland,IE,OWID,2022-04-23,751,2022-07-18,final
Ireland,IE,OWID,2022-04-30,523,2022-07-18,final
Ireland,IE,OWID,2022-05-07,400,2022-07-18,final
Ireland,IE,OWID,2022-05-14,350,2022-07-18,final
Ireland,IE,OWID,2022-05-21,288,2022-07-18,final
Ireland,IE,OWID,2022-05-28,243,2022-07-18,final
Ireland,IE,OWID,2022-06-04,245,2022-07-18,final
Ireland,IE,OWID,2022-06-11,296,2022-07-18,final
Ireland,IE,OWID,2022-06-18,422,2022-07-18,final
Ireland,IE,OWID,2022-06-25,551,2022-07-18,final
Ireland,IE,OWID,2022-07-02,708,2022-07-24,final
Ireland,IE,OWID,2022-07-09,820,2022-07-31,final
Ireland,IE,OWID,2022-07-16,1005,2022-08-07,final
Ireland,IE,OWID,2022-07-23,832,2022-08-14,final
Ireland,IE,OWID,2022-07-30,689,2022-08-21,final
Ireland,IE,OWID,2022-08-06,419,2022-08-28,final
Ireland,IE,OWID,2022-08-13,409,2022-09-04,final
Ireland,IE,OWID,2022-08-20,363,2022-09-11,final
Ireland,IE,OWID,2022-08-27,301,2022-09-18,final
Ireland,IE,OWID,2022-09-03,285,2022-09-25,final
Ireland,IE,OWID,2022-09-10,272,2022-10-02,final
Ireland,IE,OWID,2022-09-17,271,2022-10-09,final
Ireland,IE,OWID,2022-09-24,243,2022-10-16,final
Ireland,IE,OWID,2022-10-01,319,2022-10-23,final
Ireland,IE,OWID,2022-10-08,364,2022-10-30,final
Ireland,IE,OWID,2022-10-15,446,2022-11-06,final
Ireland,IE,OWID,2022-10-22,425,2022-11-13,final
Ireland,IE,OWID,2022-10-29,448,2022-11-20,final
Ireland,IE,OWID,2022-11-05,358,2022-11-27,final
Ireland,IE,OWID,2022-11-12,332,2022-12-04,final
Ireland,IE,OWID,2022-11-19,344,2022-12-11,final
Ireland,IE,OWID,2022-11-26,307,2022-12-18,final
Ireland,IE,OWID,2022-12-03,345,2022-12-25,final
Ireland,IE,OWID,2022-12-10,365,2023-01-01,final
Ireland,IE,OWID,2022-12-17,385,2023-01-08,final
Ireland,IE,OWID,2022-12-24,640,2023-01-15,final
Ireland,IE,OWID,2022-12-31,735,2023-01-22,final
Ireland,IE,OWID,2023-01-07,651,2023-01-29,final
Ireland,IE,OWID,2023-01-14,677,2023-02-05,final
Ireland,IE,OWID,2023-01-21,370,2023-02-12,final
Ireland,IE,OWID,2023-01-28,259,2023-02-19,final
Ireland,IE,OWID,2023-02-04,238,2023-02-23,near final
Ireland,IE,OWID,2023-02-11,195,2023-02-23,near final
Ireland,IE,OWID,2023-02-18,216,2023-02-23,near final
Italy,IT,OWID,2020-03-07,28735,2022-07-18,final
Italy,IT,OWID,2020-03-14,66996,2022-07-18,final
Italy,IT,OWID,2020-03-21,110346,2022-07-18,final
Italy,IT,OWID,2020-03-28,123441,2022-07-18,final
Italy,IT,OWID,2020-04-04,87436,2022-07-18,final
Italy,IT,OWID,2020-04-11,55172,2022-07-18,final
Italy,IT,OWID,2020-04-18,39902,2022-07-18,final
Italy,IT,OWID,2020-04-25,30767,2022-07-18,final
Italy,IT,OWID,2020-05-02,22670,2022-07-18,final
Italy,IT,OWID,2020-05-09,14542,2022-07-18,final
Italy,IT,OWID,2020-05-16,11249,2022-07-18,final
Italy,IT,OWID,2020-05-23,8081,2022-07-18,final
Italy,IT,OWID,2020-05-30,6024,2022-07-18,final
Italy,IT,OWID,2020-06-06,4683,2022-07-18,final
Italy,IT,OWID,2020-06-13,3951,2022-07-18,final
Italy,IT,OWID,2020-06-20,3719,2022-07-18,final
Italy,IT,OWID,2020-06-27,3638,2022-07-18,final
Italy,IT,OWID,2020-07-04,3434,2022-07-18,final
Italy,IT,OWID,2020-07-11,3270,2022-07-18,final
Italy,IT,OWID,2020-07-18,3275,2022-07-18,final
Italy,IT,OWID,2020-07-25,3420,2022-07-18,final
Italy,IT,OWID,2020-08-01,3341,2022-07-18,final
Italy,IT,OWID,2020-08-08,3639,2022-07-18,final
Italy,IT,OWID,2020-08-15,3759,2022-07-18,final
Italy,IT,OWID,2020-08-22,4495,2022-07-18,final
Italy,IT,OWID,2020-08-29,6023,2022-07-18,final
Italy,IT,OWID,2020-09-05,7167,2022-07-18,final
Italy,IT,OWID,2020-09-12,8607,2022-07-18,final
Italy,IT,OWID,2020-09-19,10318,2022-07-18,final
Italy,IT,OWID,2020-09-26,11395,2022-07-18,final
Italy,IT,OWID,2020-10-03,12975,2022-07-18,final
Italy,IT,OWID,2020-10-10,19664,2022-07-18,final
Italy,IT,OWID,2020-10-17,33439,2022-07-18,final
Italy,IT,OWID,2020-10-24,57825,2022-07-18,final
Italy,IT,OWID,2020-10-31,87232,2022-07-18,final
Italy,IT,OWID,2020-11-07,110954,2022-07-18,final
Italy,IT,OWID,2020-11-14,122027,2022-07-18,final
Italy,IT,OWID,2020-11-21,116489,2022-07-18,final
Italy,IT,OWID,2020-11-28,96927,2022-07-18,final
Italy,IT,OWID,2020-12-05,80435,2022-07-18,final
Italy,IT,OWID,2020-12-12,70462,2022-07-18,final
Italy,IT,OWID,2020-12-19,63304,2022-07-18,final
Italy,IT,OWID,2020-12-26,59700,2022-07-18,final
Italy,IT,OWID,2021-01-02,61337,2022-07-18,final
Italy,IT,OWID,2021-01-09,65720,2022-07-18,final
Italy,IT,OWID,2021-01-16,64096,2022-07-18,final
Italy,IT,OWID,2021-01-23,56169,2022-07-18,final
Italy,IT,OWID,2021-01-30,49995,2022-07-18,final
Italy,IT,OWID,2021-02-06,47221,2022-07-18,final
Italy,IT,OWID,2021-02-13,46752,2022-07-18,final
Italy,IT,OWID,2021-02-20,45796,2022-07-18,final
Italy,IT,OWID,2021-02-27,54460,2022-07-18,final
Italy,IT,OWID,2021-03-06,68343,2022-07-18,final
Italy,IT,OWID,2021-03-13,82120,2022-07-18,final
Italy,IT,OWID,2021-03-20,91112,2022-07-18,final
Italy,IT,OWID,2021-03-27,90085,2022-07-18,final
Italy,IT,OWID,2021-04-03,85155,2022-07-18,final
Italy,IT,OWID,2021-04-10,75582,2022-07-18,final
Italy,IT,OWID,2021-04-17,61821,2022-07-18,final
Italy,IT,OWID,2021-04-24,52607,2022-07-18,final
Italy,IT,OWID,2021-05-01,46773,2022-07-18,final
Italy,IT,OWID,2021-05-08,38968,2022-07-18,final
Italy,IT,OWID,2021-05-15,29505,2022-07-18,final
Italy,IT,OWID,2021-05-22,21333,2022-07-18,final
Italy,IT,OWID,2021-05-29,14669,2022-07-18,final
Italy,IT,OWID,2021-06-05,10745,2022-07-18,final
Italy,IT,OWID,2021-06-12,8296,2022-07-18,final
Italy,IT,OWID,2021-06-19,5881,2022-07-18,final
Italy,IT,OWID,2021-06-26,4132,2022-07-18,final
Italy,IT,OWID,2021-07-03,3426,2022-07-18,final
Italy,IT,OWID,2021-07-10,3397,2022-07-18,final
Italy,IT,OWID,2021-07-17,4242,2022-07-18,final
Italy,IT,OWID,2021-07-24,6771,2022-07-18,final
Italy,IT,OWID,2021-07-31,9944,2022-07-18,final
Italy,IT,OWID,2021-08-07,12513,2022-07-18,final
Italy,IT,OWID,2021-08-14,15082,2022-07-18,final
Italy,IT,OWID,2021-08-21,17040,2022-07-18,final
Italy,IT,OWID,2021-08-28,17680,2022-07-18,final
Italy,IT,OWID,2021-09-04,17455,2022-07-18,final
Italy,IT,OWID,2021-09-11,15957,2022-07-18,final
Italy,IT,OWID,2021-09-18,14097,2022-07-18,final
Italy,IT,OWID,2021-09-25,11602,2022-07-18,final
Italy,IT,OWID,2021-10-02,9549,2022-07-18,final
Italy,IT,OWID,2021-10-09,8410,2022-07-18,final
Italy,IT,OWID,2021-10-16,7343,2022-07-18,final
Italy,IT,OWID,2021-10-23,8587,2022-07-18,final
Italy,IT,OWID,2021-10-30,10644,2022-07-18,final
Italy,IT,OWID,2021-11-06,12650,2022-07-18,final
Italy,IT,OWID,2021-11-13,14704,2022-07-18,final
Italy,IT,OWID,2021-11-20,17646,2022-07-18,final
Italy,IT,OWID,2021-11-27,20473,2022-07-18,final
Italy,IT,OWID,2021-12-04,22973,2022-07-18,final
Italy,IT,OWID,2021-12-11,26667,2022-07-18,final
Italy,IT,OWID,2021-12-18,31271,2022-07-18,final
Italy,IT,OWID,2021-12-25,37152,2022-07-18,final
Italy,IT,OWID,2022-01-01,51866,2022-07-18,final
Italy,IT,OWID,2022-01-08,70985,2022-07-18,final
Italy,IT,OWID,2022-01-15,79914,2022-07-18,final
Italy,IT,OWID,2022-01-22,78981,2022-07-18,final
Italy,IT,OWID,2022-01-29,73483,2022-07-18,final
Italy,IT,OWID,2022-02-05,65533,2022-07-18,final
Italy,IT,OWID,2022-02-12,54921,2022-07-18,final
Italy,IT,OWID,2022-02-19,43684,2022-07-18,final
Italy,IT,OWID,2022-02-26,35246,2022-07-18,final
Italy,IT,OWID,2022-03-05,28837,2022-07-18,final
Italy,IT,OWID,2022-03-12,28093,2022-07-18,final
Italy,IT,OWID,2022-03-19,31908,2022-07-18,final
Italy,IT,OWID,2022-03-26,35828,2022-07-18,final
Italy,IT,OWID,2022-04-02,38168,2022-07-18,final
Italy,IT,OWID,2022-04-09,36657,2022-07-18,final
Italy,IT,OWID,2022-04-16,35791,2022-07-18,final
Italy,IT,OWID,2022-04-23,34344,2022-07-18,final
Italy,IT,OWID,2022-04-30,32697,2022-07-18,final
Italy,IT,OWID,2022-05-07,29797,2022-07-18,final
Italy,IT,OWID,2022-05-14,25646,2022-07-18,final
Italy,IT,OWID,2022-05-21,22559,2022-07-18,final
Italy,IT,OWID,2022-05-28,18050,2022-07-18,final
Italy,IT,OWID,2022-06-04,15240,2022-07-18,final
Italy,IT,OWID,2022-06-11,15048,2022-07-18,final
Italy,IT,OWID,2022-06-18,17879,2022-07-18,final
Italy,IT,OWID,2022-06-25,24341,2022-07-23,final
Italy,IT,OWID,2022-07-02,32365,2022-07-30,final
Italy,IT,OWID,2022-07-09,41650,2022-08-06,final
Italy,IT,OWID,2022-07-16,44653,2022-08-13,final
Italy,IT,OWID,2022-07-23,43980,2022-08-20,final
Italy,IT,OWID,2022-07-30,39951,2022-08-27,final
Italy,IT,OWID,2022-08-06,31699,2022-09-03,final
Italy,IT,OWID,2022-08-13,25971,2022-09-10,final
Italy,IT,OWID,2022-08-20,20210,2022-09-17,final
Italy,IT,OWID,2022-08-27,18551,2022-09-24,final
Italy,IT,OWID,2022-09-03,15932,2022-10-01,final
Italy,IT,OWID,2022-09-10,14184,2022-10-08,final
Italy,IT,OWID,2022-09-17,12942,2022-10-15,final
Italy,IT,OWID,2022-09-24,13157,2022-10-22,final
Italy,IT,OWID,2022-10-01,17641,2022-10-29,final
Italy,IT,OWID,2022-10-08,24244,2022-11-05,final
Italy,IT,OWID,2022-10-15,28412,2022-11-12,final
Italy,IT,OWID,2022-10-22,28009,2022-11-19,final
Italy,IT,OWID,2022-10-29,25789,2022-11-26,final
Italy,IT,OWID,2022-11-05,22695,2022-12-03,final
Italy,IT,OWID,2022-11-12,24373,2022-12-10,final
Italy,IT,OWID,2022-11-19,27416,2022-12-17,final
Italy,IT,OWID,2022-11-26,30541,2022-12-24,final
Italy,IT,OWID,2022-12-03,32211,2022-12-31,final
Italy,IT,OWID,2022-12-10,34580,2023-01-07,final
Italy,IT,OWID,2022-12-17,32649,2023-01-14,final
Italy,IT,OWID,2022-12-24,29882,2023-01-21,final
Italy,IT,OWID,2022-12-31,27259,2023-01-28,final
Italy,IT,OWID,2023-01-07,25601,2023-02-04,final
Italy,IT,OWID,2023-01-14,20338,2023-02-11,final
Italy,IT,OWID,2023-01-21,15558,2023-02-18,final
Italy,IT,OWID,2023-01-28,12471,2023-02-23,near final
Italy,IT,OWID,2023-02-04,11471,2023-02-23,near final
Italy,IT,OWID,2023-02-11,10592,2023-02-23,expecting revisions
Latvia,LV,OWID,2020-01-11,0,2022-07-18,final
Latvia,LV,OWID,2020-01-18,0,2022-07-18,final
Latvia,LV,OWID,2020-02-15,0,2022-07-18,final
Latvia,LV,OWID,2020-03-07,0,2022-07-18,final
Latvia,LV,OWID,2020-03-14,3,2022-07-18,final
Latvia,LV,OWID,2020-03-21,6,2022-07-18,final
Latvia,LV,OWID,2020-03-28,16,2022-07-18,final
Latvia,LV,OWID,2020-04-04,29,2022-07-18,final
Latvia,LV,OWID,2020-04-11,28,2022-07-18,final
Latvia,LV,OWID,2020-04-18,25,2022-07-18,final
Latvia,LV,OWID,2020-04-25,18,2022-07-18,final
Latvia,LV,OWID,2020-05-02,14,2022-07-18,final
Latvia,LV,OWID,2020-05-09,9,2022-07-18,final
Latvia,LV,OWID,2020-05-16,10,2022-07-18,final
Latvia,LV,OWID,2020-05-23,10,2022-07-18,final
Latvia,LV,OWID,2020-05-30,8,2022-07-18,final
Latvia,LV,OWID,2020-06-06,4,2022-07-18,final
Latvia,LV,OWID,2020-06-13,3,2022-07-18,final
Latvia,LV,OWID,2020-06-20,3,2022-07-18,final
Latvia,LV,OWID,2020-06-27,4,2022-07-18,final
Latvia,LV,OWID,2020-07-04,2,2022-07-18,final
Latvia,LV,OWID,2020-07-11,1,2022-07-18,final
Latvia,LV,OWID,2020-07-18,1,2022-07-18,final
Latvia,LV,OWID,2020-07-25,1,2022-07-18,final
Latvia,LV,OWID,2020-08-01,1,2022-07-18,final
Latvia,LV,OWID,2020-08-08,2,2022-07-18,final
Latvia,LV,OWID,2020-08-15,5,2022-07-18,final
Latvia,LV,OWID,2020-08-22,2,2022-07-18,final
Latvia,LV,OWID,2020-08-29,5,2022-07-18,final
Latvia,LV,OWID,2020-09-05,4,2022-07-18,final
Latvia,LV,OWID,2020-09-12,5,2022-07-18,final
Latvia,LV,OWID,2020-09-19,6,2022-07-18,final
Latvia,LV,OWID,2020-09-26,7,2022-07-18,final
Latvia,LV,OWID,2020-10-03,6,2022-07-18,final
Latvia,LV,OWID,2020-10-10,26,2022-07-18,final
Latvia,LV,OWID,2020-10-17,49,2022-07-18,final
Latvia,LV,OWID,2020-10-24,51,2022-07-18,final
Latvia,LV,OWID,2020-10-31,123,2022-07-18,final
Latvia,LV,OWID,2020-11-07,194,2022-07-18,final
Latvia,LV,OWID,2020-11-14,215,2022-07-18,final
Latvia,LV,OWID,2020-11-21,278,2022-07-18,final
Latvia,LV,OWID,2020-11-28,325,2022-07-18,final
Latvia,LV,OWID,2020-12-05,478,2022-07-18,final
Latvia,LV,OWID,2020-12-12,505,2022-07-18,final
Latvia,LV,OWID,2020-12-19,643,2022-07-18,final
Latvia,LV,OWID,2020-12-26,745,2022-07-18,final
Latvia,LV,OWID,2021-01-02,793,2022-07-18,final
Latvia,LV,OWID,2021-01-09,833,2022-07-18,final
Latvia,LV,OWID,2021-01-16,928,2022-07-18,final
Latvia,LV,OWID,2021-01-23,801,2022-07-18,final
Latvia,LV,OWID,2021-01-30,740,2022-07-18,final
Latvia,LV,OWID,2021-02-06,701,2022-07-18,final
Latvia,LV,OWID,2021-02-13,637,2022-07-18,final
Latvia,LV,OWID,2021-02-20,565,2022-07-18,final
Latvia,LV,OWID,2021-02-27,492,2022-07-18,final
Latvia,LV,OWID,2021-03-06,484,2022-07-18,final
Latvia,LV,OWID,2021-03-13,514,2022-07-18,final
Latvia,LV,OWID,2021-03-20,371,2022-07-18,final
Latvia,LV,OWID,2021-03-27,415,2022-07-18,final
Latvia,LV,OWID,2021-04-03,516,2022-07-18,final
Latvia,LV,OWID,2021-04-10,427,2022-07-18,final
Latvia,LV,OWID,2021-04-17,426,2022-07-18,final
Latvia,LV,OWID,2021-04-24,432,2022-07-18,final
Latvia,LV,OWID,2021-05-01,479,2022-07-18,final
Latvia,LV,OWID,2021-05-08,456,2022-07-18,final
Latvia,LV,OWID,2021-05-15,454,2022-07-18,final
Latvia,LV,OWID,2021-05-22,455,2022-07-18,final
Latvia,LV,OWID,2021-05-29,357,2022-07-18,final
Latvia,LV,OWID,2021-06-05,266,2022-07-18,final
Latvia,LV,OWID,2021-06-12,206,2022-07-18,final
Latvia,LV,OWID,2021-06-19,182,2022-07-18,final
Latvia,LV,OWID,2021-06-26,132,2022-07-18,final
Latvia,LV,OWID,2021-07-03,88,2022-07-18,final
Latvia,LV,OWID,2021-07-10,49,2022-07-18,final
Latvia,LV,OWID,2021-07-17,48,2022-07-18,final
Latvia,LV,OWID,2021-07-24,41,2022-07-18,final
Latvia,LV,OWID,2021-07-31,25,2022-07-18,final
Latvia,LV,OWID,2021-08-07,34,2022-07-18,final
Latvia,LV,OWID,2021-08-14,45,2022-07-18,final
Latvia,LV,OWID,2021-08-21,47,2022-07-18,final
Latvia,LV,OWID,2021-08-28,44,2022-07-18,final
Latvia,LV,OWID,2021-09-04,139,2022-07-18,final
Latvia,LV,OWID,2021-09-11,141,2022-07-18,final
Latvia,LV,OWID,2021-09-18,217,2022-07-18,final
Latvia,LV,OWID,2021-09-25,285,2022-07-18,final
Latvia,LV,OWID,2021-10-02,340,2022-07-18,final
Latvia,LV,OWID,2021-10-09,463,2022-07-18,final
Latvia,LV,OWID,2021-10-16,669,2022-07-18,final
Latvia,LV,OWID,2021-10-23,966,2022-07-18,final
Latvia,LV,OWID,2021-10-30,1195,2022-07-18,final
Latvia,LV,OWID,2021-11-06,1174,2022-07-18,final
Latvia,LV,OWID,2021-11-13,1155,2022-07-18,final
Latvia,LV,OWID,2021-11-20,802,2022-07-18,final
Latvia,LV,OWID,2021-11-27,603,2022-07-18,final
Latvia,LV,OWID,2021-12-04,530,2022-07-18,final
Latvia,LV,OWID,2021-12-11,438,2022-07-18,final
Latvia,LV,OWID,2021-12-18,305,2022-07-18,final
Latvia,LV,OWID,2021-12-25,375,2022-07-18,final
Latvia,LV,OWID,2022-01-01,343,2022-07-18,final
Latvia,LV,OWID,2022-01-08,363,2022-07-18,final
Latvia,LV,OWID,2022-01-15,453,2022-07-18,final
Latvia,LV,OWID,2022-01-22,463,2022-07-18,final
Latvia,LV,OWID,2022-01-29,574,2022-07-18,final
Latvia,LV,OWID,2022-02-05,783,2022-07-18,final
Latvia,LV,OWID,2022-02-12,879,2022-07-18,final
Latvia,LV,OWID,2022-02-19,1035,2022-07-18,final
Latvia,LV,OWID,2022-02-26,1072,2022-07-18,final
Latvia,LV,OWID,2022-03-05,1066,2022-07-18,final
Latvia,LV,OWID,2022-03-12,993,2022-07-18,final
Latvia,LV,OWID,2022-03-19,953,2022-07-18,final
Latvia,LV,OWID,2022-03-26,809,2022-07-18,final
Latvia,LV,OWID,2022-04-02,845,2022-07-18,final
Latvia,LV,OWID,2022-04-09,649,2022-07-18,final
Latvia,LV,OWID,2022-04-16,452,2022-07-18,final
Latvia,LV,OWID,2022-04-23,330,2022-07-18,final
Latvia,LV,OWID,2022-04-30,239,2022-07-18,final
Latvia,LV,OWID,2022-05-07,194,2022-07-18,final
Latvia,LV,OWID,2022-05-14,164,2022-07-18,final
Latvia,LV,OWID,2022-05-21,127,2022-07-18,final
Latvia,LV,OWID,2022-05-28,124,2022-07-18,final
Latvia,LV,OWID,2022-06-04,110,2022-07-18,final
Latvia,LV,OWID,2022-06-11,62,2022-07-18,final
Latvia,LV,OWID,2022-06-18,93,2022-07-18,final
Latvia,LV,OWID,2022-06-25,98,2022-07-18,final
Latvia,LV,OWID,2022-07-02,90,2022-07-24,final
Latvia,LV,OWID,2022-07-09,144,2022-07-31,final
Latvia,LV,OWID,2022-07-16,137,2022-08-07,final
Latvia,LV,OWID,2022-07-23,149,2022-08-14,final
Latvia,LV,OWID,2022-07-30,207,2022-08-21,final
Latvia,LV,OWID,2022-08-06,172,2022-08-28,final
Latvia,LV,OWID,2022-08-13,201,2022-09-04,final
Latvia,LV,OWID,2022-08-20,296,2022-09-11,final
Latvia,LV,OWID,2022-08-27,228,2022-09-18,final
Latvia,LV,OWID,2022-09-03,201,2022-09-25,final
Latvia,LV,OWID,2022-09-10,184,2022-10-02,final
Latvia,LV,OWID,2022-09-17,236,2022-10-09,final
Latvia,LV,OWID,2022-09-24,303,2022-10-16,final
Latvia,LV,OWID,2022-10-01,403,2022-10-23,final
Latvia,LV,OWID,2022-10-08,364,2022-10-30,final
Latvia,LV,OWID,2022-10-15,379,2022-11-06,final
Latvia,LV,OWID,2022-10-22,301,2022-11-13,final
Latvia,LV,OWID,2022-10-29,196,2022-11-20,final
Latvia,LV,OWID,2022-11-05,227,2022-11-27,final
Latvia,LV,OWID,2022-11-12,154,2022-12-04,final
Latvia,LV,OWID,2022-11-19,152,2022-12-11,final
Latvia,LV,OWID,2022-11-26,141,2022-12-18,final
Latvia,LV,OWID,2022-12-03,192,2022-12-25,final
Latvia,LV,OWID,2022-12-10,267,2023-01-01,final
Latvia,LV,OWID,2022-12-17,381,2023-01-08,final
Latvia,LV,OWID,2022-12-24,374,2023-01-15,final
Latvia,LV,OWID,2022-12-31,339,2023-01-22,final
Latvia,LV,OWID,2023-01-07,312,2023-01-29,final
Latvia,LV,OWID,2023-01-14,208,2023-02-05,final
Latvia,LV,OWID,2023-01-21,161,2023-02-12,final
Latvia,LV,OWID,2023-01-28,122,2023-02-19,final
Latvia,LV,OWID,2023-02-04,142,2023-02-23,near final
Latvia,LV,OWID,2023-02-11,117,2023-02-23,near final
Latvia,LV,OWID,2023-02-18,125,2023-02-23,near final
Liechtenstein,LI,OWID,2021-11-20,4,2022-07-18,final
Liechtenstein,LI,OWID,2021-11-27,3,2022-07-18,final
