model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
RobertWalraven-ESG,inc case,1,Overall,1.2,1.32,0.29,0.62,-0.37,160,32,NA
SDSC_ISG-TrendModel,inc case,1,Overall,0.8,NA,NA,NA,NA,160,32,NA
USC-SIkJalpha,inc case,1,Overall,1.47,1.58,0.3,0.5,-0.33,160,32,NA
UVA-Ensemble,inc case,1,Overall,2.52,NA,0.47,0.86,NA,160,32,NA
epiforecasts-EpiNow2,inc case,1,Overall,1.91,1.81,0.44,0.82,-0.07,160,32,NA
EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.56,0.85,-0.37,158,32,NA
EuroCOVIDhub-ensemble,inc case,4,Overall,1.63,1.94,0.34,0.73,-0.45,158,32,NA
IEM_Health-CovidProject,inc case,4,Overall,1.21,1.56,0.15,0.39,-0.6,153,31,NA
ILM-EKF,inc case,4,Overall,3.73,4.71,0.17,0.47,-0.68,158,32,NA
Karlen-pypm,inc case,4,Overall,5.42,4.78,0.14,0.59,0.25,22,18,NA
LANL-GrowthRate,inc case,4,Overall,1.13,1.33,0.23,0.56,-0.62,158,32,NA
MUNI-ARIMA,inc case,4,Overall,1.09,1.14,0.44,0.82,-0.5,158,32,NA
RobertWalraven-ESG,inc case,4,Overall,1.11,1.45,0.2,0.45,-0.69,158,32,NA
USC-SIkJalpha,inc case,4,Overall,1.17,1.49,0.15,0.15,-0.81,158,32,NA
UVA-Ensemble,inc case,4,Overall,1.28,NA,0.22,0.49,NA,158,32,NA
epiforecasts-EpiNow2,inc case,4,Overall,1.78,1.99,0.13,0.43,-0.53,158,32,NA
EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.55,0.82,-0.35,160,32,NA
EuroCOVIDhub-ensemble,inc case,3,Overall,1.51,1.62,0.26,0.7,-0.41,160,32,NA
IEM_Health-CovidProject,inc case,3,Overall,1.32,1.59,0.14,0.41,-0.53,155,31,NA
ILM-EKF,inc case,3,Overall,2.7,3.24,0.17,0.47,-0.58,159,32,NA
Karlen-pypm,inc case,3,Overall,5.82,5.45,0.26,0.6,0.34,50,29,NA
LANL-GrowthRate,inc case,3,Overall,1.18,1.37,0.16,0.54,-0.58,160,32,NA
MUNI-ARIMA,inc case,3,Overall,1.12,1.19,0.44,0.83,-0.43,160,32,NA
RobertWalraven-ESG,inc case,3,Overall,1.08,1.37,0.15,0.46,-0.68,160,32,NA
USC-SIkJalpha,inc case,3,Overall,1.36,1.72,0.18,0.19,-0.7,160,32,NA
UVA-Ensemble,inc case,3,Overall,1.35,NA,0.36,0.69,NA,160,32,NA
epiforecasts-EpiNow2,inc case,3,Overall,2.05,2.17,0.17,0.51,-0.38,160,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.25,0.56,-0.54,157,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.1,0.11,-0.84,157,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,1.39,NA,0.34,0.76,NA,118,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.91,0.98,0.01,160,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.53,0.42,0.78,0.97,0.12,160,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.81,0.58,0.55,0.83,-0.13,155,31,NA
ILM-EKF,inc death,2,Overall,0.67,0.65,0.83,0.98,0.08,160,32,NA
Karlen-pypm,inc death,2,Overall,1.05,0.71,0.5,0.94,0.16,78,29,NA
LANL-GrowthRate,inc death,2,Overall,0.58,0.45,0.42,0.79,0.09,160,32,NA
MUNI-ARIMA,inc death,2,Overall,0.88,0.66,0.72,0.96,-0.09,160,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.8,0.65,0.75,0.93,-0.16,160,32,NA
UMass-MechBayes,inc death,2,Overall,0.88,0.69,0.54,0.9,0.16,160,32,NA
USC-SIkJalpha,inc death,2,Overall,0.65,0.53,0.39,0.51,0.2,160,32,NA
USyd-OneModelMan,inc death,2,Overall,0.73,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.96,0.74,0.5,0.94,0.26,158,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.89,0.96,0.12,159,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.38,0.43,0.77,0.95,0.13,159,32,NA
IEM_Health-CovidProject,inc death,4,Overall,0.75,0.63,0.43,0.86,0,154,31,NA
ILM-EKF,inc death,4,Overall,0.45,0.58,0.71,0.97,-0.13,159,32,NA
Karlen-pypm,inc death,4,Overall,2.43,1.17,0.18,0.77,0.19,22,18,NA
LANL-GrowthRate,inc death,4,Overall,0.39,0.32,0.34,0.73,0.05,159,32,NA
MUNI-ARIMA,inc death,4,Overall,0.66,0.63,0.72,0.95,-0.03,159,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.61,0.56,0.76,0.91,-0.17,159,32,NA
UMass-MechBayes,inc death,4,Overall,0.95,0.88,0.49,0.87,-0.09,159,32,NA
USC-SIkJalpha,inc death,4,Overall,0.36,0.35,0.38,0.5,-0.13,159,32,NA
USyd-OneModelMan,inc death,4,Overall,0.61,NA,NA,NA,NA,159,32,NA
epiforecasts-EpiNow2,inc death,4,Overall,0.76,0.79,0.49,0.9,-0.06,154,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.92,0.96,0.06,160,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.47,0.42,0.77,0.97,0.13,160,32,NA
IEM_Health-CovidProject,inc death,3,Overall,0.75,0.58,0.5,0.86,-0.09,155,31,NA
ILM-EKF,inc death,3,Overall,0.55,0.59,0.75,0.97,-0.03,159,32,NA
Karlen-pypm,inc death,3,Overall,1.51,0.98,0.42,0.82,0.25,50,29,NA
LANL-GrowthRate,inc death,3,Overall,0.49,0.4,0.36,0.72,0.07,160,32,NA
MUNI-ARIMA,inc death,3,Overall,0.84,0.68,0.71,0.94,-0.07,160,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.77,0.65,0.74,0.91,-0.21,160,32,NA
UMass-MechBayes,inc death,3,Overall,0.85,0.74,0.52,0.87,0.01,160,32,NA
USC-SIkJalpha,inc death,3,Overall,0.58,0.51,0.38,0.51,0.1,160,32,NA
USyd-OneModelMan,inc death,3,Overall,0.64,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,3,Overall,1.05,0.92,0.53,0.89,0.12,156,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,0.91,NA,0.38,0.84,NA,112,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.83,0.98,0.01,160,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.72,0.51,0.7,0.97,0.09,160,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.81,0.58,0.58,0.85,-0.1,155,31,NA
ILM-EKF,inc death,1,Overall,0.84,0.77,0.86,0.97,0.12,160,32,NA
Imperial-DeCa,inc death,1,Overall,1.1,0.99,0.16,0.48,0.13,62,16,NA
Imperial-RtI0,inc death,1,Overall,0.99,0.86,0.47,0.84,-0.1,62,16,NA
Imperial-sbkp,inc death,1,Overall,0.87,0.8,0.42,0.68,-0.17,62,16,NA
Karlen-pypm,inc death,1,Overall,0.94,0.68,0.58,0.96,0.02,106,29,NA
LANL-GrowthRate,inc death,1,Overall,0.8,0.63,0.42,0.85,0.03,160,32,NA
MUNI-ARIMA,inc death,1,Overall,0.87,0.64,0.71,0.96,-0.05,160,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.97,0.77,0.78,0.92,-0.12,160,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.82,NA,NA,NA,NA,160,32,NA
UMass-MechBayes,inc death,1,Overall,1.08,0.8,0.5,0.89,0.17,160,32,NA
USC-SIkJalpha,inc death,1,Overall,1.04,0.87,0.36,0.48,0.21,160,32,NA
USyd-OneModelMan,inc death,1,Overall,0.78,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,1.18,0.83,0.54,0.92,0.24,158,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.28,0.68,0.05,158,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.32,0.43,-0.21,158,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,1,1,-0.26,5,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,1.81,2.17,0.2,0.6,-0.39,5,1,Austria
IEM_Health-CovidProject,inc case,4,AT,1.03,1.64,0.2,0.2,-0.72,5,1,Austria
ILM-EKF,inc case,4,AT,1.15,1.78,0.2,0.2,-0.88,5,1,Austria
LANL-GrowthRate,inc case,4,AT,1.01,1.38,0.2,0.4,-0.68,5,1,Austria
MUNI-ARIMA,inc case,4,AT,1.02,0.96,0.4,1,-0.56,5,1,Austria
RobertWalraven-ESG,inc case,4,AT,1.17,1.42,0.2,0.4,-0.82,5,1,Austria
USC-SIkJalpha,inc case,4,AT,1.14,1.87,0.2,0.2,-0.88,5,1,Austria
UVA-Ensemble,inc case,4,AT,1.38,NA,0,0.6,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,6.03,7.51,0,0.4,-0.5,5,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,1,1,-0.32,5,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,1.13,1.26,0.2,0.8,-0.29,5,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.99,1.44,0,0.4,-0.62,5,1,Austria
ILM-EKF,inc case,3,AT,1.29,1.76,0,0.4,-0.92,5,1,Austria
LANL-GrowthRate,inc case,3,AT,0.86,1.27,0.2,0.6,-0.72,5,1,Austria
MUNI-ARIMA,inc case,3,AT,1.19,1.07,0.6,1,-0.42,5,1,Austria
RobertWalraven-ESG,inc case,3,AT,1.28,1.52,0.2,0.2,-0.86,5,1,Austria
USC-SIkJalpha,inc case,3,AT,1.74,2.49,0,0,-0.6,5,1,Austria
UVA-Ensemble,inc case,3,AT,0.9,NA,0.6,0.8,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,7.08,8.16,0,0.2,-0.16,5,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.8,1,-0.4,5,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.69,0.79,0.6,0.8,-0.32,5,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.83,1.11,0.4,0.6,-0.43,5,1,Austria
ILM-EKF,inc case,2,AT,1.29,1.6,0.2,0.4,-0.72,5,1,Austria
LANL-GrowthRate,inc case,2,AT,0.9,0.98,0.4,0.6,-0.58,5,1,Austria
MUNI-ARIMA,inc case,2,AT,0.95,0.88,0.4,1,-0.3,5,1,Austria
RobertWalraven-ESG,inc case,2,AT,1.2,1.26,0.2,0.4,-0.82,5,1,Austria
USC-SIkJalpha,inc case,2,AT,1.26,1.48,0.2,0.4,-0.38,5,1,Austria
UVA-Ensemble,inc case,2,AT,1.27,NA,0.4,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,3.52,3.69,0.2,0.6,-0.11,5,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.8,1,-0.48,5,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.76,0.61,0.4,1,-0.27,5,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.61,0.81,0.6,0.6,-0.34,5,1,Austria
ILM-EKF,inc case,1,AT,1.66,1.66,0.2,0.6,-0.51,5,1,Austria
Karlen-pypm,inc case,1,AT,1.47,1.16,0.75,1,0.39,4,1,Austria
LANL-GrowthRate,inc case,1,AT,0.76,0.66,0.2,0.8,-0.39,5,1,Austria
MUNI-ARIMA,inc case,1,AT,0.94,0.73,0.4,1,-0.12,5,1,Austria
RobertWalraven-ESG,inc case,1,AT,1.08,0.94,0.4,0.8,-0.66,5,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.6,NA,NA,NA,NA,5,1,Austria
USC-SIkJalpha,inc case,1,AT,0.88,1.01,0.4,0.6,-0.52,5,1,Austria
UVA-Ensemble,inc case,1,AT,0.92,NA,0.8,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,1.54,1.57,0.4,0.6,-0.13,5,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0.2,0.4,-0.54,5,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0,0,-1,5,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,1,1,0.16,5,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.87,0.45,0.6,1,0.32,5,1,Austria
IEM_Health-CovidProject,inc death,4,AT,0.78,0.34,0.4,1,0.22,5,1,Austria
ILM-EKF,inc death,4,AT,0.46,0.22,0.8,1,-0.34,5,1,Austria
LANL-GrowthRate,inc death,4,AT,2.07,1.06,0.2,0.4,0.85,5,1,Austria
MUNI-ARIMA,inc death,4,AT,0.7,0.46,0.8,1,-0.12,5,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.46,0.25,1,1,-0.16,5,1,Austria
UMass-MechBayes,inc death,4,AT,0.4,0.15,0.6,1,-0.36,5,1,Austria
USC-SIkJalpha,inc death,4,AT,0.22,0.09,0.4,0.6,-0.08,5,1,Austria
USyd-OneModelMan,inc death,4,AT,0.87,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,5.76,2.02,0.4,1,-0.13,5,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,1,1,0.12,5,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.51,0.33,0.4,1,0.32,5,1,Austria
IEM_Health-CovidProject,inc death,3,AT,0.63,0.44,0.4,0.8,0.14,5,1,Austria
ILM-EKF,inc death,3,AT,0.35,0.22,1,1,-0.18,5,1,Austria
LANL-GrowthRate,inc death,3,AT,1.17,0.81,0.2,0.6,0.76,5,1,Austria
MUNI-ARIMA,inc death,3,AT,0.56,0.46,0.8,1,0,5,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.49,0.3,1,1,-0.1,5,1,Austria
UMass-MechBayes,inc death,3,AT,0.54,0.37,0.4,0.8,0.16,5,1,Austria
USC-SIkJalpha,inc death,3,AT,0.56,0.39,0,0,0.6,5,1,Austria
USyd-OneModelMan,inc death,3,AT,0.47,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,2.27,1.63,0.4,0.8,0.28,5,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,1,1,0.06,5,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.87,0.42,0.6,1,0.3,5,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.94,0.58,0.2,0.8,0.12,5,1,Austria
ILM-EKF,inc death,2,AT,0.51,0.34,1,1,0,5,1,Austria
LANL-GrowthRate,inc death,2,AT,1.36,0.79,0,0.6,0.6,5,1,Austria
MUNI-ARIMA,inc death,2,AT,1.12,0.58,0.6,1,-0.08,5,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.94,0.47,0.6,1,-0.02,5,1,Austria
UMass-MechBayes,inc death,2,AT,0.91,0.45,0.4,1,0.24,5,1,Austria
USC-SIkJalpha,inc death,2,AT,0.83,0.5,0,0,0.2,5,1,Austria
USyd-OneModelMan,inc death,2,AT,0.82,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,1.58,0.87,0.4,1,0.29,5,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,1,1,-0.02,5,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.85,0.5,0.2,1,0.06,5,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.7,0.55,0.2,0.8,-0.11,5,1,Austria
ILM-EKF,inc death,1,AT,0.75,0.63,1,1,0.08,5,1,Austria
Karlen-pypm,inc death,1,AT,0.95,0.53,0.25,1,0.34,4,1,Austria
LANL-GrowthRate,inc death,1,AT,1.3,0.72,0.4,0.8,0.29,5,1,Austria
MUNI-ARIMA,inc death,1,AT,1.24,0.71,0.6,1,-0.12,5,1,Austria
RobertWalraven-ESG,inc death,1,AT,1.08,0.66,0.8,1,0.02,5,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.7,NA,NA,NA,NA,5,1,Austria
UMass-MechBayes,inc death,1,AT,1.13,0.58,0,1,0.17,5,1,Austria
USC-SIkJalpha,inc death,1,AT,0.53,0.53,0.4,0.6,-0.14,5,1,Austria
USyd-OneModelMan,inc death,1,AT,0.85,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,1.05,0.67,0.4,1,0.21,5,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.2,0.4,0.58,5,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0,0.2,-0.24,5,1,Austria
BIOCOMSC-Gompertz,inc case,2,BE,1.41,NA,0.2,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.6,1,-0.52,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,1.1,1.42,0.6,0.6,-0.32,5,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.25,1.4,0.4,0.6,-0.52,5,1,Belgium
ILM-EKF,inc case,2,BE,1.67,1.89,0.4,0.6,-0.14,5,1,Belgium
LANL-GrowthRate,inc case,2,BE,1.5,1.66,0.4,0.6,-0.71,5,1,Belgium
MUNI-ARIMA,inc case,2,BE,2.58,2.74,0.2,0.6,-0.66,5,1,Belgium
RobertWalraven-ESG,inc case,2,BE,1.22,1.37,0,0.6,-0.26,5,1,Belgium
USC-SIkJalpha,inc case,2,BE,1.25,1.73,0.4,0.4,-0.6,5,1,Belgium
UVA-Ensemble,inc case,2,BE,1.35,NA,0,1,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.28,1.99,0.6,0.6,-0.46,5,1,Belgium
BIOCOMSC-Gompertz,inc case,1,BE,1.98,NA,0.2,1,NA,5,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.6,1,-0.54,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.29,1.38,0.6,0.8,-0.26,5,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.37,1.3,0.4,0.8,-0.4,5,1,Belgium
ILM-EKF,inc case,1,BE,1.73,1.52,0.4,0.8,0.02,5,1,Belgium
Karlen-pypm,inc case,1,BE,2.1,2.58,0.75,1,0.42,4,1,Belgium
LANL-GrowthRate,inc case,1,BE,2.48,2.53,0.6,0.6,-0.64,5,1,Belgium
MUNI-ARIMA,inc case,1,BE,3.84,4.25,0,0.4,-0.58,5,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.56,1.37,0.2,0.8,-0.29,5,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,1.67,NA,NA,NA,NA,5,1,Belgium
USC-SIkJalpha,inc case,1,BE,1.48,1.64,0.4,0.4,-0.2,5,1,Belgium
UVA-Ensemble,inc case,1,BE,1.82,NA,0.2,0.6,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.3,1.94,0.6,0.8,-0.34,5,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.4,1,-0.5,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,1.48,1.68,0.2,0.6,-0.61,5,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.2,1.56,0.2,0.4,-0.84,5,1,Belgium
ILM-EKF,inc case,4,BE,1.44,1.9,0.2,0.6,-0.7,5,1,Belgium
LANL-GrowthRate,inc case,4,BE,1.45,1.68,0,0.2,-0.97,5,1,Belgium
MUNI-ARIMA,inc case,4,BE,1.32,1.33,0.4,1,-0.63,5,1,Belgium
RobertWalraven-ESG,inc case,4,BE,1.15,1.53,0.4,0.4,-0.66,5,1,Belgium
USC-SIkJalpha,inc case,4,BE,1.64,2.36,0,0,-1,5,1,Belgium
UVA-Ensemble,inc case,4,BE,1.52,NA,0,0.4,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.56,2.23,0.2,0.2,-0.88,5,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.6,1,-0.5,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.19,1.55,0.4,0.6,-0.45,5,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.19,1.59,0.4,0.4,-0.58,5,1,Belgium
ILM-EKF,inc case,3,BE,1.93,2.41,0.2,0.4,-0.37,5,1,Belgium
LANL-GrowthRate,inc case,3,BE,1.43,1.71,0.2,0.2,-0.88,5,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.83,1.91,0.2,0.8,-0.81,5,1,Belgium
RobertWalraven-ESG,inc case,3,BE,1.21,1.51,0.2,0.4,-0.56,5,1,Belgium
USC-SIkJalpha,inc case,3,BE,1.42,2.17,0.2,0.2,-0.72,5,1,Belgium
UVA-Ensemble,inc case,3,BE,1.33,NA,0.4,1,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.38,2.18,0.4,0.4,-0.64,5,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.2,0.4,-0.84,5,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0,0,-1,5,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.1,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.25,0.14,1,1,0.08,5,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,0.6,0.23,0.2,1,0.2,5,1,Belgium
ILM-EKF,inc death,4,BE,0.22,0.15,1,1,-0.04,5,1,Belgium
LANL-GrowthRate,inc death,4,BE,0.22,0.09,0.6,1,-0.06,5,1,Belgium
MUNI-ARIMA,inc death,4,BE,1.14,0.44,0.6,1,-0.16,5,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.44,0.2,1,1,-0.06,5,1,Belgium
UMass-MechBayes,inc death,4,BE,0.37,0.12,0.4,1,-0.54,5,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.19,0.1,0.6,0.6,-0.12,5,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.7,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,0.16,0.12,0.6,1,-0.38,5,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,0.02,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.3,0.15,1,1,0.12,5,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.75,0.31,0.2,0.8,0.06,5,1,Belgium
ILM-EKF,inc death,3,BE,0.31,0.23,1,1,0.18,5,1,Belgium
LANL-GrowthRate,inc death,3,BE,0.49,0.2,0.6,0.8,-0.02,5,1,Belgium
MUNI-ARIMA,inc death,3,BE,1.49,0.51,0.4,1,-0.26,5,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.44,0.22,1,1,-0.04,5,1,Belgium
UMass-MechBayes,inc death,3,BE,0.33,0.12,0.4,1,-0.44,5,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.16,0.09,0.6,0.6,0.56,5,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.68,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,0.25,0.15,1,1,0.18,5,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,0.02,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.53,0.19,1,1,0.1,5,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.04,0.38,0.2,0.6,-0.08,5,1,Belgium
ILM-EKF,inc death,2,BE,0.61,0.31,1,1,0.18,5,1,Belgium
LANL-GrowthRate,inc death,2,BE,1.04,0.39,0.4,0.8,0.08,5,1,Belgium
MUNI-ARIMA,inc death,2,BE,1.02,0.3,0.6,1,-0.46,5,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.42,0.25,1,1,-0.04,5,1,Belgium
UMass-MechBayes,inc death,2,BE,0.42,0.12,0.6,1,-0.22,5,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.49,0.19,0.4,0.6,0.31,5,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.89,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,0.64,0.25,0.6,1,0.42,5,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,1,1,-0,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,1,0.33,0.8,1,0.08,5,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1,0.36,0.4,0.8,-0.2,5,1,Belgium
ILM-EKF,inc death,1,BE,1.1,0.56,1,1,0.16,5,1,Belgium
Karlen-pypm,inc death,1,BE,1.58,0.46,0.25,1,0.05,4,1,Belgium
LANL-GrowthRate,inc death,1,BE,2.29,0.76,0,0.6,0.21,5,1,Belgium
MUNI-ARIMA,inc death,1,BE,1.03,0.37,0.8,1,-0.42,5,1,Belgium
RobertWalraven-ESG,inc death,1,BE,1,0.47,1,1,-0,5,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.25,NA,NA,NA,NA,5,1,Belgium
UMass-MechBayes,inc death,1,BE,0.79,0.25,0.6,1,0.04,5,1,Belgium
USC-SIkJalpha,inc death,1,BE,0.79,0.27,0.2,0.6,-0.04,5,1,Belgium
USyd-OneModelMan,inc death,1,BE,1.17,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,1.33,0.5,0.4,1,0.38,5,1,Belgium
