model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
EuroCOVIDhub-ensemble,inc case,1,Overall,0.58,0.59,0.62,0.97,-0.08,160,32,NA
IEM_Health-CovidProject,inc case,1,Overall,1.11,1.02,0.36,0.88,0.13,155,31,NA
ILM-EKF,inc case,1,Overall,0.68,0.71,0.56,0.89,0.1,160,32,NA
Karlen-pypm,inc case,1,Overall,1.08,1.11,0.53,0.95,0.01,145,29,NA
LANL-GrowthRate,inc case,1,Overall,0.84,0.87,0.55,0.95,-0.4,160,32,NA
MUNI-ARIMA,inc case,1,Overall,0.79,0.79,0.64,0.96,-0.03,160,32,NA
RobertWalraven-ESG,inc case,1,Overall,1.02,1.08,0.33,0.66,-0.32,160,32,NA
SDSC_ISG-TrendModel,inc case,1,Overall,0.68,NA,NA,NA,NA,160,32,NA
USC-SIkJalpha,inc case,1,Overall,1.39,1.7,0.12,0.59,-0.14,160,32,NA
UVA-Ensemble,inc case,1,Overall,4.72,NA,0.22,0.69,NA,160,32,NA
epiforecasts-EpiNow2,inc case,1,Overall,0.98,1.11,0.68,0.96,-0.03,160,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.19,0.58,-0.41,160,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.16,0.26,-0.47,160,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.85,1,-0.24,160,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.8,0.68,0.56,0.96,-0.23,160,32,NA
IEM_Health-CovidProject,inc death,4,Overall,0.89,0.86,0.33,0.77,-0.37,154,31,NA
ILM-EKF,inc death,4,Overall,1.81,1.74,0.65,0.95,0.05,159,32,NA
Karlen-pypm,inc death,4,Overall,1.68,1.55,0.3,0.83,-0.07,145,29,NA
LANL-GrowthRate,inc death,4,Overall,0.88,0.9,0.23,0.62,-0.5,160,32,NA
MUNI-ARIMA,inc death,4,Overall,0.99,0.89,0.65,0.96,-0.32,160,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.93,0.94,0.54,0.77,-0.46,160,32,NA
UMass-MechBayes,inc death,4,Overall,1.88,1.72,0.41,0.81,-0.01,160,32,NA
USC-SIkJalpha,inc death,4,Overall,1.12,1.27,0.25,0.43,-0.07,160,32,NA
USyd-OneModelMan,inc death,4,Overall,0.73,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,4,Overall,2.44,2.27,0.54,0.91,0.08,156,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.84,1,-0.24,160,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.7,0.57,0.55,0.96,-0.23,160,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.01,0.95,0.38,0.77,-0.25,154,31,NA
ILM-EKF,inc death,3,Overall,1.14,1.08,0.77,0.98,0.04,160,32,NA
Karlen-pypm,inc death,3,Overall,1.08,0.92,0.39,0.88,-0.19,145,29,NA
LANL-GrowthRate,inc death,3,Overall,0.76,0.77,0.29,0.63,-0.49,160,32,NA
MUNI-ARIMA,inc death,3,Overall,0.91,0.77,0.66,0.96,-0.29,160,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.9,0.85,0.52,0.78,-0.37,160,32,NA
UMass-MechBayes,inc death,3,Overall,1.35,1.22,0.39,0.83,-0.05,160,32,NA
USC-SIkJalpha,inc death,3,Overall,1.12,1.26,0.22,0.38,-0.09,160,32,NA
USyd-OneModelMan,inc death,3,Overall,0.72,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,3,Overall,1.49,1.34,0.49,0.92,-0,157,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.73,1,-0.23,160,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.67,0.51,0.52,0.97,-0.22,160,32,NA
IEM_Health-CovidProject,inc death,2,Overall,1,0.87,0.33,0.71,-0.12,154,31,NA
ILM-EKF,inc death,2,Overall,0.82,0.83,0.86,0.99,0.03,160,32,NA
Karlen-pypm,inc death,2,Overall,0.88,0.7,0.45,0.94,-0.28,145,29,NA
LANL-GrowthRate,inc death,2,Overall,0.79,0.71,0.38,0.69,-0.43,160,32,NA
MUNI-ARIMA,inc death,2,Overall,0.81,0.7,0.68,0.97,-0.23,160,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.83,0.72,0.49,0.79,-0.3,160,32,NA
UMass-MechBayes,inc death,2,Overall,1.12,0.89,0.41,0.9,-0.12,160,32,NA
USC-SIkJalpha,inc death,2,Overall,1.13,1.2,0.21,0.38,-0.11,160,32,NA
USyd-OneModelMan,inc death,2,Overall,0.79,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,1.19,0.99,0.46,0.92,-0.13,157,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.64,1,-0.2,160,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.74,0.58,0.57,0.98,-0.19,160,32,NA
IEM_Health-CovidProject,inc death,1,Overall,1.13,0.97,0.36,0.77,-0.09,154,31,NA
ILM-EKF,inc death,1,Overall,0.79,0.93,0.92,1,0.02,160,32,NA
Karlen-pypm,inc death,1,Overall,0.91,0.74,0.52,0.97,-0.29,145,29,NA
LANL-GrowthRate,inc death,1,Overall,0.93,0.8,0.4,0.76,-0.31,160,32,NA
MUNI-ARIMA,inc death,1,Overall,0.97,0.78,0.61,0.96,-0.17,160,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.79,0.68,0.52,0.83,-0.2,160,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,1,NA,NA,NA,NA,160,32,NA
UMass-MechBayes,inc death,1,Overall,1.28,1.04,0.41,0.93,-0.1,160,32,NA
USC-SIkJalpha,inc death,1,Overall,1.21,1.32,0.21,0.38,-0.14,160,32,NA
USyd-OneModelMan,inc death,1,Overall,1.01,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,1.15,0.88,0.53,0.97,-0.17,158,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.24,0.6,-0.48,160,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.29,0.42,-0.13,160,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0,1,-0.74,5,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.47,0.62,0.4,0.8,-0.57,5,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.5,0.61,0.4,1,-0.64,5,1,Austria
ILM-EKF,inc case,4,AT,0.76,0.93,0.6,1,0.17,5,1,Austria
Karlen-pypm,inc case,4,AT,2.07,2.74,0.2,0.6,0.06,5,1,Austria
LANL-GrowthRate,inc case,4,AT,0.73,0.99,0.2,0.4,-0.78,5,1,Austria
MUNI-ARIMA,inc case,4,AT,0.52,0.61,0.6,1,-0.32,5,1,Austria
RobertWalraven-ESG,inc case,4,AT,1.09,1.76,0,0,-1,5,1,Austria
USC-SIkJalpha,inc case,4,AT,0.76,1.26,0.2,0.2,-0.46,5,1,Austria
UVA-Ensemble,inc case,4,AT,0.63,NA,0,0.6,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,4.41,5.61,0.4,0.6,0.1,5,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0,1,-0.74,5,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.47,0.57,0.2,0.8,-0.36,5,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.5,0.56,0.2,1,-0.34,5,1,Austria
ILM-EKF,inc case,3,AT,0.69,0.8,0.8,1,0.44,5,1,Austria
Karlen-pypm,inc case,3,AT,0.96,1.06,0.2,0.8,0.05,5,1,Austria
LANL-GrowthRate,inc case,3,AT,0.57,0.83,0.4,0.6,-0.59,5,1,Austria
MUNI-ARIMA,inc case,3,AT,0.36,0.49,0.8,1,-0.36,5,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.99,1.52,0,0,-1,5,1,Austria
USC-SIkJalpha,inc case,3,AT,0.47,0.74,0,0.4,-0.56,5,1,Austria
UVA-Ensemble,inc case,3,AT,0.9,NA,0.2,0.6,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,1.29,1.78,0.6,0.8,-0.16,5,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0,1,-0.74,5,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.35,0.51,0.4,0.8,-0.12,5,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.51,0.58,0.2,0.8,0,5,1,Austria
ILM-EKF,inc case,2,AT,0.66,0.73,0.6,1,0.44,5,1,Austria
Karlen-pypm,inc case,2,AT,0.8,0.87,0.4,0.8,0.08,5,1,Austria
LANL-GrowthRate,inc case,2,AT,0.53,0.68,0.6,0.6,-0.16,5,1,Austria
MUNI-ARIMA,inc case,2,AT,0.26,0.43,0.8,1,-0.24,5,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.85,1.18,0,0,-1,5,1,Austria
USC-SIkJalpha,inc case,2,AT,0.47,0.67,0,0.6,-0.54,5,1,Austria
UVA-Ensemble,inc case,2,AT,1.31,NA,0.2,0.8,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,1.01,1.14,0.6,1,-0.1,5,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0,1,-0.76,5,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.35,0.39,0.8,0.8,-0.1,5,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.38,0.41,0.4,0.8,-0.02,5,1,Austria
ILM-EKF,inc case,1,AT,0.51,0.6,0.8,1,0.28,5,1,Austria
Karlen-pypm,inc case,1,AT,0.71,0.81,0.4,1,0.17,5,1,Austria
LANL-GrowthRate,inc case,1,AT,0.49,0.6,0.4,0.8,-0.26,5,1,Austria
MUNI-ARIMA,inc case,1,AT,0.21,0.32,0.8,1,-0.08,5,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.7,0.83,0.2,0.6,-0.86,5,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.4,NA,NA,NA,NA,5,1,Austria
USC-SIkJalpha,inc case,1,AT,0.45,0.58,0.2,0.8,-0.42,5,1,Austria
UVA-Ensemble,inc case,1,AT,1.39,NA,0.4,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.72,0.7,0.4,1,-0.18,5,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0,0.2,-0.98,5,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0,0,-0.6,5,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,1,1,-0.14,5,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.91,0.53,0.4,1,0.18,5,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.34,0.75,0.4,0.8,-0.64,5,1,Austria
ILM-EKF,inc death,4,AT,1.17,0.95,0.6,1,0.4,5,1,Austria
Karlen-pypm,inc death,4,AT,2.59,1.78,0.4,0.8,0.31,5,1,Austria
LANL-GrowthRate,inc death,4,AT,1.12,0.79,0.2,0.8,-0.39,5,1,Austria
MUNI-ARIMA,inc death,4,AT,1.59,0.82,0.6,1,-0.32,5,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.93,0.62,0.8,0.8,-0.18,5,1,Austria
UMass-MechBayes,inc death,4,AT,1.86,1.75,0.2,0.8,0.66,5,1,Austria
USC-SIkJalpha,inc death,4,AT,1.69,1.25,0,0,0.6,5,1,Austria
USyd-OneModelMan,inc death,4,AT,1.27,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,4.78,2.99,0.6,0.8,0.6,5,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,1,1,-0.2,5,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.63,0.49,0.6,1,0.1,5,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1.06,0.74,0.4,0.8,-0.68,5,1,Austria
ILM-EKF,inc death,3,AT,1.01,0.92,0.6,1,0.38,5,1,Austria
Karlen-pypm,inc death,3,AT,0.92,0.71,0.4,0.8,0.24,5,1,Austria
LANL-GrowthRate,inc death,3,AT,0.92,0.82,0.2,0.6,-0.46,5,1,Austria
MUNI-ARIMA,inc death,3,AT,1.16,0.81,0.8,1,-0.32,5,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.6,0.45,0.8,1,-0.17,5,1,Austria
UMass-MechBayes,inc death,3,AT,0.94,0.84,0.2,0.6,0.63,5,1,Austria
USC-SIkJalpha,inc death,3,AT,1.11,1.02,0,0.2,0.56,5,1,Austria
USyd-OneModelMan,inc death,3,AT,0.81,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,1.15,0.87,0.2,0.8,0.42,5,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.8,1,-0.16,5,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.88,0.68,0.4,0.8,0.08,5,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.58,0.49,0.2,0.6,-0.4,5,1,Austria
ILM-EKF,inc death,2,AT,0.86,0.89,0.6,1,0.32,5,1,Austria
Karlen-pypm,inc death,2,AT,0.67,0.66,0.6,0.8,0.06,5,1,Austria
LANL-GrowthRate,inc death,2,AT,0.89,1.02,0.4,0.6,-0.48,5,1,Austria
MUNI-ARIMA,inc death,2,AT,1.08,0.83,0.4,1,-0.26,5,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.96,0.83,0.6,0.8,-0.04,5,1,Austria
UMass-MechBayes,inc death,2,AT,0.52,0.52,0.4,1,0.35,5,1,Austria
USC-SIkJalpha,inc death,2,AT,1.14,1.22,0.4,0.4,0.38,5,1,Austria
USyd-OneModelMan,inc death,2,AT,0.56,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,1.04,0.84,0.2,0.8,0.36,5,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.8,1,-0.16,5,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.55,0.63,0.6,0.8,0,5,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.47,0.61,0.2,0.8,-0.01,5,1,Austria
ILM-EKF,inc death,1,AT,0.64,0.8,0.8,1,0.2,5,1,Austria
Karlen-pypm,inc death,1,AT,0.59,0.76,0.6,0.8,-0.06,5,1,Austria
LANL-GrowthRate,inc death,1,AT,0.6,0.96,0.6,0.8,-0.31,5,1,Austria
MUNI-ARIMA,inc death,1,AT,0.55,0.65,0.6,1,0.01,5,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.52,0.61,0.8,0.8,0.04,5,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.64,NA,NA,NA,NA,5,1,Austria
UMass-MechBayes,inc death,1,AT,0.72,1.06,0.2,0.6,0.32,5,1,Austria
USC-SIkJalpha,inc death,1,AT,0.72,1.22,0,0.4,0.2,5,1,Austria
USyd-OneModelMan,inc death,1,AT,0.59,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.52,0.65,0.4,1,0.19,5,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0,0.6,-0.22,5,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.2,0.2,0.48,5,1,Austria
EuroCOVIDhub-baseline,inc case,4,BE,1,1,1,1,-0.3,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,0.54,0.96,1,1,-0.08,5,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,1.4,1.1,0.6,1,0.08,5,1,Belgium
ILM-EKF,inc case,4,BE,4.33,3.19,0.6,1,0.49,5,1,Belgium
Karlen-pypm,inc case,4,BE,4.73,3.49,0.6,0.8,-0.12,5,1,Belgium
LANL-GrowthRate,inc case,4,BE,2.03,1.08,0.6,1,-0.56,5,1,Belgium
MUNI-ARIMA,inc case,4,BE,2.5,2.02,0.8,1,-0.21,5,1,Belgium
RobertWalraven-ESG,inc case,4,BE,1.42,0.92,0.4,1,-0.56,5,1,Belgium
USC-SIkJalpha,inc case,4,BE,17.29,17.15,0.2,0.2,0.04,5,1,Belgium
UVA-Ensemble,inc case,4,BE,1.22,NA,0,0.6,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.55,2.74,1,1,-0.04,5,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,1,1,-0.24,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,0.64,0.95,1,1,-0.08,5,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.76,1.18,0.4,1,0.21,5,1,Belgium
ILM-EKF,inc case,3,BE,1.74,1.43,1,1,0.3,5,1,Belgium
Karlen-pypm,inc case,3,BE,1.04,0.82,0.6,1,-0.38,5,1,Belgium
LANL-GrowthRate,inc case,3,BE,2.47,1.29,0.6,1,-0.52,5,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.73,1.61,1,1,-0.04,5,1,Belgium
RobertWalraven-ESG,inc case,3,BE,1.91,1.12,0.4,1,-0.59,5,1,Belgium
USC-SIkJalpha,inc case,3,BE,10.85,9.78,0,0,0.2,5,1,Belgium
UVA-Ensemble,inc case,3,BE,2.64,NA,0.2,0.6,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.8,2.37,1,1,-0.14,5,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,1,1,-0.2,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.77,0.92,1,1,-0.16,5,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.91,1.16,0.4,1,0.5,5,1,Belgium
ILM-EKF,inc case,2,BE,1.19,1.14,1,1,0.26,5,1,Belgium
Karlen-pypm,inc case,2,BE,1.04,0.6,0.6,1,-0.4,5,1,Belgium
LANL-GrowthRate,inc case,2,BE,4.11,1.94,0.6,1,-0.52,5,1,Belgium
MUNI-ARIMA,inc case,2,BE,1.3,1.27,1,1,-0.16,5,1,Belgium
RobertWalraven-ESG,inc case,2,BE,2.55,1.32,0.2,1,-0.71,5,1,Belgium
USC-SIkJalpha,inc case,2,BE,6.97,5.56,0,0.2,0.54,5,1,Belgium
UVA-Ensemble,inc case,2,BE,6.09,NA,0,0.6,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,2.77,2.34,1,1,-0.24,5,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,1,1,-0.1,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.09,1.04,1,1,-0.22,5,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,2.74,1.34,0.2,1,0.58,5,1,Belgium
ILM-EKF,inc case,1,BE,0.84,1.1,1,1,0.14,5,1,Belgium
Karlen-pypm,inc case,1,BE,1.76,0.93,0.8,1,-0.42,5,1,Belgium
LANL-GrowthRate,inc case,1,BE,8.69,3.78,0.4,1,-0.56,5,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.17,1.18,1,1,-0.14,5,1,Belgium
RobertWalraven-ESG,inc case,1,BE,2.93,1.49,0.6,1,-0.54,5,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,3.16,NA,NA,NA,NA,5,1,Belgium
USC-SIkJalpha,inc case,1,BE,3.7,2.73,0,0.6,0.52,5,1,Belgium
UVA-Ensemble,inc case,1,BE,21.66,NA,0,0,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,6.35,3.38,1,1,-0.36,5,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.2,0.8,-0.7,5,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.2,0.2,-0.38,5,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,-0.12,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.84,0.24,0.6,1,-0.38,5,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,1.21,0.42,0.4,0.8,-0.56,5,1,Belgium
ILM-EKF,inc death,4,BE,0.73,0.48,0.8,1,0.04,5,1,Belgium
Karlen-pypm,inc death,4,BE,1.37,0.48,0.2,0.8,-0.31,5,1,Belgium
LANL-GrowthRate,inc death,4,BE,1.06,0.5,0.2,0.2,-0.82,5,1,Belgium
MUNI-ARIMA,inc death,4,BE,1.21,0.43,0.8,1,-0.38,5,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.96,0.32,0.6,1,-0.44,5,1,Belgium
UMass-MechBayes,inc death,4,BE,0.88,0.22,0.6,0.8,-0.42,5,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.32,0.1,0.2,1,-0.03,5,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.71,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,0.91,0.43,0.6,1,-0.18,5,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,-0.14,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.75,0.25,0.8,1,-0.34,5,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.63,0.24,0.6,1,-0.36,5,1,Belgium
ILM-EKF,inc death,3,BE,0.57,0.38,1,1,-0.12,5,1,Belgium
Karlen-pypm,inc death,3,BE,0.87,0.29,0.4,1,-0.5,5,1,Belgium
LANL-GrowthRate,inc death,3,BE,1.29,0.53,0.2,0.2,-0.9,5,1,Belgium
MUNI-ARIMA,inc death,3,BE,1.09,0.43,1,1,-0.3,5,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.87,0.29,0.8,1,-0.38,5,1,Belgium
UMass-MechBayes,inc death,3,BE,0.96,0.22,0.4,0.8,-0.33,5,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.62,0.25,0.4,0.4,-0.22,5,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.42,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,1.17,0.35,0.6,1,-0.26,5,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,-0.14,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.96,0.32,0.6,1,-0.32,5,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.36,0.4,0.4,1,-0.03,5,1,Belgium
ILM-EKF,inc death,2,BE,0.72,0.45,1,1,-0.1,5,1,Belgium
Karlen-pypm,inc death,2,BE,0.9,0.3,0.4,1,-0.46,5,1,Belgium
LANL-GrowthRate,inc death,2,BE,1.64,0.57,0,0.4,-0.9,5,1,Belgium
MUNI-ARIMA,inc death,2,BE,1.4,0.48,0.8,1,-0.34,5,1,Belgium
RobertWalraven-ESG,inc death,2,BE,1.3,0.41,0.8,1,-0.3,5,1,Belgium
UMass-MechBayes,inc death,2,BE,1.16,0.31,0.6,0.8,-0.37,5,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.74,0.3,0.2,0.4,-0.32,5,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.78,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,1.58,0.43,0.8,1,-0.38,5,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,1,1,-0.14,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.98,0.53,0.6,1,-0.36,5,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.63,0.89,0.4,0.6,-0.25,5,1,Belgium
ILM-EKF,inc death,1,BE,0.92,0.73,1,1,-0.06,5,1,Belgium
Karlen-pypm,inc death,1,BE,0.71,0.41,0.6,1,-0.42,5,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.23,0.72,0.2,0.6,-0.75,5,1,Belgium
MUNI-ARIMA,inc death,1,BE,1.21,0.64,0.6,1,-0.42,5,1,Belgium
RobertWalraven-ESG,inc death,1,BE,1.15,0.62,0.8,1,-0.28,5,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.65,NA,NA,NA,NA,5,1,Belgium
UMass-MechBayes,inc death,1,BE,1.13,0.61,0.2,0.8,-0.23,5,1,Belgium
USC-SIkJalpha,inc death,1,BE,0.85,0.67,0.2,0.2,-0.34,5,1,Belgium
