model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
epiforecasts-EpiNow2,inc case,3,AT,1.17,1.26,0.4,0.8,0.62,5,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0,1,0.18,5,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.95,1.02,0.4,1,0.52,5,1,Austria
IEM_Health-CovidProject,inc case,2,AT,1.32,1.29,0.4,1,0.64,5,1,Austria
ILM-EKF,inc case,2,AT,1.4,1.48,0.6,1,0.54,5,1,Austria
LANL-GrowthRate,inc case,2,AT,0.68,0.69,0.4,1,0.26,5,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.9,NA,0.4,0.6,NA,5,1,Austria
USC-SIkJalpha,inc case,2,AT,0.78,0.82,0.4,0.8,0.49,5,1,Austria
UVA-Ensemble,inc case,2,AT,1.29,NA,0,0.8,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,1.07,1.03,0.2,0.8,0.4,5,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.2,1,0.38,5,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.97,0.88,0.8,1,0.32,5,1,Austria
IEM_Health-CovidProject,inc case,1,AT,1.24,1.14,0.4,1,0.46,5,1,Austria
ILM-EKF,inc case,1,AT,1.28,1.27,0.6,1,0.38,5,1,Austria
LANL-GrowthRate,inc case,1,AT,0.71,0.73,0.6,1,-0.1,5,1,Austria
RobertWalraven-ESG,inc case,1,AT,1.03,NA,0.4,0.8,NA,5,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.71,NA,NA,NA,NA,4,1,Austria
UMass-SemiMech,inc case,1,AT,1.19,1.09,0.75,1,0.18,4,1,Austria
USC-SIkJalpha,inc case,1,AT,0.74,0.84,0.8,0.8,0.5,5,1,Austria
UVA-Ensemble,inc case,1,AT,1.84,NA,0.2,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,1.04,0.91,0.4,0.8,0.08,5,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.25,1,0.13,4,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,2.15,2.24,0.25,0.75,0.67,4,1,Austria
IEM_Health-CovidProject,inc case,4,AT,2.96,2.89,0.25,0.75,0.83,4,1,Austria
ILM-EKF,inc case,4,AT,3.14,3.32,0.25,1,0.68,4,1,Austria
LANL-GrowthRate,inc case,4,AT,1.2,1.15,0.25,1,0.28,4,1,Austria
RobertWalraven-ESG,inc case,4,AT,0.75,NA,0.5,0.75,NA,4,1,Austria
USC-SIkJalpha,inc case,4,AT,1.76,2.2,0.5,0.5,0.62,4,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,2.29,2.27,0.25,1,0.75,4,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,1,1,-0.3,5,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.46,0.79,1,1,0.12,5,1,Austria
IEM_Health-CovidProject,inc death,3,AT,2.09,1.5,0.6,1,-0.26,5,1,Austria
ILM-EKF,inc death,3,AT,2.04,1.98,1,1,0.34,5,1,Austria
LANL-GrowthRate,inc death,3,AT,1.36,0.98,0.4,1,-0.6,5,1,Austria
RobertWalraven-ESG,inc death,3,AT,1.59,1.15,0.2,0.8,-0.72,5,1,Austria
USC-SIkJalpha,inc death,3,AT,1.43,1.15,0.6,1,0.49,5,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,2.73,2.15,0.2,0.8,0.81,5,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.8,1,-0.2,5,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.54,0.76,1,1,0.16,5,1,Austria
IEM_Health-CovidProject,inc death,2,AT,1.13,1.18,0.8,1,-0.02,5,1,Austria
ILM-EKF,inc death,2,AT,1.49,1.86,1,1,0.24,5,1,Austria
LANL-GrowthRate,inc death,2,AT,1.15,0.88,0.2,1,-0.66,5,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.85,0.8,0.8,0.8,-0.22,5,1,Austria
USC-SIkJalpha,inc death,2,AT,0.96,1.13,0.6,0.8,0.48,5,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,1.69,1.47,0.4,0.8,0.57,5,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.2,1,0.06,5,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.77,0.88,1,1,0.1,5,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.62,0.98,1,1,0.08,5,1,Austria
ILM-EKF,inc death,1,AT,1.4,2.04,1,1,0.14,5,1,Austria
LANL-GrowthRate,inc death,1,AT,0.89,1,0.4,0.8,-0.06,5,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.95,0.77,0.4,1,0.06,5,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,1.18,NA,NA,NA,NA,4,1,Austria
UMass-MechBayes,inc death,1,AT,1.01,1.04,0.75,1,-0.1,4,1,Austria
UMass-SemiMech,inc death,1,AT,0.81,0.92,1,1,0.15,4,1,Austria
USC-SIkJalpha,inc death,1,AT,0.9,1.29,0.4,0.6,0.56,5,1,Austria
USyd-OneModelMan,inc death,1,AT,0.69,NA,NA,NA,NA,4,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,1.1,1.07,0.6,1,0.33,5,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.75,1,-0.38,4,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.82,0.89,1,1,0.15,4,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.97,1.69,0.5,1,-0.25,4,1,Austria
ILM-EKF,inc death,4,AT,2.32,2.24,0.5,1,0.45,4,1,Austria
LANL-GrowthRate,inc death,4,AT,1.29,1.17,0.5,1,-0.48,4,1,Austria
RobertWalraven-ESG,inc death,4,AT,1.94,1.61,0,0.75,-0.94,4,1,Austria
USC-SIkJalpha,inc death,4,AT,1.53,1.56,0.5,0.75,0.55,4,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,3.05,2.5,0,1,0.9,4,1,Austria
DSMPG-bayes,inc case,2,BE,1.22,1.3,0.6,0.8,0.36,5,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.2,1,-0.04,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,1.12,1.02,0.4,1,0.23,5,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.54,1.37,0.2,0.8,0.41,5,1,Belgium
ILM-EKF,inc case,2,BE,1.6,1.47,0,0.8,0.14,5,1,Belgium
LANL-GrowthRate,inc case,2,BE,1.04,0.93,0.4,1,0.04,5,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.89,NA,0.4,0.4,NA,5,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.76,0.99,0.6,0.8,-0.38,5,1,Belgium
UVA-Ensemble,inc case,2,BE,1.11,NA,0,0.2,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.5,1.39,0.4,0.6,0.38,5,1,Belgium
DSMPG-bayes,inc case,3,BE,2,2.89,0.5,1,0.52,4,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.2,1,-0.12,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,1.55,1.6,0.2,0.8,0.23,5,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.98,2.01,0.2,0.8,0.29,5,1,Belgium
ILM-EKF,inc case,3,BE,2.09,2.18,0.4,0.8,0.24,5,1,Belgium
LANL-GrowthRate,inc case,3,BE,1.21,1.23,0.2,0.8,-0,5,1,Belgium
RobertWalraven-ESG,inc case,3,BE,0.93,NA,0.2,0.6,NA,5,1,Belgium
USC-SIkJalpha,inc case,3,BE,0.79,1.07,0.6,0.6,-0.36,5,1,Belgium
UVA-Ensemble,inc case,3,BE,0.8,NA,0,0,NA,4,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.85,1.89,0.2,0.8,0.35,5,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.4,1,0.17,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.81,0.73,0.4,1,0.12,5,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.18,1.03,0.4,1,0.3,5,1,Belgium
ILM-EKF,inc case,1,BE,1.19,1.04,0.2,0.8,0.02,5,1,Belgium
LANL-GrowthRate,inc case,1,BE,0.61,0.65,0.6,1,-0.1,5,1,Belgium
RobertWalraven-ESG,inc case,1,BE,1.05,NA,0,0.6,NA,5,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,1.12,NA,NA,NA,NA,4,1,Belgium
UMass-SemiMech,inc case,1,BE,1,0.98,0.5,1,0.12,4,1,Belgium
USC-SIkJalpha,inc case,1,BE,0.89,1.02,0.8,0.8,-0.34,5,1,Belgium
UVA-Ensemble,inc case,1,BE,1.06,NA,0.4,0.6,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,1.23,1.11,0.6,0.8,0.32,5,1,Belgium
EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.5,1,-0.2,4,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,2.44,2.54,0.25,1,0.3,4,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,3,2.87,0.25,0.75,0.32,4,1,Belgium
ILM-EKF,inc case,4,BE,3.84,3.93,0.25,0.75,0.35,4,1,Belgium
LANL-GrowthRate,inc case,4,BE,1.41,1.31,0.25,1,0.1,4,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.69,NA,0.25,0.75,NA,4,1,Belgium
USC-SIkJalpha,inc case,4,BE,0.98,1.25,0.5,0.75,-0.4,4,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,2.52,2.47,0.25,0.75,0.45,4,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,-0.24,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.66,0.53,0.8,1,-0.1,5,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,1.45,0.86,0.4,0.8,-0.5,5,1,Belgium
ILM-EKF,inc death,3,BE,1.56,1.02,0.6,1,0.2,5,1,Belgium
LANL-GrowthRate,inc death,3,BE,1.47,0.82,0.4,1,-0.57,5,1,Belgium
RobertWalraven-ESG,inc death,3,BE,1.77,0.91,0.4,1,-0.49,5,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.99,0.59,0.4,0.8,-0.16,5,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,2.44,1.38,0.4,1,0.58,5,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,-0.24,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.52,0.51,1,1,-0.02,5,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.47,0.88,0.4,1,-0.26,5,1,Belgium
ILM-EKF,inc death,2,BE,0.81,0.95,1,1,0.16,5,1,Belgium
LANL-GrowthRate,inc death,2,BE,1.48,0.76,0.4,1,-0.41,5,1,Belgium
RobertWalraven-ESG,inc death,2,BE,1.63,0.88,0.2,1,-0.26,5,1,Belgium
USC-SIkJalpha,inc death,2,BE,1,0.65,0.4,1,-0.15,5,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,2.12,1.2,0.4,1,0.58,5,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,1,1,0,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.78,0.69,1,1,-0.04,5,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.32,0.78,0.8,1,-0.06,5,1,Belgium
ILM-EKF,inc death,1,BE,1.01,1.34,1,1,0.12,5,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.69,1.06,0.4,1,-0.19,5,1,Belgium
RobertWalraven-ESG,inc death,1,BE,1.54,0.86,0.6,1,-0.06,5,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.63,NA,NA,NA,NA,4,1,Belgium
UMass-MechBayes,inc death,1,BE,0.96,0.76,0.75,1,-0.23,4,1,Belgium
UMass-SemiMech,inc death,1,BE,1.33,0.86,0.75,1,-0.38,4,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.23,0.81,0.6,1,-0.36,5,1,Belgium
USyd-OneModelMan,inc death,1,BE,1,NA,NA,NA,NA,4,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,2.41,1.46,0.6,1,0.44,5,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,-0.27,4,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,1.06,0.69,0.5,1,-0.17,4,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,1.41,1.06,0.5,0.75,-0.52,4,1,Belgium
ILM-EKF,inc death,4,BE,2.27,1.53,0.5,1,0.25,4,1,Belgium
LANL-GrowthRate,inc death,4,BE,1.23,0.87,0.5,0.75,-0.49,4,1,Belgium
RobertWalraven-ESG,inc death,4,BE,1.71,1.03,0,1,-0.79,4,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.87,0.54,0.25,1,-0.58,4,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,2.22,1.64,0.5,1,0.39,4,1,Belgium
DSMPG-bayes,inc case,2,BG,1.66,1.33,0.2,1,0.72,5,1,Bulgaria
EuroCOVIDhub-baseline,inc case,2,BG,1,1,0.2,0.4,0.43,5,1,Bulgaria
EuroCOVIDhub-ensemble,inc case,2,BG,1.18,0.9,0.6,1,0.52,5,1,Bulgaria
IEM_Health-CovidProject,inc case,2,BG,1.65,1.36,0.2,1,0.64,5,1,Bulgaria
ILM-EKF,inc case,2,BG,1.85,1.55,0.2,0.8,0.8,5,1,Bulgaria
LANL-GrowthRate,inc case,2,BG,0.65,0.68,0.8,1,0.24,5,1,Bulgaria
RobertWalraven-ESG,inc case,2,BG,1.13,NA,0,0.2,NA,5,1,Bulgaria
USC-SIkJalpha,inc case,2,BG,0.57,0.93,0.8,1,-0.02,5,1,Bulgaria
UVA-Ensemble,inc case,2,BG,1.46,NA,0.2,0.2,NA,5,1,Bulgaria
epiforecasts-EpiNow2,inc case,2,BG,1.23,1.03,0.6,1,0.5,5,1,Bulgaria
DSMPG-bayes,inc case,1,BG,1.45,1.13,0.4,1,0.56,5,1,Bulgaria
EuroCOVIDhub-baseline,inc case,1,BG,1,1,0,1,0.56,5,1,Bulgaria
EuroCOVIDhub-ensemble,inc case,1,BG,0.82,0.86,1,1,0.28,5,1,Bulgaria
IEM_Health-CovidProject,inc case,1,BG,1.7,1.42,0.4,1,0.56,5,1,Bulgaria
ILM-EKF,inc case,1,BG,1.57,1.24,0.2,1,0.69,5,1,Bulgaria
LANL-GrowthRate,inc case,1,BG,0.84,1.03,1,1,-0.12,5,1,Bulgaria
RobertWalraven-ESG,inc case,1,BG,1.02,NA,0.2,0.8,NA,5,1,Bulgaria
SDSC_ISG-TrendModel,inc case,1,BG,0.32,NA,NA,NA,NA,4,1,Bulgaria
UMass-SemiMech,inc case,1,BG,0.95,0.93,0.75,1,-0.07,4,1,Bulgaria
USC-SIkJalpha,inc case,1,BG,0.92,1.67,0.6,0.8,0.16,5,1,Bulgaria
UVA-Ensemble,inc case,1,BG,2.22,NA,0.2,0.6,NA,5,1,Bulgaria
epiforecasts-EpiNow2,inc case,1,BG,0.93,0.82,0.8,1,0.34,5,1,Bulgaria
DSMPG-bayes,inc case,3,BG,2.24,1.87,0,1,0.78,4,1,Bulgaria
EuroCOVIDhub-baseline,inc case,3,BG,1,1,0,0.4,0.19,5,1,Bulgaria
EuroCOVIDhub-ensemble,inc case,3,BG,1.45,1.18,0.2,1,0.54,5,1,Bulgaria
IEM_Health-CovidProject,inc case,3,BG,1.93,1.61,0.4,1,0.56,5,1,Bulgaria
ILM-EKF,inc case,3,BG,2.17,2.02,0.2,0.6,0.77,5,1,Bulgaria
LANL-GrowthRate,inc case,3,BG,0.83,0.71,0.8,1,0.42,5,1,Bulgaria
RobertWalraven-ESG,inc case,3,BG,1.17,NA,0,0.2,NA,5,1,Bulgaria
USC-SIkJalpha,inc case,3,BG,0.84,1.01,0.8,0.8,-0.1,5,1,Bulgaria
UVA-Ensemble,inc case,3,BG,0.98,NA,0,0,NA,4,1,Bulgaria
epiforecasts-EpiNow2,inc case,3,BG,1.57,1.38,0.6,0.8,0.58,5,1,Bulgaria
EuroCOVIDhub-baseline,inc case,4,BG,1,1,0.25,0.25,0.15,4,1,Bulgaria
EuroCOVIDhub-ensemble,inc case,4,BG,2.44,2.13,0.25,1,0.66,4,1,Bulgaria
IEM_Health-CovidProject,inc case,4,BG,2.92,2.47,0.25,0.75,0.63,4,1,Bulgaria
ILM-EKF,inc case,4,BG,4.19,3.82,0.25,0.5,0.8,4,1,Bulgaria
LANL-GrowthRate,inc case,4,BG,1.19,0.98,0.25,1,0.5,4,1,Bulgaria
RobertWalraven-ESG,inc case,4,BG,1.33,NA,0,0.25,NA,4,1,Bulgaria
USC-SIkJalpha,inc case,4,BG,1.17,1.12,0.75,0.75,-0.08,4,1,Bulgaria
epiforecasts-EpiNow2,inc case,4,BG,3.23,2.74,0.25,0.75,0.73,4,1,Bulgaria
EuroCOVIDhub-baseline,inc death,3,BG,1,1,0,1,-0.51,5,1,Bulgaria
EuroCOVIDhub-ensemble,inc death,3,BG,1.62,1.73,0.6,1,0.42,5,1,Bulgaria
IEM_Health-CovidProject,inc death,3,BG,1.58,2.11,0.8,1,0.06,5,1,Bulgaria
ILM-EKF,inc death,3,BG,3.18,3.11,0.2,0.8,0.74,5,1,Bulgaria
LANL-GrowthRate,inc death,3,BG,2.7,2.84,0.2,0.8,0.07,5,1,Bulgaria
RobertWalraven-ESG,inc death,3,BG,0.76,0.87,0.2,0.4,-0.78,5,1,Bulgaria
USC-SIkJalpha,inc death,3,BG,1.2,1.6,0.6,1,0.06,5,1,Bulgaria
epiforecasts-EpiNow2,inc death,3,BG,3.42,3.54,0.2,0.8,0.75,5,1,Bulgaria
EuroCOVIDhub-baseline,inc death,2,BG,1,1,0,1,-0.16,5,1,Bulgaria
EuroCOVIDhub-ensemble,inc death,2,BG,1.05,1.82,0.6,1,0.4,5,1,Bulgaria
IEM_Health-CovidProject,inc death,2,BG,1.03,2.03,1,1,0.14,5,1,Bulgaria
ILM-EKF,inc death,2,BG,2.62,2.65,0.4,1,0.58,5,1,Bulgaria
