model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
UVA-Ensemble,inc case,3,Overall,2.39,NA,0.25,0.64,NA,160,32,NA
epiforecasts-EpiNow2,inc case,3,Overall,1.4,1.65,0.63,0.94,-0.03,160,32,NA
EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.38,0.94,-0.13,160,32,NA
EuroCOVIDhub-ensemble,inc case,2,Overall,0.71,0.71,0.54,0.89,-0.03,160,32,NA
IEM_Health-CovidProject,inc case,2,Overall,1.26,1.27,0.27,0.7,0.22,155,31,NA
ILM-EKF,inc case,2,Overall,0.92,0.95,0.49,0.88,0.17,160,32,NA
Karlen-pypm,inc case,2,Overall,1.11,1.18,0.41,0.83,0.01,145,29,NA
LANL-GrowthRate,inc case,2,Overall,0.66,0.69,0.45,0.91,-0.27,160,32,NA
MUNI-ARIMA,inc case,2,Overall,0.9,0.94,0.66,0.95,0.02,160,32,NA
RobertWalraven-ESG,inc case,2,Overall,0.98,1.13,0.28,0.54,-0.34,160,32,NA
USC-SIkJalpha,inc case,2,Overall,2.15,2.86,0.05,0.35,-0.15,160,32,NA
UVA-Ensemble,inc case,2,Overall,2.84,NA,0.24,0.72,NA,160,32,NA
epiforecasts-EpiNow2,inc case,2,Overall,1.18,1.39,0.62,0.96,-0.03,160,32,NA
BIOCOMSC-Gompertz,inc case,1,Overall,0.62,NA,0.85,1,NA,71,23,NA
EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.3,0.96,-0.11,160,32,NA
EuroCOVIDhub-ensemble,inc case,1,Overall,0.58,0.57,0.62,0.96,0.02,160,32,NA
IEM_Health-CovidProject,inc case,1,Overall,1.12,1.04,0.35,0.86,0.25,155,31,NA
ILM-EKF,inc case,1,Overall,0.68,0.7,0.59,0.87,0.17,160,32,NA
Karlen-pypm,inc case,1,Overall,0.85,0.81,0.57,0.97,0.08,145,29,NA
LANL-GrowthRate,inc case,1,Overall,0.76,0.78,0.62,0.96,-0.36,160,32,NA
MUNI-ARIMA,inc case,1,Overall,0.7,0.7,0.64,0.96,0.04,160,32,NA
RobertWalraven-ESG,inc case,1,Overall,1,1.04,0.32,0.68,-0.23,160,32,NA
SDSC_ISG-TrendModel,inc case,1,Overall,0.67,NA,NA,NA,NA,160,32,NA
USC-SIkJalpha,inc case,1,Overall,1.36,1.65,0.13,0.61,0.01,160,32,NA
UVA-Ensemble,inc case,1,Overall,4.14,NA,0.2,0.69,NA,160,32,NA
epiforecasts-EpiNow2,inc case,1,Overall,1.04,1.11,0.66,0.94,0.01,160,32,NA
LANL-GrowthRate,inc case,5,Overall,NA,NA,0.21,0.62,-0.34,160,32,NA
USC-SIkJalpha,inc case,5,Overall,NA,NA,0.11,0.22,-0.32,160,32,NA
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.82,0.99,-0.25,160,32,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.76,0.64,0.53,0.96,-0.28,160,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.24,1.16,0.31,0.74,-0.27,154,31,NA
ILM-EKF,inc death,4,Overall,1.58,1.49,0.64,0.95,0.03,160,32,NA
Karlen-pypm,inc death,4,Overall,1.36,1.21,0.29,0.86,-0.21,145,29,NA
LANL-GrowthRate,inc death,4,Overall,0.88,0.92,0.24,0.59,-0.54,160,32,NA
MUNI-ARIMA,inc death,4,Overall,0.93,0.86,0.62,0.96,-0.31,160,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.94,0.95,0.49,0.74,-0.43,160,32,NA
UMass-MechBayes,inc death,4,Overall,1.89,1.77,0.34,0.81,-0.06,160,32,NA
USC-SIkJalpha,inc death,4,Overall,1.04,1.2,0.19,0.38,-0.21,160,32,NA
USyd-OneModelMan,inc death,4,Overall,0.78,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,4,Overall,1.8,1.66,0.54,0.94,-0.05,157,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.8,0.99,-0.24,160,32,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.64,0.52,0.55,0.96,-0.28,160,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.09,1.04,0.39,0.75,-0.16,154,31,NA
ILM-EKF,inc death,3,Overall,0.87,0.84,0.8,0.99,0.01,160,32,NA
Karlen-pypm,inc death,3,Overall,0.87,0.75,0.4,0.89,-0.3,145,29,NA
LANL-GrowthRate,inc death,3,Overall,0.76,0.78,0.28,0.6,-0.49,160,32,NA
MUNI-ARIMA,inc death,3,Overall,0.85,0.75,0.68,0.96,-0.27,160,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.88,0.86,0.47,0.72,-0.39,160,32,NA
UMass-MechBayes,inc death,3,Overall,1.19,1.03,0.41,0.82,-0.18,160,32,NA
USC-SIkJalpha,inc death,3,Overall,1.08,1.23,0.24,0.38,-0.25,160,32,NA
USyd-OneModelMan,inc death,3,Overall,0.75,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,3,Overall,1.17,1.01,0.51,0.96,-0.16,157,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.68,1,-0.25,160,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.62,0.48,0.54,0.98,-0.25,160,32,NA
IEM_Health-CovidProject,inc death,2,Overall,1.1,1,0.31,0.69,-0.1,154,31,NA
ILM-EKF,inc death,2,Overall,0.65,0.71,0.86,1,0,160,32,NA
Karlen-pypm,inc death,2,Overall,0.76,0.62,0.46,0.94,-0.35,145,29,NA
LANL-GrowthRate,inc death,2,Overall,0.78,0.72,0.38,0.66,-0.42,160,32,NA
MUNI-ARIMA,inc death,2,Overall,0.83,0.71,0.66,0.97,-0.23,160,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.82,0.74,0.43,0.78,-0.3,160,32,NA
UMass-MechBayes,inc death,2,Overall,1.04,0.83,0.38,0.91,-0.19,160,32,NA
USC-SIkJalpha,inc death,2,Overall,1.01,1.11,0.2,0.37,-0.26,160,32,NA
USyd-OneModelMan,inc death,2,Overall,0.84,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.91,0.77,0.51,0.94,-0.23,158,32,NA
BIOCOMSC-Gompertz,inc death,1,Overall,1.8,NA,0.41,0.91,NA,44,21,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.58,0.99,-0.21,160,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.75,0.6,0.56,0.98,-0.21,160,32,NA
IEM_Health-CovidProject,inc death,1,Overall,1.08,0.98,0.36,0.77,-0.07,155,31,NA
ILM-EKF,inc death,1,Overall,0.73,0.88,0.93,1,-0.01,160,32,NA
Karlen-pypm,inc death,1,Overall,0.9,0.74,0.49,0.97,-0.29,145,29,NA
LANL-GrowthRate,inc death,1,Overall,0.91,0.82,0.39,0.74,-0.36,160,32,NA
MUNI-ARIMA,inc death,1,Overall,0.97,0.79,0.61,0.97,-0.18,160,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.84,0.74,0.44,0.81,-0.2,160,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,0.96,NA,NA,NA,NA,160,32,NA
UMass-MechBayes,inc death,1,Overall,1.11,0.85,0.42,0.94,-0.22,160,32,NA
USC-SIkJalpha,inc death,1,Overall,1.05,1.18,0.21,0.38,-0.19,160,32,NA
USyd-OneModelMan,inc death,1,Overall,1.01,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,1.01,0.82,0.56,0.97,-0.22,160,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.22,0.54,-0.56,160,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.24,0.39,-0.11,160,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0,1,-0.78,5,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.52,0.61,0.2,0.8,-0.49,5,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.55,0.64,0.2,1,-0.46,5,1,Austria
ILM-EKF,inc case,4,AT,1.04,1.21,0.6,1,0.52,5,1,Austria
Karlen-pypm,inc case,4,AT,1.12,1.29,0.2,0.6,0.06,5,1,Austria
LANL-GrowthRate,inc case,4,AT,0.67,0.9,0.4,0.4,-0.74,5,1,Austria
MUNI-ARIMA,inc case,4,AT,0.41,0.53,0.6,1,-0.36,5,1,Austria
RobertWalraven-ESG,inc case,4,AT,1.04,1.67,0,0,-1,5,1,Austria
USC-SIkJalpha,inc case,4,AT,0.54,0.91,0.2,0.2,-0.46,5,1,Austria
UVA-Ensemble,inc case,4,AT,0.85,NA,0,0.6,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,1.59,2.41,0.6,0.8,-0.12,5,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0,1,-0.78,5,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.39,0.53,0.4,0.8,-0.16,5,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.63,0.71,0.2,1,-0.01,5,1,Austria
ILM-EKF,inc case,3,AT,0.96,1.02,0.6,1,0.56,5,1,Austria
Karlen-pypm,inc case,3,AT,1,1.06,0.2,0.8,0.09,5,1,Austria
LANL-GrowthRate,inc case,3,AT,0.48,0.75,0.6,0.6,-0.36,5,1,Austria
MUNI-ARIMA,inc case,3,AT,0.27,0.48,0.8,1,-0.3,5,1,Austria
RobertWalraven-ESG,inc case,3,AT,0.94,1.42,0,0,-1,5,1,Austria
USC-SIkJalpha,inc case,3,AT,0.4,0.64,0.2,0.6,-0.34,5,1,Austria
UVA-Ensemble,inc case,3,AT,1.36,NA,0,0.6,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,1.3,1.62,0.6,1,-0.08,5,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0,1,-0.78,5,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.27,0.47,0.6,0.8,-0,5,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.45,0.51,0.4,0.8,0.28,5,1,Austria
ILM-EKF,inc case,2,AT,0.66,0.73,0.6,1,0.42,5,1,Austria
Karlen-pypm,inc case,2,AT,0.91,0.96,0.4,0.8,0.28,5,1,Austria
LANL-GrowthRate,inc case,2,AT,0.54,0.66,0.6,0.8,-0.12,5,1,Austria
MUNI-ARIMA,inc case,2,AT,0.28,0.44,0.8,1,-0.12,5,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.79,1.07,0,0,-1,5,1,Austria
USC-SIkJalpha,inc case,2,AT,0.43,0.57,0,0.6,-0.54,5,1,Austria
UVA-Ensemble,inc case,2,AT,1.23,NA,0.2,0.8,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,1.01,1.15,0.6,1,-0.1,5,1,Austria
BIOCOMSC-Gompertz,inc case,1,AT,0.39,NA,1,1,NA,4,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0,1,-0.74,5,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.35,0.39,1,1,0.16,5,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.39,0.4,0.6,1,0.28,5,1,Austria
ILM-EKF,inc case,1,AT,0.63,0.72,0.8,1,0.3,5,1,Austria
Karlen-pypm,inc case,1,AT,0.82,0.94,0.6,1,0.42,5,1,Austria
LANL-GrowthRate,inc case,1,AT,0.36,0.48,0.6,1,-0.04,5,1,Austria
MUNI-ARIMA,inc case,1,AT,0.23,0.35,1,1,0.16,5,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.68,0.77,0.2,0.8,-0.82,5,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.32,NA,NA,NA,NA,5,1,Austria
USC-SIkJalpha,inc case,1,AT,0.34,0.4,0.4,1,-0.14,5,1,Austria
UVA-Ensemble,inc case,1,AT,1.81,NA,0.4,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,1.31,1.27,0.4,1,0.12,5,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0,0.4,-0.9,5,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0,0,-0.2,5,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,1,1,-0.26,5,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,0.68,0.56,0.4,1,-0.18,5,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.07,1.16,0.2,0.6,-0.76,5,1,Austria
ILM-EKF,inc death,4,AT,0.73,0.97,0.6,1,0.28,5,1,Austria
Karlen-pypm,inc death,4,AT,0.72,0.65,0.4,1,-0.01,5,1,Austria
LANL-GrowthRate,inc death,4,AT,1,1.08,0.2,0.6,-0.77,5,1,Austria
MUNI-ARIMA,inc death,4,AT,1.33,1.01,0.4,1,-0.46,5,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.71,0.65,0.6,0.8,-0.43,5,1,Austria
UMass-MechBayes,inc death,4,AT,0.84,1.06,0.2,0.8,0.55,5,1,Austria
USC-SIkJalpha,inc death,4,AT,0.73,0.77,0,0,0.2,5,1,Austria
USyd-OneModelMan,inc death,4,AT,1.15,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,0.77,0.71,0.8,1,0.3,5,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,1,1,-0.28,5,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.67,0.58,0.6,1,-0.22,5,1,Austria
IEM_Health-CovidProject,inc death,3,AT,0.63,0.71,0.6,0.8,-0.52,5,1,Austria
ILM-EKF,inc death,3,AT,0.8,0.85,0.8,1,0.18,5,1,Austria
Karlen-pypm,inc death,3,AT,0.7,0.56,0.4,1,-0.14,5,1,Austria
LANL-GrowthRate,inc death,3,AT,1.11,1.32,0.2,0.4,-0.78,5,1,Austria
MUNI-ARIMA,inc death,3,AT,1.15,0.88,0.6,1,-0.4,5,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.71,0.7,0.6,0.8,-0.43,5,1,Austria
UMass-MechBayes,inc death,3,AT,0.63,0.28,0.4,0.8,0.17,5,1,Austria
USC-SIkJalpha,inc death,3,AT,1.08,1.1,0,0.2,0.16,5,1,Austria
USyd-OneModelMan,inc death,3,AT,0.65,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,1.07,0.91,0.2,1,0.04,5,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.6,1,-0.32,5,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.69,0.71,0.4,0.8,-0.23,5,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.41,0.46,0.2,0.6,-0.34,5,1,Austria
ILM-EKF,inc death,2,AT,0.5,0.74,0.8,1,0.1,5,1,Austria
Karlen-pypm,inc death,2,AT,0.62,0.76,0.6,0.8,-0.25,5,1,Austria
LANL-GrowthRate,inc death,2,AT,0.85,1.33,0.2,0.4,-0.78,5,1,Austria
MUNI-ARIMA,inc death,2,AT,0.76,0.71,0.4,1,-0.26,5,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.65,0.8,0.4,0.8,-0.31,5,1,Austria
UMass-MechBayes,inc death,2,AT,0.45,0.65,0.4,0.8,-0.29,5,1,Austria
USC-SIkJalpha,inc death,2,AT,0.77,1.07,0.4,0.4,-0.02,5,1,Austria
USyd-OneModelMan,inc death,2,AT,0.45,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.75,0.77,0.2,0.8,0,5,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.8,1,-0.32,5,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.67,0.65,0.8,0.8,-0.26,5,1,Austria
IEM_Health-CovidProject,inc death,1,AT,0.57,0.65,0.2,0.8,-0.05,5,1,Austria
ILM-EKF,inc death,1,AT,0.78,0.92,1,1,0.04,5,1,Austria
Karlen-pypm,inc death,1,AT,0.83,0.91,0.6,0.8,-0.34,5,1,Austria
LANL-GrowthRate,inc death,1,AT,1.16,1.54,0.4,0.6,-0.57,5,1,Austria
MUNI-ARIMA,inc death,1,AT,0.44,0.56,0.8,1,-0.14,5,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.65,0.62,0.8,0.8,-0.14,5,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,0.56,NA,NA,NA,NA,5,1,Austria
UMass-MechBayes,inc death,1,AT,0.91,1.08,0.2,0.8,-0.25,5,1,Austria
USC-SIkJalpha,inc death,1,AT,0.82,1.01,0,0.6,-0.12,5,1,Austria
USyd-OneModelMan,inc death,1,AT,0.53,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.69,0.7,0.6,1,-0.07,5,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0,0.6,-0.62,5,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0,0.2,0.26,5,1,Austria
EuroCOVIDhub-baseline,inc case,4,BE,1,1,1,1,-0.24,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,0.56,1.01,1,1,-0.14,5,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,2.15,1.22,0.4,1,0.18,5,1,Belgium
ILM-EKF,inc case,4,BE,2.58,1.81,0.8,1,0.36,5,1,Belgium
Karlen-pypm,inc case,4,BE,1.3,0.9,0.6,1,-0.48,5,1,Belgium
LANL-GrowthRate,inc case,4,BE,2.53,1.12,0.8,1,-0.52,5,1,Belgium
MUNI-ARIMA,inc case,4,BE,2.07,1.71,1,1,-0.04,5,1,Belgium
RobertWalraven-ESG,inc case,4,BE,2.21,1.09,0.2,1,-0.74,5,1,Belgium
USC-SIkJalpha,inc case,4,BE,22.57,17.79,0,0.2,0.14,5,1,Belgium
UVA-Ensemble,inc case,4,BE,2.85,NA,0,0.4,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.86,2.53,1,1,-0.12,5,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,1,1,-0.18,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,0.92,0.93,1,1,-0.18,5,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,2.44,1.2,0.4,1,0.53,5,1,Belgium
ILM-EKF,inc case,3,BE,1.85,1.35,1,1,0.24,5,1,Belgium
Karlen-pypm,inc case,3,BE,1.56,0.61,0.4,1,-0.58,5,1,Belgium
LANL-GrowthRate,inc case,3,BE,3.69,1.42,0.6,1,-0.5,5,1,Belgium
MUNI-ARIMA,inc case,3,BE,1.16,1.29,1,1,-0.1,5,1,Belgium
RobertWalraven-ESG,inc case,3,BE,3.13,1.27,0.2,1,-0.75,5,1,Belgium
USC-SIkJalpha,inc case,3,BE,15.85,10.35,0.2,0.2,0.42,5,1,Belgium
UVA-Ensemble,inc case,3,BE,6.02,NA,0.2,0.4,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,2.6,2.2,1,1,-0.24,5,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,1,1,-0.14,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,1.16,0.96,1,1,-0.18,5,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,3.21,1.29,0.2,1,0.68,5,1,Belgium
ILM-EKF,inc case,2,BE,1.16,1.15,1,1,0.2,5,1,Belgium
Karlen-pypm,inc case,2,BE,2.18,0.86,0.4,1,-0.55,5,1,Belgium
LANL-GrowthRate,inc case,2,BE,6.08,2.13,0.6,1,-0.54,5,1,Belgium
MUNI-ARIMA,inc case,2,BE,0.96,1.27,1,1,-0.04,5,1,Belgium
RobertWalraven-ESG,inc case,2,BE,3.19,1.23,0.4,1,-0.63,5,1,Belgium
USC-SIkJalpha,inc case,2,BE,9.14,5.51,0,0.2,0.14,5,1,Belgium
UVA-Ensemble,inc case,2,BE,12,NA,0,0.4,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,4.61,2.36,1,1,-0.28,5,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,1,1,-0.1,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.29,1.07,1,1,-0.2,5,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,3.36,1.41,0.2,1,0.64,5,1,Belgium
ILM-EKF,inc case,1,BE,1.34,1.18,1,1,0.1,5,1,Belgium
Karlen-pypm,inc case,1,BE,2.7,1.15,0.6,1,-0.54,5,1,Belgium
LANL-GrowthRate,inc case,1,BE,9.19,3.69,0.6,1,-0.52,5,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.04,1.2,1,1,-0.1,5,1,Belgium
RobertWalraven-ESG,inc case,1,BE,2.34,1.18,0.8,1,-0.32,5,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,3.67,NA,NA,NA,NA,5,1,Belgium
USC-SIkJalpha,inc case,1,BE,4.37,3.03,0,0.4,0.48,5,1,Belgium
UVA-Ensemble,inc case,1,BE,23.61,NA,0,0,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,7.12,3.5,1,1,-0.34,5,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.2,1,-0.62,5,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.2,0.2,0.02,5,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,-0.12,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.79,0.27,0.6,1,-0.42,5,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,1.06,0.43,0.4,1,-0.22,5,1,Belgium
ILM-EKF,inc death,4,BE,0.32,0.37,1,1,-0.12,5,1,Belgium
Karlen-pypm,inc death,4,BE,0.77,0.27,0.2,1,-0.63,5,1,Belgium
LANL-GrowthRate,inc death,4,BE,1.15,0.57,0,0,-1,5,1,Belgium
MUNI-ARIMA,inc death,4,BE,0.93,0.47,0.8,1,-0.3,5,1,Belgium
RobertWalraven-ESG,inc death,4,BE,1.02,0.33,0.6,1,-0.48,5,1,Belgium
UMass-MechBayes,inc death,4,BE,0.89,0.27,0.4,0.8,-0.43,5,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.22,0.08,0.2,0.8,-0.37,5,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.59,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,0.76,0.37,0.8,1,-0.38,5,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,-0.14,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.95,0.25,0.8,1,-0.44,5,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,0.64,0.22,0.8,1,-0.22,5,1,Belgium
ILM-EKF,inc death,3,BE,0.53,0.4,1,1,-0.14,5,1,Belgium
Karlen-pypm,inc death,3,BE,0.99,0.28,0.4,1,-0.56,5,1,Belgium
LANL-GrowthRate,inc death,3,BE,1.53,0.56,0,0.2,-0.96,5,1,Belgium
MUNI-ARIMA,inc death,3,BE,1.29,0.45,1,1,-0.32,5,1,Belgium
RobertWalraven-ESG,inc death,3,BE,1.17,0.32,0.8,1,-0.46,5,1,Belgium
UMass-MechBayes,inc death,3,BE,1.14,0.25,0.4,0.8,-0.53,5,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.5,0.17,0.6,0.6,-0.5,5,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.57,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,1.48,0.37,0.6,1,-0.42,5,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,-0.18,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.95,0.36,0.6,1,-0.46,5,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.4,0.5,0.2,1,-0.32,5,1,Belgium
ILM-EKF,inc death,2,BE,0.58,0.46,1,1,-0.18,5,1,Belgium
Karlen-pypm,inc death,2,BE,0.94,0.3,0.4,1,-0.5,5,1,Belgium
LANL-GrowthRate,inc death,2,BE,1.47,0.6,0,0.4,-0.94,5,1,Belgium
MUNI-ARIMA,inc death,2,BE,1.32,0.51,0.8,1,-0.38,5,1,Belgium
RobertWalraven-ESG,inc death,2,BE,1.17,0.45,0.8,1,-0.38,5,1,Belgium
UMass-MechBayes,inc death,2,BE,1.22,0.42,0.4,0.8,-0.73,5,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.53,0.24,0.2,0.6,-0.71,5,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.62,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,1.53,0.49,0.8,1,-0.52,5,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,1,1,-0.1,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.82,0.5,0.6,1,-0.44,5,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.55,0.81,0.4,0.8,-0.27,5,1,Belgium
ILM-EKF,inc death,1,BE,0.91,0.93,1,1,-0.1,5,1,Belgium
Karlen-pypm,inc death,1,BE,0.64,0.39,0.6,1,-0.4,5,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.15,0.69,0.2,0.6,-0.73,5,1,Belgium
MUNI-ARIMA,inc death,1,BE,1.09,0.62,0.6,1,-0.46,5,1,Belgium
RobertWalraven-ESG,inc death,1,BE,0.87,0.57,0.8,1,-0.36,5,1,Belgium
