model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
USC-SIkJalpha,inc case,2,AT,0.82,0.94,0.25,0.75,0.26,4,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,0.98,1.04,0.5,0.75,0.57,4,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.2,1,-0.4,5,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.81,0.91,1,1,-0.04,5,1,Austria
IEM_Health-CovidProject,inc death,1,AT,1.27,1.27,0.8,1,-0.28,5,1,Austria
ILM-EKF,inc death,1,AT,0.8,1.83,1,1,0.04,5,1,Austria
LANL-GrowthRate,inc death,1,AT,1.08,1.2,0.4,0.8,-0.25,5,1,Austria
RobertWalraven-ESG,inc death,1,AT,1.08,0.89,0.2,1,-0.42,5,1,Austria
USC-SIkJalpha,inc death,1,AT,0.82,1.16,0.8,1,0.12,5,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,1.42,1.29,0.4,1,0.55,5,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.5,1,-0.48,4,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.53,0.73,1,1,0,4,1,Austria
IEM_Health-CovidProject,inc death,2,AT,1.41,1.37,0.75,1,-0.4,4,1,Austria
ILM-EKF,inc death,2,AT,1.05,1.62,1,1,0.17,4,1,Austria
LANL-GrowthRate,inc death,2,AT,0.93,0.8,0.25,1,-0.6,4,1,Austria
RobertWalraven-ESG,inc death,2,AT,1.16,1.16,0.5,0.75,-0.56,4,1,Austria
USC-SIkJalpha,inc death,2,AT,0.57,0.9,0.75,1,0.35,4,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,1.89,1.68,0,0.75,0.86,4,1,Austria
DSMPG-bayes,inc case,1,BE,0.79,0.68,0.25,0.75,0.64,4,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,0,1,-0.15,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,0.68,0.56,0.4,1,0.04,5,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,0.94,0.79,0.4,1,0.1,5,1,Belgium
ILM-EKF,inc case,1,BE,0.96,0.83,0.4,0.8,0.06,5,1,Belgium
LANL-GrowthRate,inc case,1,BE,0.34,0.43,0.6,1,-0.04,5,1,Belgium
RobertWalraven-ESG,inc case,1,BE,0.86,NA,0.2,0.6,NA,5,1,Belgium
USC-SIkJalpha,inc case,1,BE,0.99,0.87,0.6,0.8,-0.42,5,1,Belgium
UVA-Ensemble,inc case,1,BE,1.15,NA,0.25,0.5,NA,4,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,0.94,0.82,0.6,0.8,0.14,5,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,0,1,-0.42,4,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,1.05,0.94,0.25,1,-0.01,4,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.16,1.06,0,0.75,0.02,4,1,Belgium
ILM-EKF,inc case,2,BE,1.36,1.34,0.25,0.75,0.05,4,1,Belgium
LANL-GrowthRate,inc case,2,BE,1.05,0.92,0,1,-0.05,4,1,Belgium
RobertWalraven-ESG,inc case,2,BE,0.79,NA,0.25,0.5,NA,4,1,Belgium
USC-SIkJalpha,inc case,2,BE,0.79,0.96,0.25,0.5,-0.7,4,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,1.1,1.03,0.5,0.75,0.03,4,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.8,1,-0.2,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.82,0.71,0.8,1,-0.1,5,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.7,1.02,0.6,1,-0.47,5,1,Belgium
ILM-EKF,inc death,1,BE,0.94,1.19,1,1,-0,5,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.77,1.18,0,1,-0.5,5,1,Belgium
RobertWalraven-ESG,inc death,1,BE,1.13,0.83,0.6,1,-0.44,5,1,Belgium
USC-SIkJalpha,inc death,1,BE,1.18,0.88,0.4,1,-0.44,5,1,Belgium
epiforecasts-EpiNow2,inc death,1,BE,2.27,1.44,0.2,1,0.42,5,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,-0.35,4,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.66,0.5,1,1,-0.25,4,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.53,0.98,0.25,1,-0.68,4,1,Belgium
ILM-EKF,inc death,2,BE,1.04,0.93,1,1,0.05,4,1,Belgium
LANL-GrowthRate,inc death,2,BE,1.4,0.8,0.25,0.75,-0.47,4,1,Belgium
RobertWalraven-ESG,inc death,2,BE,1.6,0.93,0.25,1,-0.7,4,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.85,0.56,0.5,1,-0.58,4,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,1.47,0.96,0.5,1,0.5,4,1,Belgium
DSMPG-bayes,inc case,1,BG,1.46,1.12,0.25,1,0.7,4,1,Bulgaria
EuroCOVIDhub-baseline,inc case,1,BG,1,1,0,0.8,-0.2,5,1,Bulgaria
EuroCOVIDhub-ensemble,inc case,1,BG,0.8,0.77,0.8,1,-0,5,1,Bulgaria
IEM_Health-CovidProject,inc case,1,BG,1.41,1.12,0.6,1,0.04,5,1,Bulgaria
ILM-EKF,inc case,1,BG,1.2,1.05,0.4,1,0.45,5,1,Bulgaria
LANL-GrowthRate,inc case,1,BG,0.59,0.83,1,1,-0.1,5,1,Bulgaria
RobertWalraven-ESG,inc case,1,BG,1.22,NA,0,0.4,NA,5,1,Bulgaria
USC-SIkJalpha,inc case,1,BG,1.4,2.06,0.4,0.6,-0.52,5,1,Bulgaria
UVA-Ensemble,inc case,1,BG,1.63,NA,0.25,0.5,NA,4,1,Bulgaria
epiforecasts-EpiNow2,inc case,1,BG,0.69,0.7,0.8,1,0.38,5,1,Bulgaria
EuroCOVIDhub-baseline,inc case,2,BG,1,1,0.25,0.5,-0.21,4,1,Bulgaria
EuroCOVIDhub-ensemble,inc case,2,BG,1.29,0.93,0.5,1,0.2,4,1,Bulgaria
IEM_Health-CovidProject,inc case,2,BG,1.51,1.2,0.25,1,0.2,4,1,Bulgaria
ILM-EKF,inc case,2,BG,1.92,1.58,0.25,0.75,0.56,4,1,Bulgaria
LANL-GrowthRate,inc case,2,BG,0.77,0.72,0.75,1,0.2,4,1,Bulgaria
RobertWalraven-ESG,inc case,2,BG,1.27,NA,0,0,NA,4,1,Bulgaria
USC-SIkJalpha,inc case,2,BG,0.99,1.32,0.5,0.75,-0.43,4,1,Bulgaria
epiforecasts-EpiNow2,inc case,2,BG,1.48,1.23,0.5,1,0.52,4,1,Bulgaria
EuroCOVIDhub-baseline,inc death,1,BG,1,1,0,0.8,-0.29,5,1,Bulgaria
EuroCOVIDhub-ensemble,inc death,1,BG,0.96,1.03,0.6,1,0,5,1,Bulgaria
IEM_Health-CovidProject,inc death,1,BG,1.6,1.53,0.8,1,-0.31,5,1,Bulgaria
ILM-EKF,inc death,1,BG,1.2,1.19,0.8,1,0.22,5,1,Bulgaria
LANL-GrowthRate,inc death,1,BG,1.95,1.82,0,0.8,-0.19,5,1,Bulgaria
RobertWalraven-ESG,inc death,1,BG,1.29,1.28,0,0.6,-0.59,5,1,Bulgaria
USC-SIkJalpha,inc death,1,BG,1.29,1.69,0.4,0.6,-0.28,5,1,Bulgaria
epiforecasts-EpiNow2,inc death,1,BG,1.78,1.5,0,0.8,0.48,5,1,Bulgaria
EuroCOVIDhub-baseline,inc death,2,BG,1,1,0,0.75,-0.84,4,1,Bulgaria
EuroCOVIDhub-ensemble,inc death,2,BG,1.16,1.26,0.25,1,0.25,4,1,Bulgaria
IEM_Health-CovidProject,inc death,2,BG,1.37,1.59,0.75,1,-0.15,4,1,Bulgaria
ILM-EKF,inc death,2,BG,1.81,1.71,0.5,1,0.52,4,1,Bulgaria
LANL-GrowthRate,inc death,2,BG,2.33,2.28,0,0.75,0.09,4,1,Bulgaria
RobertWalraven-ESG,inc death,2,BG,0.74,0.95,0.5,0.5,-0.58,4,1,Bulgaria
USC-SIkJalpha,inc death,2,BG,1.2,1.19,0.25,0.75,0.1,4,1,Bulgaria
epiforecasts-EpiNow2,inc death,2,BG,2.34,2.27,0.25,0.5,0.69,4,1,Bulgaria
EuroCOVIDhub-baseline,inc case,1,CH,1,1,0,1,-0.44,5,1,Switzerland
EuroCOVIDhub-ensemble,inc case,1,CH,1.04,1.07,0.6,1,-0.22,5,1,Switzerland
IEM_Health-CovidProject,inc case,1,CH,1.99,1.95,0.6,0.8,-0.38,5,1,Switzerland
ILM-EKF,inc case,1,CH,1.11,1.05,0.6,1,-0.06,5,1,Switzerland
LANL-GrowthRate,inc case,1,CH,2.03,1.67,0.6,1,-0.06,5,1,Switzerland
RobertWalraven-ESG,inc case,1,CH,2.6,NA,0,0.8,NA,5,1,Switzerland
USC-SIkJalpha,inc case,1,CH,1.61,1.75,0,1,-0.68,5,1,Switzerland
UVA-Ensemble,inc case,1,CH,2.06,NA,0,0.5,NA,4,1,Switzerland
epiforecasts-EpiNow2,inc case,1,CH,0.75,0.94,0.6,0.8,0.26,5,1,Switzerland
EuroCOVIDhub-baseline,inc case,2,CH,1,1,0.25,1,-0.6,4,1,Switzerland
EuroCOVIDhub-ensemble,inc case,2,CH,0.99,1.05,0.5,1,-0.32,4,1,Switzerland
IEM_Health-CovidProject,inc case,2,CH,1.78,1.89,0.5,0.75,-0.51,4,1,Switzerland
ILM-EKF,inc case,2,CH,1.1,1.07,0.5,1,-0.18,4,1,Switzerland
LANL-GrowthRate,inc case,2,CH,1.4,1.28,0.25,1,-0.22,4,1,Switzerland
RobertWalraven-ESG,inc case,2,CH,2.54,NA,0,1,NA,4,1,Switzerland
USC-SIkJalpha,inc case,2,CH,1.34,1.66,0.25,0.5,-0.7,4,1,Switzerland
epiforecasts-EpiNow2,inc case,2,CH,1.16,1.24,0.5,0.75,-0.05,4,1,Switzerland
EuroCOVIDhub-baseline,inc death,1,CH,1,1,0.6,1,0.22,5,1,Switzerland
EuroCOVIDhub-ensemble,inc death,1,CH,0.78,0.79,0.6,1,0.36,5,1,Switzerland
IEM_Health-CovidProject,inc death,1,CH,0.86,0.81,0.8,1,-0.2,5,1,Switzerland
ILM-EKF,inc death,1,CH,1.11,1.24,0.6,1,0.28,5,1,Switzerland
LANL-GrowthRate,inc death,1,CH,1.15,1.03,0.6,0.8,0.48,5,1,Switzerland
RobertWalraven-ESG,inc death,1,CH,0.58,0.66,0.8,1,0.04,5,1,Switzerland
USC-SIkJalpha,inc death,1,CH,0.83,0.67,0.6,1,0.26,5,1,Switzerland
epiforecasts-EpiNow2,inc death,1,CH,1.91,1.54,0,1,0.75,5,1,Switzerland
EuroCOVIDhub-baseline,inc death,2,CH,1,1,1,1,0.3,4,1,Switzerland
EuroCOVIDhub-ensemble,inc death,2,CH,1.57,0.77,0.5,1,0.35,4,1,Switzerland
IEM_Health-CovidProject,inc death,2,CH,1.34,0.83,0.5,1,-0.3,4,1,Switzerland
ILM-EKF,inc death,2,CH,2.14,1.3,0.5,1,0.35,4,1,Switzerland
LANL-GrowthRate,inc death,2,CH,2.2,1.2,0.5,0.75,0.64,4,1,Switzerland
RobertWalraven-ESG,inc death,2,CH,0.39,0.54,1,1,-0.05,4,1,Switzerland
USC-SIkJalpha,inc death,2,CH,1.53,0.73,0.5,1,0.52,4,1,Switzerland
epiforecasts-EpiNow2,inc death,2,CH,2.85,1.52,0,1,0.76,4,1,Switzerland
DSMPG-bayes,inc case,1,CY,1.36,1.18,0.5,1,0.32,4,1,Cyprus
EuroCOVIDhub-baseline,inc case,1,CY,1,1,0,1,-0.25,5,1,Cyprus
EuroCOVIDhub-ensemble,inc case,1,CY,1.06,1.19,0.4,1,0.02,5,1,Cyprus
IEM_Health-CovidProject,inc case,1,CY,1.83,1.75,0,0.4,-0.14,5,1,Cyprus
ILM-EKF,inc case,1,CY,1.63,1.49,0.4,0.8,0.12,5,1,Cyprus
LANL-GrowthRate,inc case,1,CY,1.1,1.03,0.2,0.8,-0.39,5,1,Cyprus
RobertWalraven-ESG,inc case,1,CY,1.55,NA,0,0.6,NA,5,1,Cyprus
USC-SIkJalpha,inc case,1,CY,1.01,3.09,0.8,0.8,-0.18,5,1,Cyprus
UVA-Ensemble,inc case,1,CY,1.19,NA,0.25,0.75,NA,4,1,Cyprus
epiforecasts-EpiNow2,inc case,1,CY,1.64,1.44,0.6,1,0.08,5,1,Cyprus
EuroCOVIDhub-baseline,inc case,2,CY,1,1,0,1,-0.46,4,1,Cyprus
EuroCOVIDhub-ensemble,inc case,2,CY,1.48,1.65,0.5,1,0.12,4,1,Cyprus
IEM_Health-CovidProject,inc case,2,CY,2.08,2.23,0,0.5,0.01,4,1,Cyprus
ILM-EKF,inc case,2,CY,1.88,1.64,0.25,1,0.28,4,1,Cyprus
LANL-GrowthRate,inc case,2,CY,1.61,1.63,0.25,0.75,-0.14,4,1,Cyprus
RobertWalraven-ESG,inc case,2,CY,1.03,NA,0.5,0.75,NA,4,1,Cyprus
USC-SIkJalpha,inc case,2,CY,1.15,2.97,0.5,0.75,-0.1,4,1,Cyprus
epiforecasts-EpiNow2,inc case,2,CY,3.41,3.08,0.25,1,0.1,4,1,Cyprus
EuroCOVIDhub-baseline,inc death,1,CY,1,1,0.2,1,-0.36,5,1,Cyprus
EuroCOVIDhub-ensemble,inc death,1,CY,0.89,1.11,1,1,-0.26,5,1,Cyprus
IEM_Health-CovidProject,inc death,1,CY,1.61,1.33,0.6,1,-0.5,5,1,Cyprus
ILM-EKF,inc death,1,CY,0.98,1.89,1,1,-0.08,5,1,Cyprus
LANL-GrowthRate,inc death,1,CY,1.55,1.33,0.2,1,-0.52,5,1,Cyprus
RobertWalraven-ESG,inc death,1,CY,0.71,0.67,0.6,1,-0.4,5,1,Cyprus
USC-SIkJalpha,inc death,1,CY,1.16,1.33,0.6,0.8,-0.46,5,1,Cyprus
epiforecasts-EpiNow2,inc death,1,CY,0.83,0.89,0.8,1,0.08,5,1,Cyprus
EuroCOVIDhub-baseline,inc death,2,CY,1,1,0.25,1,-0.65,4,1,Cyprus
EuroCOVIDhub-ensemble,inc death,2,CY,0.83,1,1,1,-0.28,4,1,Cyprus
IEM_Health-CovidProject,inc death,2,CY,1.5,1.33,0.5,1,-0.52,4,1,Cyprus
ILM-EKF,inc death,2,CY,0.42,1.67,1,1,-0.08,4,1,Cyprus
LANL-GrowthRate,inc death,2,CY,1.31,1.56,0.25,0.75,-0.74,4,1,Cyprus
RobertWalraven-ESG,inc death,2,CY,0.81,0.78,0.75,1,-0.49,4,1,Cyprus
USC-SIkJalpha,inc death,2,CY,1,1,0.75,1,-0.47,4,1,Cyprus
epiforecasts-EpiNow2,inc death,2,CY,1,1.11,0.75,1,0.05,4,1,Cyprus
EuroCOVIDhub-baseline,inc case,1,CZ,1,1,0,1,0.86,5,1,Czechia
EuroCOVIDhub-ensemble,inc case,1,CZ,0.57,0.62,0.8,1,0.38,5,1,Czechia
IEM_Health-CovidProject,inc case,1,CZ,1.51,1.31,0.6,1,0.54,5,1,Czechia
ILM-EKF,inc case,1,CZ,0.72,0.63,0.6,1,0.44,5,1,Czechia
LANL-GrowthRate,inc case,1,CZ,0.81,0.77,0.8,1,-0.4,5,1,Czechia
RobertWalraven-ESG,inc case,1,CZ,0.98,NA,0.4,1,NA,5,1,Czechia
USC-SIkJalpha,inc case,1,CZ,0.98,1.34,0.4,0.4,0.74,5,1,Czechia
UVA-Ensemble,inc case,1,CZ,1.87,NA,0,0.75,NA,4,1,Czechia
epiforecasts-EpiNow2,inc case,1,CZ,0.86,0.85,0.8,0.8,0.4,5,1,Czechia
EuroCOVIDhub-baseline,inc case,2,CZ,1,1,0,0.5,0.95,4,1,Czechia
EuroCOVIDhub-ensemble,inc case,2,CZ,0.66,0.59,0.25,1,0.6,4,1,Czechia
IEM_Health-CovidProject,inc case,2,CZ,1.34,1.16,0,1,0.72,4,1,Czechia
ILM-EKF,inc case,2,CZ,0.79,0.7,0.25,1,0.55,4,1,Czechia
LANL-GrowthRate,inc case,2,CZ,0.15,0.34,1,1,0.05,4,1,Czechia
RobertWalraven-ESG,inc case,2,CZ,0.89,NA,0.25,1,NA,4,1,Czechia
USC-SIkJalpha,inc case,2,CZ,0.77,0.96,0.25,0.5,0.78,4,1,Czechia
epiforecasts-EpiNow2,inc case,2,CZ,0.73,0.71,0.5,0.75,0.55,4,1,Czechia
EuroCOVIDhub-baseline,inc death,1,CZ,1,1,0,1,0.49,5,1,Czechia
EuroCOVIDhub-ensemble,inc death,1,CZ,0.45,0.6,0.8,1,0.24,5,1,Czechia
IEM_Health-CovidProject,inc death,1,CZ,1.08,0.99,0.6,1,0.32,5,1,Czechia
ILM-EKF,inc death,1,CZ,0.41,0.85,1,1,0.1,5,1,Czechia
LANL-GrowthRate,inc death,1,CZ,0.82,0.78,0,0.6,-0.52,5,1,Czechia
RobertWalraven-ESG,inc death,1,CZ,0.9,1.14,0.2,0.4,0.51,5,1,Czechia
USC-SIkJalpha,inc death,1,CZ,0.87,1.36,0.6,0.8,0.46,5,1,Czechia
epiforecasts-EpiNow2,inc death,1,CZ,0.38,0.37,0.6,1,0.14,5,1,Czechia
EuroCOVIDhub-baseline,inc death,2,CZ,1,1,0,0.5,0.56,4,1,Czechia
EuroCOVIDhub-ensemble,inc death,2,CZ,0.78,0.73,0.5,1,0.64,4,1,Czechia
IEM_Health-CovidProject,inc death,2,CZ,1.39,1.3,0.25,1,0.66,4,1,Czechia
ILM-EKF,inc death,2,CZ,0.71,0.77,1,1,0.32,4,1,Czechia
LANL-GrowthRate,inc death,2,CZ,0.52,0.48,0.75,1,-0.46,4,1,Czechia
RobertWalraven-ESG,inc death,2,CZ,1.12,1.54,0,0.25,0.98,4,1,Czechia
USC-SIkJalpha,inc death,2,CZ,1.38,1.53,0.25,0.5,0.75,4,1,Czechia
epiforecasts-EpiNow2,inc death,2,CZ,0.86,0.75,0.25,1,0.55,4,1,Czechia
DSMPG-bayes,inc case,1,DE,0.87,1.01,0.8,0.8,0.18,5,1,Germany
EuroCOVIDhub-baseline,inc case,1,DE,1,1,0,1,-0.53,5,1,Germany
EuroCOVIDhub-ensemble,inc case,1,DE,0.89,0.82,0.6,1,-0.24,5,1,Germany
FIAS_FZJ-Epi1Ger,inc case,1,DE,0.87,0.85,0.2,0.8,-0.31,5,1,Germany
HZI-AgeExtendedSEIR,inc case,1,DE,1.06,NA,NA,NA,NA,4,1,Germany
IEM_Health-CovidProject,inc case,1,DE,1.04,1.18,0.4,1,-0.46,5,1,Germany
ILM-EKF,inc case,1,DE,1.1,0.95,0.4,1,-0.07,5,1,Germany
ITWW-county_repro,inc case,1,DE,0.95,1.18,0.4,0.4,0.18,5,1,Germany
Karlen-pypm,inc case,1,DE,0.93,0.88,0.4,1,-0.02,5,1,Germany
LANL-GrowthRate,inc case,1,DE,1.02,1.07,0.6,1,-0.38,5,1,Germany
RobertWalraven-ESG,inc case,1,DE,0.95,NA,0,0.8,NA,5,1,Germany
UNIPV-BayesINGARCHX,inc case,1,DE,1.03,1,0.2,0.4,-0.03,5,1,Germany
USC-SIkJalpha,inc case,1,DE,1.23,1.53,0.8,0.8,-0.34,5,1,Germany
UVA-Ensemble,inc case,1,DE,1.42,NA,0,0.4,NA,5,1,Germany
epiforecasts-EpiExpert,inc case,1,DE,1.08,1,0,0.8,-0.2,5,1,Germany
epiforecasts-EpiNow2,inc case,1,DE,1.21,1.04,0.4,1,-0.24,5,1,Germany
itwm-dSEIR,inc case,1,DE,1.01,1.18,0.2,0.4,0.1,5,1,Germany
DSMPG-bayes,inc case,2,DE,1.49,1.37,0.25,1,0.2,4,1,Germany
EuroCOVIDhub-baseline,inc case,2,DE,1,1,0.25,0.5,-0.74,4,1,Germany
EuroCOVIDhub-ensemble,inc case,2,DE,1.4,1.13,0,1,0,4,1,Germany
FIAS_FZJ-Epi1Ger,inc case,2,DE,1.4,1.27,0,0.75,0.04,4,1,Germany
IEM_Health-CovidProject,inc case,2,DE,1.04,1.25,0.5,0.75,-0.5,4,1,Germany
ILM-EKF,inc case,2,DE,1.77,1.45,0.25,1,0.07,4,1,Germany
ITWW-county_repro,inc case,2,DE,1.61,1.9,0.25,0.25,0.38,4,1,Germany
Karlen-pypm,inc case,2,DE,1.41,1.3,0.5,1,0.35,4,1,Germany
LANL-GrowthRate,inc case,2,DE,1.13,1.12,0.5,0.75,-0.27,4,1,Germany
RobertWalraven-ESG,inc case,2,DE,1.39,NA,0.25,0.5,NA,4,1,Germany
UNIPV-BayesINGARCHX,inc case,2,DE,1.1,1.27,0,0.25,0.05,4,1,Germany
USC-SIkJalpha,inc case,2,DE,1.56,1.92,0.25,0.5,-0.25,4,1,Germany
UVA-Ensemble,inc case,2,DE,1.26,NA,0,0.5,NA,4,1,Germany
epiforecasts-EpiExpert,inc case,2,DE,1.44,1.46,0,0.5,0.03,4,1,Germany
epiforecasts-EpiNow2,inc case,2,DE,1.37,1.21,0.5,1,-0.1,4,1,Germany
itwm-dSEIR,inc case,2,DE,1.45,1.31,0.25,0.75,0.15,4,1,Germany
EuroCOVIDhub-baseline,inc death,1,DE,1,1,0.2,1,0.36,5,1,Germany
EuroCOVIDhub-ensemble,inc death,1,DE,0.97,0.86,0.8,1,0.2,5,1,Germany
FIAS_FZJ-Epi1Ger,inc death,1,DE,2.07,2.65,0,0,0.6,5,1,Germany
HZI-AgeExtendedSEIR,inc death,1,DE,1.12,NA,NA,NA,NA,4,1,Germany
IEM_Health-CovidProject,inc death,1,DE,1.82,1.66,0.6,1,-0.46,5,1,Germany
ILM-EKF,inc death,1,DE,1.39,1.22,0.4,1,0.4,5,1,Germany
ITWW-county_repro,inc death,1,DE,0.88,1.14,0,0.2,-0.59,5,1,Germany
Karlen-pypm,inc death,1,DE,1.03,0.97,0.8,1,0.34,5,1,Germany
LANL-GrowthRate,inc death,1,DE,1.04,1.13,0.4,0.8,0.2,5,1,Germany
MIT_CovidAnalytics-DELPHI,inc death,1,DE,1.22,1.07,0.8,1,0.28,5,1,Germany
RobertWalraven-ESG,inc death,1,DE,1.35,1.33,0.4,0.8,-0.66,5,1,Germany
