model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
LANL-GrowthRate,inc death,3,Overall,0.85,0.8,0.3,0.67,-0.4,160,32,NA
MUNI-ARIMA,inc death,3,Overall,0.94,0.79,0.66,0.95,-0.27,160,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.91,0.87,0.59,0.81,-0.36,160,32,NA
UMass-MechBayes,inc death,3,Overall,1.3,1.16,0.43,0.84,-0.01,160,32,NA
USC-SIkJalpha,inc death,3,Overall,1.18,1.27,0.25,0.41,0.08,160,32,NA
USyd-OneModelMan,inc death,3,Overall,0.7,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,3,Overall,1.82,1.65,0.47,0.88,0.15,156,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.78,0.99,-0.21,160,32,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.7,0.53,0.57,0.98,-0.15,160,32,NA
IEM_Health-CovidProject,inc death,2,Overall,0.92,0.79,0.38,0.72,-0.18,154,31,NA
ILM-EKF,inc death,2,Overall,0.97,0.93,0.82,0.98,0.06,160,32,NA
Karlen-pypm,inc death,2,Overall,1.01,0.78,0.46,0.95,-0.17,145,29,NA
LANL-GrowthRate,inc death,2,Overall,0.83,0.73,0.4,0.75,-0.4,160,32,NA
MUNI-ARIMA,inc death,2,Overall,0.87,0.71,0.69,0.96,-0.23,160,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.79,0.7,0.56,0.84,-0.25,160,32,NA
UMass-MechBayes,inc death,2,Overall,1.16,0.91,0.44,0.91,0.03,160,32,NA
USC-SIkJalpha,inc death,2,Overall,1.09,1.12,0.22,0.43,0.01,160,32,NA
USyd-OneModelMan,inc death,2,Overall,0.73,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,1.39,1.17,0.46,0.91,0.03,157,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.7,0.99,-0.16,160,32,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.79,0.58,0.58,0.98,-0.13,160,32,NA
IEM_Health-CovidProject,inc death,1,Overall,0.96,0.83,0.38,0.79,-0.09,154,31,NA
ILM-EKF,inc death,1,Overall,0.91,0.99,0.88,0.98,0.05,160,32,NA
Karlen-pypm,inc death,1,Overall,1.08,0.81,0.51,0.98,-0.24,145,29,NA
LANL-GrowthRate,inc death,1,Overall,0.89,0.76,0.41,0.79,-0.31,160,32,NA
MUNI-ARIMA,inc death,1,Overall,0.99,0.77,0.65,0.95,-0.14,160,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.77,0.66,0.58,0.84,-0.19,160,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,1.05,NA,NA,NA,NA,160,32,NA
UMass-MechBayes,inc death,1,Overall,1.4,1.07,0.4,0.96,-0.03,160,32,NA
USC-SIkJalpha,inc death,1,Overall,1.26,1.31,0.24,0.41,-0.04,160,32,NA
USyd-OneModelMan,inc death,1,Overall,0.95,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,1.41,1.07,0.52,0.93,-0.07,157,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.27,0.62,-0.34,160,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.31,0.43,-0.12,160,32,NA
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.2,1,-0.68,5,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.96,1.21,0.2,0.6,-0.33,5,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.69,0.87,0.2,0.8,-0.82,5,1,Austria
ILM-EKF,inc case,4,AT,0.8,1.09,0.4,0.8,-0.13,5,1,Austria
Karlen-pypm,inc case,4,AT,2.65,3.66,0,0.6,0.12,5,1,Austria
LANL-GrowthRate,inc case,4,AT,0.86,1.22,0,0.4,-0.9,5,1,Austria
MUNI-ARIMA,inc case,4,AT,0.65,0.7,0.6,1,-0.36,5,1,Austria
RobertWalraven-ESG,inc case,4,AT,1.08,1.76,0,0,-1,5,1,Austria
USC-SIkJalpha,inc case,4,AT,1.04,1.79,0,0,-0.6,5,1,Austria
UVA-Ensemble,inc case,4,AT,0.68,NA,0,0.8,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,5.7,7.61,0.4,0.4,0.14,5,1,Austria
EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.2,1,-0.66,5,1,Austria
EuroCOVIDhub-ensemble,inc case,3,AT,0.56,0.67,0.4,0.8,-0.4,5,1,Austria
IEM_Health-CovidProject,inc case,3,AT,0.52,0.6,0.2,1,-0.36,5,1,Austria
ILM-EKF,inc case,3,AT,0.54,0.66,0.8,1,0.12,5,1,Austria
Karlen-pypm,inc case,3,AT,1.64,2.05,0.2,0.6,0.06,5,1,Austria
LANL-GrowthRate,inc case,3,AT,0.63,0.96,0.4,0.6,-0.57,5,1,Austria
MUNI-ARIMA,inc case,3,AT,0.55,0.62,0.8,1,-0.24,5,1,Austria
RobertWalraven-ESG,inc case,3,AT,1.06,1.6,0,0,-1,5,1,Austria
USC-SIkJalpha,inc case,3,AT,0.76,1.17,0,0.2,-0.52,5,1,Austria
UVA-Ensemble,inc case,3,AT,0.45,NA,0.4,0.8,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,3,AT,3.18,3.89,0.4,0.6,0.06,5,1,Austria
EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.2,1,-0.66,5,1,Austria
EuroCOVIDhub-ensemble,inc case,2,AT,0.4,0.55,0.4,0.8,-0.18,5,1,Austria
IEM_Health-CovidProject,inc case,2,AT,0.48,0.56,0.4,0.8,-0.12,5,1,Austria
ILM-EKF,inc case,2,AT,0.53,0.64,0.8,1,0.36,5,1,Austria
Karlen-pypm,inc case,2,AT,0.9,0.98,0.4,0.8,0.08,5,1,Austria
LANL-GrowthRate,inc case,2,AT,0.58,0.73,0.6,0.6,-0.32,5,1,Austria
MUNI-ARIMA,inc case,2,AT,0.3,0.46,0.8,1,-0.24,5,1,Austria
RobertWalraven-ESG,inc case,2,AT,0.91,1.25,0,0.2,-0.92,5,1,Austria
USC-SIkJalpha,inc case,2,AT,0.53,0.76,0,0.6,-0.26,5,1,Austria
UVA-Ensemble,inc case,2,AT,0.79,NA,0.2,0.8,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,2,AT,1.01,1.22,0.6,1,-0.17,5,1,Austria
EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.2,1,-0.66,5,1,Austria
EuroCOVIDhub-ensemble,inc case,1,AT,0.37,0.42,0.8,0.8,0,5,1,Austria
IEM_Health-CovidProject,inc case,1,AT,0.47,0.48,0.4,0.8,0,5,1,Austria
ILM-EKF,inc case,1,AT,0.73,0.74,0.6,1,0.38,5,1,Austria
Karlen-pypm,inc case,1,AT,0.75,0.79,0.4,1,0.19,5,1,Austria
LANL-GrowthRate,inc case,1,AT,0.37,0.52,0.6,0.8,-0.1,5,1,Austria
MUNI-ARIMA,inc case,1,AT,0.32,0.39,0.8,1,0,5,1,Austria
RobertWalraven-ESG,inc case,1,AT,0.74,0.88,0.4,0.6,-0.71,5,1,Austria
SDSC_ISG-TrendModel,inc case,1,AT,0.44,NA,NA,NA,NA,5,1,Austria
USC-SIkJalpha,inc case,1,AT,0.41,0.54,0.2,0.8,-0.4,5,1,Austria
UVA-Ensemble,inc case,1,AT,1.6,NA,0.4,1,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,1,AT,0.74,0.73,0.4,1,-0.06,5,1,Austria
LANL-GrowthRate,inc case,5,AT,NA,NA,0,0.2,-0.98,5,1,Austria
USC-SIkJalpha,inc case,5,AT,NA,NA,0,0,-0.6,5,1,Austria
EuroCOVIDhub-baseline,inc death,4,AT,1,1,1,1,-0.02,5,1,Austria
EuroCOVIDhub-ensemble,inc death,4,AT,2.93,0.71,0.4,1,0.48,5,1,Austria
IEM_Health-CovidProject,inc death,4,AT,1.8,0.33,0.4,1,-0.58,5,1,Austria
ILM-EKF,inc death,4,AT,3.68,0.93,0.4,1,0.28,5,1,Austria
Karlen-pypm,inc death,4,AT,8.43,2.11,0.4,0.8,0.57,5,1,Austria
LANL-GrowthRate,inc death,4,AT,1.39,0.33,0.4,1,-0.13,5,1,Austria
MUNI-ARIMA,inc death,4,AT,3.15,0.69,0.8,1,-0.1,5,1,Austria
RobertWalraven-ESG,inc death,4,AT,0.91,0.31,1,1,-0,5,1,Austria
UMass-MechBayes,inc death,4,AT,4.64,1.15,0.4,0.8,0.51,5,1,Austria
USC-SIkJalpha,inc death,4,AT,4.64,1.25,0,0.2,0.64,5,1,Austria
USyd-OneModelMan,inc death,4,AT,1.8,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,4,AT,23.13,5.09,0.4,0.8,0.71,5,1,Austria
EuroCOVIDhub-baseline,inc death,3,AT,1,1,1,1,-0.14,5,1,Austria
EuroCOVIDhub-ensemble,inc death,3,AT,0.8,0.36,0.8,1,0.26,5,1,Austria
IEM_Health-CovidProject,inc death,3,AT,1.14,0.35,0.4,0.8,-0.68,5,1,Austria
ILM-EKF,inc death,3,AT,2.1,0.88,0.6,1,0.38,5,1,Austria
Karlen-pypm,inc death,3,AT,2.67,1.06,0.4,0.6,0.6,5,1,Austria
LANL-GrowthRate,inc death,3,AT,0.84,0.31,0.4,0.8,-0.28,5,1,Austria
MUNI-ARIMA,inc death,3,AT,1.67,0.58,1,1,-0.24,5,1,Austria
RobertWalraven-ESG,inc death,3,AT,0.76,0.36,1,1,-0.02,5,1,Austria
UMass-MechBayes,inc death,3,AT,1.87,0.73,0.2,0.8,0.7,5,1,Austria
USC-SIkJalpha,inc death,3,AT,2.38,1.03,0,0.2,0.96,5,1,Austria
USyd-OneModelMan,inc death,3,AT,1.05,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,3,AT,4.34,1.75,0.2,0.8,0.75,5,1,Austria
EuroCOVIDhub-baseline,inc death,2,AT,1,1,1,1,-0.1,5,1,Austria
EuroCOVIDhub-ensemble,inc death,2,AT,0.84,0.39,0.6,1,0.22,5,1,Austria
IEM_Health-CovidProject,inc death,2,AT,0.83,0.74,0.2,0.4,-0.46,5,1,Austria
ILM-EKF,inc death,2,AT,1.01,0.92,0.6,1,0.36,5,1,Austria
Karlen-pypm,inc death,2,AT,0.53,0.39,0.8,1,0.32,5,1,Austria
LANL-GrowthRate,inc death,2,AT,0.67,0.4,0.4,0.8,-0.42,5,1,Austria
MUNI-ARIMA,inc death,2,AT,1.44,0.81,0.4,1,-0.26,5,1,Austria
RobertWalraven-ESG,inc death,2,AT,0.87,0.52,0.8,1,0.1,5,1,Austria
UMass-MechBayes,inc death,2,AT,0.63,0.47,0.6,1,0.65,5,1,Austria
USC-SIkJalpha,inc death,2,AT,1.2,0.98,0.4,0.4,0.38,5,1,Austria
USyd-OneModelMan,inc death,2,AT,0.73,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,2,AT,0.93,0.56,0.4,1,0.6,5,1,Austria
EuroCOVIDhub-baseline,inc death,1,AT,1,1,1,1,-0.08,5,1,Austria
EuroCOVIDhub-ensemble,inc death,1,AT,0.75,0.49,0.6,1,0.08,5,1,Austria
IEM_Health-CovidProject,inc death,1,AT,1.17,1.13,0.2,0.6,-0.09,5,1,Austria
ILM-EKF,inc death,1,AT,0.79,0.96,0.8,1,0.26,5,1,Austria
Karlen-pypm,inc death,1,AT,0.59,0.52,0.6,1,0.02,5,1,Austria
LANL-GrowthRate,inc death,1,AT,0.57,0.46,0.6,1,-0.27,5,1,Austria
MUNI-ARIMA,inc death,1,AT,1.34,1.02,0.4,1,-0.07,5,1,Austria
RobertWalraven-ESG,inc death,1,AT,0.53,0.44,1,1,0.18,5,1,Austria
SDSC_ISG-TrendModel,inc death,1,AT,1.52,NA,NA,NA,NA,5,1,Austria
UMass-MechBayes,inc death,1,AT,1.04,0.97,0.2,0.8,0.42,5,1,Austria
USC-SIkJalpha,inc death,1,AT,0.95,0.98,0.2,0.6,0.36,5,1,Austria
USyd-OneModelMan,inc death,1,AT,1.17,NA,NA,NA,NA,5,1,Austria
epiforecasts-EpiNow2,inc death,1,AT,0.6,0.56,0.6,1,0.32,5,1,Austria
LANL-GrowthRate,inc death,5,AT,NA,NA,0.2,0.8,0.08,5,1,Austria
USC-SIkJalpha,inc death,5,AT,NA,NA,0.2,0.2,0.48,5,1,Austria
EuroCOVIDhub-baseline,inc case,4,BE,1,1,1,1,-0.38,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,4,BE,0.85,1.1,1,1,0.04,5,1,Belgium
IEM_Health-CovidProject,inc case,4,BE,0.79,0.84,0.8,1,-0.16,5,1,Belgium
ILM-EKF,inc case,4,BE,3.26,2.97,0.6,1,0.51,5,1,Belgium
Karlen-pypm,inc case,4,BE,9.1,7.96,0.6,0.6,0.22,5,1,Belgium
LANL-GrowthRate,inc case,4,BE,1.65,1.19,0.4,0.8,-0.66,5,1,Belgium
MUNI-ARIMA,inc case,4,BE,2.5,2.24,0.6,1,-0.42,5,1,Belgium
RobertWalraven-ESG,inc case,4,BE,0.85,0.72,0.6,1,-0.48,5,1,Belgium
USC-SIkJalpha,inc case,4,BE,1.2,1.31,0.2,0.2,-0.36,5,1,Belgium
UVA-Ensemble,inc case,4,BE,0.71,NA,0,0.8,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,4,BE,1.38,2.5,1,1,-0.1,5,1,Belgium
EuroCOVIDhub-baseline,inc case,3,BE,1,1,1,1,-0.32,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,3,BE,0.71,0.96,1,1,-0.02,5,1,Belgium
IEM_Health-CovidProject,inc case,3,BE,1.35,1.08,0.6,1,0.12,5,1,Belgium
ILM-EKF,inc case,3,BE,2.89,2.35,0.8,1,0.43,5,1,Belgium
Karlen-pypm,inc case,3,BE,3.44,2.75,0.6,0.8,-0.06,5,1,Belgium
LANL-GrowthRate,inc case,3,BE,1.99,1.21,0.6,1,-0.52,5,1,Belgium
MUNI-ARIMA,inc case,3,BE,2.43,2.09,0.8,1,-0.25,5,1,Belgium
RobertWalraven-ESG,inc case,3,BE,1.54,1.06,0.2,1,-0.37,5,1,Belgium
USC-SIkJalpha,inc case,3,BE,8.98,9.56,0.2,0.2,0.08,5,1,Belgium
UVA-Ensemble,inc case,3,BE,1.04,NA,0.4,0.8,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,3,BE,1.48,2.5,1,1,-0.06,5,1,Belgium
EuroCOVIDhub-baseline,inc case,2,BE,1,1,1,1,-0.32,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,2,BE,0.87,0.95,1,1,-0.14,5,1,Belgium
IEM_Health-CovidProject,inc case,2,BE,1.48,1.03,0.4,1,0.18,5,1,Belgium
ILM-EKF,inc case,2,BE,1.25,1.17,1,1,0.3,5,1,Belgium
Karlen-pypm,inc case,2,BE,1.04,0.87,0.6,1,-0.3,5,1,Belgium
LANL-GrowthRate,inc case,2,BE,3.12,1.73,0.6,1,-0.5,5,1,Belgium
MUNI-ARIMA,inc case,2,BE,1.9,1.55,1,1,-0.1,5,1,Belgium
RobertWalraven-ESG,inc case,2,BE,2.24,1.29,0,1,-0.53,5,1,Belgium
USC-SIkJalpha,inc case,2,BE,5.64,5.21,0.2,0.4,0.26,5,1,Belgium
UVA-Ensemble,inc case,2,BE,2.98,NA,0,0.8,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,2,BE,2.2,2.41,1,1,-0.18,5,1,Belgium
EuroCOVIDhub-baseline,inc case,1,BE,1,1,1,1,-0.26,5,1,Belgium
EuroCOVIDhub-ensemble,inc case,1,BE,1.21,1.09,1,1,-0.26,5,1,Belgium
IEM_Health-CovidProject,inc case,1,BE,1.83,1.15,0.4,1,0.4,5,1,Belgium
ILM-EKF,inc case,1,BE,1.01,1.12,1,1,0.16,5,1,Belgium
Karlen-pypm,inc case,1,BE,1.35,0.85,1,1,-0.26,5,1,Belgium
LANL-GrowthRate,inc case,1,BE,8.02,3.63,0.4,1,-0.56,5,1,Belgium
MUNI-ARIMA,inc case,1,BE,1.74,1.31,0.8,1,-0.3,5,1,Belgium
RobertWalraven-ESG,inc case,1,BE,3.29,1.62,0.4,1,-0.64,5,1,Belgium
SDSC_ISG-TrendModel,inc case,1,BE,3.45,NA,NA,NA,NA,5,1,Belgium
USC-SIkJalpha,inc case,1,BE,4.07,2.99,0,0.6,0.52,5,1,Belgium
UVA-Ensemble,inc case,1,BE,16.08,NA,0,0.2,NA,5,1,Belgium
epiforecasts-EpiNow2,inc case,1,BE,5.33,3.28,1,1,-0.32,5,1,Belgium
LANL-GrowthRate,inc case,5,BE,NA,NA,0.2,0.6,-0.77,5,1,Belgium
USC-SIkJalpha,inc case,5,BE,NA,NA,0.2,0.2,-0.38,5,1,Belgium
EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,-0.1,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,4,BE,0.58,0.2,0.8,1,-0.22,5,1,Belgium
IEM_Health-CovidProject,inc death,4,BE,1.22,0.34,0.4,0.8,-0.56,5,1,Belgium
ILM-EKF,inc death,4,BE,0.78,0.47,0.8,1,0.16,5,1,Belgium
Karlen-pypm,inc death,4,BE,2.95,0.81,0.2,0.8,0.07,5,1,Belgium
LANL-GrowthRate,inc death,4,BE,0.89,0.33,0.4,0.4,-0.62,5,1,Belgium
MUNI-ARIMA,inc death,4,BE,1.33,0.39,0.8,1,-0.4,5,1,Belgium
RobertWalraven-ESG,inc death,4,BE,0.96,0.27,0.8,1,-0.38,5,1,Belgium
UMass-MechBayes,inc death,4,BE,0.78,0.21,0.6,1,-0.5,5,1,Belgium
USC-SIkJalpha,inc death,4,BE,0.29,0.07,0.4,1,-0.19,5,1,Belgium
USyd-OneModelMan,inc death,4,BE,0.89,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,4,BE,0.92,0.4,0.8,1,-0.04,5,1,Belgium
EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,-0.14,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,3,BE,0.62,0.21,1,1,-0.28,5,1,Belgium
IEM_Health-CovidProject,inc death,3,BE,1.03,0.36,0.4,0.8,-0.54,5,1,Belgium
ILM-EKF,inc death,3,BE,0.49,0.4,1,1,0.02,5,1,Belgium
Karlen-pypm,inc death,3,BE,0.93,0.3,0.4,1,-0.18,5,1,Belgium
LANL-GrowthRate,inc death,3,BE,1.09,0.38,0.2,0.4,-0.88,5,1,Belgium
MUNI-ARIMA,inc death,3,BE,1.3,0.42,0.8,1,-0.36,5,1,Belgium
RobertWalraven-ESG,inc death,3,BE,0.79,0.26,1,1,-0.32,5,1,Belgium
UMass-MechBayes,inc death,3,BE,0.9,0.21,0.4,1,-0.43,5,1,Belgium
USC-SIkJalpha,inc death,3,BE,0.3,0.14,0.6,0.6,-0.02,5,1,Belgium
USyd-OneModelMan,inc death,3,BE,0.63,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,3,BE,0.85,0.31,0.8,1,-0.08,5,1,Belgium
EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,-0.12,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,2,BE,0.69,0.25,0.8,1,-0.26,5,1,Belgium
IEM_Health-CovidProject,inc death,2,BE,1.41,0.43,0.4,0.8,-0.07,5,1,Belgium
ILM-EKF,inc death,2,BE,0.59,0.42,1,1,-0.1,5,1,Belgium
Karlen-pypm,inc death,2,BE,0.73,0.24,0.6,1,-0.4,5,1,Belgium
LANL-GrowthRate,inc death,2,BE,1.38,0.46,0,0.6,-0.89,5,1,Belgium
MUNI-ARIMA,inc death,2,BE,1.16,0.44,0.8,1,-0.32,5,1,Belgium
RobertWalraven-ESG,inc death,2,BE,0.77,0.3,1,1,-0.18,5,1,Belgium
UMass-MechBayes,inc death,2,BE,0.9,0.2,0.6,0.8,-0.27,5,1,Belgium
USC-SIkJalpha,inc death,2,BE,0.45,0.16,0.2,0.6,-0.31,5,1,Belgium
USyd-OneModelMan,inc death,2,BE,0.89,NA,NA,NA,NA,5,1,Belgium
epiforecasts-EpiNow2,inc death,2,BE,0.96,0.28,1,1,-0.26,5,1,Belgium
EuroCOVIDhub-baseline,inc death,1,BE,1,1,1,1,-0.1,5,1,Belgium
EuroCOVIDhub-ensemble,inc death,1,BE,0.86,0.39,0.8,1,-0.28,5,1,Belgium
IEM_Health-CovidProject,inc death,1,BE,1.25,0.52,0.6,0.8,-0.11,5,1,Belgium
ILM-EKF,inc death,1,BE,0.89,0.71,1,1,-0.02,5,1,Belgium
Karlen-pypm,inc death,1,BE,0.79,0.35,0.6,1,-0.38,5,1,Belgium
LANL-GrowthRate,inc death,1,BE,1.37,0.61,0.2,0.6,-0.74,5,1,Belgium
MUNI-ARIMA,inc death,1,BE,1.24,0.54,0.8,1,-0.36,5,1,Belgium
RobertWalraven-ESG,inc death,1,BE,1.02,0.47,1,1,-0.2,5,1,Belgium
SDSC_ISG-TrendModel,inc death,1,BE,1.37,NA,NA,NA,NA,5,1,Belgium
UMass-MechBayes,inc death,1,BE,1.05,0.3,0.2,1,-0.13,5,1,Belgium
USC-SIkJalpha,inc death,1,BE,0.82,0.48,0.2,0.2,-0.34,5,1,Belgium
