model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.8,0.98,-0.26,160,32,NA
EuroCOVIDhub-cutoff_10_weeks_history_relative_skill_weighted_mean,inc death,4,Overall,0.85,0.73,0.59,0.97,-0.12,145,31,NA
EuroCOVIDhub-cutoff_10_weeks_history_relative_skill_weighted_median,inc death,4,Overall,0.78,0.63,0.54,0.92,-0.26,145,31,NA
EuroCOVIDhub-cutoff_5_weeks_history_relative_skill_weighted_mean,inc death,4,Overall,0.9,0.75,0.46,0.95,-0.17,140,30,NA
EuroCOVIDhub-cutoff_5_weeks_history_relative_skill_weighted_median,inc death,4,Overall,0.89,0.73,0.39,0.85,-0.31,140,30,NA
EuroCOVIDhub-cutoff_All_history_relative_skill_weighted_mean,inc death,4,Overall,0.78,0.65,0.52,0.95,-0.17,147,30,NA
EuroCOVIDhub-cutoff_All_history_relative_skill_weighted_median,inc death,4,Overall,0.79,0.65,0.5,0.9,-0.25,147,30,NA
EuroCOVIDhub-ensemble,inc death,4,Overall,0.69,0.56,0.54,0.94,-0.3,160,32,NA
EuroCOVIDhub-mean,inc death,4,Overall,0.77,0.71,0.63,0.99,-0.09,160,32,NA
EuroCOVIDhub-median,inc death,4,Overall,0.68,0.56,0.53,0.94,-0.31,160,32,NA
IEM_Health-CovidProject,inc death,4,Overall,1.4,1.3,0.32,0.73,-0.15,154,31,NA
ILM-EKF,inc death,4,Overall,1.1,1.03,0.69,0.96,0.01,160,32,NA
Karlen-pypm,inc death,4,Overall,1.05,0.89,0.31,0.84,-0.32,145,29,NA
LANL-GrowthRate,inc death,4,Overall,0.94,0.93,0.21,0.55,-0.52,160,32,NA
MUNI-ARIMA,inc death,4,Overall,0.89,0.84,0.65,0.95,-0.29,160,32,NA
RobertWalraven-ESG,inc death,4,Overall,0.95,0.93,0.4,0.71,-0.44,160,32,NA
UMass-MechBayes,inc death,4,Overall,1.64,1.37,0.34,0.79,-0.15,160,32,NA
USC-SIkJalpha,inc death,4,Overall,1.05,1.18,0.19,0.32,-0.32,160,32,NA
USyd-OneModelMan,inc death,4,Overall,0.78,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,4,Overall,1.28,1.11,0.5,0.97,-0.17,157,32,NA
EuroCOVIDhub-10_weeks_history_relative_skill_weighted_mean,inc death,3,Overall,0.59,0.52,0.55,0.99,-0.14,154,32,NA
EuroCOVIDhub-10_weeks_history_relative_skill_weighted_median,inc death,3,Overall,0.6,0.47,0.47,0.95,-0.28,154,32,NA
EuroCOVIDhub-5_weeks_history_relative_skill_weighted_mean,inc death,3,Overall,0.6,0.52,0.52,0.99,-0.16,152,31,NA
EuroCOVIDhub-5_weeks_history_relative_skill_weighted_median,inc death,3,Overall,0.61,0.49,0.45,0.92,-0.3,152,31,NA
EuroCOVIDhub-All_history_relative_skill_weighted_mean,inc death,3,Overall,0.59,0.51,0.55,0.99,-0.14,157,32,NA
EuroCOVIDhub-All_history_relative_skill_weighted_median,inc death,3,Overall,0.6,0.48,0.46,0.95,-0.27,157,32,NA
EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.76,0.99,-0.25,160,32,NA
EuroCOVIDhub-cutoff_10_weeks_history_relative_skill_weighted_mean,inc death,3,Overall,0.66,0.56,0.57,0.97,-0.16,145,31,NA
EuroCOVIDhub-cutoff_10_weeks_history_relative_skill_weighted_median,inc death,3,Overall,0.69,0.54,0.5,0.92,-0.25,145,31,NA
EuroCOVIDhub-cutoff_5_weeks_history_relative_skill_weighted_mean,inc death,3,Overall,0.77,0.65,0.44,0.94,-0.19,135,30,NA
EuroCOVIDhub-cutoff_5_weeks_history_relative_skill_weighted_median,inc death,3,Overall,0.84,0.66,0.39,0.88,-0.28,135,30,NA
EuroCOVIDhub-cutoff_All_history_relative_skill_weighted_mean,inc death,3,Overall,0.66,0.54,0.5,0.96,-0.18,147,30,NA
EuroCOVIDhub-cutoff_All_history_relative_skill_weighted_median,inc death,3,Overall,0.65,0.53,0.46,0.93,-0.26,147,30,NA
EuroCOVIDhub-ensemble,inc death,3,Overall,0.6,0.48,0.51,0.98,-0.3,160,32,NA
EuroCOVIDhub-mean,inc death,3,Overall,0.58,0.52,0.61,0.99,-0.14,160,32,NA
EuroCOVIDhub-median,inc death,3,Overall,0.59,0.47,0.51,0.98,-0.3,160,32,NA
IEM_Health-CovidProject,inc death,3,Overall,1.26,1.18,0.36,0.7,-0.1,154,31,NA
ILM-EKF,inc death,3,Overall,0.67,0.69,0.81,0.99,-0.01,160,32,NA
Karlen-pypm,inc death,3,Overall,0.76,0.64,0.37,0.9,-0.37,145,29,NA
LANL-GrowthRate,inc death,3,Overall,0.71,0.72,0.26,0.59,-0.45,160,32,NA
MUNI-ARIMA,inc death,3,Overall,0.91,0.77,0.66,0.97,-0.25,160,32,NA
RobertWalraven-ESG,inc death,3,Overall,0.87,0.84,0.4,0.71,-0.37,160,32,NA
UMass-MechBayes,inc death,3,Overall,1.12,0.9,0.39,0.79,-0.21,160,32,NA
USC-SIkJalpha,inc death,3,Overall,0.94,1.06,0.2,0.32,-0.34,160,32,NA
USyd-OneModelMan,inc death,3,Overall,0.8,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,3,Overall,0.91,0.76,0.53,0.97,-0.24,158,32,NA
BIOCOMSC-Gompertz,inc death,2,Overall,1.74,NA,0.45,0.95,NA,44,21,NA
EuroCOVIDhub-10_weeks_history_relative_skill_weighted_mean,inc death,2,Overall,0.58,0.47,0.58,0.99,-0.16,154,32,NA
EuroCOVIDhub-10_weeks_history_relative_skill_weighted_median,inc death,2,Overall,0.6,0.48,0.51,0.97,-0.25,154,32,NA
EuroCOVIDhub-5_weeks_history_relative_skill_weighted_mean,inc death,2,Overall,0.59,0.47,0.57,0.99,-0.17,153,31,NA
EuroCOVIDhub-5_weeks_history_relative_skill_weighted_median,inc death,2,Overall,0.61,0.49,0.5,0.93,-0.26,153,31,NA
EuroCOVIDhub-All_history_relative_skill_weighted_mean,inc death,2,Overall,0.57,0.47,0.58,0.99,-0.16,158,32,NA
EuroCOVIDhub-All_history_relative_skill_weighted_median,inc death,2,Overall,0.6,0.48,0.51,0.97,-0.24,158,32,NA
EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.67,0.99,-0.24,160,32,NA
EuroCOVIDhub-cutoff_10_weeks_history_relative_skill_weighted_mean,inc death,2,Overall,0.62,0.51,0.54,0.98,-0.17,142,30,NA
EuroCOVIDhub-cutoff_10_weeks_history_relative_skill_weighted_median,inc death,2,Overall,0.61,0.51,0.54,0.96,-0.22,142,30,NA
EuroCOVIDhub-cutoff_5_weeks_history_relative_skill_weighted_mean,inc death,2,Overall,0.69,0.58,0.52,0.95,-0.2,130,30,NA
EuroCOVIDhub-cutoff_5_weeks_history_relative_skill_weighted_median,inc death,2,Overall,0.69,0.58,0.47,0.89,-0.24,130,30,NA
EuroCOVIDhub-cutoff_All_history_relative_skill_weighted_mean,inc death,2,Overall,0.62,0.53,0.53,0.95,-0.22,147,31,NA
EuroCOVIDhub-cutoff_All_history_relative_skill_weighted_median,inc death,2,Overall,0.63,0.53,0.49,0.95,-0.26,147,31,NA
EuroCOVIDhub-ensemble,inc death,2,Overall,0.61,0.48,0.53,0.98,-0.25,160,32,NA
EuroCOVIDhub-mean,inc death,2,Overall,0.57,0.48,0.62,0.99,-0.17,160,32,NA
EuroCOVIDhub-median,inc death,2,Overall,0.6,0.48,0.53,0.98,-0.26,160,32,NA
IEM_Health-CovidProject,inc death,2,Overall,1.13,1.02,0.3,0.68,-0.02,155,31,NA
ILM-EKF,inc death,2,Overall,0.58,0.66,0.86,1,-0.01,160,32,NA
Karlen-pypm,inc death,2,Overall,0.71,0.58,0.47,0.94,-0.34,145,29,NA
LANL-GrowthRate,inc death,2,Overall,0.77,0.71,0.36,0.63,-0.43,160,32,NA
MUNI-ARIMA,inc death,2,Overall,0.89,0.74,0.66,0.98,-0.22,160,32,NA
RobertWalraven-ESG,inc death,2,Overall,0.83,0.75,0.39,0.76,-0.28,160,32,NA
UMass-MechBayes,inc death,2,Overall,0.91,0.65,0.38,0.92,-0.29,160,32,NA
USC-SIkJalpha,inc death,2,Overall,0.87,0.95,0.19,0.37,-0.27,160,32,NA
USyd-OneModelMan,inc death,2,Overall,0.88,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,2,Overall,0.78,0.65,0.51,0.96,-0.28,160,32,NA
EuroCOVIDhub-10_weeks_history_relative_skill_weighted_mean,inc death,1,Overall,0.75,0.63,0.62,0.99,-0.14,154,31,NA
EuroCOVIDhub-10_weeks_history_relative_skill_weighted_median,inc death,1,Overall,0.73,0.59,0.56,0.95,-0.21,154,31,NA
EuroCOVIDhub-5_weeks_history_relative_skill_weighted_mean,inc death,1,Overall,0.75,0.63,0.6,0.99,-0.16,154,31,NA
EuroCOVIDhub-5_weeks_history_relative_skill_weighted_median,inc death,1,Overall,0.75,0.59,0.53,0.95,-0.22,154,31,NA
EuroCOVIDhub-All_history_relative_skill_weighted_mean,inc death,1,Overall,0.73,0.63,0.64,0.99,-0.15,159,32,NA
EuroCOVIDhub-All_history_relative_skill_weighted_median,inc death,1,Overall,0.74,0.6,0.55,0.97,-0.2,159,32,NA
EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.53,0.98,-0.19,160,32,NA
EuroCOVIDhub-cutoff_10_weeks_history_relative_skill_weighted_mean,inc death,1,Overall,0.75,0.69,0.55,0.96,-0.15,138,29,NA
EuroCOVIDhub-cutoff_10_weeks_history_relative_skill_weighted_median,inc death,1,Overall,0.7,0.6,0.53,0.94,-0.19,138,29,NA
EuroCOVIDhub-cutoff_5_weeks_history_relative_skill_weighted_mean,inc death,1,Overall,0.79,0.64,0.51,0.96,-0.19,127,30,NA
EuroCOVIDhub-cutoff_5_weeks_history_relative_skill_weighted_median,inc death,1,Overall,0.77,0.63,0.5,0.94,-0.22,127,30,NA
EuroCOVIDhub-cutoff_All_history_relative_skill_weighted_mean,inc death,1,Overall,0.74,0.62,0.58,0.95,-0.18,146,31,NA
EuroCOVIDhub-cutoff_All_history_relative_skill_weighted_median,inc death,1,Overall,0.74,0.62,0.53,0.92,-0.22,146,31,NA
EuroCOVIDhub-ensemble,inc death,1,Overall,0.73,0.59,0.58,0.98,-0.21,160,32,NA
EuroCOVIDhub-mean,inc death,1,Overall,0.74,0.63,0.64,0.99,-0.15,160,32,NA
EuroCOVIDhub-median,inc death,1,Overall,0.73,0.59,0.57,0.98,-0.22,160,32,NA
IEM_Health-CovidProject,inc death,1,Overall,1.22,1,0.42,0.8,-0.02,155,31,NA
ILM-EKF,inc death,1,Overall,0.79,1.26,0.91,1,-0.01,160,32,NA
Karlen-pypm,inc death,1,Overall,0.88,0.74,0.52,0.96,-0.27,145,29,NA
LANL-GrowthRate,inc death,1,Overall,1.01,0.85,0.39,0.71,-0.37,160,32,NA
MUNI-ARIMA,inc death,1,Overall,1.01,0.77,0.62,0.97,-0.15,160,32,NA
RobertWalraven-ESG,inc death,1,Overall,0.88,0.74,0.42,0.82,-0.2,160,32,NA
SDSC_ISG-TrendModel,inc death,1,Overall,1.06,NA,NA,NA,NA,160,32,NA
UMass-MechBayes,inc death,1,Overall,1.22,0.83,0.41,0.93,-0.24,160,32,NA
USC-SIkJalpha,inc death,1,Overall,1.16,1.2,0.17,0.36,-0.22,160,32,NA
USyd-OneModelMan,inc death,1,Overall,1.09,NA,NA,NA,NA,160,32,NA
epiforecasts-EpiNow2,inc death,1,Overall,0.91,0.74,0.58,0.97,-0.24,160,32,NA
LANL-GrowthRate,inc death,5,Overall,NA,NA,0.21,0.52,-0.57,160,32,NA
USC-SIkJalpha,inc death,5,Overall,NA,NA,0.17,0.33,-0.22,160,32,NA
EuroCOVIDhub-10_weeks_history_relative_skill_weighted_mean,inc case,4,AT,0.63,0.73,0.6,1,0.02,5,1,Austria
EuroCOVIDhub-10_weeks_history_relative_skill_weighted_median,inc case,4,AT,0.53,0.7,0.4,0.8,-0.23,5,1,Austria
EuroCOVIDhub-5_weeks_history_relative_skill_weighted_mean,inc case,4,AT,0.66,0.75,0.6,1,0,5,1,Austria
EuroCOVIDhub-5_weeks_history_relative_skill_weighted_median,inc case,4,AT,0.57,0.74,0.4,0.8,-0.21,5,1,Austria
EuroCOVIDhub-All_history_relative_skill_weighted_mean,inc case,4,AT,0.63,0.73,0.6,1,0.04,5,1,Austria
EuroCOVIDhub-All_history_relative_skill_weighted_median,inc case,4,AT,0.49,0.66,0.4,0.8,-0.28,5,1,Austria
EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.2,1,-0.74,5,1,Austria
EuroCOVIDhub-cutoff_10_weeks_history_relative_skill_weighted_mean,inc case,4,AT,0.76,0.84,0.4,1,-0.13,5,1,Austria
EuroCOVIDhub-cutoff_10_weeks_history_relative_skill_weighted_median,inc case,4,AT,0.71,0.94,0.4,0.6,-0.26,5,1,Austria
EuroCOVIDhub-cutoff_All_history_relative_skill_weighted_mean,inc case,4,AT,0.55,0.63,0.6,1,-0.39,5,1,Austria
EuroCOVIDhub-cutoff_All_history_relative_skill_weighted_median,inc case,4,AT,0.56,0.77,0.6,0.6,-0.44,5,1,Austria
EuroCOVIDhub-ensemble,inc case,4,AT,0.57,0.67,0.2,1,-0.13,5,1,Austria
EuroCOVIDhub-mean,inc case,4,AT,0.73,0.82,0.6,1,0.1,5,1,Austria
EuroCOVIDhub-median,inc case,4,AT,0.51,0.65,0.4,1,-0.19,5,1,Austria
IEM_Health-CovidProject,inc case,4,AT,0.98,1.15,0.2,0.8,-0.07,5,1,Austria
ILM-EKF,inc case,4,AT,1.72,1.88,0.4,1,0.66,5,1,Austria
Karlen-pypm,inc case,4,AT,1.48,1.67,0.2,0.4,0.13,5,1,Austria
LANL-GrowthRate,inc case,4,AT,0.66,0.86,0.6,0.6,-0.46,5,1,Austria
MUNI-ARIMA,inc case,4,AT,0.43,0.6,0.8,1,-0.18,5,1,Austria
RobertWalraven-ESG,inc case,4,AT,1.01,1.57,0,0.2,-0.98,5,1,Austria
USC-SIkJalpha,inc case,4,AT,0.66,1.06,0.2,0.2,-0.06,5,1,Austria
UVA-Ensemble,inc case,4,AT,1.2,NA,0,0.6,NA,5,1,Austria
epiforecasts-EpiNow2,inc case,4,AT,1.68,2.4,0.8,1,-0.02,5,1,Austria
EuroCOVIDhub-10_weeks_history_relative_skill_weighted_mean,inc case,3,AT,0.55,0.63,0.6,1,0.16,5,1,Austria
EuroCOVIDhub-10_weeks_history_relative_skill_weighted_median,inc case,3,AT,0.49,0.64,0.6,0.8,0.06,5,1,Austria
