model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
USC-SIkJalpha,inc death,1,DE,0.89,0.85,0.5,0.59,0.25,22,1,Germany
USyd-OneModelMan,inc death,1,DE,0.89,NA,NA,NA,NA,19,1,Germany
epiforecasts-EpiExpert,inc death,1,DE,0.84,0.72,0.36,0.77,0.24,22,1,Germany
epiforecasts-EpiExpert_Rt,inc death,1,DE,1.04,1.32,0.33,0.67,-0.09,15,1,Germany
epiforecasts-EpiExpert_direct,inc death,1,DE,0.53,0.81,0.4,0.73,0.33,15,1,Germany
epiforecasts-EpiNow2,inc death,1,DE,1.93,1.6,0.36,0.91,0.06,22,1,Germany
itwm-dSEIR,inc death,1,DE,1.02,0.93,0.36,0.82,-0.02,22,1,Germany
EuroCOVIDhub-baseline,inc death,2,DE,1,1,0.81,1,0.27,21,1,Germany
EuroCOVIDhub-ensemble,inc death,2,DE,0.55,0.5,0.81,1,0.09,21,1,Germany
FIAS_FZJ-Epi1Ger,inc death,2,DE,1.51,1.58,0.05,0.38,0.01,21,1,Germany
HZI-AgeExtendedSEIR,inc death,2,DE,0.63,0.57,NA,NA,0.24,20,1,Germany
IEM_Health-CovidProject,inc death,2,DE,1.13,0.97,0.71,1,-0.05,21,1,Germany
ILM-EKF,inc death,2,DE,0.92,0.82,0.67,1,0.09,21,1,Germany
ITWW-county_repro,inc death,2,DE,0.55,0.64,0.05,0.19,-0.36,21,1,Germany
Karlen-pypm,inc death,2,DE,0.85,0.79,0.38,0.9,0.2,21,1,Germany
LANL-GrowthRate,inc death,2,DE,0.88,0.68,0.5,0.9,-0.27,20,1,Germany
MIT_CovidAnalytics-DELPHI,inc death,2,DE,0.96,0.82,0.52,1,0.1,21,1,Germany
MUNI-ARIMA,inc death,2,DE,0.74,1.15,0.54,1,0.28,13,1,Germany
RobertWalraven-ESG,inc death,2,DE,0.96,0.82,0.52,0.9,-0.09,21,1,Germany
UMass-MechBayes,inc death,2,DE,0.72,0.69,0.39,0.94,-0.53,18,1,Germany
USC-SIkJalpha,inc death,2,DE,0.79,0.65,0.67,0.76,0.07,21,1,Germany
USyd-OneModelMan,inc death,2,DE,0.93,NA,NA,NA,NA,18,1,Germany
epiforecasts-EpiExpert,inc death,2,DE,0.67,0.6,0.33,0.86,0.19,21,1,Germany
epiforecasts-EpiExpert_Rt,inc death,2,DE,0.75,1.08,0.21,0.64,-0.19,14,1,Germany
epiforecasts-EpiExpert_direct,inc death,2,DE,0.44,0.7,0.5,0.79,0.35,14,1,Germany
epiforecasts-EpiNow2,inc death,2,DE,1.59,1.32,0.33,0.86,0.14,21,1,Germany
itwm-dSEIR,inc death,2,DE,0.71,0.69,0.43,0.81,-0.05,21,1,Germany
EuroCOVIDhub-baseline,inc death,3,DE,1,1,0.65,1,0.28,20,1,Germany
EuroCOVIDhub-ensemble,inc death,3,DE,0.5,0.5,0.75,1,0.15,20,1,Germany
FIAS_FZJ-Epi1Ger,inc death,3,DE,1.45,1.48,0.05,0.45,-0.02,20,1,Germany
HZI-AgeExtendedSEIR,inc death,3,DE,0.61,0.68,NA,NA,0.28,19,1,Germany
IEM_Health-CovidProject,inc death,3,DE,1.24,1.05,0.55,1,0.03,20,1,Germany
ILM-EKF,inc death,3,DE,1.01,0.82,0.45,1,0.05,20,1,Germany
ITWW-county_repro,inc death,3,DE,0.58,0.62,0.15,0.35,0.02,20,1,Germany
Karlen-pypm,inc death,3,DE,0.92,0.83,0.1,0.85,0.16,20,1,Germany
LANL-GrowthRate,inc death,3,DE,0.87,0.67,0.32,0.95,-0.22,19,1,Germany
MIT_CovidAnalytics-DELPHI,inc death,3,DE,0.66,0.63,0.75,1,0.09,20,1,Germany
MUNI-ARIMA,inc death,3,DE,0.72,1.46,0.64,1,0.23,11,1,Germany
RobertWalraven-ESG,inc death,3,DE,1.01,0.9,0.4,0.9,-0.1,20,1,Germany
UMass-MechBayes,inc death,3,DE,0.57,0.57,0.29,0.94,-0.63,17,1,Germany
USC-SIkJalpha,inc death,3,DE,0.81,0.64,0.55,0.7,0.11,20,1,Germany
USyd-OneModelMan,inc death,3,DE,1.02,NA,NA,NA,NA,17,1,Germany
epiforecasts-EpiExpert,inc death,3,DE,0.57,0.5,0.45,0.9,0.18,20,1,Germany
epiforecasts-EpiExpert_Rt,inc death,3,DE,0.57,0.79,0.15,0.77,-0.22,13,1,Germany
epiforecasts-EpiExpert_direct,inc death,3,DE,0.4,0.72,0.46,0.77,0.35,13,1,Germany
epiforecasts-EpiNow2,inc death,3,DE,1.59,1.32,0.3,0.85,0.15,20,1,Germany
itwm-dSEIR,inc death,3,DE,0.66,0.66,0.25,0.8,-0.04,20,1,Germany
EuroCOVIDhub-baseline,inc death,4,DE,1,1,0.58,1,0.3,19,1,Germany
EuroCOVIDhub-ensemble,inc death,4,DE,0.63,0.54,0.68,1,0.18,19,1,Germany
FIAS_FZJ-Epi1Ger,inc death,4,DE,1.39,1.39,0.21,0.53,0.01,19,1,Germany
HZI-AgeExtendedSEIR,inc death,4,DE,0.56,0.83,NA,NA,0.38,18,1,Germany
IEM_Health-CovidProject,inc death,4,DE,1.28,1.16,0.42,1,0.09,19,1,Germany
ILM-EKF,inc death,4,DE,1.13,0.89,0.37,0.95,-0.01,19,1,Germany
ITWW-county_repro,inc death,4,DE,0.81,0.79,0.11,0.37,0.07,19,1,Germany
Karlen-pypm,inc death,4,DE,1.05,0.93,0.26,0.74,0.11,19,1,Germany
LANL-GrowthRate,inc death,4,DE,0.89,0.63,0.44,0.94,-0.29,18,1,Germany
MIT_CovidAnalytics-DELPHI,inc death,4,DE,0.56,0.59,0.74,1,0.04,19,1,Germany
MUNI-ARIMA,inc death,4,DE,0.71,1.87,0.5,1,0.31,10,1,Germany
RobertWalraven-ESG,inc death,4,DE,1.09,0.96,0.37,0.84,-0.1,19,1,Germany
UMass-MechBayes,inc death,4,DE,0.43,0.48,0.31,0.88,-0.61,16,1,Germany
USC-SIkJalpha,inc death,4,DE,0.78,0.62,0.53,0.63,-0.03,19,1,Germany
USyd-OneModelMan,inc death,4,DE,1.02,NA,NA,NA,NA,16,1,Germany
epiforecasts-EpiExpert,inc death,4,DE,0.54,0.47,0.37,0.95,0.27,19,1,Germany
epiforecasts-EpiExpert_Rt,inc death,4,DE,0.51,0.67,0.17,0.75,-0.35,12,1,Germany
epiforecasts-EpiExpert_direct,inc death,4,DE,0.37,0.74,0.42,0.75,0.5,12,1,Germany
epiforecasts-EpiNow2,inc death,4,DE,1.51,1.33,0.26,0.95,0.15,19,1,Germany
itwm-dSEIR,inc death,4,DE,0.79,0.76,0.37,0.84,-0.08,19,1,Germany
LANL-GrowthRate,inc death,5,DE,NA,NA,0.41,0.94,-0.24,17,1,Germany
USC-SIkJalpha,inc death,5,DE,NA,NA,0.44,0.5,0.01,18,1,Germany
BIOCOMSC-Gompertz,inc case,1,DK,0.91,NA,0.6,1,NA,15,1,Denmark
EuroCOVIDhub-baseline,inc case,1,DK,1,1,0.27,1,-0.01,22,1,Denmark
EuroCOVIDhub-ensemble,inc case,1,DK,0.93,0.96,0.55,0.73,-0,22,1,Denmark
IEM_Health-CovidProject,inc case,1,DK,1,1.22,0.45,0.64,0.1,22,1,Denmark
ILM-EKF,inc case,1,DK,1.32,1.5,0.32,0.73,0.12,22,1,Denmark
Karlen-pypm,inc case,1,DK,1.59,1.13,0.75,0.75,0.05,4,1,Denmark
LANL-GrowthRate,inc case,1,DK,0.92,1.1,0.57,0.81,-0.26,21,1,Denmark
MUNI-ARIMA,inc case,1,DK,0.76,0.73,0.43,0.86,-0.03,14,1,Denmark
RobertWalraven-ESG,inc case,1,DK,0.97,1.13,0.41,0.59,0.16,22,1,Denmark
SDSC_ISG-TrendModel,inc case,1,DK,0.67,NA,NA,NA,NA,19,1,Denmark
USC-SIkJalpha,inc case,1,DK,1.11,1.54,0.27,0.27,-0.2,22,1,Denmark
UVA-Ensemble,inc case,1,DK,1.27,NA,0.43,0.67,NA,21,1,Denmark
epiforecasts-EpiNow2,inc case,1,DK,1.31,1.44,0.55,0.77,0.09,22,1,Denmark
BIOCOMSC-Gompertz,inc case,2,DK,1.44,NA,0.5,1,NA,14,1,Denmark
EuroCOVIDhub-baseline,inc case,2,DK,1,1,0.43,1,-0.11,21,1,Denmark
EuroCOVIDhub-ensemble,inc case,2,DK,1.08,1.18,0.48,0.81,0,21,1,Denmark
IEM_Health-CovidProject,inc case,2,DK,1.15,1.36,0.33,0.62,0.06,21,1,Denmark
ILM-EKF,inc case,2,DK,1.44,1.68,0.33,0.71,0.11,21,1,Denmark
LANL-GrowthRate,inc case,2,DK,1.07,1.33,0.5,0.8,-0.2,20,1,Denmark
MUNI-ARIMA,inc case,2,DK,1.01,0.82,0.54,0.85,-0.08,13,1,Denmark
RobertWalraven-ESG,inc case,2,DK,1.08,1.23,0.24,0.62,-0.03,21,1,Denmark
USC-SIkJalpha,inc case,2,DK,1.23,1.53,0.38,0.52,-0.17,21,1,Denmark
UVA-Ensemble,inc case,2,DK,1.1,NA,0.45,0.7,NA,20,1,Denmark
epiforecasts-EpiNow2,inc case,2,DK,1.87,2.09,0.43,0.81,0.01,21,1,Denmark
EuroCOVIDhub-baseline,inc case,3,DK,1,1,0.35,1,-0.07,20,1,Denmark
EuroCOVIDhub-ensemble,inc case,3,DK,1.28,1.43,0.5,0.8,0.12,20,1,Denmark
IEM_Health-CovidProject,inc case,3,DK,1.19,1.46,0.4,0.7,0.17,20,1,Denmark
ILM-EKF,inc case,3,DK,1.53,1.84,0.5,0.7,0.09,20,1,Denmark
LANL-GrowthRate,inc case,3,DK,1.13,1.39,0.53,0.79,-0.12,19,1,Denmark
MUNI-ARIMA,inc case,3,DK,1.3,0.91,0.45,0.91,-0.06,11,1,Denmark
RobertWalraven-ESG,inc case,3,DK,1.19,1.45,0.15,0.5,-0.17,20,1,Denmark
USC-SIkJalpha,inc case,3,DK,1.31,1.5,0.15,0.25,-0.2,20,1,Denmark
UVA-Ensemble,inc case,3,DK,1.22,NA,0.39,0.67,NA,18,1,Denmark
epiforecasts-EpiNow2,inc case,3,DK,2.57,3.07,0.5,0.8,0.13,20,1,Denmark
EuroCOVIDhub-baseline,inc case,4,DK,1,1,0.42,1,-0.13,19,1,Denmark
EuroCOVIDhub-ensemble,inc case,4,DK,1.26,1.43,0.53,0.79,0.03,19,1,Denmark
IEM_Health-CovidProject,inc case,4,DK,1.09,1.42,0.47,0.63,0.02,19,1,Denmark
ILM-EKF,inc case,4,DK,1.41,1.71,0.42,0.74,-0.02,19,1,Denmark
LANL-GrowthRate,inc case,4,DK,0.87,1.05,0.39,0.83,-0.25,18,1,Denmark
MUNI-ARIMA,inc case,4,DK,1.44,0.97,0.2,1,-0.07,10,1,Denmark
RobertWalraven-ESG,inc case,4,DK,1.29,1.65,0.11,0.21,-0.11,19,1,Denmark
USC-SIkJalpha,inc case,4,DK,1.23,1.56,0.11,0.21,-0.12,19,1,Denmark
UVA-Ensemble,inc case,4,DK,1.12,NA,0.12,0.38,NA,16,1,Denmark
epiforecasts-EpiNow2,inc case,4,DK,2.43,2.93,0.37,0.79,0.02,19,1,Denmark
LANL-GrowthRate,inc case,5,DK,NA,NA,0.41,0.82,-0.21,17,1,Denmark
USC-SIkJalpha,inc case,5,DK,NA,NA,0.22,0.28,-0.16,18,1,Denmark
EuroCOVIDhub-baseline,inc death,1,DK,1,1,0.73,1,0.08,22,1,Denmark
EuroCOVIDhub-ensemble,inc death,1,DK,1.09,0.91,0.59,0.95,0.21,22,1,Denmark
IEM_Health-CovidProject,inc death,1,DK,1.22,0.94,0.41,0.64,-0.01,22,1,Denmark
ILM-EKF,inc death,1,DK,1.24,1.57,0.77,1,0.2,22,1,Denmark
Karlen-pypm,inc death,1,DK,0.81,0.93,0.5,1,-0.06,4,1,Denmark
LANL-GrowthRate,inc death,1,DK,0.97,0.66,0.62,1,0.09,21,1,Denmark
MUNI-ARIMA,inc death,1,DK,1.34,1.08,0.36,1,0.16,14,1,Denmark
RobertWalraven-ESG,inc death,1,DK,1.35,0.93,0.41,1,0.04,22,1,Denmark
SDSC_ISG-TrendModel,inc death,1,DK,1.28,NA,NA,NA,NA,19,1,Denmark
UMass-MechBayes,inc death,1,DK,1.11,0.92,0.42,0.84,0.32,19,1,Denmark
USC-SIkJalpha,inc death,1,DK,1,1.22,0.36,0.36,0.19,22,1,Denmark
USyd-OneModelMan,inc death,1,DK,1.39,NA,NA,NA,NA,19,1,Denmark
epiforecasts-EpiNow2,inc death,1,DK,1.66,1.14,0.41,0.82,0.32,22,1,Denmark
EuroCOVIDhub-baseline,inc death,2,DK,1,1,0.86,1,0.04,21,1,Denmark
EuroCOVIDhub-ensemble,inc death,2,DK,0.88,0.8,0.62,0.95,0.28,21,1,Denmark
IEM_Health-CovidProject,inc death,2,DK,0.99,0.84,0.38,0.86,-0.02,21,1,Denmark
ILM-EKF,inc death,2,DK,0.9,1.39,0.76,1,0.21,21,1,Denmark
LANL-GrowthRate,inc death,2,DK,0.73,0.69,0.6,0.9,0.21,20,1,Denmark
MUNI-ARIMA,inc death,2,DK,0.81,0.96,0.62,1,0.15,13,1,Denmark
RobertWalraven-ESG,inc death,2,DK,1.06,0.86,0.57,0.9,0.01,21,1,Denmark
UMass-MechBayes,inc death,2,DK,0.77,0.85,0.44,0.83,0.43,18,1,Denmark
USC-SIkJalpha,inc death,2,DK,1,0.96,0.38,0.52,0.25,21,1,Denmark
USyd-OneModelMan,inc death,2,DK,1.33,NA,NA,NA,NA,18,1,Denmark
epiforecasts-EpiNow2,inc death,2,DK,1.4,1.18,0.48,0.81,0.39,21,1,Denmark
EuroCOVIDhub-baseline,inc death,3,DK,1,1,0.95,1,0.06,20,1,Denmark
EuroCOVIDhub-ensemble,inc death,3,DK,1.15,0.76,0.65,0.9,0.3,20,1,Denmark
IEM_Health-CovidProject,inc death,3,DK,1.47,0.85,0.35,0.9,0.03,20,1,Denmark
ILM-EKF,inc death,3,DK,1.3,1.39,0.8,1,0.25,20,1,Denmark
LANL-GrowthRate,inc death,3,DK,0.95,0.66,0.37,0.79,0.23,19,1,Denmark
MUNI-ARIMA,inc death,3,DK,0.98,0.94,0.73,1,0.15,11,1,Denmark
RobertWalraven-ESG,inc death,3,DK,1.22,0.7,0.7,0.95,-0.02,20,1,Denmark
UMass-MechBayes,inc death,3,DK,0.96,0.84,0.35,0.94,0.39,17,1,Denmark
USC-SIkJalpha,inc death,3,DK,1.14,0.94,0.3,0.45,0.19,20,1,Denmark
USyd-OneModelMan,inc death,3,DK,2.07,NA,NA,NA,NA,17,1,Denmark
epiforecasts-EpiNow2,inc death,3,DK,1.73,1.36,0.35,0.8,0.45,20,1,Denmark
EuroCOVIDhub-baseline,inc death,4,DK,1,1,1,1,0.07,19,1,Denmark
EuroCOVIDhub-ensemble,inc death,4,DK,1.28,0.82,0.68,0.84,0.37,19,1,Denmark
IEM_Health-CovidProject,inc death,4,DK,1.53,0.97,0.32,0.84,0.04,19,1,Denmark
ILM-EKF,inc death,4,DK,1.76,1.32,0.68,1,0.28,19,1,Denmark
LANL-GrowthRate,inc death,4,DK,1.08,0.6,0.39,0.89,0.27,18,1,Denmark
MUNI-ARIMA,inc death,4,DK,1.05,0.99,0.8,1,0.18,10,1,Denmark
RobertWalraven-ESG,inc death,4,DK,1.49,0.62,0.79,0.95,-0.03,19,1,Denmark
UMass-MechBayes,inc death,4,DK,1.37,0.85,0.38,0.88,0.38,16,1,Denmark
USC-SIkJalpha,inc death,4,DK,1.35,0.9,0.32,0.53,0.29,19,1,Denmark
USyd-OneModelMan,inc death,4,DK,2.97,NA,NA,NA,NA,16,1,Denmark
epiforecasts-EpiNow2,inc death,4,DK,2.26,1.46,0.32,0.84,0.49,19,1,Denmark
LANL-GrowthRate,inc death,5,DK,NA,NA,0.29,0.82,0.42,17,1,Denmark
USC-SIkJalpha,inc death,5,DK,NA,NA,0.39,0.5,0.39,18,1,Denmark
EuroCOVIDhub-baseline,inc case,1,EE,1,1,0.23,0.82,0.29,22,1,Estonia
EuroCOVIDhub-ensemble,inc case,1,EE,0.72,0.63,0.55,0.95,0.12,22,1,Estonia
IEM_Health-CovidProject,inc case,1,EE,1.2,0.86,0.36,0.86,0.15,22,1,Estonia
ILM-EKF,inc case,1,EE,1.39,1.29,0.36,0.86,0.01,22,1,Estonia
Karlen-pypm,inc case,1,EE,0.42,0.7,0.5,1,0.03,4,1,Estonia
LANL-GrowthRate,inc case,1,EE,0.85,0.65,0.43,0.95,-0.33,21,1,Estonia
MUNI-ARIMA,inc case,1,EE,0.27,0.54,0.5,1,-0.06,14,1,Estonia
RobertWalraven-ESG,inc case,1,EE,1.11,1.18,0.14,0.68,0.05,22,1,Estonia
SDSC_ISG-TrendModel,inc case,1,EE,0.51,NA,NA,NA,NA,19,1,Estonia
USC-SIkJalpha,inc case,1,EE,1.25,1.07,0.32,0.45,0.2,22,1,Estonia
UVA-Ensemble,inc case,1,EE,2.31,NA,0.48,0.86,NA,21,1,Estonia
epiforecasts-EpiNow2,inc case,1,EE,0.83,0.82,0.32,0.86,-0.03,22,1,Estonia
BIOCOMSC-Gompertz,inc case,2,EE,0.25,NA,0.77,1,NA,13,1,Estonia
EuroCOVIDhub-baseline,inc case,2,EE,1,1,0.24,0.86,0.37,21,1,Estonia
EuroCOVIDhub-ensemble,inc case,2,EE,0.78,0.65,0.33,0.86,0.1,21,1,Estonia
IEM_Health-CovidProject,inc case,2,EE,1.15,0.95,0.29,0.57,0.18,21,1,Estonia
ILM-EKF,inc case,2,EE,1.34,1.14,0.19,0.71,0,21,1,Estonia
LANL-GrowthRate,inc case,2,EE,0.87,0.62,0.45,0.85,-0.23,20,1,Estonia
MUNI-ARIMA,inc case,2,EE,0.25,0.6,0.69,1,-0.16,13,1,Estonia
RobertWalraven-ESG,inc case,2,EE,1,1.28,0.1,0.48,-0.04,21,1,Estonia
USC-SIkJalpha,inc case,2,EE,0.82,0.85,0.29,0.43,-0.02,21,1,Estonia
UVA-Ensemble,inc case,2,EE,1.64,NA,0.4,0.75,NA,20,1,Estonia
epiforecasts-EpiNow2,inc case,2,EE,0.69,0.59,0.43,0.81,-0.07,21,1,Estonia
EuroCOVIDhub-baseline,inc case,3,EE,1,1,0.2,0.75,0.5,20,1,Estonia
EuroCOVIDhub-ensemble,inc case,3,EE,0.88,0.73,0.25,0.75,0.16,20,1,Estonia
IEM_Health-CovidProject,inc case,3,EE,1.2,1.13,0.35,0.45,0.22,20,1,Estonia
ILM-EKF,inc case,3,EE,1.47,1.21,0.25,0.65,0.03,20,1,Estonia
LANL-GrowthRate,inc case,3,EE,0.83,0.72,0.37,0.68,-0.02,19,1,Estonia
MUNI-ARIMA,inc case,3,EE,0.3,0.64,0.64,0.91,-0.19,11,1,Estonia
RobertWalraven-ESG,inc case,3,EE,0.96,1.25,0.05,0.45,-0,20,1,Estonia
USC-SIkJalpha,inc case,3,EE,0.63,0.77,0.25,0.4,-0.07,20,1,Estonia
UVA-Ensemble,inc case,3,EE,1.23,NA,0.39,0.56,NA,18,1,Estonia
epiforecasts-EpiNow2,inc case,3,EE,0.74,0.61,0.25,0.75,-0.14,20,1,Estonia
EuroCOVIDhub-baseline,inc case,4,EE,1,1,0.21,0.74,0.55,19,1,Estonia
EuroCOVIDhub-ensemble,inc case,4,EE,0.89,0.75,0.37,0.68,0.23,19,1,Estonia
IEM_Health-CovidProject,inc case,4,EE,1.27,1.22,0.21,0.42,0.26,19,1,Estonia
ILM-EKF,inc case,4,EE,1.52,1.24,0.16,0.74,0.04,19,1,Estonia
LANL-GrowthRate,inc case,4,EE,0.83,0.75,0.28,0.67,0.2,18,1,Estonia
MUNI-ARIMA,inc case,4,EE,0.28,0.61,0.5,1,-0.23,10,1,Estonia
RobertWalraven-ESG,inc case,4,EE,0.87,1.18,0.11,0.42,0.06,19,1,Estonia
USC-SIkJalpha,inc case,4,EE,0.54,0.76,0.32,0.32,0,19,1,Estonia
UVA-Ensemble,inc case,4,EE,0.87,NA,0.25,0.56,NA,16,1,Estonia
epiforecasts-EpiNow2,inc case,4,EE,0.7,0.65,0.21,0.58,-0.16,19,1,Estonia
LANL-GrowthRate,inc case,5,EE,NA,NA,0.18,0.65,0.4,17,1,Estonia
USC-SIkJalpha,inc case,5,EE,NA,NA,0.33,0.33,0.01,18,1,Estonia
EuroCOVIDhub-baseline,inc death,1,EE,1,1,0.36,0.86,0.12,22,1,Estonia
EuroCOVIDhub-ensemble,inc death,1,EE,0.75,0.63,0.68,1,0.18,22,1,Estonia
IEM_Health-CovidProject,inc death,1,EE,0.93,0.84,0.59,0.86,0.28,22,1,Estonia
ILM-EKF,inc death,1,EE,0.74,1.19,0.82,1,0.11,22,1,Estonia
Karlen-pypm,inc death,1,EE,0.19,0.53,0.75,1,-0.3,4,1,Estonia
LANL-GrowthRate,inc death,1,EE,1.13,1.18,0.24,0.71,0.25,21,1,Estonia
MUNI-ARIMA,inc death,1,EE,0.49,0.88,0.5,1,0.13,14,1,Estonia
RobertWalraven-ESG,inc death,1,EE,1,0.86,0.41,0.77,0.08,22,1,Estonia
SDSC_ISG-TrendModel,inc death,1,EE,0.97,NA,NA,NA,NA,19,1,Estonia
UMass-MechBayes,inc death,1,EE,0.89,0.64,0.58,1,0.19,19,1,Estonia
USC-SIkJalpha,inc death,1,EE,0.94,0.89,0.45,0.55,0.21,22,1,Estonia
USyd-OneModelMan,inc death,1,EE,1.23,NA,NA,NA,NA,19,1,Estonia
epiforecasts-EpiNow2,inc death,1,EE,0.93,0.67,0.65,1,0.2,20,1,Estonia
EuroCOVIDhub-baseline,inc death,2,EE,1,1,0.38,0.86,0.26,21,1,Estonia
EuroCOVIDhub-ensemble,inc death,2,EE,0.57,0.55,0.71,0.95,0.27,21,1,Estonia
IEM_Health-CovidProject,inc death,2,EE,0.99,0.88,0.62,0.86,0.38,21,1,Estonia
ILM-EKF,inc death,2,EE,0.67,0.93,0.81,1,0.16,21,1,Estonia
LANL-GrowthRate,inc death,2,EE,1.14,1.3,0.25,0.7,0.27,20,1,Estonia
MUNI-ARIMA,inc death,2,EE,0.66,1.12,0.46,0.92,0.21,13,1,Estonia
RobertWalraven-ESG,inc death,2,EE,0.95,0.69,0.67,0.86,0.06,21,1,Estonia
UMass-MechBayes,inc death,2,EE,0.43,0.38,0.61,1,0.19,18,1,Estonia
USC-SIkJalpha,inc death,2,EE,0.69,0.66,0.57,0.62,0.3,21,1,Estonia
USyd-OneModelMan,inc death,2,EE,0.82,NA,NA,NA,NA,18,1,Estonia
epiforecasts-EpiNow2,inc death,2,EE,1.05,0.67,0.47,1,0.2,19,1,Estonia
EuroCOVIDhub-baseline,inc death,3,EE,1,1,0.35,0.7,0.36,20,1,Estonia
EuroCOVIDhub-ensemble,inc death,3,EE,0.56,0.48,0.6,0.8,0.35,20,1,Estonia
IEM_Health-CovidProject,inc death,3,EE,1,0.91,0.4,0.8,0.47,20,1,Estonia
ILM-EKF,inc death,3,EE,0.68,0.7,0.8,1,0.21,20,1,Estonia
LANL-GrowthRate,inc death,3,EE,0.91,1.04,0.21,0.68,0.26,19,1,Estonia
MUNI-ARIMA,inc death,3,EE,0.56,0.93,0.36,0.91,0.18,11,1,Estonia
RobertWalraven-ESG,inc death,3,EE,0.96,0.54,0.75,0.85,0.1,20,1,Estonia
UMass-MechBayes,inc death,3,EE,0.45,0.38,0.53,1,0.24,17,1,Estonia
USC-SIkJalpha,inc death,3,EE,0.54,0.55,0.5,0.55,0.41,20,1,Estonia
USyd-OneModelMan,inc death,3,EE,0.76,NA,NA,NA,NA,17,1,Estonia
epiforecasts-EpiNow2,inc death,3,EE,0.99,0.57,0.61,1,0.18,18,1,Estonia
EuroCOVIDhub-baseline,inc death,4,EE,1,1,0.32,0.68,0.45,19,1,Estonia
EuroCOVIDhub-ensemble,inc death,4,EE,0.56,0.45,0.58,0.84,0.45,19,1,Estonia
IEM_Health-CovidProject,inc death,4,EE,1.32,0.95,0.42,0.84,0.51,19,1,Estonia
ILM-EKF,inc death,4,EE,1.05,0.67,0.68,0.95,0.26,19,1,Estonia
LANL-GrowthRate,inc death,4,EE,0.83,0.77,0.39,0.72,0.36,18,1,Estonia
MUNI-ARIMA,inc death,4,EE,0.47,0.83,0.2,1,0.22,10,1,Estonia
RobertWalraven-ESG,inc death,4,EE,0.7,0.5,0.58,0.79,0.13,19,1,Estonia
UMass-MechBayes,inc death,4,EE,0.35,0.27,0.62,0.94,0.28,16,1,Estonia
USC-SIkJalpha,inc death,4,EE,0.41,0.48,0.42,0.63,0.35,19,1,Estonia
USyd-OneModelMan,inc death,4,EE,0.82,NA,NA,NA,NA,16,1,Estonia
epiforecasts-EpiNow2,inc death,4,EE,0.85,0.51,0.65,0.88,0.19,17,1,Estonia
LANL-GrowthRate,inc death,5,EE,NA,NA,0.18,0.65,0.53,17,1,Estonia
USC-SIkJalpha,inc death,5,EE,NA,NA,0.44,0.56,0.39,18,1,Estonia
EuroCOVIDhub-baseline,inc case,1,ES,1,1,0.53,0.95,-0.08,19,1,Spain
EuroCOVIDhub-ensemble,inc case,1,ES,1.15,1.14,0.68,0.89,-0.11,19,1,Spain
IEM_Health-CovidProject,inc case,1,ES,1.38,1.26,0.26,0.84,-0,19,1,Spain
ILM-EKF,inc case,1,ES,1.73,2,0.44,0.61,0.19,18,1,Spain
Karlen-pypm,inc case,1,ES,4.87,1.97,0,1,0.82,4,1,Spain
LANL-GrowthRate,inc case,1,ES,1.64,1.47,0.5,0.89,-0.42,18,1,Spain
MUNI-ARIMA,inc case,1,ES,1.8,1.72,0.25,0.67,0.02,12,1,Spain
RobertWalraven-ESG,inc case,1,ES,1.29,1.39,0.21,0.84,-0.46,19,1,Spain
SDSC_ISG-TrendModel,inc case,1,ES,0.82,NA,NA,NA,NA,17,1,Spain
UB-BSLCoV,inc case,1,ES,2.29,1.95,0.38,0.85,0.08,13,1,Spain
UNED-PreCoV2,inc case,1,ES,0.68,1.05,NA,NA,-0.24,19,1,Spain
USC-SIkJalpha,inc case,1,ES,1.2,1.47,0.42,0.58,-0.33,19,1,Spain
UVA-Ensemble,inc case,1,ES,1.92,NA,0.26,0.74,NA,19,1,Spain
epiforecasts-EpiNow2,inc case,1,ES,1.63,1.39,0.72,1,-0.22,18,1,Spain
EuroCOVIDhub-baseline,inc case,2,ES,1,1,0.5,0.94,-0.14,18,1,Spain
EuroCOVIDhub-ensemble,inc case,2,ES,1.4,1.35,0.56,0.89,-0.08,18,1,Spain
IEM_Health-CovidProject,inc case,2,ES,1.5,1.53,0.22,0.61,-0.02,18,1,Spain
ILM-EKF,inc case,2,ES,2.67,3.01,0.18,0.35,0.15,17,1,Spain
LANL-GrowthRate,inc case,2,ES,1.61,1.56,0.44,0.83,-0.43,18,1,Spain
MUNI-ARIMA,inc case,2,ES,1.71,1.41,0.27,0.45,-0.14,11,1,Spain
RobertWalraven-ESG,inc case,2,ES,1.26,1.41,0.17,0.72,-0.67,18,1,Spain
UB-BSLCoV,inc case,2,ES,4.17,3.52,0.25,0.58,0.04,12,1,Spain
UNED-PreCoV2,inc case,2,ES,0.91,1.08,NA,NA,-0.19,17,1,Spain
USC-SIkJalpha,inc case,2,ES,1.3,1.47,0.28,0.5,-0.36,18,1,Spain
UVA-Ensemble,inc case,2,ES,1.69,NA,0.22,0.5,NA,18,1,Spain
epiforecasts-EpiNow2,inc case,2,ES,1.83,1.63,0.59,0.94,-0.22,17,1,Spain
EuroCOVIDhub-baseline,inc case,3,ES,1,1,0.59,0.88,-0.14,17,1,Spain
EuroCOVIDhub-ensemble,inc case,3,ES,1.58,1.61,0.53,0.82,0.02,17,1,Spain
