model,target_variable,forecast_date,target_end_date,horizon,location,location_name,wis,sharpness,underprediction,overprediction,ae_median,bias,cov_50,cov_95,n_quantiles
ECDC-norrsken_green,inc case,2024-03-25,2024-04-13,3,RO,Romania,25,22,3,0,28,-0.3,1,1,23
ECDC-norrsken_green,inc case,2024-04-01,2024-04-13,2,RO,Romania,25,22,3,0,28,-0.3,1,1,23
ECDC-norrsken_green,inc case,2024-04-08,2024-04-13,1,RO,Romania,12,12,0,0,5,-0.1,1,1,23
ECDC-soca_simplex,inc case,2024-03-25,2024-04-13,3,RO,Romania,161,33,0,128,243,1,0,0,23
ECDC-soca_simplex,inc case,2024-04-08,2024-04-13,1,RO,Romania,48,20,0,28,85,0.8,0,1,23
EuroCOVIDhub-baseline,inc case,2024-03-18,2024-04-13,4,RO,Romania,1357,1344,0,13,289,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-25,2024-04-13,3,RO,Romania,1026,1017,0,9,212,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-01,2024-04-13,2,RO,Romania,704,695,0,9,212,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-08,2024-04-13,1,RO,Romania,337,327,0,10,130,0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-18,2024-04-13,4,RO,Romania,74,71,0,3,65,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-25,2024-04-13,3,RO,Romania,142,138,0,4,82,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-01,2024-04-13,2,RO,Romania,178,176,0,1,27,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-08,2024-04-13,1,RO,Romania,72,58,0,14,94,0.4,1,1,23
Lydia-SARIMA,inc case,2024-03-25,2024-04-13,3,RO,Romania,5175,3957,0,1218,8946,0.4,1,1,23
Lydia-SARIMA,inc case,2024-04-01,2024-04-13,2,RO,Romania,3859,3192,0,666,6008,0.3,1,1,23
Lydia-SARIMA,inc case,2024-04-08,2024-04-13,1,RO,Romania,1496,1495,1,0,25,-0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-03-18,2024-04-13,4,RO,Romania,72,65,6,0,77,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-03-25,2024-04-13,3,RO,Romania,61,60,2,0,35,-0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-04-01,2024-04-13,2,RO,Romania,65,64,1,0,34,-0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-04-08,2024-04-13,1,RO,Romania,83,65,0,19,130,0.4,1,1,23
fjordhest-ensemble,inc case,2024-03-18,2024-04-13,4,RO,Romania,137,126,0,11,114,0.2,1,1,23
fjordhest-ensemble,inc case,2024-03-25,2024-04-13,3,RO,Romania,150,137,0,13,132,0.3,1,1,23
fjordhest-ensemble,inc case,2024-04-08,2024-04-13,1,RO,Romania,52,27,0,25,91,0.8,0,1,23
ECDC-norrsken_blue,inc case,2024-03-25,2024-04-20,4,RO,Romania,417,397,0,20,180,0.3,1,1,23
ECDC-norrsken_blue,inc case,2024-04-01,2024-04-20,3,RO,Romania,417,397,0,20,180,0.3,1,1,23
ECDC-norrsken_blue,inc case,2024-04-08,2024-04-20,2,RO,Romania,156,136,0,20,133,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-04-15,2024-04-20,1,RO,Romania,17,15,0,1,12,0.3,1,1,23
ECDC-norrsken_green,inc case,2024-03-25,2024-04-20,4,RO,Romania,24,23,1,0,18,-0.2,1,1,23
ECDC-norrsken_green,inc case,2024-04-01,2024-04-20,3,RO,Romania,24,23,1,0,18,-0.2,1,1,23
ECDC-norrsken_green,inc case,2024-04-08,2024-04-20,2,RO,Romania,14,14,0,0,0,0,1,1,23
ECDC-norrsken_green,inc case,2024-04-15,2024-04-20,1,RO,Romania,28,2,0,26,35,1,0,0,23
ECDC-soca_simplex,inc case,2024-04-08,2024-04-20,2,RO,Romania,172,12,0,160,210,1,0,0,23
ECDC-soca_simplex,inc case,2024-04-15,2024-04-20,1,RO,Romania,124,9,0,115,153,1,0,0,23
EuroCOVIDhub-baseline,inc case,2024-03-25,2024-04-20,4,RO,Romania,1329,1318,0,11,254,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-01,2024-04-20,3,RO,Romania,1029,1018,0,11,254,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-08,2024-04-20,2,RO,Romania,678,671,0,7,172,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-15,2024-04-20,1,RO,Romania,326,318,0,8,112,0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-25,2024-04-20,4,RO,Romania,159,152,0,7,159,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-01,2024-04-20,3,RO,Romania,238,234,0,4,81,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-08,2024-04-20,2,RO,Romania,96,79,0,17,133,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-15,2024-04-20,1,RO,Romania,27,22,0,5,37,0.3,1,1,23
Lydia-SARIMA,inc case,2024-04-01,2024-04-20,3,RO,Romania,5177,4038,0,1139,8941,0.3,1,1,23
Lydia-SARIMA,inc case,2024-04-08,2024-04-20,2,RO,Romania,2322,2317,5,0,121,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-15,2024-04-20,1,RO,Romania,1408,1402,6,0,141,-0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-03-25,2024-04-20,4,RO,Romania,66,60,5,0,85,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-04-01,2024-04-20,3,RO,Romania,66,61,4,0,65,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-04-08,2024-04-20,2,RO,Romania,112,90,0,22,170,0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-04-15,2024-04-20,1,RO,Romania,38,35,0,3,37,0.2,1,1,23
fjordhest-ensemble,inc case,2024-03-25,2024-04-20,4,RO,Romania,165,142,0,23,159,0.4,1,1,23
fjordhest-ensemble,inc case,2024-04-08,2024-04-20,2,RO,Romania,64,40,0,23,110,0.7,0,1,23
fjordhest-ensemble,inc case,2024-04-15,2024-04-20,1,RO,Romania,46,11,0,35,78,0.9,0,1,23
ECDC-norrsken_blue,inc case,2024-04-01,2024-04-27,4,RO,Romania,565,527,0,37,266,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-04-08,2024-04-27,3,RO,Romania,212,190,0,22,161,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-04-15,2024-04-27,2,RO,Romania,22,19,3,0,19,-0.3,1,1,23
ECDC-norrsken_blue,inc case,2024-04-22,2024-04-27,1,RO,Romania,48,46,2,0,27,-0.2,1,1,23
ECDC-norrsken_green,inc case,2024-04-01,2024-04-27,4,RO,Romania,27,23,4,0,33,-0.3,1,1,23
ECDC-norrsken_green,inc case,2024-04-08,2024-04-27,3,RO,Romania,17,15,2,0,20,-0.3,1,1,23
ECDC-norrsken_green,inc case,2024-04-15,2024-04-27,2,RO,Romania,8,2,0,6,14,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-04-22,2024-04-27,1,RO,Romania,7,7,0,0,7,0.2,1,1,23
ECDC-soca_simplex,inc case,2024-04-08,2024-04-27,3,RO,Romania,185,15,0,170,227,1,0,0,23
ECDC-soca_simplex,inc case,2024-04-15,2024-04-27,2,RO,Romania,134,7,0,127,154,1,0,0,23
ECDC-soca_simplex,inc case,2024-04-22,2024-04-27,1,RO,Romania,11,8,0,3,17,0.4,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-01,2024-04-27,4,RO,Romania,1322,1311,0,11,264,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-08,2024-04-27,3,RO,Romania,1002,995,0,8,182,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-15,2024-04-27,2,RO,Romania,664,659,0,5,122,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-22,2024-04-27,1,RO,Romania,310,308,0,2,52,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-01,2024-04-27,4,RO,Romania,305,300,0,5,115,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-08,2024-04-27,3,RO,Romania,116,101,0,15,161,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-15,2024-04-27,2,RO,Romania,28,28,0,1,14,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-22,2024-04-27,1,RO,Romania,18,18,0,0,1,0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-08,2024-04-27,3,RO,Romania,2956,2948,0,9,196,0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-15,2024-04-27,2,RO,Romania,2171,2166,6,0,131,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-22,2024-04-27,1,RO,Romania,1445,1443,2,0,35,-0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-04-22,2024-04-27,1,RO,Romania,10,9,1,0,8,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-04-01,2024-04-27,4,RO,Romania,66,50,15,0,131,-0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-04-08,2024-04-27,3,RO,Romania,129,112,0,18,182,0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-04-15,2024-04-27,2,RO,Romania,39,39,0,1,14,0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-04-22,2024-04-27,1,RO,Romania,23,23,0,0,5,-0.1,1,1,23
fjordhest-ensemble,inc case,2024-04-08,2024-04-27,3,RO,Romania,74,59,0,15,111,0.4,1,1,23
fjordhest-ensemble,inc case,2024-04-15,2024-04-27,2,RO,Romania,29,16,0,12,51,0.6,0,1,23
fjordhest-ensemble,inc case,2024-04-22,2024-04-27,1,RO,Romania,12,8,0,4,19,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-04-08,2024-05-04,4,RO,Romania,294,253,0,41,228,0.6,0,1,23
ECDC-norrsken_blue,inc case,2024-04-15,2024-05-04,3,RO,Romania,23,23,0,0,2,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-04-22,2024-05-04,2,RO,Romania,66,66,0,0,1,0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-04-29,2024-05-04,1,RO,Romania,90,89,0,0,8,0.1,1,1,23
ECDC-norrsken_green,inc case,2024-04-08,2024-05-04,4,RO,Romania,16,15,0,0,7,0.1,1,1,23
ECDC-norrsken_green,inc case,2024-04-15,2024-05-04,3,RO,Romania,31,2,0,29,39,1,0,0,23
ECDC-norrsken_green,inc case,2024-04-22,2024-05-04,2,RO,Romania,19,7,0,11,34,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-04-29,2024-05-04,1,RO,Romania,19,7,0,11,34,0.9,0,1,23
ECDC-soca_simplex,inc case,2024-04-15,2024-05-04,3,RO,Romania,118,13,0,106,153,1,0,0,23
ECDC-soca_simplex,inc case,2024-04-22,2024-05-04,2,RO,Romania,54,4,0,50,67,1,0,0,23
ECDC-soca_simplex,inc case,2024-04-29,2024-05-04,1,RO,Romania,25,2,0,23,31,1,0,0,23
EuroCOVIDhub-baseline,inc case,2024-04-08,2024-05-04,4,RO,Romania,1298,1288,0,10,232,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-15,2024-05-04,3,RO,Romania,980,972,0,7,172,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-22,2024-05-04,2,RO,Romania,644,639,0,4,102,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-08,2024-05-04,4,RO,Romania,146,123,0,22,219,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-15,2024-05-04,3,RO,Romania,33,32,0,2,39,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-22,2024-05-04,2,RO,Romania,21,19,0,2,27,0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-29,2024-05-04,1,RO,Romania,13,11,0,2,17,0.4,1,1,23
Lydia-SARIMA,inc case,2024-04-15,2024-05-04,3,RO,Romania,2808,2805,4,0,81,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-22,2024-05-04,2,RO,Romania,2199,2196,3,0,69,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-29,2024-05-04,1,RO,Romania,1435,1435,1,0,21,-0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-04-22,2024-05-04,2,RO,Romania,12,9,0,4,21,0.4,1,1,23
epiforecasts-EpiNow2,inc case,2024-04-29,2024-05-04,1,RO,Romania,8,7,0,2,12,0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-04-08,2024-05-04,4,RO,Romania,157,130,0,26,219,0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-04-15,2024-05-04,3,RO,Romania,43,42,0,1,31,0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-04-22,2024-05-04,2,RO,Romania,28,27,0,0,11,0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-04-29,2024-05-04,1,RO,Romania,17,15,0,2,17,0.3,1,1,23
fjordhest-ensemble,inc case,2024-04-08,2024-05-04,4,RO,Romania,119,95,0,24,173,0.5,1,1,23
fjordhest-ensemble,inc case,2024-04-15,2024-05-04,3,RO,Romania,42,21,0,22,77,0.7,0,1,23
fjordhest-ensemble,inc case,2024-04-22,2024-05-04,2,RO,Romania,22,11,0,11,40,0.7,0,1,23
fjordhest-ensemble,inc case,2024-04-29,2024-05-04,1,RO,Romania,19,6,0,13,35,0.8,0,1,23
ECDC-norrsken_blue,inc case,2024-04-15,2024-05-11,4,RO,Romania,35,27,8,0,38,-0.5,1,1,23
ECDC-norrsken_blue,inc case,2024-04-22,2024-05-11,3,RO,Romania,91,91,1,0,20,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-04-29,2024-05-11,2,RO,Romania,126,126,0,0,8,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-05-06,2024-05-11,1,RO,Romania,23,23,0,0,4,-0.1,1,1,23
ECDC-norrsken_green,inc case,2024-04-15,2024-05-11,4,RO,Romania,5,3,0,2,9,0.6,0,1,23
ECDC-norrsken_green,inc case,2024-04-22,2024-05-11,3,RO,Romania,8,8,0,0,6,0.1,1,1,23
ECDC-norrsken_green,inc case,2024-04-29,2024-05-11,2,RO,Romania,8,8,0,0,6,0.1,1,1,23
ECDC-norrsken_green,inc case,2024-05-06,2024-05-11,1,RO,Romania,12,8,0,4,15,0.6,0,1,23
ECDC-soca_simplex,inc case,2024-04-22,2024-05-11,3,RO,Romania,34,8,0,27,55,0.9,0,1,23
ECDC-soca_simplex,inc case,2024-04-29,2024-05-11,2,RO,Romania,6,6,0,0,3,-0.1,1,1,23
ECDC-soca_simplex,inc case,2024-05-06,2024-05-11,1,RO,Romania,27,7,0,20,44,0.9,0,1,23
EuroCOVIDhub-baseline,inc case,2024-04-15,2024-05-11,4,RO,Romania,1271,1264,0,7,162,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-04-22,2024-05-11,3,RO,Romania,958,954,0,4,92,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-15,2024-05-11,4,RO,Romania,34,33,0,0,9,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-22,2024-05-11,3,RO,Romania,19,19,0,0,1,-0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-29,2024-05-11,2,RO,Romania,12,11,0,0,8,-0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-05-06,2024-05-11,1,RO,Romania,11,11,0,0,1,0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-22,2024-05-11,3,RO,Romania,2812,2808,4,0,91,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-04-29,2024-05-11,2,RO,Romania,2240,2236,4,0,91,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-05-06,2024-05-11,1,RO,Romania,1497,1488,0,9,208,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-04-22,2024-05-11,3,RO,Romania,9,8,1,0,8,-0.2,1,1,23
epiforecasts-EpiNow2,inc case,2024-04-29,2024-05-11,2,RO,Romania,9,6,3,0,16,-0.4,1,1,23
epiforecasts-EpiNow2,inc case,2024-05-06,2024-05-11,1,RO,Romania,5,5,1,0,7,-0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-04-15,2024-05-11,4,RO,Romania,41,41,0,0,9,-0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-04-22,2024-05-11,3,RO,Romania,29,27,2,0,30,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-04-29,2024-05-11,2,RO,Romania,20,19,0,0,11,-0.1,1,1,23
epiforecasts-tsensemble,inc case,2024-05-06,2024-05-11,1,RO,Romania,11,11,0,0,6,0.1,1,1,23
fjordhest-ensemble,inc case,2024-04-15,2024-05-11,4,RO,Romania,29,23,0,6,40,0.4,1,1,23
fjordhest-ensemble,inc case,2024-04-22,2024-05-11,3,RO,Romania,14,14,0,0,6,0.1,1,1,23
fjordhest-ensemble,inc case,2024-04-29,2024-05-11,2,RO,Romania,8,8,0,0,1,0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-04-22,2024-05-18,4,RO,Romania,125,123,1,0,30,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-04-29,2024-05-18,3,RO,Romania,177,176,1,0,16,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-05-06,2024-05-18,2,RO,Romania,37,32,5,0,40,-0.3,1,1,23
ECDC-norrsken_green,inc case,2024-04-22,2024-05-18,4,RO,Romania,20,8,12,0,32,-0.6,0,1,23
ECDC-norrsken_green,inc case,2024-04-29,2024-05-18,3,RO,Romania,20,8,12,0,32,-0.6,0,1,23
ECDC-norrsken_green,inc case,2024-05-06,2024-05-18,2,RO,Romania,13,11,2,0,17,-0.3,1,1,23
ECDC-soca_simplex,inc case,2024-04-29,2024-05-18,3,RO,Romania,4,4,0,0,1,-0.1,1,1,23
ECDC-soca_simplex,inc case,2024-05-06,2024-05-18,2,RO,Romania,21,10,0,10,37,0.7,0,1,23
EuroCOVIDhub-baseline,inc case,2024-04-22,2024-05-18,4,RO,Romania,1246,1243,0,3,70,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-22,2024-05-18,4,RO,Romania,25,19,7,0,35,-0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-29,2024-05-18,3,RO,Romania,23,11,11,0,43,-0.6,0,1,23
EuroCOVIDhub-ensemble,inc case,2024-05-06,2024-05-18,2,RO,Romania,19,14,5,0,35,-0.4,1,1,23
Lydia-SARIMA,inc case,2024-04-29,2024-05-18,3,RO,Romania,2875,2870,5,0,113,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-05-06,2024-05-18,2,RO,Romania,2321,2305,0,15,349,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-04-22,2024-05-18,4,RO,Romania,24,7,17,0,46,-0.8,0,1,23
epiforecasts-EpiNow2,inc case,2024-04-29,2024-05-18,3,RO,Romania,31,6,25,0,53,-0.9,0,1,23
epiforecasts-EpiNow2,inc case,2024-05-06,2024-05-18,2,RO,Romania,30,4,26,0,46,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-04-22,2024-05-18,4,RO,Romania,38,25,13,0,86,-0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-04-29,2024-05-18,3,RO,Romania,28,20,9,0,52,-0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-05-06,2024-05-18,2,RO,Romania,18,13,5,0,31,-0.4,1,1,23
fjordhest-ensemble,inc case,2024-04-22,2024-05-18,4,RO,Romania,22,16,6,0,38,-0.4,1,1,23
fjordhest-ensemble,inc case,2024-04-29,2024-05-18,3,RO,Romania,21,10,11,0,43,-0.6,0,1,23
ECDC-norrsken_blue,inc case,2024-04-29,2024-05-25,4,RO,Romania,235,234,1,0,22,-0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-05-06,2024-05-25,3,RO,Romania,56,42,14,0,81,-0.4,1,1,23
ECDC-norrsken_green,inc case,2024-04-29,2024-05-25,4,RO,Romania,49,8,41,0,77,-0.8,0,1,23
ECDC-norrsken_green,inc case,2024-05-06,2024-05-25,3,RO,Romania,35,14,21,0,58,-0.7,0,1,23
ECDC-soca_simplex,inc case,2024-05-06,2024-05-25,3,RO,Romania,11,11,0,0,1,0.1,1,1,23
ECDC-soca_simplex,inc case,2024-05-20,2024-05-25,1,RO,Romania,91,85,0,6,69,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-04-29,2024-05-25,4,RO,Romania,52,12,41,0,94,-0.8,0,1,23
EuroCOVIDhub-ensemble,inc case,2024-05-06,2024-05-25,3,RO,Romania,41,16,25,0,81,-0.7,0,1,23
Lydia-SARIMA,inc case,2024-05-06,2024-05-25,3,RO,Romania,2954,2929,0,25,577,0.1,1,1,23
Lydia-SARIMA,inc case,2024-05-20,2024-05-25,1,RO,Romania,1455,1452,0,4,86,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-04-29,2024-05-25,4,RO,Romania,74,5,69,0,96,-1,0,0,23
epiforecasts-EpiNow2,inc case,2024-05-06,2024-05-25,3,RO,Romania,75,4,71,0,90,-1,0,0,23
epiforecasts-EpiNow2,inc case,2024-05-20,2024-05-25,1,RO,Romania,83,3,81,0,94,-1,0,0,23
