model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,coverage_deviation,bias,aem,relative_skill,scaled_rel_skill,cov_50,cov_95,mae,n,continuous_weeks
EuroCOVIDhub-ensemble,inc case,1,AT,907.228475689641,502.99404692763824,32.56957677799972,371.66485198400295,0.033754940711462456,0.33636363636363636,1351.0307486370768,0.8681406204301113,NA,0.7272727272727273,0.9090909090909091,1351.0307486370768,11,11
IEM_Health-CovidProject,inc case,1,AT,1182.757822945268,531.55442288445,1.0917700918318674,650.111629968986,-0.03739130434782609,0.5409090909090909,1807.7754263065733,1.1455512431841346,NA,0.36363636363636365,0.9090909090909091,1807.7754263065733,11,11
ILM-EKF,inc case,1,AT,1143.6687956328817,692.4571499390639,3.067193675889328,448.14445201792836,0.11280632411067194,0.37272727272727274,1576.4804714838735,1.0205823890911003,NA,0.6363636363636364,1,1576.4804714838735,11,11
LANL-GrowthRate,inc case,1,AT,768.7959403162055,441.7421853754941,211.39525691699606,115.65849802371538,0.06537549407114625,-0.2090909090909091,1215.0454545454545,0.6342974637264297,NA,0.45454545454545453,1,1215.0454545454545,11,11
RobertWalraven-ESG,inc case,1,AT,1100.8317698924732,644.7489741935484,31.738817204301046,424.3439784946236,-0.04150537634408602,0.29892473118279567,1413.8012903225804,0.9374865328418971,NA,0.45454545454545453,0.9090909090909091,1447.4909090909086,11,11
USC-SIkJalpha,inc case,1,AT,1382.243166007905,545.2937588932806,48.07114624505929,788.8782608695652,-0.13225296442687748,0.4727272727272727,1577.7272727272727,1.4052569014481429,NA,0.45454545454545453,0.6363636363636364,1577.7272727272727,11,11
epiforecasts-EpiExpert,inc case,1,AT,905.8598354129324,340.71308565010645,72.05181397446958,493.09493578835645,-0.0870807453416149,0.39999999999999997,1361.212857142857,0.9822762471958568,NA,0.42857142857142855,0.8571428571428571,1361.212857142857,7,NA
epiforecasts-EpiNow2,inc case,1,AT,793.9954150197628,341.9558893280632,160.32411067193675,291.7154150197629,-0.08482213438735178,0.12000000000000001,1271,0.7172366141133671,NA,0.5454545454545454,0.7272727272727273,1271,11,11
EuroCOVIDhub-ensemble,inc case,2,AT,1990.5741819536668,809.1752467459784,23.426282347103744,1157.9726528605845,-0.06347826086956522,0.46499999999999997,2964.394521823561,0.9682822830219032,NA,0.4,0.9,2964.394521823561,10,11
IEM_Health-CovidProject,inc case,2,AT,2585.4708447721955,867.0773038794894,0.689776347062007,1717.7037645456442,-0.14173913043478262,0.64,3965.27955693427,1.2977009740312324,NA,0.4,0.7,3965.27955693427,10,11
ILM-EKF,inc case,2,AT,2459.442231524419,1282.7960633338257,0.3782608695652174,1176.2679073210281,0.03217391304347826,0.5,3537.4656908306347,1.0779975988506183,NA,0.5,1,3537.4656908306347,10,11
LANL-GrowthRate,inc case,2,AT,1448.639514347826,633.65821,240.5095652173913,574.4717391304348,-0.019999999999999997,0.215,2324.25,0.6557335096891537,NA,0.4,1,2324.25,10,11
RobertWalraven-ESG,inc case,2,AT,1915.2892428571427,897.5268142857143,89.63014285714284,928.1322857142857,-0.15714285714285714,0.32,2545.7809999999995,0.7627259237517642,NA,0.3,0.8,2545.7809999999995,10,11
USC-SIkJalpha,inc case,2,AT,2368.9591130434783,649.4217217391305,56.38347826086955,1663.1539130434783,-0.21130434782608695,0.5349999999999999,3014.3,1.241492170888243,NA,0.3,0.6,3014.3,10,11
UVA-Ensemble,inc case,1,AT,1586.9373666382767,656.431950962204,148.76738340842556,781.7380322676471,-0.07142857142857142,0.35,3223.6031466154996,1.5220682048240333,NA,0.2,1,3223.6031466154996,10,10
epiforecasts-EpiExpert,inc case,2,AT,1910.4191752991621,454.1737639082227,116.64051040164533,1339.604900989294,-0.18645962732919255,0.44,2672.574047619043,1.0761555766016124,NA,0.2857142857142857,0.5714285714285714,2672.574047619043,7,NA
epiforecasts-EpiNow2,inc case,2,AT,1931.9813043478262,688.3073913043478,260.96521739130435,982.7086956521739,-0.19391304347826085,0.26799999999999996,3114.6,0.879175094572894,NA,0.2,0.7,3114.6,10,11
EuroCOVIDhub-ensemble,inc case,3,AT,3387.2495449511466,1208.1368078082994,9.838785960186444,2169.2739511826608,-0.12434782608695652,0.6,5059.920014551346,0.9853278233536902,NA,0.4444444444444444,0.7777777777777778,5059.920014551346,9,11
IEM_Health-CovidProject,inc case,3,AT,4464.031789042886,1319.8679757252778,0,3144.1638133176084,-0.2209661835748792,0.7611111111111111,6929.53127758518,1.3415810999451272,NA,0.2222222222222222,0.7777777777777778,6929.53127758518,9,11
ILM-EKF,inc case,3,AT,4268.243866071643,2129.683426897751,0,2138.5604391738925,-0.03739130434782608,0.6,6491.528502257003,1.1609305994028132,NA,0.4444444444444444,1,6491.528502257003,9,11
LANL-GrowthRate,inc case,3,AT,2679.8256922705314,836.0235666666667,315.2338164251208,1528.568309178744,-0.22096618357487924,0.4866666666666667,4399.222222222223,0.7958294348438704,NA,0.2222222222222222,0.7777777777777778,4399.222222222223,9,11
Priesemann-bayes,inc case,1,AT,1265.0226127264777,319.9279125418243,5.915549490081231,939.1791506945723,-0.16782608695652174,0.58875,2029.8514593513491,0.9931444397658673,NA,0.25,0.75,2029.8514593513491,8,5
RobertWalraven-ESG,inc case,3,AT,2542.206484126984,1124.0287063492065,175.23349206349204,1242.9442857142856,-0.1984126984126984,0.4722222222222222,3550.5822222222228,0.6603146759171737,NA,0.3333333333333333,0.7777777777777778,3550.5822222222228,9,11
USC-SIkJalpha,inc case,3,AT,3937.8287826086957,767.3524541062801,33.55362318840581,3136.92270531401,-0.24995169082125604,0.5111111111111111,4554,1.195259429950622,NA,0.3333333333333333,0.4444444444444444,4554,9,11
UVA-Ensemble,inc case,2,AT,2670.08126596379,801.3744460589884,256.969872275297,1611.7369476295046,-0.2619047619047619,0.5,5593.494624750085,1.3369657072554588,NA,0,0.8888888888888888,5593.494624750085,9,10
epiforecasts-EpiExpert,inc case,3,AT,3786.9543643606967,583.3986974541104,148.46028026967022,3055.095386636916,-0.2982608695652174,0.5666666666666667,5149.3927777777835,1.0915785429881344,NA,0.16666666666666666,0.5,5149.3927777777835,6,NA
epiforecasts-EpiNow2,inc case,3,AT,3104.9417874396136,1128.081884057971,178.53140096618358,1798.328502415459,-0.17265700483091787,0.4311111111111111,4834.666666666667,0.8616649239413644,NA,0.3333333333333333,0.6666666666666666,4834.666666666667,9,11
EuroCOVIDhub-ensemble,inc case,4,AT,4734.839114963529,1754.396350453815,0,2980.442764509714,-0.18956521739130436,0.735,7431.527840540113,1.011771488477295,NA,0.125,0.75,7431.527840540113,8,11
IEM_Health-CovidProject,inc case,4,AT,6753.294052161623,1943.294132540883,0,4809.99991962074,-0.3417391304347826,0.87875,10820.06143289765,1.499416227340517,NA,0.125,0.625,10820.06143289765,8,11
ILM-EKF,inc case,4,AT,6668.233764121537,3328.645144894555,0,3339.5886192269822,-0.10260869565217391,0.675,10422.300767270117,1.2900935154891073,NA,0.25,1,10422.300767270117,8,11
LANL-GrowthRate,inc case,4,AT,3563.4564418478262,1091.1909527173914,254.77336956521737,2217.4921195652173,-0.23304347826086957,0.59375,5768.5625,0.8401488140838966,NA,0.125,0.875,5768.5625,8,11
Priesemann-bayes,inc case,2,AT,2466.2620144663865,724.2046665902176,4.0948686034592,1737.9624792727095,-0.18645962732919255,0.6900000000000001,4016.894102890656,0.891565104016007,NA,0.2857142857142857,0.8571428571428571,4016.894102890656,7,5
RobertWalraven-ESG,inc case,4,AT,3273.3220982142857,1371.2603125,178.27321428571435,1723.7885714285715,-0.25,0.45625000000000004,4236.875,0.6196470714021528,NA,0.25,0.625,4236.875,8,11
UMass-SemiMech,inc case,1,AT,1238.7896739130435,780.2516304347827,66.08152173913044,392.45652173913044,0.04956521739130435,0.375,1932.125,1.135796965753557,NA,0.625,1,1932.125,8,8
USC-SIkJalpha,inc case,4,AT,5013.6807445652175,1011.4318315217392,0,4002.2489130434783,-0.32,0.8,6371.75,1.1452217529194222,NA,0.25,0.375,6371.75,8,11
UVA-Ensemble,inc case,3,AT,4073.5948085718783,738.469355110322,810.8399756173767,2524.2854778441792,-0.3979591836734694,0.6214285714285714,7009.122158762074,1.09969963876693,NA,0.14285714285714285,0.5714285714285714,7009.122158762074,7,5
epiforecasts-EpiExpert,inc case,4,AT,5157.460994780138,806.7676856947793,23.96407999939133,4326.729229085968,-0.36782608695652175,0.73,7063.749,1.1779037222685205,NA,0.2,0.4,7063.749,5,NA
epiforecasts-EpiNow2,inc case,4,AT,4115.379375,1597.020679347826,46.06521739130435,2472.2934782608695,-0.0917391304347826,0.5,6499.5,0.820187998910484,NA,0.5,0.875,6499.5,8,11
