model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,coverage_deviation,bias,aem,relative_skill,scaled_rel_skill,cov_50,cov_95,mae,n,continuous_weeks
UVA-Ensemble,inc case,1,AT,1220.460924369748,576.1752100840337,111.10924369747899,533.1764705882352,0.012605042016806723,0.32941176470588235,2403.529411764706,1.6633965338424914,NA,0.4117647058823529,1,2403.529411764706,17,17
epiforecasts-EpiExpert,inc case,2,AT,1614.2889855072465,372.6416425120773,91.08212560386474,1150.5652173913043,-0.17265700483091787,0.4311111111111111,2244.777777777778,1.093424781417846,NA,0.3333333333333333,0.5555555555555556,2244.777777777778,9,0
epiforecasts-EpiNow2,inc case,2,AT,1249.3967007672634,442.7880051150895,206.0613810741688,600.5473145780052,-0.1550383631713555,0.10470588235294118,2004.4705882352941,0.8146268594156761,NA,0.29411764705882354,0.7647058823529411,2004.4705882352941,17,18
DSMPG-bayes,inc case,1,AT,1265.000054347826,319.92940217391305,5.918478260869565,939.1521739130435,-0.16782608695652174,0.58875,2029.875,0.9931194334901798,NA,0.25,0.75,2029.875,8,0
EuroCOVIDhub-ensemble,inc case,3,AT,2094.197472826087,798.9393206521739,13.505434782608695,1281.7527173913045,-0.05369565217391304,0.4875,3143.8125,0.9319263819441502,NA,0.375,0.875,3143.8125,16,18
IEM_Health-CovidProject,inc case,3,AT,2919.3241304347825,825.8268478260869,4.260869565217392,2089.2364130434785,-0.25478260869565217,0.696875,4503.9375,1.3722178115230597,NA,0.1875,0.6875,4503.9375,16,18
ILM-EKF,inc case,3,AT,2552.062336956522,1296.6166847826087,13.62771739130435,1241.8179347826087,0.03326086956521739,0.38125,3874.375,1.0509355945866066,NA,0.5,1,3874.375,16,18
LANL-GrowthRate,inc case,3,AT,1735.9561449275363,586.9851304347826,202.82028985507247,946.1507246376812,-0.11855072463768115,0.35200000000000004,2831.4,0.7501651514799137,NA,0.4,0.8666666666666667,2831.4,15,5
RobertWalraven-ESG,inc case,3,AT,1066.581875,605.7741826923077,58.5625,402.2451923076923,0.15307692307692308,0.2252403846153846,1362.25,0.6757127383989104,NA,0.5625,0.875,2238.75,16,18
USC-SIkJalpha,inc case,3,AT,2496.4636413043477,472.7408152173913,35.34239130434783,1988.3804347826087,-0.38521739130434784,0.6,2882.125,1.1692919292964281,NA,0.1875,0.25,2882.125,16,18
UVA-Ensemble,inc case,2,AT,1912.763392857143,740.21875,218.84821428571428,953.6964285714286,-0.07142857142857142,0.26875,3934.8125,1.4489935420470357,NA,0.375,0.9375,3934.8125,16,17
epiforecasts-EpiExpert,inc case,3,AT,2846.442657004831,509.87260869565216,126.3719806763285,2210.1980676328503,-0.30792270531400967,0.4355555555555556,3906,1.1167544005358863,NA,0.2222222222222222,0.4444444444444444,3906,9,0
epiforecasts-EpiNow2,inc case,3,AT,1947.8752445652174,689.3861141304347,195.52173913043478,1062.9673913043478,-0.18413043478260868,0.13625,3016.625,0.8286843953993108,NA,0.3125,0.625,3016.625,16,18
DSMPG-bayes,inc case,2,AT,2186.302554347826,650.8025543478261,14.771739130434783,1520.7282608695652,-0.15695652173913044,0.54125,3567,0.8747913928842234,NA,0.375,0.875,3567,8,0
EuroCOVIDhub-ensemble,inc case,4,AT,3059.7276231884057,1134.2493623188407,0.2608695652173913,1925.217391304348,-0.13014492753623189,0.6586666666666666,4709.333333333333,0.9657166192119275,NA,0.26666666666666666,0.8,4709.333333333333,15,18
IEM_Health-CovidProject,inc case,4,AT,4539.146405797102,1217.5724927536232,0,3321.573913043478,-0.3214492753623188,0.8406666666666667,7082.466666666666,1.5136619934893176,NA,0.2,0.5333333333333333,7082.466666666666,15,18
ILM-EKF,inc case,4,AT,3912.7301449275365,1957.7765217391304,3.2666666666666666,1951.6869565217391,0.02057971014492754,0.4533333333333333,6081.133333333333,1.0903352289123018,NA,0.4666666666666667,1,6081.133333333333,15,18
LANL-GrowthRate,inc case,4,AT,2599.724596273292,790.7339130434783,145.58695652173913,1663.4037267080746,-0.18645962732919255,0.625,4140.642857142857,0.8549035502059773,NA,0.2857142857142857,0.8571428571428571,4140.642857142857,14,5
RobertWalraven-ESG,inc case,4,AT,1348.7295135135134,726.1132972972973,57.027027027027025,565.5891891891891,0.15513513513513513,0.2245945945945946,1624.7027027027027,0.6001453208827153,NA,0.5333333333333333,0.8,2660.6666666666665,15,18
UMass-SemiMech,inc case,1,AT,789.1800869565218,475.38878260869564,40.04637681159421,273.7449275362319,0.0031884057971014517,0.39333333333333337,1244.5333333333333,1.0508777563406186,NA,0.4666666666666667,1,1244.5333333333333,15,15
USC-SIkJalpha,inc case,4,AT,3363.554695652174,594.114115942029,3.457971014492754,2765.9826086956523,-0.29246376811594205,0.72,4116.333333333333,1.122857944390916,NA,0.3333333333333333,0.4,4116.333333333333,15,18
UVA-Ensemble,inc case,3,AT,2717.951530612245,821.655612244898,460.96938775510205,1435.3265306122448,-0.1326530612244898,0.2464285714285714,4655.5,1.2820131526353262,NA,0.42857142857142855,0.7857142857142857,4655.5,14,12
epiforecasts-EpiExpert,inc case,4,AT,3726.973961352657,664.5391787439613,13.31400966183575,3049.1207729468597,-0.30792270531400967,0.7277777777777777,5116.888888888889,1.1400010888628924,NA,0.2222222222222222,0.4444444444444444,5116.888888888889,9,0
epiforecasts-EpiNow2,inc case,4,AT,2537.3294782608696,946.022231884058,112.84637681159421,1478.4608695652173,-0.14753623188405796,0.23666666666666666,4000.2,0.731020924489585,NA,0.4,0.8,4000.2,15,18
DSMPG-bayes,inc case,3,AT,4715.094695652174,1533.2512173913044,0,3181.8434782608697,-0.22869565217391305,0.796,7689.2,1.0922876842361693,NA,0.2,0.8,7689.2,5,0
LANL-GrowthRate,inc case,5,AT,3620.531204013378,1017.5579598662207,33.836120401337794,2569.1371237458193,-0.291571906354515,0.76,5425.615384615385,0.8636331831587948,NA,0.15384615384615385,0.6153846153846154,5425.615384615385,13,5
UMass-SemiMech,inc case,2,AT,1430.8296583850931,670.9010869565218,53.254658385093165,706.6739130434783,-0.11813664596273292,0.4892857142857143,2305.3571428571427,1.0523422946779153,NA,0.21428571428571427,1,2305.3571428571427,14,15
USC-SIkJalpha,inc case,5,AT,4511.400683229814,734.5124844720497,19.92857142857143,3756.9596273291927,-0.41627329192546586,0.7357142857142858,5892,1.1578990009883996,NA,0.14285714285714285,0.21428571428571427,5892,14,18
UVA-Ensemble,inc case,4,AT,4364.240476190476,803.7047619047619,228.58333333333334,3331.9523809523807,-0.21428571428571427,0.2833333333333333,6461.083333333333,1.7660300403590126,NA,0.3333333333333333,0.5833333333333334,6461.083333333333,12,12
bisop-seirfilterlite,inc case,1,AT,1410.0249275362319,235.95246376811593,312.0869565217391,861.9855072463768,-0.3272463768115942,0.21666666666666667,2033.6666666666667,1.0321582023485025,NA,0,0.6666666666666666,2033.6666666666667,3,0
DSMPG-bayes,inc case,4,AT,6135.869217391304,2249.877913043478,0,3885.991304347826,-0.22869565217391305,0.8099999999999999,9970.2,1.085880670092905,NA,0,1,9970.2,5,0
LANL-GrowthRate,inc case,6,AT,4880.577644927536,1297.6030072463768,6.5978260869565215,3576.376811594203,-0.37072463768115943,0.8191666666666667,6792.416666666667,NA,NA,0.16666666666666666,0.3333333333333333,6792.416666666667,12,5
UMass-SemiMech,inc case,3,AT,1965.118193979933,891.6432775919733,13.016722408026755,1060.4581939799332,-0.14441471571906353,0.5661538461538461,3030.076923076923,1.0432755363252424,NA,0.23076923076923078,0.8461538461538461,3030.076923076923,13,15
bisop-seirfilterlite,inc case,2,AT,1807.7101449275362,341.0144927536232,175.6231884057971,1291.072463768116,-0.15333333333333332,0,2416,0.9654238274291994,NA,0.3333333333333333,0.6666666666666666,2416,3,0
UMass-SemiMech,inc case,4,AT,2575.9315217391304,1169.3264492753624,0,1406.605072463768,-0.13159420289855073,0.6883333333333334,3978.75,1.003728373440486,NA,0.3333333333333333,0.8333333333333334,3978.75,12,15
bisop-seirfilterlite,inc case,3,AT,1484.101739130435,553.3191304347827,3.927536231884058,926.8550724637681,0.07855072463768116,0.3833333333333333,2122,0.7238246118811716,NA,0.6666666666666666,1,2122,3,0
epiforecasts-EpiExpert_Rt,inc case,1,AT,1046.730608695652,359.8958260869565,167.9913043478261,518.8434782608696,-0.19391304347826085,0.41,1581.6,1.1808667341909995,NA,0.2,0.8,1581.6,5,0
BIOCOMSC-Gompertz,inc case,1,AT,450.125,440.57954545454544,5.681818181818182,3.8636363636363638,0.13863636363636367,-0.31666666666666665,NA,0.8669673806033397,NA,0.7272727272727273,1,416.1818181818182,11,11
bisop-seirfilterlite,inc case,4,AT,1938.8357971014493,815.1401449275362,0,1123.695652173913,-0.06637681159420289,0.6333333333333333,3436.3333333333335,0.5472804803751168,NA,0.3333333333333333,1,3436.3333333333335,3,0
epiforecasts-EpiExpert_Rt,inc case,2,AT,1949.5439130434784,380.3786956521739,154.87826086956522,1414.286956521739,-0.36782608695652175,0.58,2800.8,1.277156747203209,NA,0,0.4,2800.8,5,0
epiforecasts-EpiExpert_direct,inc case,1,AT,1139.116231884058,175.24666666666667,27.92753623188406,935.9420289855072,-0.24028985507246375,0.36666666666666664,1535,1.293337925588125,NA,0,0.6666666666666666,1535,3,0
BIOCOMSC-Gompertz,inc case,2,AT,769.85875,763.80875,6.05,0,0.22500000000000003,-0.95,NA,0.8189570980420997,NA,0.9,1,900.8,10,11
MUNI-ARIMA,inc case,1,AT,284.769,151.6603043478261,16.369565217391305,116.73913043478261,0.10173913043478261,0.11999999999999998,404.9,0.5930018868339016,NA,0.6,1,404.9,10,10
epiforecasts-EpiExpert_Rt,inc case,3,AT,2404.2181739130433,522.4790434782609,1.8521739130434782,1879.8869565217392,-0.24608695652173912,0.6799999999999999,3139.6,1.1246556656212259,NA,0.4,0.4,3139.6,5,0
epiforecasts-EpiExpert_direct,inc case,2,AT,2281.7985507246376,299.24782608695654,1.0434782608695652,1981.5072463768115,-0.24028985507246375,0.5933333333333334,3094,1.2433636405335993,NA,0.3333333333333333,0.3333333333333333,3094,3,0
MUNI-ARIMA,inc case,2,AT,568.5772946859903,367.3937198067633,10.710144927536232,190.47342995169083,0.20415458937198067,0.12222222222222222,724.7777777777778,0.7460161125068601,NA,0.8888888888888888,1,724.7777777777778,9,10
epiforecasts-EpiExpert_Rt,inc case,4,AT,2699.0979130434785,684.6979130434783,0,2014.4,-0.33304347826086955,0.82,3786,1.0067304105100168,NA,0.2,0.4,3786,5,0
epiforecasts-EpiExpert_direct,inc case,3,AT,3239.283768115942,413.3127536231884,82.20289855072464,2743.768115942029,-0.5301449275362319,0.34,4379.333333333333,1.1064349923255692,NA,0,0,4379.333333333333,3,0
epiforecasts-EpiExpert_direct,inc case,4,AT,3359.1178260869565,504.00188405797104,0,2855.1159420289855,-0.2982608695652174,0.7666666666666667,4593,0.8581706024507951,NA,0.3333333333333333,0.3333333333333333,4593,3,0
MUNI-ARIMA,inc case,3,AT,590.0860869565217,527.26,25.012422360248447,37.81366459627329,0.28559006211180127,0.05714285714285711,466.7142857142857,0.9999780532917922,NA,1,1,466.7142857142857,7,9
MUNI-ARIMA,inc case,4,AT,834.6642028985507,773.7728985507247,5.398550724637682,55.492753623188406,0.3249275362318841,0.11666666666666668,615.5,1.3761845318994295,NA,1,1,615.5,6,9
EuroCOVIDhub-baseline,inc case,1,AT,293.2269565217391,227.44434782608695,36.152173913043484,29.630434782608695,0.13652173913043478,5.551115123125783e-17,299,1.657890275725645,NA,1,1,299,2,2
EuroCOVIDhub-baseline,inc case,2,AT,438.5239130434783,436.6108695652174,1.9130434782608696,0,0.3973913043478261,-0.10000000000000009,44,1.7369273937274428,NA,1,1,44,1,2
EuroCOVIDhub-ensemble,inc death,1,AT,8.250193236714976,5.74536231884058,0.888888888888889,1.6159420289855073,0.1123671497584541,0.07222222222222222,11.61111111111111,0.6897345936645506,NA,0.7222222222222222,1,11.61111111111111,18,18
IEM_Health-CovidProject,inc death,1,AT,11.66169082125604,6.801787439613527,1.7632850241545894,3.0966183574879227,0.07371980676328503,0.18888888888888888,18.22222222222222,0.9913665088765025,NA,0.6111111111111112,1,18.22222222222222,18,18
ILM-EKF,inc death,1,AT,16.44985507246377,14.889468599033817,0.2584541062801932,1.3019323671497585,0.2669565217391304,0.07222222222222222,13.444444444444445,1.3679193994472618,NA,0.9444444444444444,1,13.444444444444445,18,18
LANL-GrowthRate,inc death,1,AT,9.559002557544757,2.689437340153453,4.089514066496164,2.7800511508951407,-0.10644501278772378,0.11764705882352941,14.352941176470589,0.7757079430210427,NA,0.29411764705882354,0.9411764705882353,14.352941176470589,17,5
RobertWalraven-ESG,inc death,1,AT,8.833913043478262,3.983671497584541,2.2995169082125604,2.5507246376811596,-0.04222222222222222,-0.005555555555555542,15.777777777777779,0.7595402768420968,NA,0.3333333333333333,1,15.777777777777779,18,18
USC-SIkJalpha,inc death,1,AT,14.243719806763286,4.248550724637681,1.1111111111111112,8.884057971014492,-0.31758454106280193,0.34444444444444444,15.222222222222221,1.3067252034401897,NA,0.2777777777777778,0.3333333333333333,15.222222222222221,18,18
epiforecasts-EpiExpert,inc death,1,AT,11.044673913043479,3.772934782608696,2.010869565217391,5.260869565217392,-0.12434782608695652,0.375,18.75,0.8650034929111914,NA,0.25,1,18.75,8,0
epiforecasts-EpiNow2,inc death,1,AT,9.073840579710145,4.479637681159421,0.644927536231884,3.9492753623188404,0.04231884057971015,0.125,13.777777777777779,0.6821346843641534,NA,0.5555555555555556,1,13.777777777777779,18,18
EuroCOVIDhub-ensemble,inc death,2,AT,10.133145780051152,7.005268542199489,0.49104859335038364,2.636828644501279,0.13907928388746804,0.17058823529411765,13.352941176470589,0.6673730763829678,NA,0.7058823529411765,1,13.352941176470589,17,18
IEM_Health-CovidProject,inc death,2,AT,18.454757033248082,9.464987212276215,2.741687979539642,6.248081841432225,0.013759590792838878,0.31176470588235294,28.41176470588235,1.1980850796554676,NA,0.47058823529411764,1,28.41176470588235,17,18
ILM-EKF,inc death,2,AT,19.129769820971866,16.319028132992326,0.18925831202046037,2.6214833759590794,0.22092071611253197,0.17058823529411765,21.11764705882353,1.1773852104808253,NA,0.9411764705882353,1,21.11764705882353,17,18
Imperial-DeCa,inc death,1,AT,8.613110367892977,2.144882943143813,4.3879598662207355,2.080267558528428,-0.12434782608695652,-0.14846153846153845,12.153846153846153,0.6848121151100535,NA,0.5384615384615384,0.6923076923076923,12.153846153846153,13,0
Imperial-RtI0,inc death,1,AT,21.1356856187291,7.617290969899666,3.9531772575250836,9.565217391304348,-0.07083612040133778,0.2176923076923077,34,1.8596340217636054,NA,0.46153846153846156,0.9230769230769231,34,13,0
Imperial-sbkp,inc death,1,AT,25.133879598662208,4.0168227424749166,5.327759197324415,15.789297658862877,-0.2179933110367893,0.3423076923076923,34.46153846153846,2.2073029407630713,NA,0.3076923076923077,0.6923076923076923,34.46153846153846,13,0
LANL-GrowthRate,inc death,2,AT,12.87733695652174,3.706141304347826,5.008152173913044,4.163043478260869,-0.23847826086956522,-0.03125000000000001,21.1875,0.8506783601158334,NA,0.0625,0.8125,21.1875,16,5
RobertWalraven-ESG,inc death,2,AT,13.00690537084399,4.866240409207161,4.457800511508951,3.682864450127877,-0.022046035805626595,0.012941176470588227,21,0.8562049838892916,NA,0.5294117647058824,0.9411764705882353,21,17,18
USC-SIkJalpha,inc death,2,AT,16.83,5.04227621483376,0.6470588235294118,11.140664961636828,-0.2829156010230179,0.3764705882352941,17.705882352941178,1.1806587103053066,NA,0.29411764705882354,0.35294117647058826,17.705882352941178,17,18
epiforecasts-EpiExpert,inc death,2,AT,17.054782608695653,4.636304347826087,2.375,10.043478260869566,-0.16782608695652174,0.22,27.625,1.040159518926946,NA,0.25,0.75,27.625,8,0
epiforecasts-EpiNow2,inc death,2,AT,13.30618925831202,5.0555498721227625,0.5140664961636828,7.736572890025576,-0.03483375959079284,0.2164705882352941,20.11764705882353,0.7401474943938077,NA,0.4117647058823529,0.9411764705882353,20.11764705882353,17,18
EuroCOVIDhub-ensemble,inc death,3,AT,14.028641304347826,8.558532608695652,0.1358695652173913,5.334239130434783,0.11750000000000001,0.3,17.5625,0.7587838838622402,NA,0.6875,1,17.5625,16,18
IEM_Health-CovidProject,inc death,3,AT,28.931059782608695,12.390298913043479,3.4157608695652173,13.125,-0.05369565217391304,0.34249999999999997,45.1875,1.5775319168870245,NA,0.4375,0.8125,45.1875,16,18
ILM-EKF,inc death,3,AT,24.377554347826088,18.369402173913045,0.20380434782608695,5.804347826086957,0.13380434782608697,0.2625,33.8125,1.1818679025297472,NA,0.75,1,33.8125,16,18
LANL-GrowthRate,inc death,3,AT,16.153333333333332,4.7156521739130435,4.918840579710145,6.518840579710145,-0.14753623188405796,0.03866666666666667,25.2,0.784519207247682,NA,0.26666666666666666,0.8666666666666667,25.2,15,5
RobertWalraven-ESG,inc death,3,AT,16.626576086956522,5.776032608695652,5.5978260869565215,5.252717391304348,-0.06456521739130434,-0.017499999999999995,28.4375,0.8254424644260454,NA,0.4375,0.9375,28.4375,16,18
USC-SIkJalpha,inc death,3,AT,27.391956521739132,5.772391304347826,0.33152173913043476,21.28804347826087,-0.36891304347826087,0.715625,32.625,1.5327409956042262,NA,0.1875,0.3125,32.625,16,18
epiforecasts-EpiExpert,inc death,3,AT,25.20771739130435,5.6859782608695655,0.7228260869565217,18.79891304347826,-0.27652173913043476,0.575,37.5,1.19267857818357,NA,0.25,0.5,37.5,8,0
epiforecasts-EpiNow2,inc death,3,AT,20.93,6.321304347826087,0.9347826086956522,13.673913043478262,-0.08630434782608695,0.285625,31.625,0.871937672208497,NA,0.375,0.875,31.625,16,18
EuroCOVIDhub-ensemble,inc death,4,AT,19.723333333333333,10.772608695652174,0.23478260869565218,8.715942028985507,0.014782608695652177,0.37733333333333335,29.2,0.8133735604951534,NA,0.6,0.8666666666666667,29.2,15,18
IEM_Health-CovidProject,inc death,4,AT,42.855739130434785,16.04704347826087,5.776811594202899,21.031884057971016,-0.12434782608695652,0.414,66.2,1.8201921340498632,NA,0.4,0.7333333333333333,66.2,15,18
ILM-EKF,inc death,4,AT,33.230000000000004,21.421304347826087,0.21739130434782608,11.591304347826087,0.03217391304347826,0.37333333333333335,50.266666666666666,1.1915170368712884,NA,0.4666666666666667,1,50.266666666666666,15,18
LANL-GrowthRate,inc death,4,AT,21.850372670807452,6.142298136645963,7.0186335403726705,8.68944099378882,-0.0715527950310559,0.11785714285714285,31.142857142857142,0.8220455816888389,NA,0.5,0.7142857142857143,31.142857142857142,14,5
RobertWalraven-ESG,inc death,4,AT,23.782666666666668,6.684115942028986,9.63768115942029,7.460869565217392,-0.10695652173913044,-0.02333333333333331,38.733333333333334,0.8809924722163811,NA,0.4,0.8666666666666667,38.733333333333334,15,18
UMass-MechBayes,inc death,1,AT,6.5658260869565215,4.2208985507246375,1.727536231884058,0.6173913043478261,0.10463768115942029,-0.16999999999999998,9.133333333333333,0.5958449415662856,NA,0.6666666666666666,1,9.133333333333333,15,15
UMass-SemiMech,inc death,1,AT,6.719652173913044,4.574724637681159,1.0956521739130434,1.0492753623188407,0.07565217391304348,-0.06666666666666665,8.8,0.6429516169319425,NA,0.6,1,8.8,15,15
USC-SIkJalpha,inc death,4,AT,33.6388115942029,7.325768115942029,0.02318840579710145,26.28985507246377,-0.2808695652173913,0.72,40.53333333333333,1.3799061217461808,NA,0.3333333333333333,0.4,40.53333333333333,15,18
epiforecasts-EpiExpert,inc death,4,AT,29.11695652173913,7.1060869565217395,1.1141304347826086,20.89673913043478,-0.27652173913043476,0.385,41,1.1986025550708082,NA,0.25,0.375,41,8,0
epiforecasts-EpiNow2,inc death,4,AT,26.900550724637682,8.584608695652173,0.4260869565217391,17.889855072463767,-0.04608695652173913,0.3086666666666667,42.333333333333336,0.8265176791204373,NA,0.5333333333333333,0.9333333333333333,42.333333333333336,15,18
LANL-GrowthRate,inc death,5,AT,28.620434782608697,7.984983277591973,8.585284280936454,12.050167224080267,-0.17785953177257524,0.07923076923076924,41.38461538461539,0.7786578226763236,NA,0.23076923076923078,0.7692307692307693,41.38461538461539,13,5
UMass-MechBayes,inc death,2,AT,7.206739130434783,5.104254658385093,1.3198757763975155,0.782608695652174,0.08683229813664596,-0.14285714285714285,8.928571428571429,0.5389922947696243,NA,0.6428571428571429,1,8.928571428571429,14,15
UMass-SemiMech,inc death,2,AT,9.695372670807453,5.642577639751553,0.41304347826086957,3.639751552795031,0.08062111801242236,0.1357142857142857,13.642857142857142,0.7180382645667426,NA,0.6428571428571429,1,13.642857142857142,14,15
USC-SIkJalpha,inc death,5,AT,44.02593167701863,9.302329192546583,0.2670807453416149,34.45652173913044,-0.27962732919254657,0.5892857142857143,55.07142857142857,1.2842611618064808,NA,0.2857142857142857,0.42857142857142855,55.07142857142857,14,18
bisop-seirfilterlite,inc death,1,AT,27.512753623188406,5.9910144927536235,21.52173913043478,0,-0.3272463768115942,-0.8533333333333334,43.666666666666664,2.0472823707746386,NA,0,0.3333333333333333,43.666666666666664,3,0
LANL-GrowthRate,inc death,6,AT,35.429094202898554,10.258804347826088,7.8478260869565215,17.32246376811594,-0.18956521739130436,0.2816666666666667,53.25,NA,NA,0.25,0.6666666666666666,53.25,12,5
UMass-MechBayes,inc death,3,AT,9.924816053511705,6.312775919732442,1.6555183946488294,1.9565217391304348,0.016120401337792644,-0.052307692307692305,15.23076923076923,0.5282711908056047,NA,0.5384615384615384,0.9230769230769231,15.23076923076923,13,15
UMass-SemiMech,inc death,3,AT,15.417525083612041,7.173377926421405,0.3779264214046823,7.866220735785953,-0.01063545150501672,0.3038461538461539,24.076923076923077,0.8673805105696929,NA,0.5384615384615384,1,24.076923076923077,13,15
bisop-seirfilterlite,inc death,2,AT,23.698840579710144,6.061159420289855,17.63768115942029,0,-0.15333333333333332,-0.6666666666666666,31.666666666666668,1.4889474534687743,NA,0.3333333333333333,0.6666666666666666,31.666666666666668,3,0
UMass-MechBayes,inc death,4,AT,11.87518115942029,7.867934782608696,0.9094202898550725,3.097826086956522,0.07492753623188406,0.033333333333333326,17.833333333333332,0.5002142342934931,NA,0.5,1,17.833333333333332,12,15
UMass-SemiMech,inc death,4,AT,21.750289855072463,9.30463768115942,0.018115942028985508,12.427536231884059,-0.03014492753623188,0.5208333333333334,33.083333333333336,0.9480608993381656,NA,0.5,0.9166666666666666,33.083333333333336,12,15
bisop-seirfilterlite,inc death,3,AT,17.549855072463767,6.53536231884058,11.01449275362319,0,-0.0953623188405797,-0.65,24.666666666666668,0.8360859022388617,NA,0.3333333333333333,1,24.666666666666668,3,0
epiforecasts-EpiExpert_Rt,inc death,1,AT,8.9240869565217391,4.106695652173913,0.24347826086956523,4.573913043478261,-0.08956521739130435,0.53,15.2,0.7791235056611324,NA,0.4,1,15.2,5,0
BIOCOMSC-Gompertz,inc death,1,AT,10.023611111111112,7.245833333333334,2.4444444444444446,0.3333333333333333,0.0527777777777778,-0.125,NA,1.004372158794612,NA,0.6666666666666666,0.8888888888888888,14.88888888888889,9,0
bisop-seirfilterlite,inc death,4,AT,13.418840579710144,7.2449275362318835,4.739130434782608,1.434782608695652,0.020579710144927536,-0.26666666666666666,22,0.45375026325118434,NA,0.6666666666666666,1,22,3,0
epiforecasts-EpiExpert_Rt,inc death,2,AT,12.922347826086957,4.278869565217391,0.008695652173913044,8.634782608695652,-0.019999999999999997,0.5,18.8,0.80157803552037,NA,0.4,0.8,18.8,5,0
epiforecasts-EpiExpert_direct,inc death,1,AT,9.82,3.037391304347826,0,6.782608695652174,-0.008405797101449272,0.5499999999999999,16,1.1764763690418965,NA,0.6666666666666666,1,16,3,0
BIOCOMSC-Gompertz,inc death,2,AT,15.779166666666667,11.723611111111111,3.2777777777777777,0.7777777777777778,-0.0027777777777777558,-0.4875,NA,1.3534434054216575,NA,0.5555555555555556,0.8888888888888888,20.555555555555557,9,0
MUNI-ARIMA,inc death,1,AT,9.015391304347826,4.093652173913044,1.556521739130435,3.365217391304348,0.014782608695652177,0.08500000000000003,15.4,1.2087238061303767,NA,0.7,1,15.4,10,10
epiforecasts-EpiExpert_Rt,inc death,3,AT,20.448521739130435,4.648521739130435,0.008695652173913044,15.791304347826086,-0.19391304347826085,0.66,29,0.8677135991788386,NA,0.2,0.6,29,5,0
