model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,coverage_deviation,bias,aem,relative_skill,scaled_rel_skill,cov_50,cov_95,mae,n,continuous_weeks
EuroCOVIDhub-ensemble,inc case,3,AT,2685.6832924942964,1005.743814377923,7.379089470139832,1672.5603886462336,-0.05188405797101449,0.5416666666666666,4003.4402935346448,0.9482405457401757,NA,0.5,0.8333333333333334,4003.4402935346448,12,14
IEM_Health-CovidProject,inc case,3,AT,3813.1887521958015,1071.1387210262792,0,2742.0500311695223,-0.283768115942029,0.8125,5876.805274381433,1.4515448268483602,NA,0.16666666666666666,0.6666666666666666,5876.805274381433,12,14
ILM-EKF,inc case,3,AT,3349.7228633218483,1691.6286208979507,8.15942028985507,1649.9348221340424,-0.0011594202898550692,0.4916666666666667,5101.81304335942,1.1038372871656563,NA,0.5,1,5101.81304335942,12,14
LANL-GrowthRate,inc case,3,AT,2117.728486956522,709.3319652173914,244.27934782608696,1164.1171739130434,-0.12434782608695652,0.39,3449.2083333333335,0.7585999625010267,NA,0.4166666666666667,0.8333333333333334,3449.2083333333335,12,1
RobertWalraven-ESG,inc case,3,AT,1642.5228818965518,834.4706405172413,95.16991379310345,712.8823275862069,0.01103448275862069,0.38405172413793104,2222.449827586207,0.6778636572872139,NA,0.4166666666666667,0.8333333333333334,2892.3983333333335,12,14
USC-SIkJalpha,inc case,3,AT,3231.6525652173914,619.814884057971,25.165217391304356,2586.672463768116,-0.3272463768115942,0.6333333333333333,3714.0833333333335,1.218298971084761,NA,0.25,0.3333333333333333,3714.0833333333335,12,14
UVA-Ensemble,inc case,2,AT,2305.506104495937,817.4711097414169,279.2322840323917,1208.8027107221285,-0.14285714285714285,0.25,4800.655127343996,1.414899129161472,NA,0.25,0.9166666666666666,4800.655127343996,12,13
epiforecasts-EpiExpert,inc case,3,AT,3039.395215477317,552.5250934524918,142.18499509061647,2344.6851269342087,-0.27652173913043476,0.365,4171.9983333333375,1.0610546825302087,NA,0.25,0.5,4171.9983333333375,8,1
epiforecasts-EpiNow2,inc case,3,AT,2448.0234963768116,885.3423369565218,213.93478260869566,1348.7463768115942,-0.16057971014492753,0.165,3811.5833333333335,0.8202348592985503,NA,0.3333333333333333,0.6666666666666666,3811.5833333333335,12,14
DSMPG-bayes,inc case,2,AT,2186.280528151048,650.7897934740026,14.77356531342491,1520.7171693636208,-0.15695652173913044,0.54125,3566.8625297270546,0.8747781989648433,NA,0.375,0.875,3566.8625297270546,8,0
EuroCOVIDhub-ensemble,inc case,4,AT,4029.7830282246678,1452.1176392340474,0,2577.6653889906206,-0.1875889328063241,0.7254545454545455,6219.383498779886,0.9967892882717498,NA,0.18181818181818182,0.7272727272727273,6219.383498779886,11,14
IEM_Health-CovidProject,inc case,4,AT,6015.236984565809,1605.5159632383106,0,4409.721021327498,-0.39312252964426875,0.91,9399.612344837138,1.597872487817754,NA,0.09090909090909091,0.45454545454545453,9399.612344837138,11,14
ILM-EKF,inc case,4,AT,5282.1100102702085,2621.5791567612573,0.4901185770750988,2660.0407349318766,-0.07691699604743082,0.6272727272727273,8249.673285287357,1.1688232519733597,NA,0.2727272727272727,1,8249.673285287357,11,14
LANL-GrowthRate,inc case,4,AT,3218.6136980237156,953.8374924901186,185.2897233201581,2079.4864822134386,-0.2350197628458498,0.6409090909090909,5124.090909090909,0.8775653086824363,NA,0.18181818181818182,0.8181818181818182,5124.090909090909,11,1
RobertWalraven-ESG,inc case,4,AT,2276.322747311828,1053.867693548387,107.34731182795701,1115.1077419354838,-0.04150537634408602,0.39731182795698927,2945.14688172043,0.5949452776382474,NA,0.36363636363636365,0.7272727272727273,3522.769090909091,11,14
UMass-SemiMech,inc case,1,AT,1014.1370355731225,622.0421739130435,48.059288537549406,344.0355731225296,0.0416600790513834,0.4181818181818182,1587.6363636363637,1.1479722237558696,NA,0.5454545454545454,1,1587.6363636363637,11,11
USC-SIkJalpha,inc case,4,AT,4502.425446640316,794.549557312253,0,3707.8758893280633,-0.32197628458498023,0.8,5499.909090909091,1.1984396934186106,NA,0.2727272727272727,0.36363636363636365,5499.909090909091,11,14
UVA-Ensemble,inc case,3,AT,3490.7292269059258,902.55777574015406,627.3022686464494,1960.8691825193223,-0.24285714285714285,0.415,6144.688812891264,1.2828918257605937,NA,0.3,0.7,6144.688812891264,10,8
epiforecasts-EpiExpert,inc case,4,AT,4576.205019147997,818.6417230123741,17.117199999565234,3740.4460961360573,-0.3479503105590062,0.75,6283.001428571429,1.152613549734712,NA,0.14285714285714285,0.42857142857142855,6283.001428571429,7,1
epiforecasts-EpiNow2,inc case,4,AT,3315.857747035573,1230.7352173913043,141.46640316205534,1943.6561264822135,-0.16387351778656126,0.29545454545454547,5238.181818181818,0.7461474419230294,NA,0.36363636363636365,0.8181818181818182,5238.181818181818,11,14
DSMPG-bayes,inc case,3,AT,4715.066073008463,1533.2493947061823,0,3181.8166783022807,-0.22869565217391305,0.796,7689.097018755037,1.0922806818340696,NA,0.2,0.8,7689.097018755037,5,0
LANL-GrowthRate,inc case,5,AT,4432.652086086957,1220.6848686956523,43.981304347826075,3167.9859130434784,-0.31565217391304345,0.748,6591.65,0.846500988972142,NA,0.2,0.5,6591.65,10,1
UMass-SemiMech,inc case,2,AT,1887.2612608695651,891.2656086956522,60.02608695652174,935.9695652173913,-0.08956521739130434,0.555,3029.5,1.127587360831093,NA,0.3,1,3029.5,10,11
USC-SIkJalpha,inc case,5,AT,6185.982765217392,1002.8036347826087,0,5183.179130434783,-0.42869565217391303,0.89,8080.2,1.1813335282859423,NA,0.1,0.2,8080.2,10,14
UVA-Ensemble,inc case,4,AT,6090.569037572233,846.6789854910381,306.5878107917266,4937.302241289469,-0.39285714285714285,0.5125,9186.66874882682,1.8012516924477244,NA,0.125,0.375,9186.66874882682,8,8
bisop-seirfilterlite,inc case,1,AT,1410.0249275362319,235.95246376811593,312.0869565217391,861.9855072463768,-0.3272463768115942,0.21666666666666667,2033.6666666666667,1.0321557244989368,NA,0,0.6666666666666666,2033.6666666666667,3,0
DSMPG-bayes,inc case,4,AT,6135.838722050746,2249.8741001634075,0,3885.9646218873377,-0.22869565217391305,0.8099999999999999,9970.374092838943,1.0858732887917852,NA,0,1,9970.374092838943,5,0
LANL-GrowthRate,inc case,6,AT,5735.049966425121,1554.0296765700484,8.794685990338165,4172.225603864735,-0.31758454106280193,0.7611111111111111,7967.888888888889,NA,NA,0.2222222222222222,0.4444444444444444,7967.888888888889,9,1
UMass-SemiMech,inc case,3,AT,2540.987004830918,1185.170579710145,8.265700483091788,1347.5507246376812,-0.08570048309178743,0.5977777777777777,3914.222222222222,1.0250045904230676,NA,0.3333333333333333,0.8888888888888888,3914.222222222222,9,11
bisop-seirfilterlite,inc case,2,AT,1807.7101449275362,341.0144927536232,175.6231884057971,1291.072463768116,-0.15333333333333332,0,2416,0.9654288004332988,NA,0.3333333333333333,0.6666666666666666,2416,3,0
UMass-SemiMech,inc case,4,AT,3430.3192391304347,1564.2594565217391,0,1866.0597826086957,-0.0917391304347826,0.6475,5339.625,0.9732687843995378,NA,0.375,0.875,5339.625,8,11
bisop-seirfilterlite,inc case,3,AT,1484.101739130435,553.3191304347827,3.927536231884058,926.8550724637681,0.07855072463768116,0.3833333333333333,2122,0.7238264082562833,NA,0.6666666666666666,1,2122,3,0
epiforecasts-EpiExpert_Rt,inc case,1,AT,1046.6963852173913,359.918472173913,167.9886956521739,518.7892173913044,-0.19391304347826085,0.41,1581.25,1.1808273638503592,NA,0.2,0.8,1581.25,5,1
BIOCOMSC-Gompertz,inc case,1,AT,644.8017857142858,644.8017857142858,0,0,0.275,NA,NA,0.9774824274467717,NA,1,1,515.5714285714286,7,7
bisop-seirfilterlite,inc case,4,AT,1938.8357971014493,815.1401449275362,0,1123.695652173913,-0.06637681159420289,0.6333333333333333,3436.3333333333335,0.5472791209620632,NA,0.3333333333333333,1,3436.3333333333335,3,0
epiforecasts-EpiExpert_Rt,inc case,2,AT,2162.530150543478,445.61906358695654,193.5706521739131,1523.3404347826088,-0.32,0.475,3139.25,1.2037159916313707,NA,0,0.5,3139.25,4,1
epiforecasts-EpiExpert_direct,inc case,1,AT,1139.1096565983646,175.2760129783795,27.90686446050696,935.9267791594783,-0.24028985507246375,0.36666666666666664,1534.7833333333333,1.293323893344261,NA,0,0.6666666666666666,1534.7833333333333,3,0
BIOCOMSC-Gompertz,inc case,2,AT,1163.3375,1163.3375,0,0,0.275,NA,NA,0.8902856333469842,NA,1,1,1332,6,7
MUNI-ARIMA,inc case,1,AT,378.9674637681159,201.09065217391304,3.5507246376811596,174.32608695652175,0.13652173913043478,0.26666666666666666,510.8333333333333,0.5917780003468808,NA,0.6666666666666666,1,510.8333333333333,6,6
epiforecasts-EpiExpert_Rt,inc case,3,AT,2679.499607608696,610.9467815217391,2.3097826086956523,2066.243043478261,-0.16782608695652174,0.6,3479.875,1.0461884317581032,NA,0.5,0.5,3479.875,4,1
epiforecasts-EpiExpert_direct,inc case,2,AT,2281.7584057653667,299.2671996709211,1.0468679508997187,1981.4443381435458,-0.24028985507246375,0.5933333333333334,3093.9133333333334,1.2433576328818574,NA,0.3333333333333333,0.3333333333333333,3093.9133333333334,3,0
MUNI-ARIMA,inc case,2,AT,844.5017391304348,508.35391304347826,1.2782608695652173,334.8695652173913,0.18869565217391304,0.26,1091.4,0.7574023434926676,NA,0.8,1,1091.4,5,6
epiforecasts-EpiExpert_Rt,inc case,4,AT,3004.4302489130437,800.2902489130435,0,2204.14,-0.27652173913043476,0.775,4223.5,0.9377393070532721,NA,0.25,0.5,4223.5,4,1
epiforecasts-EpiExpert_direct,inc case,3,AT,3239.2722401155493,413.3060319554264,82.23942636897014,2743.726781791153,-0.5301449275362319,0.34,4379.386666666666,1.1064536279078852,NA,0,0,4379.386666666666,3,0
epiforecasts-EpiExpert_direct,inc case,4,AT,5023.023342556709,741.9748806227612,0,4281.048461933948,-0.5591304347826087,1,6871.545,1.1655442541936032,NA,0,0,6871.545,2,0
MUNI-ARIMA,inc case,3,AT,752.4733333333334,728.5168115942029,0.13043478260869565,23.82608695652174,0.3684057971014493,0.06666666666666661,353,0.9688843908918593,NA,1,1,353,3,5
MUNI-ARIMA,inc case,4,AT,976.9417391304348,963.2460869565217,0,13.695652173913043,0.3973913043478261,0.09999999999999998,315,0.7924302331346479,NA,1,1,315,2,5
EuroCOVIDhub-ensemble,inc death,1,AT,9.67136182359252,6.952937254970762,0.6713908196533238,2.0470337489684334,0.12409937888198758,0.2,13.152544010796893,0.7579502679274706,NA,0.8571428571428571,1,13.152544010796893,14,14
IEM_Health-CovidProject,inc death,1,AT,14.130985653546189,8.295692347267858,2.1533021947382487,3.6819911115400825,0.06198757763975155,0.24285714285714285,21.971315632936076,1.1169977065611139,NA,0.5714285714285714,1,21.971315632936076,14,14
ILM-EKF,inc death,1,AT,20.054675797215136,18.292646723378578,0.09432721048251932,1.6677018633540373,0.27937888198757765,0.16428571428571426,15.669525841097945,1.5928927335528702,NA,0.9285714285714286,1,15.669525841097945,14,14
LANL-GrowthRate,inc death,1,AT,10.255272909698997,2.8842026755852843,5.347658862876254,2.0234113712374584,-0.10093645484949833,-0.053846153846153835,15.23076923076923,0.7242357304869724,NA,0.3076923076923077,0.9230769230769231,15.23076923076923,13,1
RobertWalraven-ESG,inc death,1,AT,9.902789751552795,4.44319347826087,2.169130434782609,3.2904658385093173,-0.04360248447204969,0.16428571428571428,17.463571428571427,0.7871033078827958,NA,0.35714285714285715,1,17.463571428571427,14,14
USC-SIkJalpha,inc death,1,AT,16.9060248447205,5.443913043478261,0.4347826086956522,11.027329192546583,-0.24857142857142858,0.5857142857142857,18.071428571428573,1.4512166789358192,NA,0.35714285714285715,0.42857142857142855,18.071428571428573,14,14
epiforecasts-EpiExpert,inc death,1,AT,11.011582201670299,3.776490837929162,2.0049717382296297,5.230119625511506,-0.13521739130434782,0.3875,18.608125,0.8624159274602815,NA,0.25,1,18.608125,8,1
epiforecasts-EpiNow2,inc death,1,AT,10.770061801242235,5.41850900621118,0.2732919254658385,5.078260869565217,0.05577639751552795,0.3178571428571429,16.25,0.7524233028992879,NA,0.6428571428571429,1,16.25,14,14
EuroCOVIDhub-ensemble,inc death,2,AT,12.429642512456907,8.576383098650789,0.39756661826178064,3.455692795544336,0.10976588628762542,0.3230769230769231,16.181799913816306,0.7274993960728897,NA,0.6923076923076923,1,16.181799913816306,13,14
IEM_Health-CovidProject,inc death,2,AT,22.97077591184422,11.3792995143597,3.55848165349449,8.032994743990033,-0.05076923076923077,0.34615384615384615,35.999416881891534,1.317759549920049,NA,0.3076923076923077,1,35.999416881891534,13,14
ILM-EKF,inc death,2,AT,23.90964542576879,20.432870627706485,0.046822742474916385,3.429952055587388,0.21010033444816054,0.3,26.231699598685545,1.3046418045084773,NA,0.9230769230769231,1,26.231699598685545,13,14
Imperial-DeCa,inc death,1,AT,8.72515304347826,2.4990660869565215,4.760869565217392,1.4652173913043478,-0.019999999999999997,-0.1,12.4,0.5809962509163359,NA,0.7,0.8,12.4,10,1
Imperial-RtI0,inc death,1,AT,16.25887673913044,6.661050652173916,4.526086956521739,5.071739130434783,-0.03739130434782608,0.305,26.6,1.1794033364898517,NA,0.5,1,26.6,10,1
Imperial-sbkp,inc death,1,AT,20.561414782608697,4.239675652173915,5.873913043478261,10.447826086956521,-0.19391304347826085,0.475,30.2,1.4144024160737256,NA,0.3,0.8,30.2,10,1
LANL-GrowthRate,inc death,2,AT,13.550741666666667,4.266321376811596,6.41304347826087,2.871376811594203,-0.18956521739130436,-0.215,22.708333333333332,0.7284128163822111,NA,0.08333333333333333,0.9166666666666666,22.708333333333332,12,1
RobertWalraven-ESG,inc death,2,AT,15.399227090301004,5.450397658862877,5.130535117056857,4.818294314381271,-0.057458193979933105,0.1553846153846154,24.20769230769231,0.8540522158931799,NA,0.46153846153846156,0.9230769230769231,24.20769230769231,13,14
USC-SIkJalpha,inc death,2,AT,21.000752508361202,6.528511705685619,0.012709030100334438,14.45953177257525,-0.2179933110367893,0.6346153846153846,21.923076923076923,1.3145465119993174,NA,0.38461538461538464,0.46153846153846156,21.923076923076923,13,14
epiforecasts-EpiExpert,inc death,2,AT,19.273738084848663,5.036695411480503,2.7414744430242486,11.495568230343912,-0.2609937888198758,0.25142857142857145,31.622619047619,1.064675221634471,NA,0.14285714285714285,0.7142857142857143,31.622619047619,7,1
epiforecasts-EpiNow2,inc death,2,AT,16.492761371237457,6.257644314381271,0.12374581939799331,10.111371237458194,-0.03404682274247491,0.4676923076923077,24.615384615384617,0.7817265214633932,NA,0.46153846153846156,0.9230769230769231,24.615384615384617,13,14
EuroCOVIDhub-ensemble,inc death,3,AT,17.78303539663068,10.644379472318912,0.025346356809320857,7.113309567502446,0.04956521739130435,0.4583333333333333,22.505359276837993,0.7727423073822033,NA,0.5833333333333334,1,22.505359276837993,12,14
IEM_Health-CovidProject,inc death,3,AT,37.0320252987281,15.02652081911724,4.551553097940738,17.45395138167012,-0.18956521739130436,0.44,59.20472374318127,1.6281282425019599,NA,0.25,0.75,59.20472374318127,12,14
ILM-EKF,inc death,3,AT,31.289603362863446,23.547396320746188,0,7.742207042117256,0.10028985507246377,0.44166666666666665,43.53914945815968,1.2105068096159641,NA,0.6666666666666666,1,43.53914945815968,12,14
LANL-GrowthRate,inc death,3,AT,16.69570634057971,5.38465561594203,5.945652173913044,5.365398550724638,-0.0881159420289855,-0.04749999999999999,26.416666666666668,0.6629589961406933,NA,0.3333333333333333,0.9166666666666666,26.416666666666668,12,1
RobertWalraven-ESG,inc death,3,AT,20.356039855072463,6.462199275362319,6.890797101449276,7.00304347826087,-0.14608695652173911,0.11,34.46666666666667,0.7964502139702392,NA,0.25,0.9166666666666666,34.46666666666667,12,14
USC-SIkJalpha,inc death,3,AT,33.23803623188406,7.619195652173913,0,25.618840579710145,-0.3055072463768116,0.7875,39.916666666666664,1.4946074645084892,NA,0.25,0.4166666666666667,39.916666666666664,12,14
epiforecasts-EpiExpert,inc death,3,AT,28.346473260322696,6.229281605608723,0.8319423054467641,21.285249349267207,-0.3106832298136646,0.5714285714285714,42.02880952380957,1.2031965886892038,NA,0.2857142857142857,0.42857142857142855,42.02880952380957,7,1
epiforecasts-EpiNow2,inc death,3,AT,26.72711902173913,7.991140760869565,0.532608695652174,18.203369565217393,-0.13159420289855073,0.5291666666666667,40.666666666666664,0.8713578961824954,NA,0.3333333333333333,0.9166666666666666,40.666666666666664,12,14
EuroCOVIDhub-ensemble,inc death,4,AT,25.623176271850905,13.65091404357323,0.16327592332633692,11.808986304951338,-0.06901185770750988,0.5599999999999999,38.33709378008791,0.8256823680972051,NA,0.45454545454545453,0.8181818181818182,38.33709378008791,11,14
IEM_Health-CovidProject,inc death,4,AT,54.94513307438719,19.722827895031074,7.842312376164915,27.379992803191207,-0.22711462450592884,0.4827272727272727,86.01213360101963,1.8224681278050772,NA,0.2727272727272727,0.6363636363636364,86.01213360101963,11,14
ILM-EKF,inc death,4,AT,43.94398814400081,28.14160245587293,0,15.802385688127881,-0.03739130434782609,0.6,66.70360182128562,1.223105729311415,NA,0.2727272727272727,1,66.70360182128562,11,14
LANL-GrowthRate,inc death,4,AT,24.550736758893283,7.413187351778658,7.833201581027668,9.304347826086957,-0.02553359683794466,0.13,35.09090909090909,0.6806994247449162,NA,0.5454545454545454,0.8181818181818182,35.09090909090909,11,1
RobertWalraven-ESG,inc death,4,AT,30.31225533596838,7.515022134387352,12.61505928853755,10.182173913043478,-0.22711462450592884,0.09545454545454547,49.04363636363636,0.8516872374966754,NA,0.18181818181818182,0.8181818181818182,49.04363636363636,11,14
UMass-MechBayes,inc death,1,AT,7.651146245059288,5.441660079051384,1.367588932806324,0.841897233201581,0.18395256916996047,0.013636363636363629,10.454545454545455,0.647375343922275,NA,0.8181818181818182,1,10.454545454545455,11,11
UMass-SemiMech,inc death,1,AT,7.82699604743083,5.902094861660079,0.4980237154150198,1.4268774703557312,0.14837944664031621,0.14090909090909093,9.909090909090908,0.7014431380304579,NA,0.7272727272727273,1,9.909090909090908,11,11
USC-SIkJalpha,inc death,4,AT,44.821328063241104,9.83792885375494,0,34.983399209486166,-0.3140711462450593,0.7909090909090909,53.90909090909091,1.4514666715256603,NA,0.2727272727272727,0.36363636363636365,53.90909090909091,11,14
epiforecasts-EpiExpert,inc death,4,AT,36.20255482408249,9.04110399996957,0.7238667008134347,26.437584123299484,-0.19681159420289854,0.5166666666666666,50.844166666666666,1.1513108919313355,NA,0.3333333333333333,0.5,50.844166666666666,6,1
epiforecasts-EpiNow2,inc death,4,AT,35.55085671936759,11.050066205533597,0.17391304347826086,24.326877470355733,-0.08877470355731225,0.5390909090909091,56.04545454545455,0.8107053502683793,NA,0.45454545454545453,0.9090909090909091,56.04545454545455,11,14
LANL-GrowthRate,inc death,5,AT,35.59256413043479,10.022346739130437,9.908695652173913,15.661521739130436,-0.17652173913043478,0.328,51,0.7658940174787797,NA,0.3,0.7,51,10,1
UMass-MechBayes,inc death,2,AT,8.78986956521739,6.7724782608695655,0.9217391304347826,1.0956521739130436,0.16260869565217392,0.06999999999999999,10.2,0.5222737685543389,NA,0.8,1,10.2,10,11
UMass-SemiMech,inc death,2,AT,12.639217391304348,7.456608695652174,0.08695652173913043,5.095652173913043,0.08434782608695653,0.38,17.4,0.7724766248472336,NA,0.6,1,17.4,10,11
USC-SIkJalpha,inc death,5,AT,60.67669565217391,12.680173913043479,0,47.996521739130436,-0.3417391304347826,0.825,75.9,1.3056636782356204,NA,0.2,0.4,75.9,10,14
bisop-seirfilterlite,inc death,1,AT,27.512753623188406,5.9910144927536235,21.52173913043478,0,-0.3272463768115942,-0.8533333333333334,43.666666666666664,2.047669362962852,NA,0,0.3333333333333333,43.666666666666664,3,0
LANL-GrowthRate,inc death,6,AT,45.88668816425122,12.815770289855081,10.270531400966183,22.800386473429953,-0.2692753623188406,0.4088888888888889,68.88888888888889,NA,NA,0.2222222222222222,0.5555555555555556,68.88888888888889,9,1
UMass-MechBayes,inc death,3,AT,12.771352657004831,8.650579710144928,1.2946859903381642,2.8260869565217392,0.059227053140096624,0.2,19.444444444444443,0.5095109470551323,NA,0.6666666666666666,1,19.444444444444443,9,11
UMass-SemiMech,inc death,3,AT,21.060289855072465,9.673816425120773,0.06763285024154589,11.318840579710145,-0.07603864734299516,0.55,33,0.895998346423319,NA,0.4444444444444444,1,33,9,11
bisop-seirfilterlite,inc death,2,AT,23.698840579710144,6.061159420289855,17.63768115942029,0,-0.15333333333333332,-0.6666666666666666,31.666666666666668,1.4888795245077948,NA,0.3333333333333333,0.6666666666666666,31.666666666666668,3,0
UMass-MechBayes,inc death,4,AT,16.09467391304348,11.214239130434782,0.23369565217391305,4.646739130434782,0.12565217391304348,0.3375,24,0.4701370602494044,NA,0.625,1,24,8,11
UMass-SemiMech,inc death,4,AT,31.23896739130435,12.755271739130436,0,18.483695652173914,-0.16782608695652174,0.71875,48.375,0.9863218501208925,NA,0.25,0.875,48.375,8,11
bisop-seirfilterlite,inc death,3,AT,17.549855072463767,6.53536231884058,11.01449275362319,0,-0.0953623188405797,-0.65,24.666666666666668,0.8354959711034309,NA,0.3333333333333333,1,24.666666666666668,3,0
epiforecasts-EpiExpert_Rt,inc death,1,AT,8.926625,4.112711956521739,0.24347826086956523,4.570434782608696,-0.08956521739130435,0.53,15.2,0.7796765077238459,NA,0.4,1,15.2,5,1
BIOCOMSC-Gompertz,inc death,1,AT,10.651785714285715,9.080357142857142,1.1428571428571428,0.42857142857142855,0.13214285714285717,0.16666666666666666,NA,1.2620251565174168,NA,0.7142857142857143,1,16,7,7
bisop-seirfilterlite,inc death,4,AT,13.418840579710144,7.2449275362318835,4.739130434782608,1.434782608695652,0.020579710144927536,-0.26666666666666666,22,0.4536940023332786,NA,0.6666666666666666,1,22,3,0
epiforecasts-EpiExpert_Rt,inc death,2,AT,15.732254891304347,4.938776630434782,0,10.793478260869565,-0.12434782608695652,0.65,23.25,0.8253032895712371,NA,0.25,0.75,23.25,4,1
epiforecasts-EpiExpert_direct,inc death,1,AT,9.78057565706101,3.0269957174376896,0,6.753579939623321,-0.03739130434782609,0.5833333333333334,15.76,1.1729007564901226,NA,0.6666666666666666,1,15.76,3,0
BIOCOMSC-Gompertz,inc death,2,AT,19.962500000000002,16.712500000000002,2.0833333333333335,1.1666666666666667,0.10833333333333335,0,NA,1.456695305300297,NA,0.6666666666666666,1,24.833333333333332,6,7
MUNI-ARIMA,inc death,1,AT,11.408913043478261,5.575579710144928,0.2318840579710145,5.601449275362319,-0.008405797101449274,0.43333333333333335,19.833333333333332,1.56831558661129,NA,0.6666666666666666,1,19.833333333333332,6,6
epiforecasts-EpiExpert_Rt,inc death,3,AT,24.719478804347826,5.356870108695652,0.016304347826086956,19.346304347826088,-0.23304347826086957,0.675,34.875,0.8735163719555227,NA,0.25,0.5,34.875,4,1
epiforecasts-EpiExpert_direct,inc death,2,AT,18.279855609196307,4.4542473921882255,0.5879799908959858,13.237628226112097,-0.2982608695652174,0.35,30.249999999999996,1.195524697052518,NA,0,1,30.249999999999996,3,0
MUNI-ARIMA,inc death,2,AT,18.786173913043477,9.003565217391305,0,9.782608695652174,0.03217391304347826,0.52,31.4,1.575976327627443,NA,0.6,1,31.4,5,6
