model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
LANL-GrowthRate,inc case,4,LT,1415,370,675,370,0.85,2004,0.74,0.35,0.7,-0.2,1,23,Lithuania
USC-SIkJalpha,inc case,4,LT,2022,230,700,1092,1.19,2298,0.82,0.17,0.21,-0.04,1,24,Lithuania
epiforecasts-EpiNow2,inc case,4,LT,3233,1353,452,1428,2.22,4979,2,0.25,0.67,0.14,1,24,Lithuania
LANL-GrowthRate,inc case,5,LT,1843,395,905,543,NA,2616,NA,0.23,0.59,-0.17,1,22,Lithuania
USC-SIkJalpha,inc case,5,LT,2702,282,906,1514,NA,3097,NA,0.13,0.17,-0.06,1,23,Lithuania
LANL-GrowthRate,inc case,6,LT,2289,431,1132,726,NA,3257,NA,0.19,0.52,-0.16,1,21,Lithuania
MUNI-ARIMA,inc case,1,LT,244,120,18,106,0.53,402,0.57,0.63,1,0.06,1,19,Lithuania
MUNI-ARIMA,inc case,2,LT,604,254,71,278,0.69,973,0.71,0.44,1,0.01,1,18,Lithuania
RobertWalraven-ESG,inc case,1,LT,430,85,142,203,0.95,641,0.86,0.41,0.74,-0.11,1,27,Lithuania
MUNI-ARIMA,inc case,3,LT,912,364,151,398,0.75,1383,0.73,0.5,1,-0.07,1,16,Lithuania
RobertWalraven-ESG,inc case,2,LT,777,101,426,251,1,1150,0.84,0.42,0.58,-0.31,1,26,Lithuania
MUNI-ARIMA,inc case,4,LT,1262,495,280,487,0.82,2033,0.83,0.47,1,-0.08,1,15,Lithuania
RobertWalraven-ESG,inc case,3,LT,1063,115,755,193,1.04,1737,0.87,0.28,0.48,-0.39,1,25,Lithuania
RobertWalraven-ESG,inc case,4,LT,1339,126,1074,139,1.01,2265,0.86,0.25,0.42,-0.42,1,24,Lithuania
Karlen-pypm,inc case,1,LT,485,236,43,206,1.17,695,1.06,0.62,1,0.22,1,8,Lithuania
Karlen-pypm,inc case,2,LT,1526,447,39,1041,1.83,2106,1.63,0.43,0.57,0.45,1,7,Lithuania
Karlen-pypm,inc case,3,LT,4254,888,0,3365,3.65,5607,2.91,0.33,0.5,0.72,1,6,Lithuania
Karlen-pypm,inc case,4,LT,10936,1701,0,9235,6.85,14325,5.69,0.2,0.4,0.84,1,5,Lithuania
EuroCOVIDhub-baseline,inc death,1,LT,7,2,2,3,1,10,1,0.26,1,-0.01,1,27,Lithuania
EuroCOVIDhub-ensemble,inc death,1,LT,5,3,1,1,0.73,7,0.71,0.74,0.96,0.04,1,27,Lithuania
IEM_Health-CovidProject,inc death,1,LT,5,3,1,1,0.69,7,0.68,0.7,0.96,-0.04,1,27,Lithuania
ILM-EKF,inc death,1,LT,9,8,0,1,1.32,6,0.58,0.96,1,-0,1,27,Lithuania
LANL-GrowthRate,inc death,1,LT,10,2,5,3,1.6,15,1.53,0.19,0.69,-0.17,1,26,Lithuania
RobertWalraven-ESG,inc death,1,LT,6,2,2,2,0.93,9,0.93,0.33,0.7,-0.16,1,27,Lithuania
USC-SIkJalpha,inc death,1,LT,5,2,1,3,0.76,7,0.67,0.44,0.52,0.17,1,27,Lithuania
epiforecasts-EpiNow2,inc death,1,LT,6,3,1,2,0.84,9,0.86,0.65,0.96,0.1,1,26,Lithuania
EuroCOVIDhub-baseline,inc death,2,LT,10,4,3,3,1,16,1,0.38,1,0.03,1,26,Lithuania
EuroCOVIDhub-ensemble,inc death,2,LT,7,3,1,2,0.67,9,0.59,0.62,0.96,0.04,1,26,Lithuania
IEM_Health-CovidProject,inc death,2,LT,9,4,2,3,0.94,14,0.85,0.5,0.88,0.01,1,26,Lithuania
ILM-EKF,inc death,2,LT,11,9,0,1,1.05,11,0.63,0.96,1,0.05,1,26,Lithuania
LANL-GrowthRate,inc death,2,LT,14,2,8,4,1.54,19,1.27,0.16,0.64,-0.19,1,25,Lithuania
RobertWalraven-ESG,inc death,2,LT,10,2,5,3,1.03,15,0.91,0.31,0.62,-0.28,1,26,Lithuania
USC-SIkJalpha,inc death,2,LT,8,2,2,4,0.77,10,0.61,0.27,0.46,0.13,1,26,Lithuania
epiforecasts-EpiNow2,inc death,2,LT,8,4,1,4,0.87,14,0.87,0.48,0.96,0.13,1,25,Lithuania
EuroCOVIDhub-baseline,inc death,3,LT,13,5,4,4,1,21,1,0.52,1,0.07,1,25,Lithuania
EuroCOVIDhub-ensemble,inc death,3,LT,9,4,2,3,0.69,13,0.63,0.52,0.96,0.13,1,25,Lithuania
IEM_Health-CovidProject,inc death,3,LT,14,5,4,4,1.09,20,0.95,0.44,0.84,0,1,25,Lithuania
ILM-EKF,inc death,3,LT,15,11,1,3,1.1,18,0.87,0.76,1,0.05,1,25,Lithuania
LANL-GrowthRate,inc death,3,LT,15,2,10,3,1.27,21,1.01,0.12,0.62,-0.12,1,24,Lithuania
RobertWalraven-ESG,inc death,3,LT,14,2,9,3,1.11,20,0.93,0.24,0.56,-0.24,1,25,Lithuania
USC-SIkJalpha,inc death,3,LT,13,2,2,9,0.9,17,0.72,0.24,0.32,0.19,1,25,Lithuania
epiforecasts-EpiNow2,inc death,3,LT,14,6,1,6,1.04,22,1.01,0.33,0.96,0.22,1,24,Lithuania
EuroCOVIDhub-baseline,inc death,4,LT,16,6,4,5,1,26,1,0.42,1,0.08,1,24,Lithuania
EuroCOVIDhub-ensemble,inc death,4,LT,13,6,3,4,0.81,20,0.73,0.42,0.92,0.15,1,24,Lithuania
IEM_Health-CovidProject,inc death,4,LT,19,7,7,5,1.23,28,1.07,0.42,0.79,-0.03,1,24,Lithuania
ILM-EKF,inc death,4,LT,21,13,2,7,1.33,30,1.14,0.46,1,0.08,1,24,Lithuania
LANL-GrowthRate,inc death,4,LT,17,3,10,4,1.14,22,0.85,0.26,0.65,-0.14,1,23,Lithuania
RobertWalraven-ESG,inc death,4,LT,18,3,12,4,1.19,26,0.96,0.17,0.58,-0.18,1,24,Lithuania
UMass-MechBayes,inc death,1,LT,5,2,0,2,0.7,7,0.69,0.71,0.96,0.16,1,24,Lithuania
USC-SIkJalpha,inc death,4,LT,15,3,2,11,0.86,21,0.69,0.29,0.46,0.21,1,24,Lithuania
epiforecasts-EpiNow2,inc death,4,LT,25,13,1,12,1.6,38,1.4,0.35,0.91,0.18,1,23,Lithuania
LANL-GrowthRate,inc death,5,LT,19,3,11,5,NA,26,NA,0.27,0.64,-0.12,1,22,Lithuania
UMass-MechBayes,inc death,2,LT,6,3,0,2,0.55,8,0.5,0.65,0.96,0.26,1,23,Lithuania
USC-SIkJalpha,inc death,5,LT,20,4,3,13,NA,27,NA,0.3,0.39,0.17,1,23,Lithuania
LANL-GrowthRate,inc death,6,LT,22,4,11,6,NA,29,NA,0.38,0.57,-0.05,1,21,Lithuania
UMass-MechBayes,inc death,3,LT,7,4,0,3,0.53,14,0.6,0.41,0.95,0.35,1,22,Lithuania
UMass-MechBayes,inc death,4,LT,12,5,1,6,0.73,22,0.79,0.33,0.76,0.36,1,21,Lithuania
MUNI-ARIMA,inc death,1,LT,6,2,2,2,0.93,9,0.93,0.53,0.89,0.05,1,19,Lithuania
MUNI-ARIMA,inc death,2,LT,9,3,3,3,0.98,15,0.95,0.56,0.94,-0.01,1,18,Lithuania
MUNI-ARIMA,inc death,3,LT,11,4,5,3,1,18,0.92,0.5,0.88,-0.11,1,16,Lithuania
MUNI-ARIMA,inc death,4,LT,15,5,7,3,1.04,22,0.89,0.53,0.87,-0.15,1,15,Lithuania
Karlen-pypm,inc death,1,LT,5,2,3,0,1.03,8,1.14,0.38,1,-0.4,1,8,Lithuania
Karlen-pypm,inc death,2,LT,8,2,5,1,0.82,13,0.85,0.29,1,-0.24,1,7,Lithuania
Karlen-pypm,inc death,3,LT,12,4,6,3,0.85,20,0.79,0.33,1,-0.07,1,6,Lithuania
Karlen-pypm,inc death,4,LT,24,7,5,12,1.16,39,1.08,0.2,1,0.14,1,5,Lithuania
EuroCOVIDhub-baseline,inc case,1,LU,100,44,26,30,1,148,1,0.52,1,0.13,1,27,Luxembourg
EuroCOVIDhub-ensemble,inc case,1,LU,100,59,23,17,0.97,139,0.94,0.74,0.96,0.07,1,27,Luxembourg
IEM_Health-CovidProject,inc case,1,LU,159,51,41,68,1.55,231,1.54,0.3,0.81,0.23,1,27,Luxembourg
ILM-EKF,inc case,1,LU,154,65,44,45,1.63,211,1.52,0.63,0.85,0.22,1,27,Luxembourg
LANL-GrowthRate,inc case,1,LU,131,66,63,1,1.19,177,1.12,0.69,0.92,-0.33,1,26,Luxembourg
USC-SIkJalpha,inc case,1,LU,116,35,60,21,1.1,144,0.91,0.48,0.59,-0.11,1,27,Luxembourg
epiforecasts-EpiNow2,inc case,1,LU,170,89,17,64,1.65,244,1.54,0.67,0.89,0.24,1,27,Luxembourg
EuroCOVIDhub-baseline,inc case,2,LU,163,79,38,45,1,256,1,0.42,1,0.15,1,26,Luxembourg
EuroCOVIDhub-ensemble,inc case,2,LU,189,93,55,42,1.15,272,1.07,0.58,0.92,0.13,1,26,Luxembourg
IEM_Health-CovidProject,inc case,2,LU,257,70,71,117,1.54,365,1.41,0.27,0.73,0.22,1,26,Luxembourg
ILM-EKF,inc case,2,LU,236,91,64,81,1.57,321,1.37,0.46,0.81,0.25,1,26,Luxembourg
LANL-GrowthRate,inc case,2,LU,167,68,91,7,0.96,224,0.84,0.56,0.92,-0.25,1,25,Luxembourg
USC-SIkJalpha,inc case,2,LU,182,42,110,30,1.1,243,0.92,0.42,0.58,-0.14,1,26,Luxembourg
epiforecasts-EpiNow2,inc case,2,LU,518,255,58,205,3.18,738,2.68,0.46,0.85,0.25,1,26,Luxembourg
EuroCOVIDhub-baseline,inc case,3,LU,211,107,42,63,1,348,1,0.52,1,0.15,1,25,Luxembourg
EuroCOVIDhub-ensemble,inc case,3,LU,267,109,78,80,1.27,411,1.18,0.4,0.88,0.14,1,25,Luxembourg
IEM_Health-CovidProject,inc case,3,LU,340,93,93,154,1.53,463,1.28,0.28,0.72,0.22,1,25,Luxembourg
ILM-EKF,inc case,3,LU,329,126,82,121,1.74,459,1.45,0.32,0.76,0.27,1,25,Luxembourg
LANL-GrowthRate,inc case,3,LU,207,73,115,18,0.96,280,0.81,0.42,0.92,-0.19,1,24,Luxembourg
USC-SIkJalpha,inc case,3,LU,237,51,160,25,1.12,306,0.85,0.48,0.56,-0.23,1,25,Luxembourg
epiforecasts-EpiNow2,inc case,3,LU,782,285,89,408,3.82,1228,3.33,0.4,0.76,0.22,1,25,Luxembourg
EuroCOVIDhub-baseline,inc case,4,LU,246,132,36,77,1,400,1,0.46,1,0.15,1,24,Luxembourg
EuroCOVIDhub-ensemble,inc case,4,LU,293,121,87,84,1.2,452,1.15,0.33,0.88,0.1,1,24,Luxembourg
IEM_Health-CovidProject,inc case,4,LU,408,123,100,185,1.55,556,1.29,0.33,0.62,0.21,1,24,Luxembourg
ILM-EKF,inc case,4,LU,437,173,95,169,2.06,625,1.78,0.25,0.79,0.3,1,24,Luxembourg
LANL-GrowthRate,inc case,4,LU,234,80,125,29,0.97,317,0.82,0.35,0.87,-0.11,1,23,Luxembourg
USC-SIkJalpha,inc case,4,LU,300,67,196,37,1.28,362,0.92,0.33,0.5,-0.35,1,24,Luxembourg
epiforecasts-EpiNow2,inc case,4,LU,658,219,118,321,2.78,1010,2.53,0.25,0.67,0.17,1,24,Luxembourg
LANL-GrowthRate,inc case,5,LU,239,88,107,44,NA,354,NA,0.32,0.82,-0.02,1,22,Luxembourg
USC-SIkJalpha,inc case,5,LU,340,83,215,42,NA,392,NA,0.26,0.39,-0.3,1,23,Luxembourg
LANL-GrowthRate,inc case,6,LU,228,99,73,56,NA,365,NA,0.33,0.86,0.02,1,21,Luxembourg
MUNI-ARIMA,inc case,1,LU,123,47,28,49,1.21,193,1.32,0.42,0.89,0.34,1,19,Luxembourg
MUNI-ARIMA,inc case,2,LU,214,76,50,88,1.22,337,1.27,0.22,0.94,0.34,1,18,Luxembourg
RobertWalraven-ESG,inc case,1,LU,116,25,66,25,1.18,187,1.24,0.52,0.85,-0,1,27,Luxembourg
MUNI-ARIMA,inc case,3,LU,257,95,59,103,1.11,405,1.07,0.38,0.94,0.24,1,16,Luxembourg
RobertWalraven-ESG,inc case,2,LU,178,31,113,34,1.04,269,1.06,0.38,0.77,-0.06,1,26,Luxembourg
MUNI-ARIMA,inc case,4,LU,268,113,54,101,1.04,425,1.04,0.33,0.93,0.21,1,15,Luxembourg
RobertWalraven-ESG,inc case,3,LU,223,37,154,32,1.01,331,0.98,0.4,0.8,-0.18,1,25,Luxembourg
RobertWalraven-ESG,inc case,4,LU,235,42,167,26,0.93,366,0.94,0.42,0.79,-0.23,1,24,Luxembourg
Karlen-pypm,inc case,1,LU,86,44,14,28,1.38,136,1.4,0.5,1,0.12,1,8,Luxembourg
Karlen-pypm,inc case,2,LU,158,56,54,48,1.53,230,1.4,0.43,0.86,-0.04,1,7,Luxembourg
Karlen-pypm,inc case,3,LU,181,57,111,13,1.37,235,1.07,0.67,0.67,-0.3,1,6,Luxembourg
Karlen-pypm,inc case,4,LU,240,53,177,11,1.53,318,1.21,0.4,0.6,-0.52,1,5,Luxembourg
EuroCOVIDhub-baseline,inc death,1,LU,2,1,1,1,1,3,1,0.7,1,-0.01,1,27,Luxembourg
EuroCOVIDhub-ensemble,inc death,1,LU,2,1,1,1,0.98,4,1.11,0.59,0.96,0.09,1,27,Luxembourg
IEM_Health-CovidProject,inc death,1,LU,3,1,1,1,1.39,5,1.56,0.48,0.74,0.14,1,27,Luxembourg
ILM-EKF,inc death,1,LU,3,2,0,1,1.41,4,1.28,0.74,1,0.19,1,27,Luxembourg
LANL-GrowthRate,inc death,1,LU,3,1,1,1,1.12,4,1.37,0.46,0.96,0.1,1,26,Luxembourg
RobertWalraven-ESG,inc death,1,LU,3,1,1,1,1.07,4,1.15,0.63,0.85,-0.08,1,27,Luxembourg
USC-SIkJalpha,inc death,1,LU,3,0,1,1,1.28,4,1.13,0.48,0.52,0.04,1,27,Luxembourg
epiforecasts-EpiNow2,inc death,1,LU,2,1,1,1,1.06,4,1.29,0.52,0.96,0.05,1,27,Luxembourg
EuroCOVIDhub-baseline,inc death,2,LU,3,1,1,1,1,4,1,0.65,0.96,0.12,1,26,Luxembourg
EuroCOVIDhub-ensemble,inc death,2,LU,3,1,1,1,0.89,5,1,0.58,0.96,0.17,1,26,Luxembourg
IEM_Health-CovidProject,inc death,2,LU,4,1,1,2,1.39,7,1.49,0.5,0.85,0.16,1,26,Luxembourg
ILM-EKF,inc death,2,LU,4,2,0,1,1.17,5,1.01,0.62,1,0.25,1,26,Luxembourg
LANL-GrowthRate,inc death,2,LU,3,1,1,1,0.93,5,1.1,0.36,0.92,0.19,1,25,Luxembourg
RobertWalraven-ESG,inc death,2,LU,3,1,1,1,0.87,4,0.89,0.73,0.85,-0.05,1,26,Luxembourg
USC-SIkJalpha,inc death,2,LU,4,0,1,2,1.12,5,1,0.31,0.42,0.07,1,26,Luxembourg
epiforecasts-EpiNow2,inc death,2,LU,3,1,0,1,0.86,4,0.93,0.5,1,0.16,1,26,Luxembourg
EuroCOVIDhub-baseline,inc death,3,LU,3,1,0,1,1,4,1,0.76,1,0.19,1,25,Luxembourg
EuroCOVIDhub-ensemble,inc death,3,LU,3,1,0,1,0.83,4,0.93,0.6,0.96,0.27,1,25,Luxembourg
IEM_Health-CovidProject,inc death,3,LU,5,2,0,3,1.59,8,1.7,0.48,0.92,0.29,1,25,Luxembourg
ILM-EKF,inc death,3,LU,4,3,0,1,1.26,6,1.18,0.6,1,0.32,1,25,Luxembourg
LANL-GrowthRate,inc death,3,LU,3,1,1,2,1,5,1.19,0.29,0.88,0.26,1,24,Luxembourg
RobertWalraven-ESG,inc death,3,LU,2,1,1,0,0.55,3,0.6,0.76,0.96,-0.09,1,25,Luxembourg
USC-SIkJalpha,inc death,3,LU,3,0,1,2,0.75,3,0.7,0.56,0.64,0.06,1,25,Luxembourg
epiforecasts-EpiNow2,inc death,3,LU,3,2,0,2,1.09,5,1.14,0.44,0.96,0.28,1,25,Luxembourg
EuroCOVIDhub-baseline,inc death,4,LU,3,2,0,1,1,5,1,0.79,1,0.24,1,24,Luxembourg
EuroCOVIDhub-ensemble,inc death,4,LU,3,2,0,2,0.87,5,0.99,0.58,0.96,0.33,1,24,Luxembourg
IEM_Health-CovidProject,inc death,4,LU,7,3,0,3,2.05,10,2.28,0.42,0.88,0.33,1,24,Luxembourg
ILM-EKF,inc death,4,LU,5,3,0,2,1.38,6,1.25,0.62,0.96,0.38,1,24,Luxembourg
LANL-GrowthRate,inc death,4,LU,3,1,0,2,1.01,5,1.22,0.3,0.78,0.31,1,23,Luxembourg
RobertWalraven-ESG,inc death,4,LU,1,1,0,0,0.44,2,0.48,0.88,0.96,-0.09,1,24,Luxembourg
USC-SIkJalpha,inc death,4,LU,3,1,0,2,0.81,3,0.75,0.33,0.5,0.1,1,24,Luxembourg
epiforecasts-EpiNow2,inc death,4,LU,5,2,0,3,1.32,7,1.46,0.38,0.92,0.31,1,24,Luxembourg
LANL-GrowthRate,inc death,5,LU,4,1,0,3,NA,6,NA,0.32,0.59,0.32,1,22,Luxembourg
UMass-MechBayes,inc death,1,LU,2,1,0,1,1.03,2,1.07,0.65,0.96,0.22,1,23,Luxembourg
USC-SIkJalpha,inc death,5,LU,4,1,1,2,NA,4,NA,0.35,0.52,0.13,1,23,Luxembourg
LANL-GrowthRate,inc death,6,LU,5,1,1,4,NA,8,NA,0.24,0.57,0.38,1,21,Luxembourg
UMass-MechBayes,inc death,2,LU,2,1,0,1,1.16,3,1.2,0.5,0.95,0.24,1,22,Luxembourg
UMass-MechBayes,inc death,3,LU,2,1,0,1,0.95,3,1.05,0.52,1,0.28,1,21,Luxembourg
UMass-MechBayes,inc death,4,LU,2,1,0,1,1.07,3,0.99,0.55,1,0.28,1,20,Luxembourg
MUNI-ARIMA,inc death,1,LU,1,1,0,0,1.06,1,1.16,0.79,1,-0,1,19,Luxembourg
MUNI-ARIMA,inc death,2,LU,1,1,0,0,0.97,2,1.08,0.72,1,0.06,1,18,Luxembourg
MUNI-ARIMA,inc death,3,LU,1,1,0,0,0.94,2,0.99,0.75,1,0.07,1,16,Luxembourg
MUNI-ARIMA,inc death,4,LU,1,1,0,0,0.85,2,0.89,1,1,0.07,1,15,Luxembourg
Karlen-pypm,inc death,1,LU,1,0,1,0,0.97,1,1.12,0.62,0.88,-0.27,1,8,Luxembourg
Karlen-pypm,inc death,2,LU,1,0,1,0,0.77,2,0.89,0.43,1,-0.26,1,7,Luxembourg
Karlen-pypm,inc death,3,LU,1,0,1,0,0.71,2,0.8,0.5,1,-0.38,1,6,Luxembourg
Karlen-pypm,inc death,4,LU,1,0,1,0,0.66,2,0.95,0.6,0.8,-0.44,1,5,Luxembourg
EuroCOVIDhub-baseline,inc case,1,LV,248,39,81,128,1,364,1,0.15,0.93,-0.02,1,27,Latvia
EuroCOVIDhub-ensemble,inc case,1,LV,182,102,34,47,0.67,292,0.77,0.63,1,-0.09,1,27,Latvia
IEM_Health-CovidProject,inc case,1,LV,216,139,27,49,0.77,282,0.75,0.67,0.96,-0.06,1,27,Latvia
ILM-EKF,inc case,1,LV,264,120,76,68,1.07,416,1.16,0.48,0.93,-0.18,1,27,Latvia
LANL-GrowthRate,inc case,1,LV,231,156,70,5,0.78,333,0.84,0.73,1,-0.35,1,26,Latvia
USC-SIkJalpha,inc case,1,LV,272,66,56,151,1.02,322,0.84,0.44,0.56,0.06,1,27,Latvia
epiforecasts-EpiNow2,inc case,1,LV,182,65,45,72,0.7,282,0.76,0.41,0.89,-0.04,1,27,Latvia
EuroCOVIDhub-baseline,inc case,2,LV,394,79,116,198,1,584,1,0.38,0.85,0.07,1,26,Latvia
EuroCOVIDhub-ensemble,inc case,2,LV,317,132,81,103,0.74,484,0.81,0.42,0.88,-0.18,1,26,Latvia
IEM_Health-CovidProject,inc case,2,LV,364,179,67,118,0.82,520,0.85,0.54,0.81,-0.1,1,26,Latvia
ILM-EKF,inc case,2,LV,416,165,135,116,1.03,635,1.09,0.38,0.81,-0.2,1,26,Latvia
LANL-GrowthRate,inc case,2,LV,317,182,114,22,0.69,488,0.78,0.52,1,-0.39,1,25,Latvia
USC-SIkJalpha,inc case,2,LV,449,71,151,226,1.09,546,0.9,0.31,0.35,-0.05,1,26,Latvia
epiforecasts-EpiNow2,inc case,2,LV,284,94,84,105,0.62,415,0.64,0.42,0.77,-0.18,1,26,Latvia
EuroCOVIDhub-baseline,inc case,3,LV,557,109,139,308,1,826,1,0.36,0.76,0.09,1,25,Latvia
EuroCOVIDhub-ensemble,inc case,3,LV,482,163,131,188,0.8,731,0.86,0.28,0.84,-0.16,1,25,Latvia
IEM_Health-CovidProject,inc case,3,LV,550,227,110,213,0.88,844,0.96,0.36,0.76,-0.11,1,25,Latvia
ILM-EKF,inc case,3,LV,609,215,206,188,1.08,905,1.1,0.36,0.72,-0.19,1,25,Latvia
LANL-GrowthRate,inc case,3,LV,418,199,155,64,0.68,677,0.78,0.46,0.92,-0.32,1,24,Latvia
USC-SIkJalpha,inc case,3,LV,670,78,240,352,1.13,767,0.89,0.28,0.28,-0.11,1,25,Latvia
epiforecasts-EpiNow2,inc case,3,LV,462,125,150,187,0.69,662,0.72,0.36,0.68,-0.23,1,25,Latvia
EuroCOVIDhub-baseline,inc case,4,LV,715,132,155,428,1,1035,1,0.29,0.71,0.1,1,24,Latvia
EuroCOVIDhub-ensemble,inc case,4,LV,690,200,202,287,0.91,1049,0.98,0.25,0.67,-0.15,1,24,Latvia
IEM_Health-CovidProject,inc case,4,LV,768,288,164,316,0.98,1168,1.07,0.33,0.75,-0.07,1,24,Latvia
ILM-EKF,inc case,4,LV,825,272,286,267,1.15,1237,1.18,0.38,0.71,-0.19,1,24,Latvia
LANL-GrowthRate,inc case,4,LV,569,224,209,136,0.76,926,0.86,0.35,0.83,-0.2,1,23,Latvia
USC-SIkJalpha,inc case,4,LV,882,89,318,475,1.17,1055,0.96,0.25,0.33,-0.17,1,24,Latvia
epiforecasts-EpiNow2,inc case,4,LV,669,153,240,277,0.78,950,0.83,0.38,0.67,-0.25,1,24,Latvia
LANL-GrowthRate,inc case,5,LV,743,258,251,235,NA,1179,NA,0.27,0.77,-0.1,1,22,Latvia
USC-SIkJalpha,inc case,5,LV,1159,100,441,618,NA,1401,NA,0.09,0.22,-0.17,1,23,Latvia
LANL-GrowthRate,inc case,6,LV,885,303,252,331,NA,1375,NA,0.24,0.81,-0.03,1,21,Latvia
MUNI-ARIMA,inc case,1,LV,166,48,23,95,0.67,267,0.76,0.47,0.84,0.09,1,19,Latvia
MUNI-ARIMA,inc case,2,LV,344,77,64,203,0.8,532,0.86,0.28,0.89,-0.1,1,18,Latvia
RobertWalraven-ESG,inc case,1,LV,281,35,89,157,1.33,370,1.01,0.19,0.7,-0.2,1,27,Latvia
MUNI-ARIMA,inc case,3,LV,521,94,120,307,0.89,785,0.94,0.12,0.88,-0.22,1,16,Latvia
RobertWalraven-ESG,inc case,2,LV,505,41,209,255,1.44,571,0.98,0.15,0.58,-0.29,1,26,Latvia
MUNI-ARIMA,inc case,4,LV,682,114,180,388,0.95,1018,1.05,0.13,0.73,-0.26,1,15,Latvia
RobertWalraven-ESG,inc case,3,LV,676,47,306,322,1.49,798,0.98,0.12,0.36,-0.26,1,25,Latvia
RobertWalraven-ESG,inc case,4,LV,821,54,378,389,1.46,1025,1,0.08,0.38,-0.23,1,24,Latvia
Karlen-pypm,inc case,1,LV,112,67,38,7,0.73,155,0.66,0.88,1,-0.11,1,8,Latvia
Karlen-pypm,inc case,2,LV,213,94,82,38,0.7,334,0.72,0.43,1,-0.14,1,7,Latvia
Karlen-pypm,inc case,3,LV,375,170,86,120,0.83,587,0.87,0.33,1,-0.03,1,6,Latvia
Karlen-pypm,inc case,4,LV,767,342,81,344,1.19,1221,1.4,0.2,1,0.04,1,5,Latvia
EuroCOVIDhub-baseline,inc death,1,LV,7,1,2,3,1,9,1,0.26,0.96,0.19,1,27,Latvia
EuroCOVIDhub-ensemble,inc death,1,LV,5,2,1,1,0.71,7,0.77,0.63,0.96,0,1,27,Latvia
IEM_Health-CovidProject,inc death,1,LV,6,3,2,1,0.91,9,0.89,0.59,0.85,-0.1,1,27,Latvia
ILM-EKF,inc death,1,LV,7,6,1,1,1,8,0.8,0.96,1,-0,1,27,Latvia
LANL-GrowthRate,inc death,1,LV,6,2,2,2,1.01,10,1.07,0.35,0.85,0.03,1,26,Latvia
RobertWalraven-ESG,inc death,1,LV,6,1,2,2,0.87,9,0.88,0.37,0.7,-0.02,1,27,Latvia
USC-SIkJalpha,inc death,1,LV,6,1,2,3,0.98,8,0.83,0.22,0.37,0.05,1,27,Latvia
epiforecasts-EpiNow2,inc death,1,LV,4,2,1,1,0.64,7,0.72,0.67,1,0.04,1,27,Latvia
EuroCOVIDhub-baseline,inc death,2,LV,7,2,1,4,1,11,1,0.46,1,0.16,1,26,Latvia
EuroCOVIDhub-ensemble,inc death,2,LV,5,3,1,1,0.75,8,0.74,0.65,0.92,0.07,1,26,Latvia
IEM_Health-CovidProject,inc death,2,LV,7,4,2,2,1.06,11,1.03,0.62,0.88,-0.08,1,26,Latvia
ILM-EKF,inc death,2,LV,7,6,1,1,0.93,7,0.68,0.88,1,-0.03,1,26,Latvia
LANL-GrowthRate,inc death,2,LV,9,2,3,4,1.26,13,1.24,0.28,0.8,0.02,1,25,Latvia
RobertWalraven-ESG,inc death,2,LV,7,2,3,2,1.02,10,0.96,0.46,0.69,-0.08,1,26,Latvia
USC-SIkJalpha,inc death,2,LV,6,1,1,3,0.81,7,0.65,0.38,0.5,0.17,1,26,Latvia
epiforecasts-EpiNow2,inc death,2,LV,5,3,1,1,0.73,8,0.79,0.58,1,0.04,1,26,Latvia
EuroCOVIDhub-baseline,inc death,3,LV,8,3,1,4,1,13,1,0.48,1,0.24,1,25,Latvia
EuroCOVIDhub-ensemble,inc death,3,LV,6,3,1,1,0.68,9,0.69,0.56,0.96,0.12,1,25,Latvia
IEM_Health-CovidProject,inc death,3,LV,9,5,2,2,1.1,13,1.02,0.6,0.92,-0,1,25,Latvia
ILM-EKF,inc death,3,LV,7,6,1,1,0.8,8,0.63,0.88,1,-0.05,1,25,Latvia
LANL-GrowthRate,inc death,3,LV,9,2,3,4,1.12,13,1.04,0.25,0.75,0.13,1,24,Latvia
RobertWalraven-ESG,inc death,3,LV,7,2,3,2,0.83,11,0.83,0.52,0.84,-0.05,1,25,Latvia
USC-SIkJalpha,inc death,3,LV,7,1,1,4,0.82,9,0.68,0.4,0.56,0.21,1,25,Latvia
epiforecasts-EpiNow2,inc death,3,LV,6,3,1,2,0.67,9,0.71,0.4,1,0.06,1,25,Latvia
EuroCOVIDhub-baseline,inc death,4,LV,9,4,1,4,1,14,1,0.54,1,0.25,1,24,Latvia
EuroCOVIDhub-ensemble,inc death,4,LV,7,3,1,2,0.72,10,0.7,0.67,0.96,0.13,1,24,Latvia
IEM_Health-CovidProject,inc death,4,LV,11,6,2,3,1.25,16,1.16,0.58,0.92,0.02,1,24,Latvia
ILM-EKF,inc death,4,LV,8,6,1,1,0.82,10,0.69,0.79,1,-0.06,1,24,Latvia
LANL-GrowthRate,inc death,4,LV,10,2,3,5,1.21,16,1.15,0.22,0.7,-0.01,1,23,Latvia
RobertWalraven-ESG,inc death,4,LV,8,2,4,2,0.88,13,0.86,0.38,0.79,-0.13,1,24,Latvia
UMass-MechBayes,inc death,1,LV,5,2,2,1,0.66,7,0.72,0.46,0.92,-0.07,1,24,Latvia
USC-SIkJalpha,inc death,4,LV,7,1,2,4,0.82,9,0.66,0.25,0.38,0.21,1,24,Latvia
