model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
HZI-AgeExtendedSEIR,inc death,2,DE,0.65,0.54,NA,NA,0.28,22,1,Germany
IEM_Health-CovidProject,inc death,2,DE,1.15,0.98,0.7,0.96,0.02,23,1,Germany
ILM-EKF,inc death,2,DE,1.04,0.95,0.61,0.96,0.16,23,1,Germany
ITWW-county_repro,inc death,2,DE,0.59,0.68,0.04,0.17,-0.25,23,1,Germany
Karlen-pypm,inc death,2,DE,0.9,0.83,0.35,0.87,0.26,23,1,Germany
LANL-GrowthRate,inc death,2,DE,0.87,0.67,0.55,0.91,-0.23,22,1,Germany
MIT_CovidAnalytics-DELPHI,inc death,2,DE,0.95,0.81,0.57,1,0.1,23,1,Germany
MUNI-ARIMA,inc death,2,DE,0.74,1.07,0.53,1,0.31,15,1,Germany
RobertWalraven-ESG,inc death,2,DE,0.97,0.81,0.57,0.91,-0.04,23,1,Germany
UMass-MechBayes,inc death,2,DE,0.75,0.67,0.35,0.95,-0.4,20,1,Germany
USC-SIkJalpha,inc death,2,DE,0.87,0.78,0.61,0.7,0.15,23,1,Germany
USyd-OneModelMan,inc death,2,DE,0.97,NA,NA,NA,NA,20,1,Germany
epiforecasts-EpiExpert,inc death,2,DE,0.76,0.72,0.3,0.78,0.26,23,1,Germany
epiforecasts-EpiExpert_Rt,inc death,2,DE,0.98,1.38,0.19,0.56,-0.04,16,1,Germany
epiforecasts-EpiExpert_direct,inc death,2,DE,0.48,0.67,0.44,0.75,0.43,16,1,Germany
epiforecasts-EpiNow2,inc death,2,DE,1.72,1.46,0.3,0.78,0.21,23,1,Germany
itwm-dSEIR,inc death,2,DE,0.78,0.77,0.39,0.74,0.05,23,1,Germany
EuroCOVIDhub-baseline,inc death,3,DE,1,1,0.68,1,0.27,22,1,Germany
EuroCOVIDhub-ensemble,inc death,3,DE,0.54,0.55,0.68,0.91,0.23,22,1,Germany
FIAS_FZJ-Epi1Ger,inc death,3,DE,1.51,1.58,0.05,0.41,0.07,22,1,Germany
HZI-AgeExtendedSEIR,inc death,3,DE,0.61,0.63,NA,NA,0.3,21,1,Germany
IEM_Health-CovidProject,inc death,3,DE,1.24,1.03,0.55,1,0.08,22,1,Germany
ILM-EKF,inc death,3,DE,1.17,1.04,0.41,0.91,0.14,22,1,Germany
ITWW-county_repro,inc death,3,DE,0.62,0.69,0.14,0.32,0.11,22,1,Germany
Karlen-pypm,inc death,3,DE,0.99,0.92,0.09,0.77,0.24,22,1,Germany
LANL-GrowthRate,inc death,3,DE,0.88,0.67,0.33,0.95,-0.18,21,1,Germany
MIT_CovidAnalytics-DELPHI,inc death,3,DE,0.66,0.62,0.77,1,0.05,22,1,Germany
MUNI-ARIMA,inc death,3,DE,0.71,1.21,0.69,1,0.26,13,1,Germany
RobertWalraven-ESG,inc death,3,DE,1.01,0.88,0.45,0.91,-0.06,22,1,Germany
UMass-MechBayes,inc death,3,DE,0.57,0.56,0.32,0.95,-0.49,19,1,Germany
USC-SIkJalpha,inc death,3,DE,0.88,0.75,0.5,0.64,0.19,22,1,Germany
USyd-OneModelMan,inc death,3,DE,1.03,NA,NA,NA,NA,19,1,Germany
epiforecasts-EpiExpert,inc death,3,DE,0.64,0.62,0.41,0.82,0.25,22,1,Germany
epiforecasts-EpiExpert_Rt,inc death,3,DE,0.76,1.09,0.13,0.67,-0.06,15,1,Germany
epiforecasts-EpiExpert_direct,inc death,3,DE,0.43,0.72,0.4,0.73,0.41,15,1,Germany
epiforecasts-EpiNow2,inc death,3,DE,1.73,1.5,0.27,0.77,0.23,22,1,Germany
itwm-dSEIR,inc death,3,DE,0.73,0.74,0.23,0.73,0.05,22,1,Germany
EuroCOVIDhub-baseline,inc death,4,DE,1,1,0.62,1,0.28,21,1,Germany
EuroCOVIDhub-ensemble,inc death,4,DE,0.66,0.56,0.62,1,0.25,21,1,Germany
FIAS_FZJ-Epi1Ger,inc death,4,DE,1.52,1.6,0.19,0.48,0.1,21,1,Germany
HZI-AgeExtendedSEIR,inc death,4,DE,0.59,0.75,NA,NA,0.37,20,1,Germany
IEM_Health-CovidProject,inc death,4,DE,1.33,1.12,0.48,1,0.08,21,1,Germany
ILM-EKF,inc death,4,DE,1.2,0.98,0.33,0.9,0.07,21,1,Germany
ITWW-county_repro,inc death,4,DE,0.87,0.88,0.1,0.33,0.16,21,1,Germany
Karlen-pypm,inc death,4,DE,1.15,1.06,0.24,0.67,0.19,21,1,Germany
LANL-GrowthRate,inc death,4,DE,0.91,0.66,0.45,0.9,-0.18,20,1,Germany
MIT_CovidAnalytics-DELPHI,inc death,4,DE,0.56,0.58,0.71,1,-0.01,21,1,Germany
MUNI-ARIMA,inc death,4,DE,0.68,1.4,0.58,1,0.24,12,1,Germany
RobertWalraven-ESG,inc death,4,DE,1.08,0.93,0.43,0.86,-0.07,21,1,Germany
UMass-MechBayes,inc death,4,DE,0.44,0.47,0.33,0.89,-0.49,18,1,Germany
USC-SIkJalpha,inc death,4,DE,0.85,0.73,0.48,0.57,0.07,21,1,Germany
USyd-OneModelMan,inc death,4,DE,1,NA,NA,NA,NA,18,1,Germany
epiforecasts-EpiExpert,inc death,4,DE,0.59,0.53,0.38,0.9,0.31,21,1,Germany
epiforecasts-EpiExpert_Rt,inc death,4,DE,0.68,0.95,0.14,0.64,-0.15,14,1,Germany
epiforecasts-EpiExpert_direct,inc death,4,DE,0.4,0.73,0.43,0.71,0.51,14,1,Germany
epiforecasts-EpiNow2,inc death,4,DE,1.68,1.59,0.24,0.86,0.23,21,1,Germany
itwm-dSEIR,inc death,4,DE,0.82,0.78,0.33,0.86,0.01,21,1,Germany
LANL-GrowthRate,inc death,5,DE,NA,NA,0.37,0.89,-0.12,19,1,Germany
USC-SIkJalpha,inc death,5,DE,NA,NA,0.45,0.5,0.07,20,1,Germany
EuroCOVIDhub-baseline,inc case,1,DK,1,1,0.29,1,-0.02,24,1,Denmark
EuroCOVIDhub-ensemble,inc case,1,DK,0.94,0.96,0.54,0.75,-0.02,24,1,Denmark
IEM_Health-CovidProject,inc case,1,DK,1,1.2,0.46,0.67,0.11,24,1,Denmark
ILM-EKF,inc case,1,DK,1.3,1.47,0.38,0.75,0.13,24,1,Denmark
Karlen-pypm,inc case,1,DK,1.59,1.32,0.67,0.83,-0.04,6,1,Denmark
LANL-GrowthRate,inc case,1,DK,0.93,1.1,0.57,0.83,-0.27,23,1,Denmark
MUNI-ARIMA,inc case,1,DK,0.76,0.75,0.5,0.88,-0.07,16,1,Denmark
RobertWalraven-ESG,inc case,1,DK,1.04,1.25,0.38,0.58,-0,24,1,Denmark
SDSC_ISG-TrendModel,inc case,1,DK,0.72,NA,NA,NA,NA,21,1,Denmark
USC-SIkJalpha,inc case,1,DK,1.11,1.53,0.25,0.29,-0.19,24,1,Denmark
UVA-Ensemble,inc case,1,DK,1.23,NA,0.48,0.7,NA,23,1,Denmark
epiforecasts-EpiNow2,inc case,1,DK,1.28,1.41,0.58,0.79,0.07,24,1,Denmark
BIOCOMSC-Gompertz,inc case,2,DK,1.39,NA,0.56,1,NA,16,1,Denmark
EuroCOVIDhub-baseline,inc case,2,DK,1,1,0.48,1,-0.14,23,1,Denmark
EuroCOVIDhub-ensemble,inc case,2,DK,1.06,1.22,0.52,0.83,-0.02,23,1,Denmark
IEM_Health-CovidProject,inc case,2,DK,1.11,1.34,0.39,0.65,0.05,23,1,Denmark
ILM-EKF,inc case,2,DK,1.48,1.85,0.35,0.74,0.14,23,1,Denmark
Karlen-pypm,inc case,2,DK,2.37,2.45,0.2,0.6,-0.08,5,1,Denmark
LANL-GrowthRate,inc case,2,DK,1.05,1.42,0.55,0.82,-0.22,22,1,Denmark
MUNI-ARIMA,inc case,2,DK,0.96,0.84,0.6,0.87,-0.09,15,1,Denmark
RobertWalraven-ESG,inc case,2,DK,1.12,1.29,0.22,0.57,-0.18,23,1,Denmark
USC-SIkJalpha,inc case,2,DK,1.27,1.8,0.35,0.48,-0.24,23,1,Denmark
UVA-Ensemble,inc case,2,DK,1.17,NA,0.45,0.68,NA,22,1,Denmark
epiforecasts-EpiNow2,inc case,2,DK,1.93,2.49,0.43,0.83,0.03,23,1,Denmark
EuroCOVIDhub-baseline,inc case,3,DK,1,1,0.41,1,-0.1,22,1,Denmark
EuroCOVIDhub-ensemble,inc case,3,DK,1.27,1.51,0.5,0.82,0.06,22,1,Denmark
IEM_Health-CovidProject,inc case,3,DK,1.18,1.45,0.41,0.73,0.13,22,1,Denmark
ILM-EKF,inc case,3,DK,1.81,2.36,0.45,0.73,0.16,22,1,Denmark
Karlen-pypm,inc case,3,DK,3.91,3.47,0.25,0.75,0.13,4,1,Denmark
LANL-GrowthRate,inc case,3,DK,1.13,1.47,0.52,0.81,-0.16,21,1,Denmark
MUNI-ARIMA,inc case,3,DK,1.24,0.94,0.46,0.92,-0.11,13,1,Denmark
RobertWalraven-ESG,inc case,3,DK,1.21,1.47,0.14,0.5,-0.3,22,1,Denmark
USC-SIkJalpha,inc case,3,DK,1.47,1.98,0.14,0.23,-0.28,22,1,Denmark
UVA-Ensemble,inc case,3,DK,1.36,NA,0.4,0.7,NA,20,1,Denmark
epiforecasts-EpiNow2,inc case,3,DK,2.82,3.93,0.45,0.82,0.11,22,1,Denmark
EuroCOVIDhub-baseline,inc case,4,DK,1,1,0.48,1,-0.14,21,1,Denmark
EuroCOVIDhub-ensemble,inc case,4,DK,1.39,1.52,0.48,0.81,0.04,21,1,Denmark
IEM_Health-CovidProject,inc case,4,DK,1.2,1.49,0.48,0.67,0.03,21,1,Denmark
ILM-EKF,inc case,4,DK,2.14,2.52,0.38,0.71,0.08,21,1,Denmark
LANL-GrowthRate,inc case,4,DK,1.02,1.19,0.35,0.85,-0.22,20,1,Denmark
MUNI-ARIMA,inc case,4,DK,1.38,0.97,0.33,1,-0.11,12,1,Denmark
RobertWalraven-ESG,inc case,4,DK,1.34,1.62,0.1,0.19,-0.27,21,1,Denmark
USC-SIkJalpha,inc case,4,DK,1.47,1.83,0.14,0.24,-0.18,21,1,Denmark
UVA-Ensemble,inc case,4,DK,1.28,NA,0.17,0.44,NA,18,1,Denmark
epiforecasts-EpiNow2,inc case,4,DK,3.34,3.76,0.33,0.81,0.02,21,1,Denmark
LANL-GrowthRate,inc case,5,DK,NA,NA,0.37,0.84,-0.18,19,1,Denmark
USC-SIkJalpha,inc case,5,DK,NA,NA,0.3,0.35,-0.18,20,1,Denmark
EuroCOVIDhub-baseline,inc death,1,DK,1,1,0.75,1,0.06,24,1,Denmark
EuroCOVIDhub-ensemble,inc death,1,DK,1.09,0.9,0.58,0.96,0.17,24,1,Denmark
IEM_Health-CovidProject,inc death,1,DK,1.22,0.97,0.38,0.67,-0.01,24,1,Denmark
ILM-EKF,inc death,1,DK,1.24,1.56,0.79,1,0.18,24,1,Denmark
Karlen-pypm,inc death,1,DK,0.81,0.91,0.5,1,-0.17,6,1,Denmark
LANL-GrowthRate,inc death,1,DK,0.97,0.67,0.61,1,0.05,23,1,Denmark
MUNI-ARIMA,inc death,1,DK,1.27,1.08,0.38,1,0.13,16,1,Denmark
RobertWalraven-ESG,inc death,1,DK,1.35,0.92,0.42,1,0,24,1,Denmark
SDSC_ISG-TrendModel,inc death,1,DK,1.28,NA,NA,NA,NA,21,1,Denmark
UMass-MechBayes,inc death,1,DK,1.11,0.89,0.48,0.86,0.29,21,1,Denmark
USC-SIkJalpha,inc death,1,DK,1,1.16,0.33,0.42,0.16,24,1,Denmark
USyd-OneModelMan,inc death,1,DK,1.39,NA,NA,NA,NA,21,1,Denmark
epiforecasts-EpiNow2,inc death,1,DK,1.66,1.11,0.42,0.83,0.27,24,1,Denmark
EuroCOVIDhub-baseline,inc death,2,DK,1,1,0.87,1,0.03,23,1,Denmark
EuroCOVIDhub-ensemble,inc death,2,DK,0.99,0.77,0.65,0.96,0.23,23,1,Denmark
IEM_Health-CovidProject,inc death,2,DK,1.11,0.8,0.43,0.87,-0.03,23,1,Denmark
ILM-EKF,inc death,2,DK,1.01,1.59,0.78,1,0.2,23,1,Denmark
Karlen-pypm,inc death,2,DK,0.26,0.75,0.6,1,-0.04,5,1,Denmark
LANL-GrowthRate,inc death,2,DK,0.82,0.7,0.59,0.91,0.13,22,1,Denmark
MUNI-ARIMA,inc death,2,DK,0.82,0.93,0.67,1,0.12,15,1,Denmark
RobertWalraven-ESG,inc death,2,DK,1.19,0.83,0.57,0.91,-0.04,23,1,Denmark
UMass-MechBayes,inc death,2,DK,0.86,0.81,0.5,0.85,0.38,20,1,Denmark
USC-SIkJalpha,inc death,2,DK,1.12,0.84,0.43,0.57,0.21,23,1,Denmark
USyd-OneModelMan,inc death,2,DK,1.49,NA,NA,NA,NA,20,1,Denmark
epiforecasts-EpiNow2,inc death,2,DK,1.57,1.14,0.52,0.83,0.35,23,1,Denmark
EuroCOVIDhub-baseline,inc death,3,DK,1,1,0.95,1,0.05,22,1,Denmark
EuroCOVIDhub-ensemble,inc death,3,DK,1.15,0.72,0.64,0.91,0.25,22,1,Denmark
IEM_Health-CovidProject,inc death,3,DK,1.47,0.85,0.36,0.91,0,22,1,Denmark
ILM-EKF,inc death,3,DK,1.3,1.66,0.82,1,0.23,22,1,Denmark
Karlen-pypm,inc death,3,DK,0.77,0.82,0.5,1,-0.1,4,1,Denmark
LANL-GrowthRate,inc death,3,DK,0.89,0.64,0.38,0.81,0.14,21,1,Denmark
MUNI-ARIMA,inc death,3,DK,1.01,0.98,0.69,1,0.09,13,1,Denmark
RobertWalraven-ESG,inc death,3,DK,1.22,0.68,0.68,0.95,-0.05,22,1,Denmark
UMass-MechBayes,inc death,3,DK,0.96,0.8,0.42,0.95,0.34,19,1,Denmark
USC-SIkJalpha,inc death,3,DK,1.14,0.87,0.32,0.5,0.14,22,1,Denmark
USyd-OneModelMan,inc death,3,DK,1.97,NA,NA,NA,NA,19,1,Denmark
epiforecasts-EpiNow2,inc death,3,DK,1.73,1.37,0.41,0.82,0.41,22,1,Denmark
EuroCOVIDhub-baseline,inc death,4,DK,1,1,1,1,0.04,21,1,Denmark
EuroCOVIDhub-ensemble,inc death,4,DK,1.28,0.79,0.67,0.86,0.3,21,1,Denmark
IEM_Health-CovidProject,inc death,4,DK,1.47,0.94,0.29,0.86,-0.03,21,1,Denmark
ILM-EKF,inc death,4,DK,1.76,1.6,0.71,1,0.26,21,1,Denmark
LANL-GrowthRate,inc death,4,DK,1.08,0.61,0.35,0.9,0.16,20,1,Denmark
MUNI-ARIMA,inc death,4,DK,1.04,0.91,0.75,1,0.09,12,1,Denmark
RobertWalraven-ESG,inc death,4,DK,1.49,0.61,0.76,0.95,-0.07,21,1,Denmark
UMass-MechBayes,inc death,4,DK,1.49,0.91,0.39,0.89,0.39,18,1,Denmark
USC-SIkJalpha,inc death,4,DK,1.35,0.86,0.33,0.57,0.2,21,1,Denmark
USyd-OneModelMan,inc death,4,DK,2.97,NA,NA,NA,NA,18,1,Denmark
epiforecasts-EpiNow2,inc death,4,DK,2.36,1.58,0.33,0.86,0.46,21,1,Denmark
LANL-GrowthRate,inc death,5,DK,NA,NA,0.26,0.84,0.3,19,1,Denmark
USC-SIkJalpha,inc death,5,DK,NA,NA,0.4,0.5,0.28,20,1,Denmark
EuroCOVIDhub-baseline,inc case,1,EE,1,1,0.25,0.83,0.21,24,1,Estonia
EuroCOVIDhub-ensemble,inc case,1,EE,0.72,0.64,0.5,0.96,0.11,24,1,Estonia
IEM_Health-CovidProject,inc case,1,EE,1.21,0.9,0.33,0.88,0.13,24,1,Estonia
ILM-EKF,inc case,1,EE,1.41,1.3,0.38,0.88,0.03,24,1,Estonia
Karlen-pypm,inc case,1,EE,0.71,1.12,0.33,1,0.22,6,1,Estonia
LANL-GrowthRate,inc case,1,EE,0.82,0.64,0.48,0.96,-0.32,23,1,Estonia
MUNI-ARIMA,inc case,1,EE,0.31,0.58,0.44,1,-0.05,16,1,Estonia
RobertWalraven-ESG,inc case,1,EE,1.08,1.03,0.17,0.71,-0.02,24,1,Estonia
SDSC_ISG-TrendModel,inc case,1,EE,0.53,NA,NA,NA,NA,21,1,Estonia
USC-SIkJalpha,inc case,1,EE,1.23,1.04,0.29,0.5,0.18,24,1,Estonia
UVA-Ensemble,inc case,1,EE,2.25,NA,0.48,0.87,NA,23,1,Estonia
epiforecasts-EpiNow2,inc case,1,EE,0.84,0.82,0.33,0.88,-0.05,24,1,Estonia
EuroCOVIDhub-baseline,inc case,2,EE,1,1,0.22,0.87,0.28,23,1,Estonia
EuroCOVIDhub-ensemble,inc case,2,EE,0.75,0.63,0.39,0.87,0.09,23,1,Estonia
IEM_Health-CovidProject,inc case,2,EE,1.14,0.95,0.26,0.61,0.1,23,1,Estonia
ILM-EKF,inc case,2,EE,1.33,1.2,0.22,0.74,-0.02,23,1,Estonia
Karlen-pypm,inc case,2,EE,0.86,1.26,0.4,1,0.33,5,1,Estonia
LANL-GrowthRate,inc case,2,EE,0.86,0.66,0.5,0.86,-0.17,22,1,Estonia
MUNI-ARIMA,inc case,2,EE,0.23,0.55,0.73,1,-0.14,15,1,Estonia
RobertWalraven-ESG,inc case,2,EE,0.99,1.13,0.09,0.48,-0.17,23,1,Estonia
USC-SIkJalpha,inc case,2,EE,0.8,0.83,0.26,0.43,-0.01,23,1,Estonia
UVA-Ensemble,inc case,2,EE,1.61,NA,0.36,0.77,NA,22,1,Estonia
epiforecasts-EpiNow2,inc case,2,EE,0.86,0.97,0.39,0.78,-0.05,23,1,Estonia
EuroCOVIDhub-baseline,inc case,3,EE,1,1,0.18,0.77,0.38,22,1,Estonia
EuroCOVIDhub-ensemble,inc case,3,EE,0.86,0.72,0.27,0.77,0.12,22,1,Estonia
IEM_Health-CovidProject,inc case,3,EE,1.17,1.09,0.32,0.5,0.13,22,1,Estonia
ILM-EKF,inc case,3,EE,1.45,1.27,0.23,0.64,-0.04,22,1,Estonia
Karlen-pypm,inc case,3,EE,0.73,0.98,0.5,0.75,0.34,4,1,Estonia
LANL-GrowthRate,inc case,3,EE,0.81,0.74,0.38,0.71,-0.03,21,1,Estonia
MUNI-ARIMA,inc case,3,EE,0.32,0.59,0.62,0.92,-0.2,13,1,Estonia
RobertWalraven-ESG,inc case,3,EE,0.97,1.19,0.05,0.41,-0.17,22,1,Estonia
USC-SIkJalpha,inc case,3,EE,0.65,0.87,0.23,0.36,-0.06,22,1,Estonia
UVA-Ensemble,inc case,3,EE,1.22,NA,0.35,0.55,NA,20,1,Estonia
epiforecasts-EpiNow2,inc case,3,EE,1.02,1.25,0.27,0.73,-0.07,22,1,Estonia
EuroCOVIDhub-baseline,inc case,4,EE,1,1,0.19,0.76,0.41,21,1,Estonia
EuroCOVIDhub-ensemble,inc case,4,EE,0.88,0.77,0.33,0.67,0.13,21,1,Estonia
IEM_Health-CovidProject,inc case,4,EE,1.24,1.2,0.19,0.43,0.15,21,1,Estonia
ILM-EKF,inc case,4,EE,1.5,1.3,0.14,0.67,-0.06,21,1,Estonia
LANL-GrowthRate,inc case,4,EE,0.83,0.78,0.25,0.65,0.09,20,1,Estonia
MUNI-ARIMA,inc case,4,EE,0.33,0.6,0.42,1,-0.3,12,1,Estonia
RobertWalraven-ESG,inc case,4,EE,0.88,1.22,0.1,0.38,-0.14,21,1,Estonia
USC-SIkJalpha,inc case,4,EE,0.54,0.76,0.29,0.29,-0.1,21,1,Estonia
UVA-Ensemble,inc case,4,EE,0.88,NA,0.22,0.5,NA,18,1,Estonia
epiforecasts-EpiNow2,inc case,4,EE,0.7,0.66,0.24,0.62,-0.14,21,1,Estonia
LANL-GrowthRate,inc case,5,EE,NA,NA,0.16,0.58,0.25,19,1,Estonia
USC-SIkJalpha,inc case,5,EE,NA,NA,0.3,0.3,-0.1,20,1,Estonia
EuroCOVIDhub-baseline,inc death,1,EE,1,1,0.38,0.88,0.13,24,1,Estonia
EuroCOVIDhub-ensemble,inc death,1,EE,0.75,0.63,0.71,1,0.19,24,1,Estonia
IEM_Health-CovidProject,inc death,1,EE,0.93,0.82,0.58,0.88,0.29,24,1,Estonia
ILM-EKF,inc death,1,EE,0.74,1.22,0.83,1,0.13,24,1,Estonia
Karlen-pypm,inc death,1,EE,0.19,0.64,0.5,1,0,6,1,Estonia
LANL-GrowthRate,inc death,1,EE,1.13,1.08,0.3,0.74,0.22,23,1,Estonia
MUNI-ARIMA,inc death,1,EE,0.49,0.82,0.56,1,0.13,16,1,Estonia
RobertWalraven-ESG,inc death,1,EE,1,0.79,0.46,0.79,0.08,24,1,Estonia
SDSC_ISG-TrendModel,inc death,1,EE,0.97,NA,NA,NA,NA,21,1,Estonia
UMass-MechBayes,inc death,1,EE,0.89,0.64,0.52,1,0.21,21,1,Estonia
USC-SIkJalpha,inc death,1,EE,0.94,0.93,0.42,0.5,0.28,24,1,Estonia
USyd-OneModelMan,inc death,1,EE,1.23,NA,NA,NA,NA,21,1,Estonia
epiforecasts-EpiNow2,inc death,1,EE,0.93,0.71,0.64,1,0.23,22,1,Estonia
EuroCOVIDhub-baseline,inc death,2,EE,1,1,0.43,0.87,0.25,23,1,Estonia
EuroCOVIDhub-ensemble,inc death,2,EE,0.6,0.55,0.7,0.96,0.27,23,1,Estonia
IEM_Health-CovidProject,inc death,2,EE,1.04,0.88,0.61,0.87,0.36,23,1,Estonia
ILM-EKF,inc death,2,EE,0.71,0.96,0.83,1,0.17,23,1,Estonia
Karlen-pypm,inc death,2,EE,0.24,0.85,0.6,1,-0.05,5,1,Estonia
LANL-GrowthRate,inc death,2,EE,1.2,1.2,0.32,0.73,0.22,22,1,Estonia
MUNI-ARIMA,inc death,2,EE,0.64,1.03,0.53,0.93,0.19,15,1,Estonia
RobertWalraven-ESG,inc death,2,EE,1,0.67,0.7,0.87,0.05,23,1,Estonia
UMass-MechBayes,inc death,2,EE,0.45,0.45,0.6,1,0.24,20,1,Estonia
USC-SIkJalpha,inc death,2,EE,0.72,0.68,0.57,0.65,0.31,23,1,Estonia
USyd-OneModelMan,inc death,2,EE,0.86,NA,NA,NA,NA,20,1,Estonia
epiforecasts-EpiNow2,inc death,2,EE,1.1,0.69,0.48,1,0.23,21,1,Estonia
EuroCOVIDhub-baseline,inc death,3,EE,1,1,0.41,0.73,0.32,22,1,Estonia
EuroCOVIDhub-ensemble,inc death,3,EE,0.6,0.51,0.64,0.82,0.31,22,1,Estonia
IEM_Health-CovidProject,inc death,3,EE,1.06,0.92,0.45,0.82,0.38,22,1,Estonia
ILM-EKF,inc death,3,EE,0.72,0.74,0.82,1,0.17,22,1,Estonia
Karlen-pypm,inc death,3,EE,0.1,0.54,0.75,1,-0.15,4,1,Estonia
LANL-GrowthRate,inc death,3,EE,0.96,1.03,0.24,0.71,0.18,21,1,Estonia
MUNI-ARIMA,inc death,3,EE,0.54,0.91,0.46,0.92,0.1,13,1,Estonia
RobertWalraven-ESG,inc death,3,EE,1.02,0.57,0.77,0.86,0.08,22,1,Estonia
UMass-MechBayes,inc death,3,EE,0.48,0.46,0.53,1,0.28,19,1,Estonia
USC-SIkJalpha,inc death,3,EE,0.57,0.57,0.5,0.55,0.34,22,1,Estonia
USyd-OneModelMan,inc death,3,EE,0.81,NA,NA,NA,NA,19,1,Estonia
epiforecasts-EpiNow2,inc death,3,EE,1.05,0.66,0.6,1,0.21,20,1,Estonia
EuroCOVIDhub-baseline,inc death,4,EE,1,1,0.38,0.71,0.4,21,1,Estonia
EuroCOVIDhub-ensemble,inc death,4,EE,0.56,0.45,0.62,0.86,0.38,21,1,Estonia
IEM_Health-CovidProject,inc death,4,EE,1.32,0.95,0.48,0.86,0.42,21,1,Estonia
ILM-EKF,inc death,4,EE,1.05,0.67,0.71,0.95,0.2,21,1,Estonia
LANL-GrowthRate,inc death,4,EE,0.79,0.77,0.35,0.75,0.26,20,1,Estonia
MUNI-ARIMA,inc death,4,EE,0.43,0.8,0.33,1,0.13,12,1,Estonia
RobertWalraven-ESG,inc death,4,EE,0.7,0.51,0.62,0.81,0.13,21,1,Estonia
UMass-MechBayes,inc death,4,EE,0.35,0.29,0.61,0.94,0.28,18,1,Estonia
USC-SIkJalpha,inc death,4,EE,0.41,0.48,0.43,0.67,0.28,21,1,Estonia
USyd-OneModelMan,inc death,4,EE,0.82,NA,NA,NA,NA,18,1,Estonia
epiforecasts-EpiNow2,inc death,4,EE,0.85,0.52,0.68,0.89,0.2,19,1,Estonia
LANL-GrowthRate,inc death,5,EE,NA,NA,0.21,0.68,0.42,19,1,Estonia
USC-SIkJalpha,inc death,5,EE,NA,NA,0.45,0.55,0.3,20,1,Estonia
EuroCOVIDhub-baseline,inc case,1,ES,1,1,0.48,0.95,0.01,21,1,Spain
EuroCOVIDhub-ensemble,inc case,1,ES,1,0.97,0.67,0.9,-0.04,21,1,Spain
IEM_Health-CovidProject,inc case,1,ES,1.28,1.17,0.24,0.86,0.09,21,1,Spain
ILM-EKF,inc case,1,ES,1.45,1.64,0.45,0.65,0.23,20,1,Spain
Karlen-pypm,inc case,1,ES,3.26,1.6,0,1,0.82,6,1,Spain
LANL-GrowthRate,inc case,1,ES,1.4,1.29,0.55,0.9,-0.38,20,1,Spain
MUNI-ARIMA,inc case,1,ES,1.58,1.5,0.21,0.71,0.15,14,1,Spain
RobertWalraven-ESG,inc case,1,ES,1.07,1.13,0.29,0.86,-0.37,21,1,Spain
SDSC_ISG-TrendModel,inc case,1,ES,0.74,NA,NA,NA,NA,19,1,Spain
UB-BSLCoV,inc case,1,ES,1.84,1.59,0.47,0.87,0.12,15,1,Spain
UNED-PreCoV2,inc case,1,ES,0.66,1.01,NA,NA,-0.19,21,1,Spain
USC-SIkJalpha,inc case,1,ES,1.2,1.46,0.38,0.57,-0.21,21,1,Spain
UVA-Ensemble,inc case,1,ES,1.89,NA,0.24,0.76,NA,21,1,Spain
epiforecasts-EpiNow2,inc case,1,ES,1.33,1.17,0.75,1,-0.21,20,1,Spain
EuroCOVIDhub-baseline,inc case,2,ES,1,1,0.45,0.95,-0.04,20,1,Spain
EuroCOVIDhub-ensemble,inc case,2,ES,1.23,1.21,0.5,0.9,0.01,20,1,Spain
IEM_Health-CovidProject,inc case,2,ES,1.39,1.42,0.2,0.6,0.08,20,1,Spain
ILM-EKF,inc case,2,ES,2.25,2.64,0.16,0.37,0.23,19,1,Spain
Karlen-pypm,inc case,2,ES,5.12,2.71,0,0.6,0.94,5,1,Spain
LANL-GrowthRate,inc case,2,ES,1.39,1.35,0.5,0.85,-0.33,20,1,Spain
MUNI-ARIMA,inc case,2,ES,1.53,1.31,0.23,0.46,0.03,13,1,Spain
RobertWalraven-ESG,inc case,2,ES,1.09,1.19,0.15,0.7,-0.4,20,1,Spain
UB-BSLCoV,inc case,2,ES,3.23,2.96,0.36,0.64,0.11,14,1,Spain
UNED-PreCoV2,inc case,2,ES,0.91,1.08,NA,NA,-0.11,19,1,Spain
USC-SIkJalpha,inc case,2,ES,1.11,1.25,0.25,0.5,-0.23,20,1,Spain
UVA-Ensemble,inc case,2,ES,1.5,NA,0.25,0.55,NA,20,1,Spain
epiforecasts-EpiNow2,inc case,2,ES,1.47,1.35,0.63,0.95,-0.22,19,1,Spain
EuroCOVIDhub-baseline,inc case,3,ES,1,1,0.53,0.89,-0.03,19,1,Spain
EuroCOVIDhub-ensemble,inc case,3,ES,1.51,1.62,0.47,0.74,0.12,19,1,Spain
IEM_Health-CovidProject,inc case,3,ES,1.49,1.63,0.21,0.53,0.09,19,1,Spain
ILM-EKF,inc case,3,ES,3.16,4.02,0.16,0.37,0.22,19,1,Spain
Karlen-pypm,inc case,3,ES,8.5,4.49,0,0,1,4,1,Spain
LANL-GrowthRate,inc case,3,ES,1.21,1.31,0.5,0.83,-0.34,18,1,Spain
