model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
HZI-AgeExtendedSEIR,inc death,2,DE,1.06,NA,NA,NA,NA,6,1,Germany
IEM_Health-CovidProject,inc death,2,DE,1.96,1.82,0.43,1,-0.53,7,1,Germany
ILM-EKF,inc death,2,DE,1.6,1.45,0.43,1,0.46,7,1,Germany
ITWW-county_repro,inc death,2,DE,0.79,0.99,0,0.14,-0.1,7,1,Germany
Karlen-pypm,inc death,2,DE,1.05,1.04,0.57,1,0.4,7,1,Germany
LANL-GrowthRate,inc death,2,DE,1.61,1.78,0.43,0.86,-0.06,7,1,Germany
LeipzigIMISE-SECIR,inc death,2,DE,1.52,2.13,1,1,0.02,4,1,Germany
MIT_CovidAnalytics-DELPHI,inc death,2,DE,1.34,1.23,0.71,1,0.11,7,1,Germany
RobertWalraven-ESG,inc death,2,DE,1.73,1.95,0.29,0.71,-0.63,7,1,Germany
UMass-MechBayes,inc death,2,DE,1.25,1.29,0.5,1,-0.45,4,1,Germany
UMass-SemiMech,inc death,2,DE,0.92,1.04,0.75,1,-0.3,4,1,Germany
USC-SIkJalpha,inc death,2,DE,1.33,1.25,0.86,1,0.2,7,1,Germany
USyd-OneModelMan,inc death,2,DE,1.53,NA,NA,NA,NA,4,1,Germany
epiforecasts-EpiExpert,inc death,2,DE,0.96,1.04,0.14,0.86,0.09,7,1,Germany
epiforecasts-EpiNow2,inc death,2,DE,2.67,2.66,0.29,0.57,0.71,7,1,Germany
itwm-dSEIR,inc death,2,DE,0.87,0.9,0.71,1,0.49,7,1,Germany
EuroCOVIDhub-baseline,inc death,3,DE,1,1,0.67,1,-0.1,6,1,Germany
EuroCOVIDhub-ensemble,inc death,3,DE,0.89,0.95,0.5,1,0.18,6,1,Germany
FIAS_FZJ-Epi1Ger,inc death,3,DE,2.24,2.55,0.17,0.33,0.39,6,1,Germany
HZI-AgeExtendedSEIR,inc death,3,DE,0.98,NA,NA,NA,NA,5,1,Germany
IEM_Health-CovidProject,inc death,3,DE,2.22,1.92,0.33,1,-0.63,6,1,Germany
ILM-EKF,inc death,3,DE,1.86,1.78,0.33,1,0.52,6,1,Germany
ITWW-county_repro,inc death,3,DE,1.06,1.36,0,0.33,0.6,6,1,Germany
Karlen-pypm,inc death,3,DE,1.34,1.32,0.33,1,0.5,6,1,Germany
LANL-GrowthRate,inc death,3,DE,1.48,1.57,0.33,0.83,-0.32,6,1,Germany
MIT_CovidAnalytics-DELPHI,inc death,3,DE,0.97,1.05,0.83,1,-0.03,6,1,Germany
RobertWalraven-ESG,inc death,3,DE,2.09,2.33,0,0.67,-0.88,6,1,Germany
USC-SIkJalpha,inc death,3,DE,1.37,1.27,0.83,0.83,0.27,6,1,Germany
epiforecasts-EpiExpert,inc death,3,DE,0.79,0.74,0.17,0.83,-0.01,6,1,Germany
epiforecasts-EpiNow2,inc death,3,DE,2.83,3.06,0.33,0.67,0.75,6,1,Germany
itwm-dSEIR,inc death,3,DE,1.01,1.06,0.33,1,0.56,6,1,Germany
EuroCOVIDhub-baseline,inc death,4,DE,1,1,0.6,1,-0.12,5,1,Germany
EuroCOVIDhub-ensemble,inc death,4,DE,1.12,1.07,0.8,1,0.24,5,1,Germany
FIAS_FZJ-Epi1Ger,inc death,4,DE,2.91,2.93,0,0.4,0.56,5,1,Germany
HZI-AgeExtendedSEIR,inc death,4,DE,0.81,NA,NA,NA,NA,4,1,Germany
IEM_Health-CovidProject,inc death,4,DE,2.58,2.19,0.2,1,-0.74,5,1,Germany
ILM-EKF,inc death,4,DE,2.59,2.39,0.2,1,0.54,5,1,Germany
ITWW-county_repro,inc death,4,DE,1.72,2.11,0,0.2,0.61,5,1,Germany
Karlen-pypm,inc death,4,DE,2.35,2.19,0.2,1,0.64,5,1,Germany
LANL-GrowthRate,inc death,4,DE,1.81,1.54,0.6,0.8,-0.44,5,1,Germany
MIT_CovidAnalytics-DELPHI,inc death,4,DE,0.48,0.85,0.8,1,-0.18,5,1,Germany
RobertWalraven-ESG,inc death,4,DE,2.66,2.85,0,0.6,-0.95,5,1,Germany
USC-SIkJalpha,inc death,4,DE,1.68,1.44,0.8,1,0.3,5,1,Germany
epiforecasts-EpiExpert,inc death,4,DE,0.84,0.71,0,1,-0.18,5,1,Germany
epiforecasts-EpiNow2,inc death,4,DE,3.47,3.58,0.2,1,0.81,5,1,Germany
itwm-dSEIR,inc death,4,DE,1.62,1.53,0.4,1,0.57,5,1,Germany
LANL-GrowthRate,inc death,5,DE,NA,NA,0.25,1,-0.62,4,1,Germany
USC-SIkJalpha,inc death,5,DE,NA,NA,0.75,1,0.4,4,1,Germany
EuroCOVIDhub-baseline,inc case,1,DK,1,1,0.25,1,0,8,1,Denmark
EuroCOVIDhub-ensemble,inc case,1,DK,0.83,0.82,0.5,0.75,0.01,8,1,Denmark
IEM_Health-CovidProject,inc case,1,DK,0.73,0.83,0.75,0.75,0.17,8,1,Denmark
ILM-EKF,inc case,1,DK,0.85,0.82,0.62,0.88,0.01,8,1,Denmark
LANL-GrowthRate,inc case,1,DK,0.65,0.66,0.75,0.75,-0.25,8,1,Denmark
RobertWalraven-ESG,inc case,1,DK,0.81,NA,0.62,0.75,NA,8,1,Denmark
SDSC_ISG-TrendModel,inc case,1,DK,0.36,NA,NA,NA,NA,5,1,Denmark
UMass-SemiMech,inc case,1,DK,0.62,1.49,0.8,0.8,-0.18,5,1,Denmark
USC-SIkJalpha,inc case,1,DK,0.81,0.87,0.25,0.25,-0.26,8,1,Denmark
UVA-Ensemble,inc case,1,DK,0.84,NA,0.29,0.29,NA,7,1,Denmark
epiforecasts-EpiNow2,inc case,1,DK,1.05,1.05,0.5,0.75,0.04,8,1,Denmark
EuroCOVIDhub-baseline,inc case,2,DK,1,1,0.43,1,-0.2,7,1,Denmark
EuroCOVIDhub-ensemble,inc case,2,DK,0.93,0.99,0.71,0.86,0.03,7,1,Denmark
IEM_Health-CovidProject,inc case,2,DK,1.09,1.2,0.57,0.71,0.26,7,1,Denmark
ILM-EKF,inc case,2,DK,0.84,0.9,0.71,0.86,0.1,7,1,Denmark
LANL-GrowthRate,inc case,2,DK,0.55,0.66,0.57,0.86,-0.12,7,1,Denmark
RobertWalraven-ESG,inc case,2,DK,0.97,NA,0.57,1,NA,7,1,Denmark
UMass-SemiMech,inc case,2,DK,0.66,1.4,0.75,1,-0.29,4,1,Denmark
USC-SIkJalpha,inc case,2,DK,0.66,0.67,0.43,0.86,-0.14,7,1,Denmark
UVA-Ensemble,inc case,2,DK,0.9,NA,0.33,0.33,NA,6,1,Denmark
epiforecasts-EpiNow2,inc case,2,DK,1.25,1.37,0.57,0.86,-0.11,7,1,Denmark
EuroCOVIDhub-baseline,inc case,3,DK,1,1,0.67,1,-0,6,1,Denmark
EuroCOVIDhub-ensemble,inc case,3,DK,1.74,1.43,0.5,1,0.28,6,1,Denmark
IEM_Health-CovidProject,inc case,3,DK,1.62,1.52,0.5,1,0.43,6,1,Denmark
ILM-EKF,inc case,3,DK,1.48,1.43,0.83,1,0.23,6,1,Denmark
LANL-GrowthRate,inc case,3,DK,1.04,0.91,0.67,0.83,0.08,6,1,Denmark
RobertWalraven-ESG,inc case,3,DK,1.35,NA,0.5,0.83,NA,6,1,Denmark
USC-SIkJalpha,inc case,3,DK,1.28,1.14,0,0.33,-0.12,6,1,Denmark
epiforecasts-EpiNow2,inc case,3,DK,1.96,1.69,0.67,1,0.08,6,1,Denmark
EuroCOVIDhub-baseline,inc case,4,DK,1,1,0.6,1,-0.08,5,1,Denmark
EuroCOVIDhub-ensemble,inc case,4,DK,2.06,1.94,0.4,1,0.11,5,1,Denmark
IEM_Health-CovidProject,inc case,4,DK,1.76,1.84,0.4,0.8,0.24,5,1,Denmark
ILM-EKF,inc case,4,DK,1.94,1.79,0.6,1,0.14,5,1,Denmark
LANL-GrowthRate,inc case,4,DK,0.63,0.69,0.8,1,-0.1,5,1,Denmark
RobertWalraven-ESG,inc case,4,DK,1.37,NA,0.4,0.6,NA,5,1,Denmark
USC-SIkJalpha,inc case,4,DK,0.88,0.97,0.2,0.6,0.22,5,1,Denmark
epiforecasts-EpiNow2,inc case,4,DK,2.34,2.32,0.4,1,-0.08,5,1,Denmark
LANL-GrowthRate,inc case,5,DK,NA,NA,1,1,0,4,1,Denmark
USC-SIkJalpha,inc case,5,DK,NA,NA,0.25,0.5,0.2,4,1,Denmark
EuroCOVIDhub-baseline,inc death,1,DK,1,1,0.75,1,0.03,8,1,Denmark
EuroCOVIDhub-ensemble,inc death,1,DK,0.86,0.79,0.88,1,0.09,8,1,Denmark
IEM_Health-CovidProject,inc death,1,DK,0.89,0.94,0.62,1,-0.3,8,1,Denmark
ILM-EKF,inc death,1,DK,1.07,1.5,1,1,0.14,8,1,Denmark
LANL-GrowthRate,inc death,1,DK,0.51,0.44,0.88,1,-0.13,8,1,Denmark
RobertWalraven-ESG,inc death,1,DK,1.44,1.03,0.38,1,0.02,8,1,Denmark
SDSC_ISG-TrendModel,inc death,1,DK,0.88,NA,NA,NA,NA,5,1,Denmark
UMass-MechBayes,inc death,1,DK,0.78,0.82,0.6,1,0.12,5,1,Denmark
UMass-SemiMech,inc death,1,DK,1.44,1.3,0.4,0.8,0.32,5,1,Denmark
USC-SIkJalpha,inc death,1,DK,0.72,1.06,0.62,0.62,0.14,8,1,Denmark
USyd-OneModelMan,inc death,1,DK,1.6,NA,NA,NA,NA,5,1,Denmark
epiforecasts-EpiNow2,inc death,1,DK,1.56,1.21,0.5,0.75,0.31,8,1,Denmark
EuroCOVIDhub-baseline,inc death,2,DK,1,1,0.86,1,-0.06,7,1,Denmark
EuroCOVIDhub-ensemble,inc death,2,DK,1,0.7,0.71,1,0.03,7,1,Denmark
IEM_Health-CovidProject,inc death,2,DK,1.17,0.86,0.57,1,-0.49,7,1,Denmark
ILM-EKF,inc death,2,DK,0.82,1.23,1,1,0.11,7,1,Denmark
LANL-GrowthRate,inc death,2,DK,0.73,0.53,0.86,0.86,-0.21,7,1,Denmark
RobertWalraven-ESG,inc death,2,DK,1.27,0.89,0.43,1,-0.19,7,1,Denmark
UMass-MechBayes,inc death,2,DK,0.91,0.81,0.5,1,0.1,4,1,Denmark
UMass-SemiMech,inc death,2,DK,1.14,1.18,0.5,0.75,0.37,4,1,Denmark
USC-SIkJalpha,inc death,2,DK,1,0.97,0.43,0.71,-0.09,7,1,Denmark
USyd-OneModelMan,inc death,2,DK,1.77,NA,NA,NA,NA,4,1,Denmark
epiforecasts-EpiNow2,inc death,2,DK,1.91,1.3,0.57,0.86,0.31,7,1,Denmark
EuroCOVIDhub-baseline,inc death,3,DK,1,1,1,1,-0.07,6,1,Denmark
EuroCOVIDhub-ensemble,inc death,3,DK,0.72,0.59,1,1,-0.03,6,1,Denmark
IEM_Health-CovidProject,inc death,3,DK,2.5,1.19,0.17,1,-0.58,6,1,Denmark
ILM-EKF,inc death,3,DK,1.47,1.37,1,1,0.1,6,1,Denmark
LANL-GrowthRate,inc death,3,DK,1.4,0.63,0.5,1,-0.32,6,1,Denmark
RobertWalraven-ESG,inc death,3,DK,1.78,0.78,0.83,1,-0.22,6,1,Denmark
USC-SIkJalpha,inc death,3,DK,1.18,0.74,0.67,0.83,-0.18,6,1,Denmark
epiforecasts-EpiNow2,inc death,3,DK,2.81,1.56,0.5,1,0.3,6,1,Denmark
EuroCOVIDhub-baseline,inc death,4,DK,1,1,1,1,-0.04,5,1,Denmark
EuroCOVIDhub-ensemble,inc death,4,DK,1.71,0.78,0.8,1,0.04,5,1,Denmark
IEM_Health-CovidProject,inc death,4,DK,3.57,1.3,0.2,1,-0.77,5,1,Denmark
ILM-EKF,inc death,4,DK,2.46,1.52,0.8,1,0.14,5,1,Denmark
LANL-GrowthRate,inc death,4,DK,1.49,0.48,0.6,1,-0.42,5,1,Denmark
RobertWalraven-ESG,inc death,4,DK,2.36,0.81,0.8,1,-0.28,5,1,Denmark
USC-SIkJalpha,inc death,4,DK,1.89,0.81,0.8,1,0.1,5,1,Denmark
epiforecasts-EpiNow2,inc death,4,DK,4.69,1.96,0.2,0.8,0.4,5,1,Denmark
LANL-GrowthRate,inc death,5,DK,NA,NA,0.75,1,-0.48,4,1,Denmark
USC-SIkJalpha,inc death,5,DK,NA,NA,1,1,-0,4,1,Denmark
DSMPG-bayes,inc case,1,EE,0.95,0.66,0.29,0.86,0.21,7,1,Estonia
EuroCOVIDhub-baseline,inc case,1,EE,1,1,0.12,0.5,0.63,8,1,Estonia
EuroCOVIDhub-ensemble,inc case,1,EE,0.69,0.6,0.75,1,0.24,8,1,Estonia
IEM_Health-CovidProject,inc case,1,EE,1.27,0.91,0.38,1,0.62,8,1,Estonia
ILM-EKF,inc case,1,EE,1.4,1.04,0.62,0.88,0.39,8,1,Estonia
LANL-GrowthRate,inc case,1,EE,0.86,0.6,0.38,1,-0.12,8,1,Estonia
RobertWalraven-ESG,inc case,1,EE,1.06,NA,0,0.5,NA,8,1,Estonia
SDSC_ISG-TrendModel,inc case,1,EE,0.63,NA,NA,NA,NA,5,1,Estonia
UMass-SemiMech,inc case,1,EE,0.84,0.9,0.4,1,0.32,5,1,Estonia
USC-SIkJalpha,inc case,1,EE,1.43,1.13,0.38,0.75,0.29,8,1,Estonia
UVA-Ensemble,inc case,1,EE,2.43,NA,0.14,0.57,NA,7,1,Estonia
epiforecasts-EpiNow2,inc case,1,EE,0.79,0.55,0.38,0.88,-0.01,8,1,Estonia
DSMPG-bayes,inc case,2,EE,0.83,0.58,0.5,0.83,0.25,6,1,Estonia
EuroCOVIDhub-baseline,inc case,2,EE,1,1,0,0.57,0.68,7,1,Estonia
EuroCOVIDhub-ensemble,inc case,2,EE,0.83,0.59,0.43,0.86,0.4,7,1,Estonia
IEM_Health-CovidProject,inc case,2,EE,1.29,0.97,0.14,0.57,0.76,7,1,Estonia
ILM-EKF,inc case,2,EE,1.54,1.1,0.29,0.71,0.48,7,1,Estonia
LANL-GrowthRate,inc case,2,EE,0.85,0.57,0.43,0.86,0.18,7,1,Estonia
RobertWalraven-ESG,inc case,2,EE,0.99,NA,0,0.29,NA,7,1,Estonia
UMass-SemiMech,inc case,2,EE,0.65,1.03,0.25,1,0.32,4,1,Estonia
USC-SIkJalpha,inc case,2,EE,0.9,0.74,0.43,0.86,0.01,7,1,Estonia
UVA-Ensemble,inc case,2,EE,1.79,NA,0.17,0.33,NA,6,1,Estonia
epiforecasts-EpiNow2,inc case,2,EE,0.71,0.47,0.43,1,0.05,7,1,Estonia
DSMPG-bayes,inc case,3,EE,0.97,0.77,0.4,0.8,0.34,5,1,Estonia
EuroCOVIDhub-baseline,inc case,3,EE,1,1,0,0.17,0.96,6,1,Estonia
EuroCOVIDhub-ensemble,inc case,3,EE,1,0.76,0.33,0.83,0.63,6,1,Estonia
IEM_Health-CovidProject,inc case,3,EE,1.45,1.22,0.17,0.33,0.75,6,1,Estonia
ILM-EKF,inc case,3,EE,1.82,1.41,0.33,0.5,0.63,6,1,Estonia
LANL-GrowthRate,inc case,3,EE,0.88,0.71,0.5,0.67,0.55,6,1,Estonia
RobertWalraven-ESG,inc case,3,EE,0.97,NA,0.17,0.33,NA,6,1,Estonia
USC-SIkJalpha,inc case,3,EE,0.62,0.63,0.5,0.67,0.13,6,1,Estonia
epiforecasts-EpiNow2,inc case,3,EE,0.73,0.49,0.5,0.83,0.19,6,1,Estonia
DSMPG-bayes,inc case,4,EE,1,0.84,0.5,0.75,0.44,4,1,Estonia
EuroCOVIDhub-baseline,inc case,4,EE,1,1,0,0,1,5,1,Estonia
EuroCOVIDhub-ensemble,inc case,4,EE,1.11,0.84,0.2,0.6,0.79,5,1,Estonia
IEM_Health-CovidProject,inc case,4,EE,1.62,1.37,0,0.2,0.94,5,1,Estonia
ILM-EKF,inc case,4,EE,2.1,1.6,0.2,0.6,0.81,5,1,Estonia
LANL-GrowthRate,inc case,4,EE,0.97,0.75,0.2,0.6,0.81,5,1,Estonia
RobertWalraven-ESG,inc case,4,EE,0.95,NA,0.2,0.2,NA,5,1,Estonia
USC-SIkJalpha,inc case,4,EE,0.5,0.57,0.8,0.8,0.4,5,1,Estonia
epiforecasts-EpiNow2,inc case,4,EE,0.66,0.45,0.4,0.6,0.18,5,1,Estonia
LANL-GrowthRate,inc case,5,EE,NA,NA,0,0.25,0.97,4,1,Estonia
USC-SIkJalpha,inc case,5,EE,NA,NA,0.75,0.75,0.52,4,1,Estonia
EuroCOVIDhub-baseline,inc death,1,EE,1,1,0,0.62,0.04,8,1,Estonia
EuroCOVIDhub-ensemble,inc death,1,EE,0.72,0.61,0.75,1,0.14,8,1,Estonia
IEM_Health-CovidProject,inc death,1,EE,0.98,0.79,0.62,0.88,0.28,8,1,Estonia
ILM-EKF,inc death,1,EE,0.63,1.08,1,1,0.06,8,1,Estonia
LANL-GrowthRate,inc death,1,EE,1.07,0.84,0.12,0.88,0.12,8,1,Estonia
RobertWalraven-ESG,inc death,1,EE,1.07,0.87,0,0.5,0.41,8,1,Estonia
SDSC_ISG-TrendModel,inc death,1,EE,0.85,NA,NA,NA,NA,5,1,Estonia
UMass-MechBayes,inc death,1,EE,1.1,0.71,0.4,1,0.13,5,1,Estonia
UMass-SemiMech,inc death,1,EE,0.9,0.55,0.4,1,0.2,5,1,Estonia
USC-SIkJalpha,inc death,1,EE,0.82,0.68,0.5,0.75,0.19,8,1,Estonia
USyd-OneModelMan,inc death,1,EE,1.38,NA,NA,NA,NA,5,1,Estonia
epiforecasts-EpiNow2,inc death,1,EE,0.82,0.66,0.5,1,0.28,8,1,Estonia
EuroCOVIDhub-baseline,inc death,2,EE,1,1,0.14,0.71,-0.01,7,1,Estonia
EuroCOVIDhub-ensemble,inc death,2,EE,0.58,0.56,0.86,1,0.21,7,1,Estonia
IEM_Health-CovidProject,inc death,2,EE,1.1,1.06,0.71,0.86,0.39,7,1,Estonia
ILM-EKF,inc death,2,EE,0.71,1.05,1,1,0.13,7,1,Estonia
LANL-GrowthRate,inc death,2,EE,1.21,1.09,0.14,0.86,0.11,7,1,Estonia
RobertWalraven-ESG,inc death,2,EE,0.91,0.94,0.43,0.57,0.21,7,1,Estonia
UMass-MechBayes,inc death,2,EE,0.4,0.41,0.5,1,0.02,4,1,Estonia
UMass-SemiMech,inc death,2,EE,0.31,0.35,0.75,1,0.3,4,1,Estonia
USC-SIkJalpha,inc death,2,EE,0.61,0.68,0.71,0.86,0.13,7,1,Estonia
USyd-OneModelMan,inc death,2,EE,0.79,NA,NA,NA,NA,4,1,Estonia
epiforecasts-EpiNow2,inc death,2,EE,1.16,0.8,0.14,1,0.18,7,1,Estonia
EuroCOVIDhub-baseline,inc death,3,EE,1,1,0.17,0.33,0.08,6,1,Estonia
EuroCOVIDhub-ensemble,inc death,3,EE,0.74,0.57,0.67,1,0.3,6,1,Estonia
IEM_Health-CovidProject,inc death,3,EE,1.33,1.14,0.5,0.83,0.4,6,1,Estonia
ILM-EKF,inc death,3,EE,0.9,1.06,1,1,0.23,6,1,Estonia
LANL-GrowthRate,inc death,3,EE,1.25,0.94,0,1,-0.05,6,1,Estonia
RobertWalraven-ESG,inc death,3,EE,0.72,0.66,0.5,0.67,0.2,6,1,Estonia
USC-SIkJalpha,inc death,3,EE,0.57,0.58,0.83,0.83,0.18,6,1,Estonia
epiforecasts-EpiNow2,inc death,3,EE,1,0.85,0.5,1,0.19,6,1,Estonia
EuroCOVIDhub-baseline,inc death,4,EE,1,1,0,0.4,0.18,5,1,Estonia
EuroCOVIDhub-ensemble,inc death,4,EE,0.8,0.76,1,1,0.42,5,1,Estonia
IEM_Health-CovidProject,inc death,4,EE,1.72,1.47,0.6,1,0.48,5,1,Estonia
ILM-EKF,inc death,4,EE,1.85,1.78,0.8,1,0.44,5,1,Estonia
LANL-GrowthRate,inc death,4,EE,0.9,0.78,0.6,1,0.02,5,1,Estonia
RobertWalraven-ESG,inc death,4,EE,0.72,0.7,0,0.6,0.11,5,1,Estonia
USC-SIkJalpha,inc death,4,EE,0.6,0.76,0.8,1,0.28,5,1,Estonia
epiforecasts-EpiNow2,inc death,4,EE,1.31,1.15,0.8,0.8,0.14,5,1,Estonia
LANL-GrowthRate,inc death,5,EE,NA,NA,0.5,1,0.42,4,1,Estonia
USC-SIkJalpha,inc death,5,EE,NA,NA,0.5,1,0.35,4,1,Estonia
EuroCOVIDhub-baseline,inc case,1,ES,1,1,0.71,1,-0.17,7,1,Spain
EuroCOVIDhub-ensemble,inc case,1,ES,0.96,1.14,0.86,1,-0.2,7,1,Spain
IEM_Health-CovidProject,inc case,1,ES,2.08,1.62,0.14,1,-0.46,7,1,Spain
ILM-EKF,inc case,1,ES,1.83,2.01,0.43,0.71,0.18,7,1,Spain
LANL-GrowthRate,inc case,1,ES,3.24,2.65,0.29,1,-0.63,7,1,Spain
RobertWalraven-ESG,inc case,1,ES,2.06,NA,0.29,1,NA,7,1,Spain
SDSC_ISG-TrendModel,inc case,1,ES,1.13,NA,NA,NA,NA,5,1,Spain
UMass-SemiMech,inc case,1,ES,1.78,1.76,1,1,-0.07,4,1,Spain
UNED-PreCoV2,inc case,1,ES,1.02,2.02,NA,NA,-0.2,7,1,Spain
UNIPV-BayesINGARCHX,inc case,1,ES,2.01,1.75,0.14,0.43,0.06,7,1,Spain
USC-SIkJalpha,inc case,1,ES,1.12,1.52,0.57,0.71,-0.51,7,1,Spain
UVA-Ensemble,inc case,1,ES,3.96,NA,0.14,0.29,NA,7,1,Spain
EuroCOVIDhub-baseline,inc case,2,ES,1,1,0.67,1,-0.33,6,1,Spain
EuroCOVIDhub-ensemble,inc case,2,ES,0.99,1.04,0.67,1,-0.25,6,1,Spain
IEM_Health-CovidProject,inc case,2,ES,1.62,1.51,0.33,0.83,-0.64,6,1,Spain
ILM-EKF,inc case,2,ES,2.95,3.25,0.17,0.5,0.18,6,1,Spain
LANL-GrowthRate,inc case,2,ES,2.34,1.94,0.17,1,-0.72,6,1,Spain
RobertWalraven-ESG,inc case,2,ES,2.45,NA,0,0.83,NA,6,1,Spain
UNED-PreCoV2,inc case,2,ES,0.96,1.99,NA,NA,-0.15,5,1,Spain
UNIPV-BayesINGARCHX,inc case,2,ES,1.96,2.3,0,0.17,0.93,6,1,Spain
USC-SIkJalpha,inc case,2,ES,1.5,1.52,0.17,0.5,-0.43,6,1,Spain
UVA-Ensemble,inc case,2,ES,3.24,NA,0,0.17,NA,6,1,Spain
EuroCOVIDhub-baseline,inc case,3,ES,1,1,1,1,-0.42,5,1,Spain
EuroCOVIDhub-ensemble,inc case,3,ES,0.97,1.01,0.8,1,-0.02,5,1,Spain
IEM_Health-CovidProject,inc case,3,ES,1.87,1.88,0.2,0.8,-0.67,5,1,Spain
ILM-EKF,inc case,3,ES,4.94,5.62,0.2,0.6,0.29,5,1,Spain
LANL-GrowthRate,inc case,3,ES,1.79,1.48,0.2,1,-0.74,5,1,Spain
RobertWalraven-ESG,inc case,3,ES,2.66,NA,0,0.6,NA,5,1,Spain
UNIPV-BayesINGARCHX,inc case,3,ES,2.28,3.17,0,0,1,5,1,Spain
USC-SIkJalpha,inc case,3,ES,1.43,1.4,0,0.6,-0.82,5,1,Spain
EuroCOVIDhub-baseline,inc case,4,ES,1,1,0.75,1,-0.4,4,1,Spain
EuroCOVIDhub-ensemble,inc case,4,ES,0.87,0.8,0.5,1,-0.12,4,1,Spain
IEM_Health-CovidProject,inc case,4,ES,1.9,1.98,0.25,0.5,-0.8,4,1,Spain
ILM-EKF,inc case,4,ES,5.58,6.14,0,0.25,0.52,4,1,Spain
LANL-GrowthRate,inc case,4,ES,1.47,1.25,0.25,1,-0.74,4,1,Spain
RobertWalraven-ESG,inc case,4,ES,2.74,NA,0,0.5,NA,4,1,Spain
UNIPV-BayesINGARCHX,inc case,4,ES,2.56,3.63,0,0,1,4,1,Spain
USC-SIkJalpha,inc case,4,ES,1.56,1.63,0,0.75,-0.75,4,1,Spain
EuroCOVIDhub-baseline,inc death,1,ES,1,1,0.5,1,0.21,8,1,Spain
EuroCOVIDhub-ensemble,inc death,1,ES,0.82,0.92,0.5,0.88,0.31,8,1,Spain
IEM_Health-CovidProject,inc death,1,ES,0.72,0.71,0.75,0.88,0.06,8,1,Spain
ILM-EKF,inc death,1,ES,1.48,1.64,0.5,0.75,0.29,8,1,Spain
LANL-GrowthRate,inc death,1,ES,0.6,0.75,0.62,0.88,-0.02,8,1,Spain
RobertWalraven-ESG,inc death,1,ES,0.76,0.83,0.38,0.88,-0.04,8,1,Spain
SDSC_ISG-TrendModel,inc death,1,ES,0.69,NA,NA,NA,NA,5,1,Spain
UMass-MechBayes,inc death,1,ES,0.71,1.82,0,1,0.72,4,1,Spain
UMass-SemiMech,inc death,1,ES,0.5,1.8,0.75,0.75,0.27,4,1,Spain
UNED-PreCoV2,inc death,1,ES,0.57,0.89,NA,NA,0.26,8,1,Spain
USC-SIkJalpha,inc death,1,ES,0.85,1,0.25,0.5,0.25,8,1,Spain
USyd-OneModelMan,inc death,1,ES,0.67,NA,NA,NA,NA,5,1,Spain
EuroCOVIDhub-baseline,inc death,2,ES,1,1,0.57,1,0.19,7,1,Spain
EuroCOVIDhub-ensemble,inc death,2,ES,0.97,0.94,0.57,0.71,0.16,7,1,Spain
IEM_Health-CovidProject,inc death,2,ES,0.79,0.71,0.71,0.86,-0.18,7,1,Spain
ILM-EKF,inc death,2,ES,2.26,2.4,0.29,0.71,0.27,7,1,Spain
LANL-GrowthRate,inc death,2,ES,0.72,0.73,0.57,0.86,-0.21,7,1,Spain
RobertWalraven-ESG,inc death,2,ES,0.76,0.64,0.43,0.86,-0.21,7,1,Spain
UNED-PreCoV2,inc death,2,ES,0.28,0.64,NA,NA,0.22,5,1,Spain
USC-SIkJalpha,inc death,2,ES,0.91,0.9,0.14,0.43,0.27,7,1,Spain
USyd-OneModelMan,inc death,2,ES,1.03,NA,NA,NA,NA,4,1,Spain
EuroCOVIDhub-baseline,inc death,3,ES,1,1,0.83,1,0.22,6,1,Spain
EuroCOVIDhub-ensemble,inc death,3,ES,1.28,0.95,0.67,1,-0.05,6,1,Spain
IEM_Health-CovidProject,inc death,3,ES,0.64,0.57,1,1,-0.32,6,1,Spain
ILM-EKF,inc death,3,ES,3.65,2.82,0.17,0.5,0.12,6,1,Spain
LANL-GrowthRate,inc death,3,ES,1.4,1.16,0.17,0.83,-0.37,6,1,Spain
RobertWalraven-ESG,inc death,3,ES,1.14,0.85,0.67,0.83,-0.36,6,1,Spain
USC-SIkJalpha,inc death,3,ES,1.87,1.75,0.17,0.17,-0.18,6,1,Spain
EuroCOVIDhub-baseline,inc death,4,ES,1,1,0.6,1,0.38,5,1,Spain
EuroCOVIDhub-ensemble,inc death,4,ES,0.73,0.74,0.8,0.8,0.18,5,1,Spain
IEM_Health-CovidProject,inc death,4,ES,0.46,0.5,0.6,1,-0.08,5,1,Spain
ILM-EKF,inc death,4,ES,3.35,3.5,0.2,0.6,0.04,5,1,Spain
LANL-GrowthRate,inc death,4,ES,0.46,0.44,0.2,1,-0.31,5,1,Spain
RobertWalraven-ESG,inc death,4,ES,0.35,0.32,1,1,-0.34,5,1,Spain
USC-SIkJalpha,inc death,4,ES,0.73,0.81,0.2,0.4,0,5,1,Spain
LANL-GrowthRate,inc death,5,ES,NA,NA,0,1,-0.4,4,1,Spain
USC-SIkJalpha,inc death,5,ES,NA,NA,0.25,0.25,-0.3,4,1,Spain
DSMPG-bayes,inc case,1,FI,0.91,0.85,0.33,0.83,0.56,6,1,Finland
EuroCOVIDhub-baseline,inc case,1,FI,1,1,0.25,0.5,0.48,8,1,Finland
EuroCOVIDhub-ensemble,inc case,1,FI,0.88,0.74,0.5,1,0.39,8,1,Finland
