model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,coverage_deviation,bias,aem,relative_skill,scaled_rel_skill,cov_50,cov_95,mae,n,continuous_weeks
UVA-Ensemble,inc case,1,AT,1528.6974620717706,648.8611660816114,169.1653575650255,710.6709384251337,-0.045454545454545456,0.2727272727272727,3168.004287279288,1.5791319095893441,NA,0.2727272727272727,1,3168.004287279288,11,12
epiforecasts-EpiExpert,inc case,2,AT,1910.4191752991621,454.1737639082227,116.64051040164533,1339.604900989294,-0.18645962732919255,0.44,2672.574047619043,1.0761555766016124,NA,0.2857142857142857,0.5714285714285714,2672.574047619043,7,NA
epiforecasts-EpiNow2,inc case,2,AT,1833.0843280632412,634.1436166007906,305.5691699604743,893.3715415019763,-0.22711462450592884,0.1527272727272727,2938.6363636363635,0.8995039109892151,NA,0.18181818181818182,0.6363636363636364,2938.6363636363635,11,13
DSMPG-bayes,inc case,1,AT,1265.0226127264777,319.9279125418243,5.915549490081231,939.1791506945723,-0.16782608695652174,0.58875,2029.8514593513491,0.9931444397658673,NA,0.25,0.75,2029.8514593513491,8,NA
EuroCOVIDhub-ensemble,inc case,3,AT,3155.195488874217,1148.4437503592644,8.854907364167799,1997.896831150785,-0.11565217391304347,0.6,4732.623629415655,0.992144296074567,NA,0.4,0.8,4732.623629415655,10,13
IEM_Health-CovidProject,inc case,3,AT,4336.013223291298,1238.171319443252,0,3097.8419038480465,-0.25478260869565217,0.785,6684.88869670166,1.477236595078806,NA,0.2,0.7,6684.88869670166,10,13
ILM-EKF,inc case,3,AT,3955.6073055514353,1978.2463885558018,0,1977.3609169956337,-0.04608695652173913,0.61,6038.275652031303,1.1605470269680436,NA,0.4,1,6038.275652031303,10,13
LANL-GrowthRate,inc case,3,AT,2475.069778695652,796.7717786956522,283.71043478260873,1394.5875652173913,-0.19391304347826085,0.48800000000000004,4058.95,0.7783138811827601,NA,0.3,0.8,4058.95,10,NA
RobertWalraven-ESG,inc case,3,AT,2367.36155,1056.6379785714287,157.71014285714284,1153.0134285714284,-0.18571428571428572,0.505,3378.1110000000003,0.6748226301643706,NA,0.3,0.8,3378.1110000000003,10,13
USC-SIkJalpha,inc case,3,AT,3799.9117347826086,718.976952173913,30.198260869565228,3050.7365217391307,-0.2808695652173913,0.56,4346.5,1.296121678915266,NA,0.3,0.4,4346.5,10,13
UVA-Ensemble,inc case,2,AT,2536.3427973217917,806.920945121756,278.85859933348155,1450.5632528665542,-0.21428571428571427,0.4,5367.245162275076,1.361284222296106,NA,0.1,0.9,5367.245162275076,10,12
epiforecasts-EpiExpert,inc case,3,AT,3432.8422067191063,625.9503928488649,127.25166880257449,2679.640145067667,-0.24857142857142858,0.5571428571428572,4706.265238095243,1.1018655411813605,NA,0.2857142857142857,0.5714285714285714,4706.265238095243,7,NA
epiforecasts-EpiNow2,inc case,3,AT,2850.6148695652173,1034.5409565217392,197.5782608695652,1618.495652173913,-0.16782608695652174,0.318,4458.3,0.8281696038207562,NA,0.3,0.7,4458.3,10,13
DSMPG-bayes,inc case,2,AT,2186.280528151048,650.7897934740026,14.77356531342491,1520.7171693636208,-0.15695652173913044,0.54125,3566.8625297270546,0.8747781989648433,NA,0.375,0.875,3566.8625297270546,8,NA
EuroCOVIDhub-ensemble,inc case,4,AT,4718.828717518124,1648.0797934251098,0,3070.7489240930145,-0.2306280193236715,0.7644444444444445,7298.083794014317,1.014842640284243,NA,0.1111111111111111,0.6666666666666666,7298.083794014317,9,13
IEM_Health-CovidProject,inc case,4,AT,6700.318697850558,1839.0442902739428,0,4861.274407576616,-0.3658937198067633,0.8922222222222222,10558.331028828086,1.4838045991852944,NA,0.1111111111111111,0.5555555555555556,10558.331028828086,9,13
ILM-EKF,inc case,4,AT,6286.2863893640715,3096.5264572975752,0,3189.7599320664963,-0.12434782608695652,0.7,9846.934015351215,1.23442030259484,NA,0.2222222222222222,1,9846.934015351215,9,13
LANL-GrowthRate,inc case,4,AT,3701.4262657004833,1048.6017246376812,226.46521739130432,2426.359323671498,-0.2692753623188406,0.6388888888888888,5865.388888888889,0.8674240464412435,NA,0.1111111111111111,0.7777777777777778,5865.388888888889,9,NA
RobertWalraven-ESG,inc case,4,AT,3052.837706349206,1278.0853253968255,158.46507936507942,1616.2873015873015,-0.23015873015873015,0.49444444444444446,4096.837777777778,0.590299046725593,NA,0.2222222222222222,0.6666666666666666,4096.837777777778,9,13
UMass-SemiMech,inc case,1,AT,1147.7100966183575,722.3815942028986,58.73913043478261,366.58937198067633,0.03990338164251208,0.4,1801.2222222222222,1.1481926733428913,NA,0.5555555555555556,1,1801.2222222222222,9,10
USC-SIkJalpha,inc case,4,AT,5193.11509178744,920.5411787439614,0,4272.573913043479,-0.34657004830917876,0.8222222222222222,6418.555555555556,1.1853653620777853,NA,0.2222222222222222,0.3333333333333333,6418.555555555556,9,13
UVA-Ensemble,inc case,3,AT,4004.8091440850144,844.237687270657,709.4849786652046,2451.0864781491528,-0.35714285714285715,0.64375,7158.3610161140805,1.269260980456211,NA,0.125,0.625,7158.3610161140805,8,7
epiforecasts-EpiExpert,inc case,4,AT,5051.759821252373,770.048294601393,19.97006666615944,4261.74145998482,-0.3997101449275362,0.775,6893.918333333333,1.1405297065280862,NA,0.16666666666666666,0.3333333333333333,6893.918333333333,6,NA
epiforecasts-EpiNow2,inc case,4,AT,3895.1256763285023,1478.5991062801932,40.94685990338164,2375.5797101449275,-0.12434782608695652,0.55,6161.888888888889,0.7643184892918663,NA,0.4444444444444444,0.8888888888888888,6161.888888888889,9,13
DSMPG-bayes,inc case,3,AT,4715.066073008463,1533.2493947061823,0,3181.8166783022807,-0.22869565217391305,0.796,7689.097018755037,1.0922806818340696,NA,0.2,0.8,7689.097018755037,5,NA
LANL-GrowthRate,inc case,5,AT,4525.059623913044,1335.9987543478262,54.97663043478259,3134.084239130435,-0.28739130434782606,0.6975,6809,0.8253564393712071,NA,0.25,0.5,6809,8,NA
UMass-SemiMech,inc case,2,AT,2169.2009239130434,1041.3041847826087,75.03260869565217,1052.8641304347827,-0.04826086956521739,0.48125,3467.875,1.0952599858703647,NA,0.375,1,3467.875,8,10
USC-SIkJalpha,inc case,5,AT,6642.647673913044,1190.4378913043477,0,5452.209782608696,-0.39608695652173914,0.8625,9003.375,1.211597744075086,NA,0.125,0.25,9003.375,8,13
UVA-Ensemble,inc case,4,AT,7187.8639838659,687.9590145737981,362.37898581754024,6137.525983474562,-0.5476190476190477,0.6333333333333333,10277.062620506073,1.6805718771917735,NA,0,0.16666666666666666,10277.062620506073,6,7
bisop-seirfilterlite,inc case,1,AT,1410.0249275362319,235.95246376811593,312.0869565217391,861.9855072463768,-0.3272463768115942,0.21666666666666667,2033.6666666666667,1.0321557244989368,NA,0,0.6666666666666666,2033.6666666666667,3,NA
DSMPG-bayes,inc case,4,AT,6135.838722050746,2249.8741001634075,0,3885.9646218873377,-0.22869565217391305,0.8099999999999999,9970.374092838943,1.0858732887917852,NA,0,1,9970.374092838943,5,NA
LANL-GrowthRate,inc case,6,AT,5368.836927639752,1672.994505279503,11.307453416149068,3684.5349689440995,-0.24857142857142858,0.6928571428571428,7581.785714285715,NA,NA,0.2857142857142857,0.5714285714285714,7581.785714285715,7,NA
UMass-SemiMech,inc case,3,AT,3125.661739130435,1431.8418633540373,10.627329192546584,1683.192546583851,-0.11192546583850932,0.6114285714285714,4795.571428571428,1.0666980040083616,NA,0.2857142857142857,0.8571428571428571,4795.571428571428,7,10
bisop-seirfilterlite,inc case,2,AT,1807.7101449275362,341.0144927536232,175.6231884057971,1291.072463768116,-0.15333333333333332,0,2416,0.9654288004332988,NA,0.3333333333333333,0.6666666666666666,2416,3,NA
UMass-SemiMech,inc case,4,AT,4182.122681159421,1869.593695652174,0,2312.5289855072465,-0.12434782608695652,0.68,6500.166666666667,0.9520079816522964,NA,0.3333333333333333,0.8333333333333334,6500.166666666667,6,10
bisop-seirfilterlite,inc case,3,AT,1484.101739130435,553.3191304347827,3.927536231884058,926.8550724637681,0.07855072463768116,0.3833333333333333,2122,0.7238264082562833,NA,0.6666666666666666,1,2122,3,NA
epiforecasts-EpiExpert_Rt,inc case,1,AT,1212.139577173913,430.2476206521739,209.98586956521737,571.9060869565218,-0.14608695652173914,0.275,1821.4375,1.1612201843404146,NA,0.25,0.75,1821.4375,4,NA
BIOCOMSC-Gompertz,inc case,1,AT,816.105,816.105,0,0,0.275,NA,NA,1.0136148937074887,NA,1,1,619.2,5,6
bisop-seirfilterlite,inc case,4,AT,1938.8357971014493,815.1401449275362,0,1123.695652173913,-0.06637681159420289,0.6333333333333333,3436.3333333333335,0.5472791209620632,NA,0.3333333333333333,1,3436.3333333333335,3,NA
epiforecasts-EpiExpert_Rt,inc case,2,AT,2162.530150543478,445.61906358695654,193.5706521739131,1523.3404347826088,-0.32,0.475,3139.25,1.2037159916313707,NA,0,0.5,3139.25,4,NA
epiforecasts-EpiExpert_direct,inc case,1,AT,1139.1096565983646,175.2760129783795,27.90686446050696,935.9267791594783,-0.24028985507246375,0.36666666666666664,1534.7833333333333,1.293323893344261,NA,0,0.6666666666666666,1534.7833333333333,3,NA
BIOCOMSC-Gompertz,inc case,2,AT,1532.946875,1532.946875,0,0,0.275,NA,NA,0.8774787728756726,NA,1,1,1956.75,4,6
MUNI-ARIMA,inc case,1,AT,462.8588043478261,242.0761956521739,0.16304347826086957,220.6195652173913,0.18,0.3,592,0.5840598334799102,NA,0.75,1,592,4,5
epiforecasts-EpiExpert_Rt,inc case,3,AT,2679.499607608696,610.9467815217391,2.3097826086956523,2066.243043478261,-0.16782608695652174,0.6,3479.875,1.0461884317581032,NA,0.5,0.5,3479.875,4,NA
epiforecasts-EpiExpert_direct,inc case,2,AT,3393.5361026093587,421.3695953940399,0,2972.1665072153187,-0.5156521739130435,0.99,4617.95,1.3361252079684747,NA,0,0,4617.95,2,NA
MUNI-ARIMA,inc case,2,AT,1084.725652173913,583.5807246376812,2.130434782608696,499.0144927536232,0.1944927536231884,0.19999999999999996,1383,0.6934077434970045,NA,0.6666666666666666,1,1383,3,5
epiforecasts-EpiExpert_Rt,inc case,4,AT,3431.614929710145,696.986234057971,0,2734.628695652174,-0.356231884057971,0.8333333333333334,4758.833333333333,0.888511382838817,NA,0.3333333333333333,0.3333333333333333,4758.833333333333,3,NA
epiforecasts-EpiExpert_direct,inc case,3,AT,4716.275221780928,600.6850490941995,0,4115.590172686729,-0.5591304347826087,1,6353.014999999999,1.230987736938029,NA,0,0,6353.014999999999,2,NA
epiforecasts-EpiExpert_direct,inc case,4,AT,5023.023342556709,741.9748806227612,0,4281.048461933948,-0.5591304347826087,1,6871.545,1.1655442541936032,NA,0,0,6871.545,2,NA
MUNI-ARIMA,inc case,3,AT,806.9765217391305,806.5852173913044,0.391304347826087,0,0.3973913043478261,-0.10000000000000009,9,0.617524919744267,NA,1,1,9,1,4
EuroCOVIDhub-ensemble,inc death,1,AT,10.314158821339053,7.651387912026725,0.712970665950605,1.9498002433617232,0.1582608695652174,0.19166666666666668,13.765158154266587,0.7468843278273292,NA,0.9166666666666666,1,13.765158154266587,12,13
IEM_Health-CovidProject,inc death,1,AT,15.188787626721547,8.918414964612495,2.4829724807263296,3.787400181382721,0.06405797101449276,0.23333333333333334,23.742990786020684,1.1133945730027235,NA,0.5833333333333334,1,23.742990786020684,12,13
ILM-EKF,inc death,1,AT,21.994150748924906,20.30801538017356,0.08830928179482327,1.5978260869565217,0.31043478260869567,0.14999999999999997,16.61444681461427,1.6257129679849225,NA,1,1,16.61444681461427,12,13
LANL-GrowthRate,inc death,1,AT,10.397016666666667,3.0385021739130433,5.793297101449276,1.565217391304348,-0.0772463768115942,-0.13749999999999998,15.416666666666666,0.6967216685690084,NA,0.3333333333333333,0.9166666666666666,15.416666666666666,12,NA
RobertWalraven-ESG,inc death,1,AT,10.81159347826087,4.583586231884058,2.4433695652173917,3.784637681159421,-0.0808695652173913,0.2,19.310833333333335,0.8066764973895907,NA,0.25,1,19.310833333333335,12,13
USC-SIkJalpha,inc death,1,AT,18.66446739130435,6.275336956521739,0.48478260869565226,11.904347826086957,-0.25478260869565217,0.6333333333333333,19.916666666666668,1.493901343101882,NA,0.3333333333333333,0.4166666666666667,19.916666666666668,12,13
epiforecasts-EpiExpert,inc death,1,AT,11.498670342281583,4.11198207564575,2.291396272262434,5.095291994373398,-0.0995031055900621,0.30714285714285716,19.552142857142858,0.857796005405538,NA,0.2857142857142857,1,19.552142857142858,7,NA
epiforecasts-EpiNow2,inc death,1,AT,11.685134782608696,5.956149275362319,0.2246376811594203,5.504347826086956,0.07855072463768116,0.32916666666666666,17.458333333333332,0.7459751120623169,NA,0.6666666666666666,1,17.458333333333332,12,13
EuroCOVIDhub-ensemble,inc death,2,AT,13.77247854431656,9.563193342239394,0.45060354565004507,3.7586816564271204,0.11280632411067194,0.33636363636363636,17.78797841992248,0.7282443134120553,NA,0.7272727272727273,1,17.78797841992248,11,13
IEM_Health-CovidProject,inc death,2,AT,25.40414040516834,12.579477397610715,4.205478317766215,8.619184689791412,-0.03739130434782608,0.2818181818181818,39.55582196469242,1.299306599933609,NA,0.36363636363636365,1,39.55582196469242,11,13
ILM-EKF,inc death,2,AT,26.847169890533078,22.987266077803316,0.05533596837944664,3.8045678443503124,0.21557312252964428,0.2909090909090909,29.819281343901096,1.3045513357140337,NA,1,1,29.819281343901096,11,13
Imperial-DeCa,inc death,1,AT,8.604421256038647,2.6430685990338163,5.2898550724637685,0.6714975845410628,0.03990338164251208,-0.2222222222222222,12.222222222222221,0.5214307864342449,NA,0.7777777777777778,0.8888888888888888,12.222222222222221,9,NA
Imperial-RtI0,inc death,1,AT,17.404210869565222,7.121602173913048,5.028985507246377,5.253623188405797,-0.027729468599033812,0.2611111111111111,28.333333333333332,1.2228870836156822,NA,0.5555555555555556,1,28.333333333333332,9,NA
Imperial-sbkp,inc death,1,AT,21.837320772946864,4.503987439613529,6.526570048309179,10.806763285024156,-0.17265700483091787,0.4222222222222222,32,1.4265866235128635,NA,0.3333333333333333,0.7777777777777778,32,9,NA
LANL-GrowthRate,inc death,2,AT,13.617133201581028,4.571678656126483,5.91304347826087,3.132411067193676,-0.16387351778656126,-0.14545454545454548,23.136363636363637,0.6524389114359078,NA,0.09090909090909091,1,23.136363636363637,11,NA
RobertWalraven-ESG,inc death,2,AT,17.211692885375495,5.617266007905139,5.97600790513834,5.618418972332016,-0.10853754940711462,0.18363636363636365,27.26090909090909,0.8530870609000551,NA,0.36363636363636365,0.9090909090909091,27.26090909090909,11,13
USC-SIkJalpha,inc death,2,AT,23.600308300395255,7.5805454545454545,0,16.0197628458498,-0.2192094861660079,0.6954545454545454,24.545454545454547,1.3517911257011626,NA,0.36363636363636365,0.45454545454545453,24.545454545454547,11,13
epiforecasts-EpiExpert,inc death,2,AT,22.043309648149716,5.727416524668189,2.904396854746964,13.411496268734563,-0.2692753623188406,0.4266666666666667,36.07138888888883,1.0939447777185858,NA,0.16666666666666666,0.6666666666666666,36.07138888888883,6,NA
epiforecasts-EpiNow2,inc death,2,AT,18.41245,6.985572529644269,0.05138339920948617,11.375494071146244,-0.02553359683794466,0.5072727272727272,27.272727272727273,0.7729542870790576,NA,0.45454545454545453,0.9090909090909091,27.272727272727273,11,13
EuroCOVIDhub-ensemble,inc death,3,AT,19.915936471714595,11.973920692238288,0.030415628171185028,7.911600151305122,0.058260869565217394,0.43999999999999995,25.065637671595468,0.7672306129901962,NA,0.6,1,25.065637671595468,10,13
IEM_Health-CovidProject,inc death,3,AT,38.790703260477635,16.81759101307885,5.461863717528886,16.5112485298699,-0.13304347826086957,0.33299999999999996,62.54037130618253,1.4969697093717387,NA,0.3,0.8,62.54037130618253,10,13
ILM-EKF,inc death,3,AT,35.64674142674048,26.816962541417166,0,8.829778885323316,0.09304347826086956,0.45,49.84697934979161,1.2083413305891377,NA,0.7,1,49.84697934979161,10,13
LANL-GrowthRate,inc death,3,AT,18.92115195652174,6.247891086956523,6.234782608695652,6.438478260869566,-0.10695652173913044,0.04800000000000002,30,0.6473919200752893,NA,0.3,0.9,30,10,NA
RobertWalraven-ESG,inc death,3,AT,23.030954782608696,6.664650434782608,8.268956521739131,8.097347826086956,-0.21130434782608695,0.061999999999999986,39.29900000000001,0.7805066092629878,NA,0.1,0.9,39.29900000000001,10,13
USC-SIkJalpha,inc death,3,AT,37.85277826086956,8.880604347826086,0,28.97217391304348,-0.25478260869565217,0.745,45.5,1.524770647354735,NA,0.3,0.5,45.5,10,13
epiforecasts-EpiExpert,inc death,3,AT,31.108526181445782,7.151228815842648,0.9705993563545581,22.986698009248578,-0.2692753623188406,0.5,46.703611111111165,1.1808153510556492,NA,0.3333333333333333,0.5,46.703611111111165,6,NA
epiforecasts-EpiNow2,inc death,3,AT,30.496867173913046,9.150649782608696,0.015217391304347827,21.331,-0.10695652173913044,0.625,46.05,0.8202241816268164,NA,0.4,0.9,46.05,10,13
EuroCOVIDhub-ensemble,inc death,4,AT,28.241994861105837,15.234572045493618,0.1995594618433007,12.807863353768921,-0.03739130434782608,0.5066666666666667,41.57981568167226,0.8401863008567025,NA,0.5555555555555556,0.7777777777777778,41.57981568167226,9,13
IEM_Health-CovidProject,inc death,4,AT,55.37850939445728,21.469672892167853,9.585048459757118,24.32378804253231,-0.1629951690821256,0.37,88.00376408672157,1.6374432696011252,NA,0.3333333333333333,0.7777777777777778,88.00376408672157,9,13
ILM-EKF,inc death,4,AT,50.37482608904447,32.466596238337445,0,17.908229850707023,-0.018067632850241544,0.5777777777777777,76.08218000379354,1.3110768136427997,NA,0.3333333333333333,1,76.08218000379354,9,13
LANL-GrowthRate,inc death,4,AT,29.461986473429956,8.607880193236717,9.57391304347826,11.280193236714977,-0.0808695652173913,0.09222222222222223,42.333333333333336,0.8424514688787289,NA,0.4444444444444444,0.7777777777777778,42.333333333333336,9,NA
RobertWalraven-ESG,inc death,4,AT,34.66475458937198,7.725044444444444,15.41840579710145,11.521304347826087,-0.2982608695652174,0.016666666666666694,56.26444444444444,0.9169398460067619,NA,0.1111111111111111,0.7777777777777778,56.26444444444444,9,13
UMass-MechBayes,inc death,1,AT,8.166618357487923,6.263236714975846,1.502415458937198,0.40096618357487923,0.2621256038647343,-0.03333333333333334,10.666666666666666,0.6212540993084322,NA,0.8888888888888888,1,10.666666666666666,9,10
UMass-SemiMech,inc death,1,AT,8.158792270531402,6.810966183574879,0.24154589371980675,1.106280193236715,0.23797101449275362,0.14444444444444446,9.666666666666666,0.6715930972735532,NA,0.8888888888888888,1,9.666666666666666,9,10
USC-SIkJalpha,inc death,4,AT,48.79434299516908,11.544101449275363,0,37.25024154589372,-0.2596135265700483,0.7444444444444445,59.55555555555556,1.443349287875226,NA,0.3333333333333333,0.4444444444444444,59.55555555555556,9,13
epiforecasts-EpiExpert,inc death,4,AT,40.86122361498594,9.293569582572179,0.8686400409761217,30.69901399143764,-0.22869565217391305,0.5,56.613,1.2872075358008719,NA,0.4,0.4,56.613,5,NA
epiforecasts-EpiNow2,inc death,4,AT,42.691745652173914,12.934740821256039,0.024154589371980676,29.732850241545894,-0.17265700483091787,0.7033333333333334,67.5,0.9867097478451886,NA,0.3333333333333333,0.8888888888888888,67.5,9,13
LANL-GrowthRate,inc death,5,AT,39.74130298913044,11.148096467391309,12.38586956521739,16.20733695652174,-0.11347826086956521,0.17250000000000001,56.25,0.7983275081877673,NA,0.375,0.75,56.25,8,NA
UMass-MechBayes,inc death,2,AT,9.683804347826086,7.999021739130435,0.9184782608695652,0.7663043478260869,0.24521739130434783,0.05,10.5,0.49483313184537747,NA,1,1,10.5,8,10
UMass-SemiMech,inc death,2,AT,14.464076086956522,8.74125,0.016304347826086956,5.706521739130435,0.11478260869565218,0.4,19.625,0.7710182248797357,NA,0.625,1,19.625,8,10
USC-SIkJalpha,inc death,5,AT,62.35623913043478,15.243195652173913,0,47.11304347826087,-0.28739130434782606,0.78125,80.875,1.2526187432398974,NA,0.25,0.5,80.875,8,13
bisop-seirfilterlite,inc death,1,AT,27.512753623188406,5.9910144927536235,21.52173913043478,0,-0.3272463768115942,-0.8533333333333334,43.666666666666664,2.047669362962852,NA,0,0.3333333333333333,43.666666666666664,3,NA
LANL-GrowthRate,inc death,6,AT,42.07659627329193,13.200819875776402,13.20496894409938,15.670807453416149,-0.18645962732919255,0.24000000000000002,66.14285714285714,NA,NA,0.2857142857142857,0.7142857142857143,66.14285714285714,7,NA
UMass-MechBayes,inc death,3,AT,14.909006211180124,10.567391304347826,1.186335403726708,3.1552795031055902,0.12409937888198758,0.24285714285714285,22.142857142857142,0.48206758530285276,NA,0.8571428571428571,1,22.142857142857142,7,10
UMass-SemiMech,inc death,3,AT,25.138944099378882,11.44329192546584,0.055900621118012424,13.639751552795031,-0.0995031055900621,0.6071428571428572,39.857142857142854,0.8985737413787391,NA,0.42857142857142855,1,39.857142857142854,7,10
bisop-seirfilterlite,inc death,2,AT,23.698840579710144,6.061159420289855,17.63768115942029,0,-0.15333333333333332,-0.6666666666666666,31.666666666666668,1.4888795245077948,NA,0.3333333333333333,0.6666666666666666,31.666666666666668,3,NA
UMass-MechBayes,inc death,4,AT,20.269565217391303,14.059420289855073,0.30434782608695654,5.905797101449275,0.10753623188405798,0.3666666666666667,30.833333333333332,0.5431099112477028,NA,0.6666666666666666,1,30.833333333333332,6,10
UMass-SemiMech,inc death,4,AT,37.66398550724638,15.069782608695652,0,22.594202898550726,-0.16782608695652174,0.7083333333333334,57.666666666666664,1.0543998392172547,NA,0.3333333333333333,0.8333333333333334,57.666666666666664,6,10
bisop-seirfilterlite,inc death,3,AT,17.549855072463767,6.53536231884058,11.01449275362319,0,-0.0953623188405797,-0.65,24.666666666666668,0.8354959711034309,NA,0.3333333333333333,1,24.666666666666668,3,NA
epiforecasts-EpiExpert_Rt,inc death,1,AT,9.257789945652174,4.783876902173913,0.30434782608695654,4.1695652173913045,-0.015652173913043476,0.425,16,0.7761667339110562,NA,0.5,1,16,4,NA
BIOCOMSC-Gompertz,inc death,1,AT,12.5425,10.9425,1.6,0,0.17500000000000002,-0.95,NA,1.3732829756357439,NA,0.8,1,17.2,5,6
bisop-seirfilterlite,inc death,4,AT,13.418840579710144,7.2449275362318835,4.739130434782608,1.434782608695652,0.020579710144927536,-0.26666666666666666,22,0.4536940023332786,NA,0.6666666666666666,1,22,3,NA
epiforecasts-EpiExpert_Rt,inc death,2,AT,15.732254891304347,4.938776630434782,0,10.793478260869565,-0.12434782608695652,0.65,23.25,0.8253032895712371,NA,0.25,0.75,23.25,4,NA
epiforecasts-EpiExpert_direct,inc death,1,AT,9.78057565706101,3.0269957174376896,0,6.753579939623321,-0.03739130434782609,0.5833333333333334,15.76,1.1729007564901226,NA,0.6666666666666666,1,15.76,3,NA
BIOCOMSC-Gompertz,inc death,2,AT,23.684375,20.559375,3.125,0,0.15000000000000002,-0.95,NA,1.4198105308037912,NA,0.75,1,24.5,4,6
MUNI-ARIMA,inc death,1,AT,13.217608695652174,6.674130434782609,0,6.543478260869565,0.02782608695652174,0.525,23,1.6880372132671675,NA,0.75,1,23,4,5
epiforecasts-EpiExpert_Rt,inc death,3,AT,24.719478804347826,5.356870108695652,0.016304347826086956,19.346304347826088,-0.23304347826086957,0.675,34.875,0.8735163719555227,NA,0.25,0.5,34.875,4,NA
epiforecasts-EpiExpert_direct,inc death,2,AT,26.091629061273284,6.235186722105142,0,19.856442339168144,-0.3417391304347826,0.925,42.91,1.2986853583134947,NA,0,1,42.91,2,NA
MUNI-ARIMA,inc death,2,AT,26.74159420289855,11.263333333333334,0,15.478260869565217,-0.0953623188405797,0.6666666666666667,47.333333333333336,1.7229226084130962,NA,0.3333333333333333,1,47.333333333333336,3,5
epiforecasts-EpiExpert_Rt,inc death,4,AT,35.995488405797104,5.864328985507246,0,30.131159420289855,-0.38521739130434784,0.8666666666666667,50,1.0448529076000541,NA,0,0.3333333333333333,50,3,NA
epiforecasts-EpiExpert_direct,inc death,3,AT,44.620563756792826,8.61205606775584,0,36.00850768903699,-0.5156521739130435,0.99,67.63499999999999,1.4362852873598357,NA,0,0,67.63499999999999,2,NA
