weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.73,0.67,0.59,0.93,-0.05,785,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.73,0.66,0.57,0.93,-0.07,785,29,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.32,0.92,-0.05,961,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.77,0.7,0.57,0.94,-0.02,846,31,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.77,0.68,0.55,0.92,-0.06,846,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.83,0.78,0.49,0.89,-0.01,755,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.8,0.75,0.47,0.88,-0.06,755,30,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.38,0.86,-0.05,929,31,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.85,0.81,0.48,0.89,0.01,818,31,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.8,0.77,0.43,0.87,-0.08,818,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.99,0.94,0.4,0.83,0.02,723,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.91,0.86,0.39,0.83,-0.05,723,30,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.39,0.84,-0.04,892,31,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,1,0.97,0.39,0.83,0.04,779,31,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.89,0.87,0.37,0.8,-0.1,779,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.27,1.26,0.34,0.79,0.04,694,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1.08,1.04,0.35,0.79,-0.05,694,30,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.4,0.82,-0.02,864,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.3,1.31,0.36,0.78,0.07,751,31,NA
All,EuroCOVIDhub-median,inc case,4,Overall,1.01,0.99,0.33,0.77,-0.1,751,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.57,0.52,0.66,0.98,0.01,750,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.55,0.51,0.62,0.97,-0.03,750,30,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.52,0.96,-0,928,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.57,0.54,0.68,0.98,0.02,821,30,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.54,0.52,0.64,0.97,-0.03,821,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.47,0.42,0.6,0.97,0.03,720,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.47,0.41,0.6,0.95,-0.02,720,29,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.63,0.93,-0,891,29,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.46,0.42,0.65,0.97,0.04,791,29,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.46,0.42,0.61,0.96,-0.04,791,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.48,0.42,0.57,0.95,0.07,689,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.48,0.41,0.54,0.95,0,689,28,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.67,0.91,0.01,865,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.47,0.42,0.61,0.96,0.08,761,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.47,0.4,0.56,0.94,-0.03,761,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.54,0.47,0.54,0.92,0.1,660,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.51,0.43,0.52,0.93,0.01,660,28,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.68,0.89,0.02,835,29,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.54,0.47,0.58,0.93,0.12,733,29,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.49,0.42,0.55,0.93,-0.03,733,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.99,0.89,0.56,0.91,-0.15,32,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.96,0.86,0.53,0.91,-0.14,32,1,Belgium
