weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.75,0.68,0.57,0.93,-0.04,892,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.73,0.66,0.55,0.92,-0.06,892,30,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.29,0.9,-0.06,1078,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.78,0.7,0.56,0.94,-0.01,963,32,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.76,0.68,0.54,0.91,-0.05,963,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.83,0.78,0.48,0.88,-0.01,859,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.81,0.76,0.46,0.87,-0.05,859,31,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.34,0.83,-0.08,1041,32,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.85,0.8,0.47,0.88,0.01,930,32,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.81,0.78,0.42,0.86,-0.08,930,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.95,0.9,0.39,0.82,0.01,825,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.89,0.83,0.38,0.82,-0.05,825,31,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.35,0.8,-0.07,1000,32,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.97,0.92,0.38,0.82,0.03,887,32,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.87,0.84,0.36,0.78,-0.1,887,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.17,1.13,0.34,0.78,0.03,796,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1.01,0.96,0.34,0.78,-0.05,796,31,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.36,0.77,-0.07,974,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.19,1.17,0.36,0.78,0.05,861,31,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.97,0.93,0.32,0.75,-0.11,861,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.58,0.54,0.66,0.97,0.03,860,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.56,0.51,0.63,0.97,-0,860,30,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.49,0.95,-0.02,1042,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.58,0.54,0.68,0.98,0.03,935,30,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.54,0.52,0.64,0.96,-0.01,935,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.5,0.44,0.59,0.97,0.05,829,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.5,0.43,0.59,0.95,0.01,829,30,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.59,0.92,-0.03,1003,30,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.49,0.44,0.63,0.97,0.07,903,30,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.49,0.44,0.6,0.95,-0.01,903,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.51,0.45,0.56,0.94,0.08,798,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.51,0.43,0.53,0.94,0.02,798,29,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.63,0.89,-0.02,976,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.5,0.45,0.6,0.96,0.09,872,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.51,0.43,0.55,0.93,-0.01,872,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.58,0.5,0.53,0.92,0.09,770,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.55,0.47,0.51,0.92,0.01,770,29,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.65,0.86,-0.02,947,29,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.57,0.5,0.56,0.93,0.11,845,29,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.55,0.46,0.53,0.92,-0.03,845,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.91,0.79,0.53,0.89,-0.11,36,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.87,0.76,0.5,0.89,-0.1,36,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.42,0.98,-0.16,40,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,0.87,0.74,0.56,0.94,-0.1,36,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,0.85,0.73,0.53,0.92,-0.09,36,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.8,0.76,0.57,0.86,-0.07,35,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.76,0.73,0.6,0.86,-0.09,35,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.41,0.95,-0.13,39,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.78,0.73,0.63,0.89,-0.05,35,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,0.73,0.69,0.63,0.86,-0.09,35,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BE,0.71,0.7,0.5,0.79,-0.07,34,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BE,0.67,0.66,0.56,0.82,-0.12,34,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.45,0.87,-0.16,38,1,Belgium
All,EuroCOVIDhub-mean,inc case,3,BE,0.73,0.72,0.56,0.82,-0.05,34,1,Belgium
All,EuroCOVIDhub-median,inc case,3,BE,0.69,0.67,0.65,0.82,-0.14,34,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BE,0.68,0.72,0.52,0.82,-0.08,33,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BE,0.65,0.66,0.52,0.82,-0.15,33,1,Belgium
All,EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.43,0.86,-0.18,37,1,Belgium
All,EuroCOVIDhub-mean,inc case,4,BE,0.7,0.72,0.48,0.79,-0.06,33,1,Belgium
All,EuroCOVIDhub-median,inc case,4,BE,0.7,0.66,0.58,0.79,-0.22,33,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BE,0.77,0.58,0.75,1,-0.04,36,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BE,0.78,0.57,0.69,1,-0.06,36,1,Belgium
All,EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.78,1,-0.05,40,1,Belgium
All,EuroCOVIDhub-mean,inc death,1,BE,0.74,0.57,0.75,1,-0.05,36,1,Belgium
All,EuroCOVIDhub-median,inc death,1,BE,0.78,0.56,0.72,1,-0.07,36,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,BE,0.58,0.46,0.71,0.97,-0.03,35,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,BE,0.62,0.46,0.71,0.97,-0.05,35,1,Belgium
All,EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.85,1,-0.09,39,1,Belgium
All,EuroCOVIDhub-mean,inc death,2,BE,0.62,0.46,0.71,1,-0.01,35,1,Belgium
All,EuroCOVIDhub-median,inc death,2,BE,0.67,0.47,0.66,1,-0.06,35,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,BE,0.57,0.44,0.65,0.97,-0.05,34,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,BE,0.6,0.45,0.62,0.94,-0.08,34,1,Belgium
All,EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.89,1,-0.08,38,1,Belgium
