weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.61,0.6,0.71,0.97,0.17,204,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.62,0.58,0.68,0.97,0.19,204,29,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.22,0.91,0.2,329,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.66,0.64,0.69,0.97,0.2,214,30,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.72,0.61,0.65,0.97,0.2,214,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.55,0.54,0.57,0.94,0.29,178,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.54,0.52,0.56,0.95,0.28,178,29,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.28,0.85,0.2,300,31,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.59,0.59,0.54,0.94,0.26,189,31,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.59,0.57,0.49,0.96,0.25,189,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.64,0.61,0.45,0.85,0.38,151,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.62,0.57,0.49,0.89,0.36,151,29,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.3,0.81,0.23,272,31,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.69,0.67,0.45,0.89,0.36,159,30,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.64,0.61,0.49,0.92,0.31,159,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,0.69,0.67,0.38,0.84,0.45,124,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,0.66,0.62,0.42,0.85,0.43,124,28,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.32,0.78,0.27,244,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,0.75,0.73,0.44,0.85,0.42,131,31,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.7,0.65,0.42,0.88,0.36,131,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.46,0.47,0.66,0.98,0.18,184,24,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.45,0.45,0.66,0.98,0.16,184,24,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.34,0.94,0.17,308,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.45,0.5,0.72,0.99,0.18,201,28,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.43,0.48,0.73,0.98,0.14,201,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.36,0.36,0.57,0.97,0.29,162,24,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.35,0.34,0.61,0.96,0.27,162,24,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.46,0.88,0.18,278,29,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.34,0.36,0.63,0.98,0.29,178,28,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.34,0.34,0.65,0.97,0.24,178,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.4,0.36,0.45,0.91,0.44,139,24,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.38,0.33,0.47,0.95,0.4,139,24,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.47,0.82,0.2,257,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.4,0.36,0.54,0.94,0.43,153,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.37,0.31,0.54,0.96,0.36,153,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.46,0.38,0.39,0.92,0.55,114,24,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.4,0.33,0.4,0.92,0.5,114,24,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.52,0.78,0.23,227,29,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.47,0.38,0.48,0.94,0.52,125,28,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.38,0.31,0.55,0.95,0.42,125,28,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,1,0.96,0.62,1,0.15,8,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,1.02,0.95,0.5,1,0.2,8,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.25,1,0.13,12,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,1.05,0.97,0.5,1,0.18,8,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,1.05,0.91,0.5,1,0.19,8,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.74,0.9,0.86,1,0.2,7,1,Belgium
