weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.75,0.69,0.61,0.94,0.01,478,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.75,0.68,0.59,0.94,-0,478,29,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.34,0.94,0.07,629,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.78,0.72,0.58,0.96,0.05,514,31,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.8,0.7,0.56,0.93,0.01,514,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.82,0.79,0.49,0.9,0.06,453,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.8,0.76,0.48,0.89,0.02,453,30,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.4,0.9,0.07,599,31,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.84,0.83,0.48,0.89,0.08,488,31,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.8,0.8,0.44,0.88,-0,488,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.95,0.94,0.41,0.83,0.12,424,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.89,0.87,0.39,0.82,0.05,424,30,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.39,0.87,0.1,566,31,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.98,0.97,0.39,0.83,0.14,453,31,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.88,0.89,0.38,0.79,-0,453,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.26,1.3,0.34,0.78,0.16,397,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1.04,1.04,0.35,0.77,0.07,397,30,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.4,0.84,0.13,539,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.3,1.38,0.35,0.77,0.17,426,31,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.99,1.01,0.32,0.74,0.01,426,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.54,0.51,0.66,0.96,0.12,446,26,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.53,0.5,0.65,0.97,0.1,446,26,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.54,0.96,0.13,603,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.54,0.53,0.71,0.97,0.12,496,29,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.52,0.52,0.69,0.97,0.09,496,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.42,0.4,0.64,0.96,0.19,424,26,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.41,0.39,0.64,0.95,0.15,424,26,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.64,0.93,0.15,573,29,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.4,0.4,0.69,0.97,0.2,473,29,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.41,0.4,0.66,0.96,0.13,473,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.41,0.38,0.58,0.92,0.28,398,26,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.39,0.36,0.58,0.94,0.22,398,26,NA
