weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.74,0.67,0.57,0.93,-0.05,866,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.73,0.66,0.55,0.92,-0.06,866,30,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.3,0.9,-0.07,1048,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.77,0.69,0.56,0.94,-0.02,933,32,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.76,0.68,0.54,0.91,-0.06,933,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.8,0.75,0.48,0.88,-0.01,833,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.78,0.73,0.46,0.87,-0.06,833,31,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.35,0.84,-0.08,1012,32,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.82,0.77,0.47,0.88,0,901,32,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.78,0.74,0.42,0.86,-0.08,901,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.94,0.89,0.39,0.82,0.01,800,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.88,0.82,0.38,0.81,-0.06,800,31,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.36,0.8,-0.07,973,31,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.95,0.91,0.38,0.82,0.03,860,31,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.86,0.83,0.36,0.78,-0.1,860,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.16,1.12,0.34,0.78,0.03,771,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1,0.95,0.33,0.78,-0.06,771,30,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.37,0.78,-0.06,947,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.19,1.17,0.36,0.78,0.05,834,31,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.95,0.91,0.32,0.75,-0.11,834,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.57,0.53,0.66,0.97,0.02,834,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.55,0.51,0.62,0.97,-0.01,834,30,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.5,0.95,-0.02,1015,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.57,0.53,0.68,0.98,0.03,908,30,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.54,0.51,0.64,0.96,-0.02,908,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.48,0.43,0.59,0.97,0.04,803,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.48,0.42,0.59,0.95,-0,803,30,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.6,0.92,-0.02,976,30,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.47,0.43,0.64,0.97,0.06,876,30,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.48,0.42,0.6,0.95,-0.02,876,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.49,0.43,0.56,0.94,0.07,772,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.49,0.42,0.53,0.94,0.01,772,29,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.64,0.89,-0.02,949,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.48,0.43,0.6,0.96,0.09,845,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.49,0.41,0.55,0.93,-0.02,845,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.56,0.48,0.53,0.92,0.08,744,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.53,0.45,0.51,0.92,-0,744,29,NA
