weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.73,0.68,0.6,0.94,0.04,408,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.73,0.66,0.58,0.93,0.03,408,29,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.32,0.94,0.12,549,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.76,0.71,0.58,0.95,0.07,434,31,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.78,0.69,0.56,0.91,0.04,434,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.71,0.71,0.5,0.89,0.1,381,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.7,0.69,0.48,0.87,0.06,381,30,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.38,0.88,0.12,520,31,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.73,0.73,0.46,0.89,0.1,409,31,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.71,0.72,0.43,0.87,0.04,409,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.74,0.7,0.4,0.82,0.15,352,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.74,0.7,0.39,0.82,0.09,352,30,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.39,0.85,0.15,489,31,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.77,0.75,0.38,0.83,0.15,376,31,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.74,0.74,0.38,0.8,0.03,376,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,0.76,0.75,0.34,0.78,0.2,325,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,0.74,0.74,0.35,0.77,0.13,325,30,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.39,0.82,0.2,462,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,0.78,0.77,0.34,0.78,0.18,349,31,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.74,0.76,0.34,0.76,0.07,349,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.52,0.51,0.66,0.96,0.15,377,26,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.51,0.49,0.65,0.96,0.13,377,26,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.5,0.95,0.17,529,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.52,0.52,0.71,0.97,0.15,422,29,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.5,0.51,0.7,0.96,0.11,422,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.41,0.4,0.63,0.95,0.23,357,26,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.4,0.39,0.64,0.95,0.19,357,26,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.61,0.92,0.19,501,29,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.39,0.4,0.69,0.96,0.23,401,29,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.4,0.39,0.66,0.96,0.18,401,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.39,0.37,0.56,0.91,0.32,331,25,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.37,0.35,0.56,0.94,0.26,331,25,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.61,0.88,0.23,477,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.39,0.37,0.64,0.94,0.32,373,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.37,0.34,0.61,0.95,0.23,373,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.4,0.37,0.51,0.9,0.38,307,25,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.36,0.33,0.5,0.9,0.31,307,25,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.62,0.85,0.27,448,29,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.41,0.38,0.58,0.91,0.36,346,29,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.36,0.33,0.58,0.93,0.25,346,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,1.09,1.06,0.41,0.88,0.01,17,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,1.08,1.04,0.35,0.88,0.04,17,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.33,1,0.04,21,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,1.1,1.03,0.41,0.94,0.06,17,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,1.12,1,0.41,0.94,0.05,17,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.85,0.96,0.5,0.88,0.04,16,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.87,0.96,0.5,0.88,0.06,16,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.3,1,0.12,20,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.83,0.92,0.56,0.88,0.09,16,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,0.8,0.9,0.56,0.81,0.07,16,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BE,0.81,0.94,0.33,0.8,0.08,15,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BE,0.81,0.96,0.4,0.8,0.04,15,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.37,1,0.17,19,1,Belgium
All,EuroCOVIDhub-mean,inc case,3,BE,0.78,0.92,0.47,0.87,0.11,15,1,Belgium
All,EuroCOVIDhub-median,inc case,3,BE,0.75,0.91,0.6,0.8,0.03,15,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BE,0.82,0.96,0.29,0.86,0.18,14,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BE,0.82,0.97,0.36,0.79,0.13,14,1,Belgium
All,EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.28,1,0.18,18,1,Belgium
All,EuroCOVIDhub-mean,inc case,4,BE,0.76,0.91,0.36,0.79,0.14,14,1,Belgium
All,EuroCOVIDhub-median,inc case,4,BE,0.75,0.91,0.43,0.71,0.08,14,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BE,0.72,0.53,0.82,1,0.19,17,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BE,0.7,0.5,0.88,1,0.17,17,1,Belgium
All,EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.86,1,0.19,21,1,Belgium
All,EuroCOVIDhub-mean,inc death,1,BE,0.69,0.52,0.76,1,0.15,17,1,Belgium
All,EuroCOVIDhub-median,inc death,1,BE,0.65,0.47,0.94,1,0.12,17,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,BE,0.45,0.4,0.81,0.94,0.31,16,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,BE,0.44,0.38,0.81,0.94,0.29,16,1,Belgium
All,EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.95,1,0.12,20,1,Belgium
All,EuroCOVIDhub-mean,inc death,2,BE,0.5,0.4,0.81,1,0.3,16,1,Belgium
All,EuroCOVIDhub-median,inc death,2,BE,0.46,0.38,0.81,1,0.25,16,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,BE,0.49,0.39,0.67,0.93,0.36,15,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,BE,0.49,0.38,0.67,0.93,0.36,15,1,Belgium
All,EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.95,1,0.14,19,1,Belgium
All,EuroCOVIDhub-mean,inc death,3,BE,0.51,0.4,0.73,0.93,0.35,15,1,Belgium
All,EuroCOVIDhub-median,inc death,3,BE,0.49,0.38,0.67,0.93,0.35,15,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,BE,0.49,0.39,0.64,1,0.43,14,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,BE,0.48,0.37,0.57,1,0.39,14,1,Belgium
All,EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.15,18,1,Belgium
All,EuroCOVIDhub-mean,inc death,4,BE,0.44,0.37,0.64,1,0.41,14,1,Belgium
All,EuroCOVIDhub-median,inc death,4,BE,0.48,0.36,0.57,1,0.34,14,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BG,0.41,0.48,0.88,0.94,-0.06,17,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BG,0.4,0.45,0.76,0.94,-0.05,17,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,1,BG,1,1,0.33,0.95,0.27,21,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,1,BG,0.45,0.47,0.82,1,-0.02,17,1,Bulgaria
All,EuroCOVIDhub-median,inc case,1,BG,0.47,0.43,0.71,1,-0.04,17,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BG,0.42,0.39,0.69,0.94,0.04,16,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BG,0.38,0.36,0.69,0.94,-0.01,16,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,2,BG,1,1,0.45,0.75,0.33,20,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,2,BG,0.44,0.39,0.75,1,0.06,16,1,Bulgaria
All,EuroCOVIDhub-median,inc case,2,BG,0.38,0.36,0.69,0.94,-0.01,16,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BG,0.45,0.39,0.47,0.93,0.13,15,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BG,0.4,0.36,0.53,0.93,0.07,15,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,3,BG,1,1,0.42,0.74,0.38,19,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,3,BG,0.46,0.39,0.53,1,0.13,15,1,Bulgaria
All,EuroCOVIDhub-median,inc case,3,BG,0.37,0.35,0.6,0.93,0.04,15,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BG,0.48,0.42,0.36,1,0.24,14,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BG,0.44,0.39,0.43,0.93,0.15,14,1,Bulgaria
All,EuroCOVIDhub-baseline,inc case,4,BG,1,1,0.44,0.67,0.42,18,1,Bulgaria
All,EuroCOVIDhub-mean,inc case,4,BG,0.48,0.41,0.43,1,0.23,14,1,Bulgaria
All,EuroCOVIDhub-median,inc case,4,BG,0.4,0.37,0.57,0.93,0.06,14,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BG,0.28,0.54,0.71,1,-0.02,17,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BG,0.25,0.5,0.71,1,-0.08,17,1,Bulgaria
All,EuroCOVIDhub-baseline,inc death,1,BG,1,1,0.24,0.95,0.33,21,1,Bulgaria
All,EuroCOVIDhub-mean,inc death,1,BG,0.33,0.56,0.71,1,-0.02,17,1,Bulgaria
All,EuroCOVIDhub-median,inc death,1,BG,0.28,0.5,0.65,1,-0.09,17,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,BG,0.21,0.32,0.88,1,0.01,16,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,BG,0.2,0.3,0.81,1,-0.01,16,1,Bulgaria
All,EuroCOVIDhub-baseline,inc death,2,BG,1,1,0.3,0.9,0.32,20,1,Bulgaria
All,EuroCOVIDhub-mean,inc death,2,BG,0.21,0.32,0.94,1,0.04,16,1,Bulgaria
All,EuroCOVIDhub-median,inc death,2,BG,0.18,0.29,0.81,1,-0.03,16,1,Bulgaria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,BG,0.24,0.27,0.73,1,0.07,15,1,Bulgaria
