weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.73,0.67,0.58,0.93,-0.05,812,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.73,0.65,0.56,0.92,-0.06,812,30,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.31,0.91,-0.06,989,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.76,0.69,0.56,0.94,-0.02,874,31,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.76,0.67,0.54,0.92,-0.06,874,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.82,0.77,0.48,0.88,-0.01,780,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.79,0.74,0.46,0.87,-0.06,780,30,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.37,0.85,-0.07,955,31,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.84,0.79,0.47,0.88,0,844,31,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.8,0.76,0.42,0.86,-0.08,844,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,0.96,0.91,0.4,0.83,0.01,749,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,0.89,0.84,0.38,0.82,-0.06,749,30,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.38,0.82,-0.05,919,31,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,0.98,0.94,0.39,0.82,0.03,806,31,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.86,0.84,0.37,0.79,-0.1,806,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.23,1.2,0.34,0.78,0.03,720,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1.05,1,0.34,0.78,-0.06,720,30,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.39,0.8,-0.04,892,31,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.25,1.25,0.36,0.78,0.05,779,31,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.98,0.96,0.33,0.76,-0.11,779,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.57,0.52,0.66,0.98,0.01,778,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.56,0.51,0.62,0.97,-0.02,778,30,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.51,0.95,-0.01,957,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.57,0.53,0.68,0.98,0.02,850,30,NA
