weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,Overall,0.79,0.63,0.52,0.89,-0.05,1117,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,Overall,0.8,0.64,0.49,0.88,-0.07,1117,31,NA
All,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.25,0.79,-0.1,1323,32,NA
All,EuroCOVIDhub-mean,inc case,1,Overall,0.79,0.63,0.52,0.9,-0.03,1208,32,NA
All,EuroCOVIDhub-median,inc case,1,Overall,0.82,0.66,0.49,0.87,-0.07,1208,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,Overall,0.94,0.78,0.42,0.81,-0.05,1080,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,Overall,0.93,0.78,0.4,0.79,-0.09,1080,32,NA
All,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.29,0.73,-0.12,1282,32,NA
All,EuroCOVIDhub-mean,inc case,2,Overall,0.93,0.77,0.42,0.82,-0.03,1171,32,NA
All,EuroCOVIDhub-median,inc case,2,Overall,0.92,0.77,0.38,0.8,-0.11,1171,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,Overall,1.11,0.95,0.35,0.75,-0.05,1048,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,Overall,1.02,0.87,0.33,0.74,-0.11,1048,32,NA
All,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.29,0.7,-0.12,1240,32,NA
All,EuroCOVIDhub-mean,inc case,3,Overall,1.12,0.94,0.35,0.76,-0.03,1127,32,NA
All,EuroCOVIDhub-median,inc case,3,Overall,0.95,0.81,0.33,0.72,-0.15,1127,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,Overall,1.5,1.28,0.31,0.72,-0.04,1020,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,Overall,1.19,1.03,0.3,0.71,-0.12,1020,32,NA
All,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.3,0.67,-0.13,1215,32,NA
All,EuroCOVIDhub-mean,inc case,4,Overall,1.52,1.28,0.32,0.72,-0.02,1102,32,NA
All,EuroCOVIDhub-median,inc case,4,Overall,0.98,0.86,0.29,0.69,-0.19,1102,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,Overall,0.8,0.74,0.52,0.91,0.13,1013,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,Overall,0.68,0.61,0.5,0.92,0.04,1013,30,NA
All,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.59,0.87,-0.01,1200,30,NA
All,EuroCOVIDhub-mean,inc death,4,Overall,0.81,0.75,0.55,0.92,0.16,1098,30,NA
All,EuroCOVIDhub-median,inc death,4,Overall,0.66,0.58,0.51,0.92,-0.01,1098,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,Overall,0.68,0.63,0.64,0.96,0.06,1100,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,Overall,0.65,0.6,0.61,0.96,0.02,1100,30,NA
All,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.45,0.95,-0.03,1296,32,NA
All,EuroCOVIDhub-mean,inc death,1,Overall,0.68,0.64,0.67,0.97,0.07,1189,31,NA
All,EuroCOVIDhub-median,inc death,1,Overall,0.63,0.6,0.62,0.95,0.01,1189,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,Overall,0.62,0.57,0.58,0.96,0.1,1068,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,Overall,0.6,0.54,0.56,0.95,0.04,1068,30,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.54,0.92,-0.02,1255,31,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.62,0.57,0.62,0.96,0.11,1155,31,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.59,0.53,0.58,0.95,0.02,1155,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.68,0.63,0.55,0.93,0.13,1038,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.62,0.55,0.53,0.94,0.05,1038,29,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.59,0.89,-0.02,1227,29,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.67,0.63,0.58,0.94,0.14,1123,29,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.59,0.52,0.54,0.94,0.01,1123,29,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.84,0.64,0.44,0.82,-0.1,45,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.84,0.67,0.42,0.82,-0.09,45,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.35,0.8,-0.16,49,1,Belgium
