weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,compare_against,mean_scores_ratio,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,CH,0.72,0.61,EuroCOVIDhub-mean,1.09,0.43,0.77,-0.12,47,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,CH,0.72,0.61,EuroCOVIDhub-All_relative_skill_weighted_mean,1.03,0.43,0.77,-0.12,47,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,CH,0.72,0.61,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.43,0.77,-0.12,47,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,2,CH,1,1,EuroCOVIDhub-mean,1.77,0.16,0.75,-0.18,51,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,2,CH,1,1,EuroCOVIDhub-median,1.69,0.16,0.75,-0.18,51,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,2,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.67,0.16,0.75,-0.18,51,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,2,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.63,0.16,0.75,-0.18,51,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,2,CH,1,1,EuroCOVIDhub-baseline,1,0.16,0.75,-0.18,51,1,Switzerland
All,EuroCOVIDhub-mean,inc case,2,CH,0.67,0.56,EuroCOVIDhub-baseline,0.56,0.36,0.85,-0.03,47,1,Switzerland
All,EuroCOVIDhub-mean,inc case,2,CH,0.67,0.56,EuroCOVIDhub-median,0.95,0.36,0.85,-0.03,47,1,Switzerland
All,EuroCOVIDhub-mean,inc case,2,CH,0.67,0.56,EuroCOVIDhub-All_relative_skill_weighted_mean,0.94,0.36,0.85,-0.03,47,1,Switzerland
All,EuroCOVIDhub-mean,inc case,2,CH,0.67,0.56,EuroCOVIDhub-All_relative_skill_weighted_median,0.92,0.36,0.85,-0.03,47,1,Switzerland
All,EuroCOVIDhub-mean,inc case,2,CH,0.67,0.56,EuroCOVIDhub-mean,1,0.36,0.85,-0.03,47,1,Switzerland
All,EuroCOVIDhub-median,inc case,2,CH,0.74,0.59,EuroCOVIDhub-baseline,0.59,0.43,0.85,-0.1,47,1,Switzerland
All,EuroCOVIDhub-median,inc case,2,CH,0.74,0.59,EuroCOVIDhub-mean,1.05,0.43,0.85,-0.1,47,1,Switzerland
All,EuroCOVIDhub-median,inc case,2,CH,0.74,0.59,EuroCOVIDhub-All_relative_skill_weighted_mean,0.99,0.43,0.85,-0.1,47,1,Switzerland
All,EuroCOVIDhub-median,inc case,2,CH,0.74,0.59,EuroCOVIDhub-All_relative_skill_weighted_median,0.96,0.43,0.85,-0.1,47,1,Switzerland
All,EuroCOVIDhub-median,inc case,2,CH,0.74,0.59,EuroCOVIDhub-median,1,0.43,0.85,-0.1,47,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,CH,0.7,0.58,EuroCOVIDhub-baseline,0.58,0.28,0.76,-0.03,46,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,CH,0.7,0.58,EuroCOVIDhub-All_relative_skill_weighted_median,0.97,0.28,0.76,-0.03,46,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,CH,0.7,0.58,EuroCOVIDhub-median,0.99,0.28,0.76,-0.03,46,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,CH,0.7,0.58,EuroCOVIDhub-mean,1.01,0.28,0.76,-0.03,46,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,CH,0.7,0.58,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.28,0.76,-0.03,46,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,CH,0.7,0.6,EuroCOVIDhub-baseline,0.6,0.26,0.72,-0.08,46,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,CH,0.7,0.6,EuroCOVIDhub-median,1.02,0.26,0.72,-0.08,46,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,CH,0.7,0.6,EuroCOVIDhub-mean,1.04,0.26,0.72,-0.08,46,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,CH,0.7,0.6,EuroCOVIDhub-All_relative_skill_weighted_mean,1.03,0.26,0.72,-0.08,46,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,CH,0.7,0.6,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.26,0.72,-0.08,46,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,3,CH,1,1,EuroCOVIDhub-mean,1.73,0.14,0.7,-0.17,50,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,3,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.71,0.14,0.7,-0.17,50,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,3,CH,1,1,EuroCOVIDhub-median,1.7,0.14,0.7,-0.17,50,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,3,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.66,0.14,0.7,-0.17,50,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,3,CH,1,1,EuroCOVIDhub-baseline,1,0.14,0.7,-0.17,50,1,Switzerland
All,EuroCOVIDhub-mean,inc case,3,CH,0.67,0.58,EuroCOVIDhub-baseline,0.58,0.35,0.78,-0.01,46,1,Switzerland
All,EuroCOVIDhub-mean,inc case,3,CH,0.67,0.58,EuroCOVIDhub-median,0.99,0.35,0.78,-0.01,46,1,Switzerland
All,EuroCOVIDhub-mean,inc case,3,CH,0.67,0.58,EuroCOVIDhub-All_relative_skill_weighted_mean,0.99,0.35,0.78,-0.01,46,1,Switzerland
All,EuroCOVIDhub-mean,inc case,3,CH,0.67,0.58,EuroCOVIDhub-All_relative_skill_weighted_median,0.96,0.35,0.78,-0.01,46,1,Switzerland
All,EuroCOVIDhub-mean,inc case,3,CH,0.67,0.58,EuroCOVIDhub-mean,1,0.35,0.78,-0.01,46,1,Switzerland
All,EuroCOVIDhub-median,inc case,3,CH,0.7,0.59,EuroCOVIDhub-baseline,0.59,0.3,0.74,-0.12,46,1,Switzerland
All,EuroCOVIDhub-median,inc case,3,CH,0.7,0.59,EuroCOVIDhub-mean,1.01,0.3,0.74,-0.12,46,1,Switzerland
All,EuroCOVIDhub-median,inc case,3,CH,0.7,0.59,EuroCOVIDhub-All_relative_skill_weighted_mean,1.01,0.3,0.74,-0.12,46,1,Switzerland
All,EuroCOVIDhub-median,inc case,3,CH,0.7,0.59,EuroCOVIDhub-All_relative_skill_weighted_median,0.98,0.3,0.74,-0.12,46,1,Switzerland
All,EuroCOVIDhub-median,inc case,3,CH,0.7,0.59,EuroCOVIDhub-median,1,0.3,0.74,-0.12,46,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,CH,0.78,0.65,EuroCOVIDhub-baseline,0.65,0.31,0.76,-0.03,45,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,CH,0.78,0.65,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.31,0.76,-0.03,45,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,CH,0.78,0.65,EuroCOVIDhub-median,1.01,0.31,0.76,-0.03,45,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,CH,0.78,0.65,EuroCOVIDhub-mean,1.03,0.31,0.76,-0.03,45,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,CH,0.78,0.65,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.31,0.76,-0.03,45,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,CH,0.77,0.65,EuroCOVIDhub-baseline,0.65,0.29,0.69,-0.08,45,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,CH,0.77,0.65,EuroCOVIDhub-median,1.02,0.29,0.69,-0.08,45,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,CH,0.77,0.65,EuroCOVIDhub-mean,1.03,0.29,0.69,-0.08,45,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,CH,0.77,0.65,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.29,0.69,-0.08,45,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,CH,0.77,0.65,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.29,0.69,-0.08,45,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,4,CH,1,1,EuroCOVIDhub-mean,1.59,0.2,0.71,-0.18,49,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,4,CH,1,1,EuroCOVIDhub-median,1.56,0.2,0.71,-0.18,49,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,4,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.54,0.2,0.71,-0.18,49,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,4,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.53,0.2,0.71,-0.18,49,1,Switzerland
All,EuroCOVIDhub-baseline,inc case,4,CH,1,1,EuroCOVIDhub-baseline,1,0.2,0.71,-0.18,49,1,Switzerland
All,EuroCOVIDhub-mean,inc case,4,CH,0.72,0.63,EuroCOVIDhub-baseline,0.63,0.38,0.76,-0,45,1,Switzerland
All,EuroCOVIDhub-mean,inc case,4,CH,0.72,0.63,EuroCOVIDhub-median,0.98,0.38,0.76,-0,45,1,Switzerland
All,EuroCOVIDhub-mean,inc case,4,CH,0.72,0.63,EuroCOVIDhub-All_relative_skill_weighted_mean,0.97,0.38,0.76,-0,45,1,Switzerland
All,EuroCOVIDhub-mean,inc case,4,CH,0.72,0.63,EuroCOVIDhub-All_relative_skill_weighted_median,0.97,0.38,0.76,-0,45,1,Switzerland
All,EuroCOVIDhub-mean,inc case,4,CH,0.72,0.63,EuroCOVIDhub-mean,1,0.38,0.76,-0,45,1,Switzerland
All,EuroCOVIDhub-median,inc case,4,CH,0.73,0.64,EuroCOVIDhub-baseline,0.64,0.24,0.67,-0.18,45,1,Switzerland
All,EuroCOVIDhub-median,inc case,4,CH,0.73,0.64,EuroCOVIDhub-mean,1.02,0.24,0.67,-0.18,45,1,Switzerland
All,EuroCOVIDhub-median,inc case,4,CH,0.73,0.64,EuroCOVIDhub-All_relative_skill_weighted_mean,0.99,0.24,0.67,-0.18,45,1,Switzerland
All,EuroCOVIDhub-median,inc case,4,CH,0.73,0.64,EuroCOVIDhub-All_relative_skill_weighted_median,0.98,0.24,0.67,-0.18,45,1,Switzerland
All,EuroCOVIDhub-median,inc case,4,CH,0.73,0.64,EuroCOVIDhub-median,1,0.24,0.67,-0.18,45,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,CH,0.9,0.95,EuroCOVIDhub-baseline,0.95,0.55,0.91,0.01,22,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,CH,0.9,0.95,EuroCOVIDhub-All_relative_skill_weighted_median,1.03,0.55,0.91,0.01,22,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,CH,0.9,0.95,EuroCOVIDhub-median,1.1,0.55,0.91,0.01,22,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,CH,0.9,0.95,EuroCOVIDhub-mean,1.02,0.55,0.91,0.01,22,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,CH,0.9,0.95,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.55,0.91,0.01,22,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,CH,0.92,0.91,EuroCOVIDhub-baseline,0.92,0.55,0.86,-0.04,22,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,CH,0.92,0.91,EuroCOVIDhub-median,1.07,0.55,0.86,-0.04,22,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,CH,0.92,0.91,EuroCOVIDhub-mean,0.99,0.55,0.86,-0.04,22,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,CH,0.92,0.91,EuroCOVIDhub-All_relative_skill_weighted_mean,0.97,0.55,0.86,-0.04,22,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,CH,0.92,0.91,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.55,0.86,-0.04,22,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,1,CH,1,1,EuroCOVIDhub-median,1.18,0.36,1,-0.03,28,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,1,CH,1,1,EuroCOVIDhub-mean,1.1,0.36,1,-0.03,28,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,1,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.08,0.36,1,-0.03,28,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,1,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.05,0.36,1,-0.03,28,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,1,CH,1,1,EuroCOVIDhub-baseline,1,0.36,1,-0.03,28,1,Switzerland
All,EuroCOVIDhub-mean,inc death,1,CH,0.89,0.92,EuroCOVIDhub-baseline,0.91,0.59,1,0.02,27,1,Switzerland
All,EuroCOVIDhub-mean,inc death,1,CH,0.89,0.92,EuroCOVIDhub-All_relative_skill_weighted_mean,0.98,0.59,1,0.02,27,1,Switzerland
All,EuroCOVIDhub-mean,inc death,1,CH,0.89,0.92,EuroCOVIDhub-All_relative_skill_weighted_median,1.01,0.59,1,0.02,27,1,Switzerland
All,EuroCOVIDhub-mean,inc death,1,CH,0.89,0.92,EuroCOVIDhub-median,1.08,0.59,1,0.02,27,1,Switzerland
All,EuroCOVIDhub-mean,inc death,1,CH,0.89,0.92,EuroCOVIDhub-mean,1,0.59,1,0.02,27,1,Switzerland
All,EuroCOVIDhub-median,inc death,1,CH,0.89,0.85,EuroCOVIDhub-baseline,0.84,0.56,0.96,-0.04,27,1,Switzerland
All,EuroCOVIDhub-median,inc death,1,CH,0.89,0.85,EuroCOVIDhub-All_relative_skill_weighted_mean,0.91,0.56,0.96,-0.04,27,1,Switzerland
All,EuroCOVIDhub-median,inc death,1,CH,0.89,0.85,EuroCOVIDhub-All_relative_skill_weighted_median,0.94,0.56,0.96,-0.04,27,1,Switzerland
All,EuroCOVIDhub-median,inc death,1,CH,0.89,0.85,EuroCOVIDhub-mean,0.93,0.56,0.96,-0.04,27,1,Switzerland
All,EuroCOVIDhub-median,inc death,1,CH,0.89,0.85,EuroCOVIDhub-median,1,0.56,0.96,-0.04,27,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,CH,1.07,1.07,EuroCOVIDhub-baseline,1.11,0.45,0.95,0.06,20,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,CH,1.07,1.07,EuroCOVIDhub-All_relative_skill_weighted_median,1.12,0.45,0.95,0.06,20,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,CH,1.07,1.07,EuroCOVIDhub-median,1.18,0.45,0.95,0.06,20,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,CH,1.07,1.07,EuroCOVIDhub-mean,0.9,0.45,0.95,0.06,20,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,CH,1.07,1.07,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.45,0.95,0.06,20,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,CH,0.97,0.95,EuroCOVIDhub-baseline,0.98,0.4,0.95,0.01,20,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,CH,0.97,0.95,EuroCOVIDhub-median,1.05,0.4,0.95,0.01,20,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,CH,0.97,0.95,EuroCOVIDhub-All_relative_skill_weighted_mean,0.89,0.4,0.95,0.01,20,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,CH,0.97,0.95,EuroCOVIDhub-mean,0.8,0.4,0.95,0.01,20,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,CH,0.97,0.95,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.4,0.95,0.01,20,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,3,CH,1,1,EuroCOVIDhub-median,1.14,0.62,1,-0.01,26,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,3,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.02,0.62,1,-0.01,26,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,3,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.9,0.62,1,-0.01,26,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,3,CH,1,1,EuroCOVIDhub-mean,0.88,0.62,1,-0.01,26,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,3,CH,1,1,EuroCOVIDhub-baseline,1,0.62,1,-0.01,26,1,Switzerland
All,EuroCOVIDhub-mean,inc death,3,CH,1.17,1.17,EuroCOVIDhub-All_relative_skill_weighted_mean,1.11,0.46,1,0.12,26,1,Switzerland
All,EuroCOVIDhub-mean,inc death,3,CH,1.17,1.17,EuroCOVIDhub-baseline,1.13,0.46,1,0.12,26,1,Switzerland
All,EuroCOVIDhub-mean,inc death,3,CH,1.17,1.17,EuroCOVIDhub-All_relative_skill_weighted_median,1.25,0.46,1,0.12,26,1,Switzerland
All,EuroCOVIDhub-mean,inc death,3,CH,1.17,1.17,EuroCOVIDhub-median,1.29,0.46,1,0.12,26,1,Switzerland
All,EuroCOVIDhub-mean,inc death,3,CH,1.17,1.17,EuroCOVIDhub-mean,1,0.46,1,0.12,26,1,Switzerland
All,EuroCOVIDhub-median,inc death,3,CH,0.99,0.9,EuroCOVIDhub-All_relative_skill_weighted_mean,0.85,0.5,1,0.01,26,1,Switzerland
All,EuroCOVIDhub-median,inc death,3,CH,0.99,0.9,EuroCOVIDhub-baseline,0.88,0.5,1,0.01,26,1,Switzerland
All,EuroCOVIDhub-median,inc death,3,CH,0.99,0.9,EuroCOVIDhub-All_relative_skill_weighted_median,0.96,0.5,1,0.01,26,1,Switzerland
All,EuroCOVIDhub-median,inc death,3,CH,0.99,0.9,EuroCOVIDhub-mean,0.78,0.5,1,0.01,26,1,Switzerland
All,EuroCOVIDhub-median,inc death,3,CH,0.99,0.9,EuroCOVIDhub-median,1,0.5,1,0.01,26,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,CH,1.1,1.01,EuroCOVIDhub-baseline,1.02,0.48,0.9,0.01,21,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,CH,1.1,1.01,EuroCOVIDhub-All_relative_skill_weighted_median,1.08,0.48,0.9,0.01,21,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,CH,1.1,1.01,EuroCOVIDhub-median,1.15,0.48,0.9,0.01,21,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,CH,1.1,1.01,EuroCOVIDhub-mean,0.93,0.48,0.9,0.01,21,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,CH,1.1,1.01,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.48,0.9,0.01,21,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,CH,1.05,0.93,EuroCOVIDhub-baseline,0.95,0.52,0.9,-0.04,21,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,CH,1.05,0.93,EuroCOVIDhub-median,1.06,0.52,0.9,-0.04,21,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,CH,1.05,0.93,EuroCOVIDhub-All_relative_skill_weighted_mean,0.92,0.52,0.9,-0.04,21,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,CH,1.05,0.93,EuroCOVIDhub-mean,0.86,0.52,0.9,-0.04,21,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,CH,1.05,0.93,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.52,0.9,-0.04,21,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,2,CH,1,1,EuroCOVIDhub-median,1.15,0.67,1,-0.02,27,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,2,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.06,0.67,1,-0.02,27,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,2,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.98,0.67,1,-0.02,27,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,2,CH,1,1,EuroCOVIDhub-mean,0.95,0.67,1,-0.02,27,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,2,CH,1,1,EuroCOVIDhub-baseline,1,0.67,1,-0.02,27,1,Switzerland
All,EuroCOVIDhub-mean,inc death,2,CH,1.17,1.07,EuroCOVIDhub-baseline,1.06,0.56,0.96,0.08,27,1,Switzerland
All,EuroCOVIDhub-mean,inc death,2,CH,1.17,1.07,EuroCOVIDhub-All_relative_skill_weighted_mean,1.08,0.56,0.96,0.08,27,1,Switzerland
All,EuroCOVIDhub-mean,inc death,2,CH,1.17,1.07,EuroCOVIDhub-All_relative_skill_weighted_median,1.16,0.56,0.96,0.08,27,1,Switzerland
All,EuroCOVIDhub-mean,inc death,2,CH,1.17,1.07,EuroCOVIDhub-median,1.22,0.56,0.96,0.08,27,1,Switzerland
All,EuroCOVIDhub-mean,inc death,2,CH,1.17,1.07,EuroCOVIDhub-mean,1,0.56,0.96,0.08,27,1,Switzerland
All,EuroCOVIDhub-median,inc death,2,CH,1.01,0.88,EuroCOVIDhub-baseline,0.87,0.59,0.93,-0,27,1,Switzerland
All,EuroCOVIDhub-median,inc death,2,CH,1.01,0.88,EuroCOVIDhub-All_relative_skill_weighted_mean,0.87,0.59,0.93,-0,27,1,Switzerland
All,EuroCOVIDhub-median,inc death,2,CH,1.01,0.88,EuroCOVIDhub-All_relative_skill_weighted_median,0.94,0.59,0.93,-0,27,1,Switzerland
All,EuroCOVIDhub-median,inc death,2,CH,1.01,0.88,EuroCOVIDhub-mean,0.82,0.59,0.93,-0,27,1,Switzerland
All,EuroCOVIDhub-median,inc death,2,CH,1.01,0.88,EuroCOVIDhub-median,1,0.59,0.93,-0,27,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,CH,1.29,1.26,EuroCOVIDhub-All_relative_skill_weighted_median,1.16,0.47,0.95,-0.02,19,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,CH,1.29,1.26,EuroCOVIDhub-baseline,1.29,0.47,0.95,-0.02,19,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,CH,1.29,1.26,EuroCOVIDhub-median,1.26,0.47,0.95,-0.02,19,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,CH,1.29,1.26,EuroCOVIDhub-mean,0.84,0.47,0.95,-0.02,19,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,CH,1.29,1.26,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.47,0.95,-0.02,19,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,CH,1.12,1.08,EuroCOVIDhub-baseline,1.11,0.42,0.95,-0.09,19,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,CH,1.12,1.08,EuroCOVIDhub-median,1.08,0.42,0.95,-0.09,19,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,CH,1.12,1.08,EuroCOVIDhub-All_relative_skill_weighted_mean,0.86,0.42,0.95,-0.09,19,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,CH,1.12,1.08,EuroCOVIDhub-mean,0.72,0.42,0.95,-0.09,19,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,CH,1.12,1.08,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.42,0.95,-0.09,19,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,4,CH,1,1,EuroCOVIDhub-median,1.03,0.8,1,-0.06,25,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,4,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,0.9,0.8,1,-0.06,25,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,4,CH,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.78,0.8,1,-0.06,25,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,4,CH,1,1,EuroCOVIDhub-mean,0.69,0.8,1,-0.06,25,1,Switzerland
All,EuroCOVIDhub-baseline,inc death,4,CH,1,1,EuroCOVIDhub-baseline,1,0.8,1,-0.06,25,1,Switzerland
All,EuroCOVIDhub-mean,inc death,4,CH,1.52,1.48,EuroCOVIDhub-All_relative_skill_weighted_mean,1.19,0.4,0.96,0.11,25,1,Switzerland
All,EuroCOVIDhub-mean,inc death,4,CH,1.52,1.48,EuroCOVIDhub-All_relative_skill_weighted_median,1.38,0.4,0.96,0.11,25,1,Switzerland
All,EuroCOVIDhub-mean,inc death,4,CH,1.52,1.48,EuroCOVIDhub-baseline,1.45,0.4,0.96,0.11,25,1,Switzerland
All,EuroCOVIDhub-mean,inc death,4,CH,1.52,1.48,EuroCOVIDhub-median,1.48,0.4,0.96,0.11,25,1,Switzerland
All,EuroCOVIDhub-mean,inc death,4,CH,1.52,1.48,EuroCOVIDhub-mean,1,0.4,0.96,0.11,25,1,Switzerland
All,EuroCOVIDhub-median,inc death,4,CH,1.14,0.99,EuroCOVIDhub-All_relative_skill_weighted_mean,0.79,0.32,1,-0.04,25,1,Switzerland
All,EuroCOVIDhub-median,inc death,4,CH,1.14,0.99,EuroCOVIDhub-All_relative_skill_weighted_median,0.92,0.32,1,-0.04,25,1,Switzerland
All,EuroCOVIDhub-median,inc death,4,CH,1.14,0.99,EuroCOVIDhub-baseline,0.97,0.32,1,-0.04,25,1,Switzerland
All,EuroCOVIDhub-median,inc death,4,CH,1.14,0.99,EuroCOVIDhub-mean,0.67,0.32,1,-0.04,25,1,Switzerland
All,EuroCOVIDhub-median,inc death,4,CH,1.14,0.99,EuroCOVIDhub-median,1,0.32,1,-0.04,25,1,Switzerland
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,CY,1.24,1.04,EuroCOVIDhub-All_relative_skill_weighted_median,0.98,0.48,0.81,-0.12,21,1,Cyprus
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,CY,1.24,1.04,EuroCOVIDhub-mean,1.03,0.48,0.81,-0.12,21,1,Cyprus
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,CY,1.24,1.04,EuroCOVIDhub-median,1.04,0.48,0.81,-0.12,21,1,Cyprus
